prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,8.963,1.25,128,28,10703,17111,667,98,34,98,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p2,10.0,9.475,1.25,56,32,8156,12647,669,148,35,148,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,8.926,1.25,128,32,11658,17799,670,101,36,101,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p4,10.0,9.475,1.25,56,40,8827,13229,675,145,39,145,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p4_d1d2,10.0,8.925,1.25,128,40,12643,18625,676,98,40,98,14x32,4x32
io4_l2p2n1_l5p2n1_l7p1n1,10.0,9.494,1.25,56,56,14047,17752,852,159,44,159,14x32,4x32
io4_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,8.926,1.25,192,56,18854,27682,853,112,45,112,14x32,4x32
io4_l2p2n1_l5p2n1_l7p2n1,10.0,9.514,1.25,56,56,13794,19377,1044,175,44,175,14x32,4x32
io4_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,9.494,1.25,192,112,24371,33790,1045,115,69,115,14x32,4x32
io4_l2p2n1_l5p2n1_l7p4n1,10.0,9.553,1.25,56,56,13995,21729,1428,207,44,207,14x32,4x32
io4_l2p2n1_l5p2n1_l7p4n1_d1d2,10.0,9.037,1.25,192,224,41926,44140,1429,112,117,112,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n1,10.0,7.984,1.25,56,46,32971,22990,1177,203,40,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n1_d1d2,10.0,8.537,1.25,160,101,54835,37438,1306,92,62,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n2,10.0,9.725,1.25,56,46,32841,23176,1180,206,40,206,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n2_d1d2,10.0,8.555,1.25,160,101,55002,37698,1309,95,62,95,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n4,10.0,9.23,1.25,56,46,32894,23011,1186,203,40,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n4_d1d2,10.0,8.593,1.25,160,101,56919,35716,1315,92,62,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p1,10.0,7.984,1.25,56,46,33384,23229,1178,203,41,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p1_d1d2,10.0,8.537,1.25,160,101,56324,35545,1307,92,63,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p2,10.0,9.101,1.25,56,46,33315,23428,1181,206,41,206,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p2_d1d2,10.0,8.537,1.25,160,101,56569,35679,1310,95,63,95,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p4,10.0,8.644,1.25,56,46,33021,23185,1187,203,41,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p4_d1d2,10.0,8.537,1.25,160,101,56774,35774,1316,92,63,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7p1n1,10.0,8.652,1.25,56,62,36193,27158,1364,217,46,217,14x32,4x32
io4_l2p4n1_l5p4n1_l7p1n1_d1d2,10.0,8.537,1.25,224,101,59335,42279,1493,106,60,106,14x32,4x32
io4_l2p4n1_l5p4n1_l7p2n1,10.0,8.659,1.25,56,62,36292,28822,1556,233,46,233,14x32,4x32
io4_l2p4n1_l5p4n1_l7p2n1_d1d2,10.0,9.653,1.25,224,133,61748,47373,1685,109,76,109,14x32,4x32
io4_l2p4n1_l5p4n1_l7p4n1,10.0,8.675,1.25,56,62,36461,31254,1940,265,46,265,14x32,4x32
io4_l2p4n1_l5p4n1_l7p4n1_d1d2,10.0,9.196,1.25,224,224,76561,56783,2069,106,117,106,14x32,4x32
io8_l2n1n1_l5n1n1_l7n1n1,10.0,7.966,1.25,56,5,1158,3573,39,27,32,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n1_d1d2,10.0,7.966,1.25,448,5,1786,17559,40,27,33,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n2,10.0,7.969,1.25,56,5,1508,3673,42,28,32,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n2_d1d2,10.0,7.969,1.25,448,5,2101,18519,43,28,33,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n4,10.0,9.01,1.25,56,5,1391,4037,48,34,32,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n4_d1d2,10.0,7.966,1.25,448,5,2984,20299,49,34,33,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n8,10.0,7.966,1.25,56,40,4247,6141,60,27,46,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5384,17171,61,27,47,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p1,10.0,7.966,1.25,56,7,1584,3921,40,27,34,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2285,17939,41,27,35,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p2,10.0,7.966,1.25,56,14,2705,4577,43,28,37,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3102,19365,44,28,38,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p4,10.0,8.423,1.25,56,28,3741,6040,49,34,43,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p4_d1d2,10.0,7.966,1.25,448,28,4733,22254,50,34,44,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p8,10.0,7.966,1.25,56,56,6189,7774,61,27,55,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7403,27648,62,27,56,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7p1n1,10.0,8.628,1.25,88,112,15222,15599,226,33,76,33,26x32,8x32
io8_l2n1n1_l5n1n1_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20401,54493,227,33,77,33,26x32,8x32
io8_l2n1n1_l5n1n1_l7p2n1,10.0,8.553,1.25,88,112,19253,17600,418,41,76,41,26x32,8x32
io8_l2n1n1_l5n1n1_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41040,61355,419,34,125,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7p4n1,10.0,9.14,1.25,88,112,18318,20690,802,57,76,57,26x32,8x32
io8_l2n1n1_l5n1n1_l7p4n1_d1d2,10.0,9.085,1.25,704,448,59302,81707,803,40,221,40,26x32,8x32
io8_l2n1n1_l5n1n1_l7p8n1,10.0,9.177,1.25,88,112,18990,25142,1570,89,76,89,26x32,8x32
io8_l2n1n1_l5n1n1_l7p8n1_d1d2,10.0,8.628,1.25,704,896,116834,116319,1571,33,413,33,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n1,10.0,7.966,1.25,56,5,1515,3721,45,29,32,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n1_d1d2,10.0,7.966,1.25,448,8,2081,18910,46,29,34,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n2,10.0,7.966,1.25,56,5,1864,3814,48,30,32,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n2_d1d2,10.0,7.969,1.25,448,8,2387,19834,49,30,34,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n4,10.0,9.047,1.25,56,5,1747,4160,54,36,32,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n4_d1d2,10.0,7.966,1.25,448,8,3270,21613,55,36,34,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n8,10.0,8.628,1.25,56,40,4603,6269,66,29,46,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5511,17437,67,29,47,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p1,10.0,7.966,1.25,56,7,1940,4055,46,29,34,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p1_d1d2,10.0,7.966,1.25,448,10,2571,19260,47,29,36,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p2,10.0,7.966,1.25,56,14,3061,4711,49,30,37,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3228,20561,50,30,38,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p4,10.0,9.066,1.25,56,28,4097,6174,55,36,43,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p4_d1d2,10.0,7.966,1.25,448,28,4859,23450,56,36,44,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p8,10.0,8.609,1.25,56,56,6545,7908,67,29,55,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7529,28844,68,29,56,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7p1n1,10.0,7.966,1.25,88,112,15577,15726,232,35,76,35,26x32,8x32
io8_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20510,55607,233,35,77,35,26x32,8x32
io8_l2n1n2_l5n1n2_l7p2n1,10.0,8.59,1.25,88,112,19608,17721,424,43,76,43,26x32,8x32
io8_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41149,62466,425,36,125,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7p4n1,10.0,9.177,1.25,88,112,18674,20831,808,59,76,59,26x32,8x32
io8_l2n1n2_l5n1n2_l7p4n1_d1d2,10.0,8.423,1.25,704,448,59419,82857,809,42,221,42,26x32,8x32
io8_l2n1n2_l5n1n2_l7p8n1,10.0,9.215,1.25,88,112,19346,25267,1576,91,76,91,26x32,8x32
io8_l2n1n2_l5n1n2_l7p8n1_d1d2,10.0,7.966,1.25,704,896,116951,117470,1577,35,413,35,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n1,10.0,7.966,1.25,56,14,2057,4682,57,41,35,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n1_d1d2,10.0,7.966,1.25,448,14,2679,21556,58,33,36,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n2,10.0,7.969,1.25,56,14,2406,4777,60,42,35,42,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n2_d1d2,10.0,7.969,1.25,448,14,3546,22403,61,34,36,34,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n4,10.0,9.01,1.25,56,14,2289,5119,66,48,35,48,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n4_d1d2,10.0,7.966,1.25,448,14,3868,24245,67,40,36,40,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n8,10.0,8.553,1.25,56,40,4665,6871,78,41,46,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5789,17977,79,33,47,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p1,10.0,7.966,1.25,56,16,2482,5016,58,41,37,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p1_d1d2,10.0,7.966,1.25,448,16,3169,21890,59,33,38,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p2,10.0,7.966,1.25,56,20,3443,5547,61,42,39,42,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p2_d1d2,10.0,7.966,1.25,448,20,3826,23191,62,34,40,34,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p4,10.0,8.423,1.25,56,28,4159,6760,67,48,43,48,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5137,25830,68,40,44,40,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p8,10.0,7.966,1.25,56,56,6607,8494,79,41,55,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7807,31224,80,33,56,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7p1n1,10.0,8.59,1.25,88,112,15639,16287,244,47,76,47,26x32,8x32
io8_l2n1n4_l5n1n4_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20788,57961,245,39,77,39,26x32,8x32
io8_l2n1n4_l5n1n4_l7p2n1,10.0,8.553,1.25,88,112,19670,18274,436,55,76,55,26x32,8x32
io8_l2n1n4_l5n1n4_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41427,64814,437,40,125,40,26x32,8x32
io8_l2n1n4_l5n1n4_l7p4n1,10.0,8.572,1.25,88,112,18736,21384,820,71,76,71,26x32,8x32
io8_l2n1n4_l5n1n4_l7p4n1_d1d2,10.0,9.047,1.25,704,448,59697,85216,821,46,221,46,26x32,8x32
io8_l2n1n4_l5n1n4_l7p8n1,10.0,8.609,1.25,88,112,19408,25820,1588,103,76,103,26x32,8x32
io8_l2n1n4_l5n1n4_l7p8n1_d1d2,10.0,8.59,1.25,704,896,117229,119831,1589,39,413,39,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n1,10.0,8.499,1.25,56,17,2605,4449,81,27,36,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n1_d1d2,10.0,7.966,1.25,448,23,3795,26615,82,27,39,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n2,10.0,8.518,1.25,56,17,2955,4546,84,28,36,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n2_d1d2,10.0,7.966,1.25,448,23,4662,27457,85,28,39,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n4,10.0,9.029,1.25,56,17,2836,4891,90,34,36,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n4_d1d2,10.0,7.969,1.25,448,23,5256,29219,91,34,39,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n8,10.0,9.14,1.25,56,40,5053,6513,102,27,46,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n8_d1d2,10.0,7.966,1.25,448,40,6425,18949,103,27,47,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p1,10.0,8.499,1.25,56,19,3030,4791,82,27,38,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p1_d1d2,10.0,7.966,1.25,448,25,4285,16517,83,27,41,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p2,10.0,8.499,1.25,56,23,3991,5322,85,28,40,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p2_d1d2,10.0,7.966,1.25,448,29,4942,17122,86,28,43,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p4,10.0,9.01,1.25,56,31,4707,6535,91,34,44,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p4_d1d2,10.0,7.966,1.25,448,37,6253,18369,92,34,47,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p8,10.0,8.553,1.25,56,56,6995,8144,103,27,55,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p8_d1d2,10.0,7.966,1.25,448,56,8443,20604,104,27,56,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7p1n1,10.0,9.177,1.25,88,112,15963,15923,268,33,76,33,26x32,8x32
io8_l2n1n8_l5n1n8_l7p1n1_d1d2,10.0,7.969,1.25,704,112,21360,41737,269,33,77,33,26x32,8x32
io8_l2n1n8_l5n1n8_l7p2n1,10.0,8.572,1.25,88,112,19994,17907,460,41,76,41,26x32,8x32
io8_l2n1n8_l5n1n8_l7p2n1_d1d2,10.0,7.969,1.25,704,224,41999,59719,461,34,125,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7p4n1,10.0,8.59,1.25,88,112,19059,21005,844,57,76,57,26x32,8x32
io8_l2n1n8_l5n1n8_l7p4n1_d1d2,10.0,9.634,1.25,704,448,60269,80128,845,40,221,40,26x32,8x32
io8_l2n1n8_l5n1n8_l7p8n1,10.0,8.628,1.25,88,112,19732,25444,1612,89,76,89,26x32,8x32
io8_l2n1n8_l5n1n8_l7p8n1_d1d2,10.0,9.177,1.25,704,896,117801,114747,1613,33,413,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n1,10.0,7.966,1.25,56,5,1323,4009,43,33,36,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,7.966,1.25,448,5,1925,18667,44,33,37,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n2,10.0,7.969,1.25,56,5,1672,4105,46,34,36,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,7.969,1.25,448,5,2223,19543,47,34,37,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n4,10.0,9.01,1.25,56,5,1555,4453,52,40,36,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n4_d1d2,10.0,7.966,1.25,448,5,3106,21323,53,40,37,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n8,10.0,7.966,1.25,56,40,4412,6577,64,33,50,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5523,18279,65,33,51,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p1,10.0,7.966,1.25,56,7,1749,4357,44,33,38,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2424,15103,45,33,39,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p2,10.0,7.966,1.25,56,14,2870,5013,47,34,41,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3241,15833,48,34,42,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p4,10.0,8.423,1.25,56,28,3906,6476,53,40,47,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p4_d1d2,10.0,7.966,1.25,448,28,4872,17330,54,40,48,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p8,10.0,7.966,1.25,56,56,6354,8210,65,33,59,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7542,19940,66,33,60,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7p1n1,10.0,8.628,1.25,88,112,15386,15983,230,39,80,39,26x32,8x32
io8_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20523,40765,231,39,81,39,26x32,8x32
io8_l2n1p1_l5n1p1_l7p2n1,10.0,8.553,1.25,88,112,19417,17984,422,47,80,47,26x32,8x32
io8_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41162,58763,423,40,129,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7p4n1,10.0,9.14,1.25,88,112,18482,21090,806,63,80,63,26x32,8x32
io8_l2n1p1_l5n1p1_l7p4n1_d1d2,10.0,9.085,1.25,704,448,59432,79147,807,46,225,46,26x32,8x32
io8_l2n1p1_l5n1p1_l7p8n1,10.0,9.177,1.25,88,112,19154,25526,1574,95,80,95,26x32,8x32
io8_l2n1p1_l5n1p1_l7p8n1_d1d2,10.0,8.628,1.25,704,896,116964,113759,1575,39,417,39,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n1,10.0,7.966,1.25,56,5,1678,4092,49,35,36,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,7.966,1.25,448,5,2086,19826,50,35,37,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n2,10.0,7.966,1.25,56,5,2026,4181,52,36,36,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,7.966,1.25,448,5,2383,20695,53,36,37,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n4,10.0,9.047,1.25,56,5,1909,4526,58,42,36,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n4_d1d2,10.0,7.966,1.25,448,5,3266,22488,59,42,37,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n8,10.0,8.628,1.25,56,40,4766,6656,70,35,50,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5684,18510,71,35,51,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p1,10.0,7.966,1.25,56,7,2103,4442,50,35,38,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2584,15336,51,35,39,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p2,10.0,7.966,1.25,56,14,3224,5098,53,36,41,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3401,16066,54,36,42,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p4,10.0,9.066,1.25,56,28,4260,6561,59,42,47,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5032,17563,60,42,48,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p8,10.0,8.609,1.25,56,56,6708,8295,71,35,59,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7702,20173,72,35,60,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7p1n1,10.0,7.966,1.25,88,112,15708,16065,236,41,80,41,26x32,8x32
io8_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20651,40989,237,41,81,41,26x32,8x32
io8_l2n1p2_l5n1p2_l7p2n1,10.0,8.59,1.25,88,112,19739,18054,428,49,80,49,26x32,8x32
io8_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41290,58987,429,42,129,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7p4n1,10.0,9.177,1.25,88,112,18804,21160,812,65,80,65,26x32,8x32
io8_l2n1p2_l5n1p2_l7p4n1_d1d2,10.0,8.423,1.25,704,448,59560,79375,813,48,225,48,26x32,8x32
io8_l2n1p2_l5n1p2_l7p8n1,10.0,9.215,1.25,88,112,19450,25596,1580,97,80,97,26x32,8x32
io8_l2n1p2_l5n1p2_l7p8n1_d1d2,10.0,7.966,1.25,704,896,117092,113989,1581,41,417,41,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n1,10.0,7.966,1.25,56,5,1808,4602,61,47,36,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n1_d1d2,10.0,7.966,1.25,448,5,2422,22148,62,39,37,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n2,10.0,8.48,1.25,56,5,2156,4707,64,48,36,48,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n2_d1d2,10.0,8.48,1.25,448,5,2711,22985,65,40,37,40,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n4,10.0,9.01,1.25,56,5,2039,5066,70,54,36,54,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n4_d1d2,10.0,8.518,1.25,448,5,3594,24792,71,46,37,46,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n8,10.0,8.553,1.25,56,40,4896,7166,82,47,50,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n8_d1d2,10.0,7.966,1.25,448,40,6012,18944,83,39,51,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p1,10.0,7.966,1.25,56,7,2233,4952,62,47,38,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2912,15770,63,39,39,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p2,10.0,7.966,1.25,56,14,3354,5608,65,48,41,48,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3729,16500,66,40,42,40,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p4,10.0,8.423,1.25,56,28,4390,7071,71,54,47,54,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5360,17997,72,46,48,46,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p8,10.0,7.966,1.25,56,56,6838,8805,83,47,59,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p8_d1d2,10.0,7.966,1.25,448,56,8030,20607,84,39,60,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7p1n1,10.0,8.59,1.25,88,112,15774,16575,248,53,80,53,26x32,8x32
io8_l2n1p4_l5n1p4_l7p1n1_d1d2,10.0,8.518,1.25,704,112,20915,41420,249,45,81,45,26x32,8x32
io8_l2n1p4_l5n1p4_l7p2n1,10.0,8.553,1.25,88,112,19805,18558,440,61,80,61,26x32,8x32
io8_l2n1p4_l5n1p4_l7p2n1_d1d2,10.0,8.518,1.25,704,224,41554,59435,441,46,129,46,26x32,8x32
io8_l2n1p4_l5n1p4_l7p4n1,10.0,8.572,1.25,88,112,18846,21664,824,77,80,77,26x32,8x32
io8_l2n1p4_l5n1p4_l7p4n1_d1d2,10.0,9.047,1.25,704,448,59824,79809,825,52,225,52,26x32,8x32
io8_l2n1p4_l5n1p4_l7p8n1,10.0,8.609,1.25,88,112,19518,26116,1592,109,80,109,26x32,8x32
io8_l2n1p4_l5n1p4_l7p8n1_d1d2,10.0,8.59,1.25,704,896,117356,114423,1593,45,417,45,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n1,10.0,7.966,1.25,56,5,2144,4246,85,33,36,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n1_d1d2,10.0,7.966,1.25,448,5,3016,26744,86,33,37,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n2,10.0,8.518,1.25,56,5,2494,4349,88,34,36,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n2_d1d2,10.0,8.518,1.25,448,5,3883,27595,89,34,37,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n4,10.0,9.029,1.25,56,5,2375,4683,94,40,36,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n4_d1d2,10.0,8.555,1.25,448,5,4188,29367,95,40,37,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n8,10.0,9.14,1.25,56,40,5232,6810,106,33,50,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n8_d1d2,10.0,7.966,1.25,448,40,6606,19828,107,33,51,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p1,10.0,7.966,1.25,56,7,2569,4596,86,33,38,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p1_d1d2,10.0,7.966,1.25,448,7,3506,16654,87,33,39,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p2,10.0,7.966,1.25,56,14,3690,5252,89,34,41,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p2_d1d2,10.0,7.966,1.25,448,14,4323,17384,90,34,42,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p4,10.0,9.01,1.25,56,28,4726,6715,95,40,47,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5954,18881,96,40,48,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p8,10.0,8.553,1.25,56,56,7174,8449,107,33,59,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p8_d1d2,10.0,7.966,1.25,448,56,8624,21491,108,33,60,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7p1n1,10.0,9.177,1.25,88,112,16110,16217,272,39,80,39,26x32,8x32
