prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io8_l2n1n4_l4p8n1_d1d2,346.549,49205,49205,0,0,63780,128,128,0,320
io8_l2n1n8_l4n1n1,26.410,1602,1602,0,0,1044,0,32,0,17
io8_l2n1n8_l4n1n1_d1d2,78.420,5724,5724,0,0,1790,0,256,0,23
io8_l2n1n8_l4n1n2,27.025,1648,1648,0,0,1131,0,32,0,17
io8_l2n1n8_l4n1n2_d1d2,80.807,5598,5598,0,0,1825,0,256,0,23
io8_l2n1n8_l4n1n4,26.912,1796,1796,0,0,1164,0,32,0,17
io8_l2n1n8_l4n1n4_d1d2,80.063,5614,5614,0,0,1909,0,256,0,23
io8_l2n1n8_l4n1n8,41.797,3600,3600,0,0,2592,0,32,0,40
io8_l2n1n8_l4n1n8_d1d2,80.784,5890,5890,0,0,2062,0,256,0,23
io8_l2n1n8_l4n1p1,26.663,1670,1670,0,0,1068,0,32,0,17
io8_l2n1n8_l4n1p1_d1d2,78.528,5678,5678,0,0,1815,0,256,0,23
io8_l2n1n8_l4n1p2,27.180,1821,1821,0,0,1124,0,32,0,17
io8_l2n1n8_l4n1p2_d1d2,81.318,6080,6080,0,0,1886,0,256,0,23
io8_l2n1n8_l4n1p4,27.684,2008,2008,0,0,1242,0,32,0,17
io8_l2n1n8_l4n1p4_d1d2,80.044,6140,6140,0,0,1999,0,256,0,23
io8_l2n1n8_l4n1p8,43.010,3418,3409,0,9,2616,8,24,0,40
io8_l2n1n8_l4n1p8_d1d2,104.855,7382,7373,0,9,3490,64,192,0,40
io8_l2n1n8_l4p1n1,54.347,6370,6370,0,0,7914,16,16,0,40
io8_l2n1n8_l4p1n1_d1d2,148.285,13981,13981,0,0,9869,128,128,0,80
io8_l2n1n8_l4p2n1,60.670,8988,8988,0,0,12051,16,16,0,40
io8_l2n1n8_l4p2n1_d1d2,197.498,21766,21766,0,0,20803,120,128,0,160
io8_l2n1n8_l4p4n1,70.617,13562,13562,0,0,18071,16,16,0,40
io8_l2n1n8_l4p4n1_d1d2,305.727,37707,37707,0,0,39924,128,128,0,320
io8_l2n1n8_l4p8n1,95.442,24146,24146,0,0,30132,16,16,0,40
io8_l2n1n8_l4p8n1_d1d2,336.528,48349,48349,0,0,64448,128,128,0,320
io8_l2n1p1_l4n1n1,25.684,1379,1379,0,0,775,0,32,0,5
io8_l2n1p1_l4n1n1_d1d2,125.161,5052,5052,0,0,750,0,256,0,5
io8_l2n1p1_l4n1n2,25.300,1388,1388,0,0,761,0,32,0,5
io8_l2n1p1_l4n1n2_d1d2,126.475,5076,5076,0,0,802,0,256,0,5
io8_l2n1p1_l4n1n4,26.470,1485,1485,0,0,859,0,32,0,5
io8_l2n1p1_l4n1n4_d1d2,126.576,5081,5081,0,0,870,0,256,0,5
io8_l2n1p1_l4n1n8,49.115,3517,3517,0,0,2545,0,32,0,40
io8_l2n1p1_l4n1n8_d1d2,126.760,5277,5277,0,0,1019,0,256,0,5
io8_l2n1p1_l4n1p1,25.750,1465,1465,0,0,796,0,32,0,5
io8_l2n1p1_l4n1p1_d1d2,126.025,5157,5157,0,0,779,0,256,0,5
io8_l2n1p1_l4n1p2,26.028,1516,1516,0,0,834,0,32,0,5
io8_l2n1p1_l4n1p2_d1d2,125.361,5564,5564,0,0,855,0,256,0,5
io8_l2n1p1_l4n1p4,26.799,1720,1720,0,0,937,0,32,0,5
io8_l2n1p1_l4n1p4_d1d2,127.311,5588,5588,0,0,962,0,256,0,5
io8_l2n1p1_l4n1p8,49.252,3319,3310,0,9,2574,8,24,0,40
io8_l2n1p1_l4n1p8_d1d2,159.021,7153,7144,0,9,2841,64,192,0,40
io8_l2n1p1_l4p1n1,61.058,6503,6503,0,0,7906,16,16,0,40
io8_l2n1p1_l4p1n1_d1d2,195.316,13658,13658,0,0,9222,120,128,0,80
io8_l2n1p1_l4p2n1,66.690,8788,8788,0,0,12037,16,16,0,40
io8_l2n1p1_l4p2n1_d1d2,255.473,21381,21381,0,0,20152,120,128,0,160
io8_l2n1p1_l4p4n1,79.768,13687,13687,0,0,17799,16,16,0,40
io8_l2n1p1_l4p4n1_d1d2,366.251,36651,36651,0,0,39076,128,128,0,320
io8_l2n1p1_l4p8n1,103.434,24565,24565,0,0,30358,16,16,0,40
io8_l2n1p1_l4p8n1_d1d2,407.879,48599,48599,0,0,63435,128,128,0,320
io8_l2n1p2_l4n1n1,24.098,1483,1483,0,0,1043,0,32,0,5
io8_l2n1p2_l4n1n1_d1d2,95.270,5285,5285,0,0,937,0,256,0,5
io8_l2n1p2_l4n1n2,23.960,1475,1475,0,0,953,0,32,0,5
io8_l2n1p2_l4n1n2_d1d2,96.098,5267,5267,0,0,969,0,256,0,5
io8_l2n1p2_l4n1n4,25.536,1560,1560,0,0,1050,0,32,0,5
io8_l2n1p2_l4n1n4_d1d2,97.628,5280,5280,0,0,1047,0,256,0,5
io8_l2n1p2_l4n1n8,47.119,3598,3598,0,0,2737,0,32,0,40
io8_l2n1p2_l4n1n8_d1d2,98.264,5516,5516,0,0,1134,0,256,0,5
io8_l2n1p2_l4n1p1,24.410,1585,1585,0,0,988,0,32,0,5
io8_l2n1p2_l4n1p1_d1d2,96.385,5353,5353,0,0,960,0,256,0,5
io8_l2n1p2_l4n1p2,24.113,1631,1631,0,0,1028,0,32,0,5
io8_l2n1p2_l4n1p2_d1d2,96.494,5763,5763,0,0,1037,0,256,0,5
io8_l2n1p2_l4n1p4,25.369,1832,1832,0,0,1134,0,32,0,5
io8_l2n1p2_l4n1p4_d1d2,98.097,5783,5783,0,0,1079,0,256,0,5
io8_l2n1p2_l4n1p8,47.727,3396,3387,0,9,2762,8,24,0,40
io8_l2n1p2_l4n1p8_d1d2,131.606,7383,7374,0,9,3017,64,192,0,40
io8_l2n1p2_l4p1n1,57.689,6604,6604,0,0,8066,16,16,0,40
io8_l2n1p2_l4p1n1_d1d2,174.304,13594,13594,0,0,9397,128,128,0,80
io8_l2n1p2_l4p2n1,64.826,8985,8985,0,0,12197,16,16,0,40
io8_l2n1p2_l4p2n1_d1d2,228.650,21714,21714,0,0,20478,120,128,0,160
io8_l2n1p2_l4p4n1,74.739,13653,13653,0,0,17862,16,16,0,40
io8_l2n1p2_l4p4n1_d1d2,337.353,36881,36881,0,0,40349,128,128,0,320
io8_l2n1p2_l4p8n1,99.275,23801,23801,0,0,30915,16,16,0,40
io8_l2n1p2_l4p8n1_d1d2,378.005,48291,48291,0,0,63581,128,128,0,320
io8_l2n1p4_l4n1n1,21.493,1517,1517,0,0,1035,0,32,0,5
io8_l2n1p4_l4n1n1_d1d2,77.972,5532,5532,0,0,1066,0,256,0,5
io8_l2n1p4_l4n1n2,22.262,1570,1570,0,0,1117,0,32,0,5
io8_l2n1p4_l4n1n2_d1d2,78.243,5506,5506,0,0,1098,0,256,0,5
io8_l2n1p4_l4n1n4,22.161,1720,1720,0,0,1151,0,32,0,5
io8_l2n1p4_l4n1n4_d1d2,80.063,5540,5540,0,0,1313,0,256,0,5
io8_l2n1p4_l4n1n8,44.617,3723,3723,0,0,2836,0,32,0,40
io8_l2n1p4_l4n1n8_d1d2,80.291,5778,5778,0,0,1326,0,256,0,5
io8_l2n1p4_l4n1p1,21.436,1594,1594,0,0,1052,0,32,0,5
io8_l2n1p4_l4n1p1_d1d2,77.295,5636,5636,0,0,1091,0,256,0,5
io8_l2n1p4_l4n1p2,21.699,1674,1674,0,0,1110,0,32,0,5
io8_l2n1p4_l4n1p2_d1d2,77.455,5914,5914,0,0,1127,0,256,0,5
io8_l2n1p4_l4n1p4,22.840,1963,1963,0,0,1167,0,32,0,5
io8_l2n1p4_l4n1p4_d1d2,79.471,6124,6124,0,0,1211,0,256,0,5
io8_l2n1p4_l4n1p8,44.536,3505,3496,0,9,2861,8,24,0,40
io8_l2n1p4_l4n1p8_d1d2,115.362,7646,7637,0,9,3151,64,192,0,40
io8_l2n1p4_l4p1n1,55.865,6731,6731,0,0,8101,16,16,0,40
io8_l2n1p4_l4p1n1_d1d2,155.687,14129,14129,0,0,9485,128,128,0,80
io8_l2n1p4_l4p2n1,62.201,8960,8960,0,0,12263,16,16,0,40
io8_l2n1p4_l4p2n1_d1d2,210.715,22364,22364,0,0,20923,120,128,0,160
io8_l2n1p4_l4p4n1,72.201,14016,14016,0,0,17980,16,16,0,40
io8_l2n1p4_l4p4n1_d1d2,310.801,36378,36378,0,0,39199,116,128,0,320
io8_l2n1p4_l4p8n1,94.748,23867,23867,0,0,31327,16,16,0,40
io8_l2n1p4_l4p8n1_d1d2,345.459,48732,48732,0,0,63707,128,128,0,320
io8_l2n1p8_l4n1n1,20.621,1519,1519,0,0,851,0,32,0,5
io8_l2n1p8_l4n1n1_d1d2,71.453,5383,5383,0,0,1410,0,256,0,5
io8_l2n1p8_l4n1n2,21.013,1549,1549,0,0,936,0,32,0,5
io8_l2n1p8_l4n1n2_d1d2,71.936,5321,5321,0,0,1439,0,256,0,5
io8_l2n1p8_l4n1n4,21.204,1652,1652,0,0,1018,0,32,0,5
io8_l2n1p8_l4n1n4_d1d2,72.387,5352,5352,0,0,1520,0,256,0,5
io8_l2n1p8_l4n1n8,43.399,3737,3737,0,0,2659,0,32,0,40
io8_l2n1p8_l4n1n8_d1d2,72.769,5648,5648,0,0,1675,0,256,0,5
io8_l2n1p8_l4n1p1,20.617,1599,1599,0,0,871,0,32,0,5
io8_l2n1p8_l4n1p1_d1d2,71.233,5462,5462,0,0,1429,0,256,0,5
io8_l2n1p8_l4n1p2,20.666,1777,1777,0,0,936,0,32,0,5
io8_l2n1p8_l4n1p2_d1d2,70.606,5754,5754,0,0,1472,0,256,0,5
io8_l2n1p8_l4n1p4,21.507,1909,1909,0,0,985,0,32,0,5
io8_l2n1p8_l4n1p4_d1d2,72.601,5844,5844,0,0,1551,0,256,0,5
io8_l2n1p8_l4n1p8,43.861,3522,3513,0,9,2684,8,24,0,40
io8_l2n1p8_l4n1p8_d1d2,106.297,7498,7489,0,9,3490,64,192,0,40
io8_l2n1p8_l4p1n1,55.029,6477,6477,0,0,7935,16,16,0,40
io8_l2n1p8_l4p1n1_d1d2,149.134,13433,13433,0,0,9787,128,128,0,80
io8_l2n1p8_l4p2n1,59.772,9008,9008,0,0,12156,16,16,0,40
io8_l2n1p8_l4p2n1_d1d2,203.939,22183,22183,0,0,20751,128,128,0,160
io8_l2n1p8_l4p4n1,73.565,13884,13884,0,0,17743,16,16,0,40
io8_l2n1p8_l4p4n1_d1d2,299.847,35836,35836,0,0,39394,124,128,0,320
io8_l2n1p8_l4p8n1,102.161,24237,24237,0,0,30211,16,16,0,40
io8_l2n1p8_l4p8n1_d1d2,336.711,48523,48523,0,0,64736,120,128,0,320
io8_l2p1n1_l4n1n1,27.794,2087,2087,0,0,1304,0,32,0,17
io8_l2p1n1_l4n1n1_d1d2,77.798,6075,6075,0,0,2032,0,256,0,23
io8_l2p1n1_l4n1n2,28.359,2025,2025,0,0,1387,0,32,0,17
io8_l2p1n1_l4n1n2_d1d2,78.610,6165,6165,0,0,2064,0,256,0,23
io8_l2p1n1_l4n1n4,28.691,2185,2185,0,0,1421,0,32,0,17
io8_l2p1n1_l4n1n4_d1d2,78.843,6089,6089,0,0,2155,0,256,0,23
io8_l2p1n1_l4n1n8,42.981,4022,4022,0,0,2842,0,32,0,40
io8_l2p1n1_l4n1n8_d1d2,80.290,6351,6351,0,0,2308,0,256,0,23
io8_l2p1n1_l4n1p1,28.588,2188,2188,0,0,1324,0,32,0,17
io8_l2p1n1_l4n1p1_d1d2,77.817,6267,6267,0,0,2074,0,256,0,23
io8_l2p1n1_l4n1p2,28.244,2229,2229,0,0,1390,0,32,0,17
io8_l2p1n1_l4n1p2_d1d2,79.456,6534,6534,0,0,2115,0,256,0,23
io8_l2p1n1_l4n1p4,29.491,2486,2486,0,0,1506,0,32,0,17
io8_l2p1n1_l4n1p4_d1d2,80.339,6637,6637,0,0,2259,0,256,0,23
io8_l2p1n1_l4n1p8,44.165,3870,3861,0,9,2872,8,24,0,40
io8_l2p1n1_l4n1p8_d1d2,101.471,7898,7889,0,9,3744,64,192,0,40
io8_l2p1n1_l4p1n1,55.843,6616,6616,0,0,8171,16,16,0,40
io8_l2p1n1_l4p1n1_d1d2,145.327,13881,13881,0,0,10095,128,128,0,80
io8_l2p1n1_l4p2n1,62.735,9519,9519,0,0,12355,16,16,0,40
io8_l2p1n1_l4p2n1_d1d2,198.615,21780,21780,0,0,21046,128,128,0,160
io8_l2p1n1_l4p4n1,70.315,14328,14328,0,0,17996,16,16,0,40
io8_l2p1n1_l4p4n1_d1d2,300.814,36610,36610,0,0,39922,120,128,0,320
io8_l2p1n1_l4p8n1,96.194,25118,25118,0,0,30595,16,16,0,40
io8_l2p1n1_l4p8n1_d1d2,329.301,48522,48522,0,0,64542,128,128,0,320
io8_l2p2n1_l4n1n1,121.563,10361,10361,0,0,10251,16,16,0,194
io8_l2p2n1_l4n1n1_d1d2,101.187,15000,15000,0,0,25993,64,192,0,8
io8_l2p2n1_l4n1n2,121.332,10328,10328,0,0,10324,16,16,0,194
io8_l2p2n1_l4n1n2_d1d2,101.663,14871,14871,0,0,26015,64,192,0,8
io8_l2p2n1_l4n1n4,121.703,10531,10531,0,0,10331,16,16,0,194
io8_l2p2n1_l4n1n4_d1d2,104.659,14696,14696,0,0,26116,64,192,0,8
io8_l2p2n1_l4n1n8,127.036,12104,12104,0,0,11564,16,16,0,208
io8_l2p2n1_l4n1n8_d1d2,105.103,15360,15360,0,0,26260,64,192,0,8
io8_l2p2n1_l4n1p1,121.056,10399,10399,0,0,10237,16,16,0,194
io8_l2p2n1_l4n1p1_d1d2,103.054,14478,14478,0,0,26003,64,192,0,8
io8_l2p2n1_l4n1p2,121.546,10434,10434,0,0,10297,16,16,0,194
io8_l2p2n1_l4n1p2_d1d2,101.099,15686,15686,0,0,26048,64,192,0,8
io8_l2p2n1_l4n1p4,121.892,10618,10618,0,0,10372,16,16,0,194
io8_l2p2n1_l4n1p4_d1d2,101.751,15004,15004,0,0,26119,64,192,0,8
io8_l2p2n1_l4n1p8,130.000,12152,12143,0,9,11690,24,8,0,208
io8_l2p2n1_l4n1p8_d1d2,134.171,16823,16814,0,9,27973,128,128,0,40
io8_l2p2n1_l4p1n1,138.525,14626,14626,0,0,16413,32,0,0,208
io8_l2p2n1_l4p1n1_d1d2,171.914,23374,23374,0,0,34199,192,64,0,80
io8_l2p2n1_l4p2n1,104.470,15679,15679,0,0,17813,32,0,0,115
io8_l2p2n1_l4p2n1_d1d2,231.334,31385,31385,0,0,45198,192,64,0,160
io8_l2p2n1_l4p4n1,94.704,19311,19311,0,0,22509,32,0,0,67
io8_l2p2n1_l4p4n1_d1d2,329.506,46539,46539,0,0,63788,192,61,0,320
io8_l2p2n1_l4p8n1,126.333,30486,30486,0,0,34770,32,0,0,70
io8_l2p2n1_l4p8n1_d1d2,354.135,58490,58490,0,0,88646,184,64,0,320
io8_l2p4n1_l4n1n1,68.938,5971,5971,0,0,5352,8,24,0,50
io8_l2p4n1_l4n1n1_d1d2,223.196,32917,32917,0,0,32643,96,160,0,194
io8_l2p4n1_l4n1n2,68.652,5986,5986,0,0,5463,8,24,0,50
io8_l2p4n1_l4n1n2_d1d2,223.855,32386,32386,0,0,32715,96,160,0,194
io8_l2p4n1_l4n1n4,68.230,6091,6091,0,0,5337,8,24,0,50
io8_l2p4n1_l4n1n4_d1d2,220.599,32397,32397,0,0,32760,96,144,0,194
io8_l2p4n1_l4n1n8,74.264,7667,7667,0,0,6560,8,24,0,64
io8_l2p4n1_l4n1n8_d1d2,223.424,31528,31528,0,0,33150,96,160,0,194
io8_l2p4n1_l4n1p1,68.676,6075,6075,0,0,5300,8,24,0,50
io8_l2p4n1_l4n1p1_d1d2,223.015,32700,32700,0,0,32559,96,160,0,194
io8_l2p4n1_l4n1p2,48.732,5492,5492,0,0,4728,0,32,0,26
io8_l2p4n1_l4n1p2_d1d2,219.863,31941,31941,0,0,32807,96,160,0,194
io8_l2p4n1_l4n1p4,68.433,6066,6066,0,0,5317,8,24,0,50
io8_l2p4n1_l4n1p4_d1d2,221.924,32761,32761,0,0,32809,96,160,0,194
io8_l2p4n1_l4n1p8,75.428,7495,7486,0,9,6613,16,16,0,64
io8_l2p4n1_l4n1p8_d1d2,236.586,34324,34315,0,9,34308,152,88,0,208
io8_l2p4n1_l4p1n1,84.940,10193,10193,0,0,11729,24,8,0,64
io8_l2p4n1_l4p1n1_d1d2,259.734,39780,39780,0,0,38658,224,32,0,224
io8_l2p4n1_l4p2n1,90.006,12929,12929,0,0,15785,24,8,0,64
io8_l2p4n1_l4p2n1_d1d2,280.598,45018,45018,0,0,48629,220,30,0,256
io8_l2p4n1_l4p4n1,101.544,18058,18058,0,0,22211,24,8,0,64
io8_l2p4n1_l4p4n1_d1d2,321.743,60287,60287,0,0,64820,224,32,0,320
io8_l2p4n1_l4p8n1,128.636,29340,29340,0,0,35497,24,8,0,64
io8_l2p4n1_l4p8n1_d1d2,355.479,72613,72613,0,0,89707,224,32,0,320
io8_l2p8n1_l4n1n1,336.789,33220,28476,0,4744,44486,16,16,0,86
io8_l2p8n1_l4n1n1_d1d2,433.611,42489,37872,0,4617,60306,128,128,0,98
io8_l2p8n1_l4n1n2,358.821,33603,28859,0,4744,44682,16,16,0,86
io8_l2p8n1_l4n1n2_d1d2,444.625,43110,38493,0,4617,60285,128,128,0,98
io8_l2p8n1_l4n1n4,369.892,33420,28676,0,4744,44622,16,16,0,86
io8_l2p8n1_l4n1n4_d1d2,435.866,42777,38160,0,4617,60585,128,128,0,98
io8_l2p8n1_l4n1n8,616.874,33996,29252,0,4744,44557,16,16,0,86
io8_l2p8n1_l4n1n8_d1d2,426.728,42688,38071,0,4617,60520,128,112,0,98
io8_l2p8n1_l4n1p1,422.900,33613,28847,0,4766,44590,16,16,0,86
io8_l2p8n1_l4n1p1_d1d2,532.027,42652,38035,0,4617,60295,128,128,0,98
io8_l2p8n1_l4n1p2,519.434,33476,28732,0,4744,44558,16,16,0,86
io8_l2p8n1_l4n1p2_d1d2,618.155,43143,38526,0,4617,60585,128,128,0,98
io8_l2p8n1_l4n1p4,592.618,33396,28652,0,4744,44600,16,16,0,86
io8_l2p8n1_l4n1p4_d1d2,709.163,43331,38714,0,4617,60392,128,128,0,98
io8_l2p8n1_l4n1p8,729.912,33672,28919,0,4753,44481,24,8,0,86
io8_l2p8n1_l4n1p8_d1d2,814.205,42798,38172,0,4626,60509,176,56,0,98
io8_l2p8n1_l4p1n1,741.075,35897,31153,0,4744,47813,32,0,0,86
io8_l2p8n1_l4p1n1_d1d2,858.784,47672,43055,0,4617,63537,256,0,0,98
io8_l2p8n1_l4p2n1,762.627,38907,34163,0,4744,52338,32,0,0,86
io8_l2p8n1_l4p2n1_d1d2,916.869,55082,50465,0,4617,73356,244,0,0,160
io8_l2p8n1_l4p4n1,737.853,43423,38679,0,4744,57843,32,0,0,86
io8_l2p8n1_l4p4n1_d1d2,1013.202,69240,64623,0,4617,91348,254,0,0,320
io8_l2p8n1_l4p8n1,803.347,54000,49256,0,4744,70082,32,0,0,86
io8_l2p8n1_l4p8n1_d1d2,1081.210,81362,76723,0,4639,115074,249,0,0,320
