prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l1p4n1_l3p2n1_d1d2,10.0,8.886,1.25,40,114,26864,20293,775,38,53,38,6x32,2x32
io4_l1p4n1_l3p4n1,10.0,7.984,1.25,16,40,31700,17522,1030,131,22,131,6x32,2x32
io4_l1p4n1_l3p4n1_d1d2,10.0,8.518,1.25,40,160,49141,31333,1031,35,71,35,6x32,2x32
io8_l1n1n1_l3n1n1,10.0,8.172,1.25,8,5,3502,2437,14,7,12,7,10x32,2x32
io8_l1n1n1_l3n1n1_d1d2,10.0,8.172,1.25,64,5,3499,3622,15,7,13,7,10x32,2x32
io8_l1n1n1_l3n1n2,10.0,8.172,1.25,8,5,3674,2500,16,8,12,8,10x32,2x32
io8_l1n1n1_l3n1n2_d1d2,10.0,8.172,1.25,64,5,3849,5109,17,8,13,8,10x32,2x32
io8_l1n1n1_l3n1n4,10.0,8.815,1.25,8,14,4207,3144,20,14,15,14,10x32,2x32
io8_l1n1n1_l3n1n4_d1d2,10.0,8.815,1.25,64,14,4204,6221,21,14,16,14,10x32,2x32
io8_l1n1n1_l3n1n8,10.0,9.063,1.25,8,14,4242,2953,28,7,15,7,10x32,2x32
io8_l1n1n1_l3n1n8_d1d2,10.0,9.044,1.25,64,17,4396,4599,29,7,17,7,10x32,2x32
io8_l1n1n1_l3n1p1,10.0,8.172,1.25,8,5,3531,2552,15,7,13,7,10x32,2x32
io8_l1n1n1_l3n1p1_d1d2,10.0,8.172,1.25,64,5,3531,3737,16,7,14,7,10x32,2x32
io8_l1n1n1_l3n1p2,10.0,8.172,1.25,8,5,3727,2611,17,8,13,8,10x32,2x32
io8_l1n1n1_l3n1p2_d1d2,10.0,8.172,1.25,64,5,3695,3836,18,8,14,8,10x32,2x32
io8_l1n1n1_l3n1p4,10.0,8.815,1.25,8,5,3859,2886,21,14,13,14,10x32,2x32
io8_l1n1n1_l3n1p4_d1d2,10.0,8.815,1.25,64,5,3859,4107,22,14,14,14,10x32,2x32
io8_l1n1n1_l3n1p8,10.0,8.172,1.25,8,5,4222,2690,29,7,13,7,10x32,2x32
io8_l1n1n1_l3n1p8_d1d2,10.0,8.172,1.25,64,5,4225,4203,30,7,14,7,10x32,2x32
io8_l1n1n1_l3p1n1,10.0,8.85,1.25,16,50,8664,6594,138,13,25,13,10x32,2x32
io8_l1n1n1_l3p1n1_d1d2,10.0,8.85,1.25,128,50,9692,11152,139,13,26,13,10x32,2x32
io8_l1n1n1_l3p2n1,10.0,8.913,1.25,16,50,11739,8880,266,22,25,22,10x32,2x32
io8_l1n1n1_l3p2n1_d1d2,10.0,8.913,1.25,64,5,12079,11391,267,14,11,14,10x32,2x32
io8_l1n1n1_l3p4n1,10.0,9.224,1.25,8,26,8079,7871,522,44,17,44,10x32,2x32
io8_l1n1n1_l3p4n1_d1d2,10.0,9.224,1.25,80,50,13437,13007,523,20,26,20,10x32,2x32
io8_l1n1n1_l3p8n1,10.0,8.797,1.25,16,80,56749,27162,1034,69,40,69,10x32,2x32
io8_l1n1n1_l3p8n1_d1d2,10.0,8.815,1.25,128,640,123891,89299,1035,13,265,13,10x32,2x32
io8_l1n1n2_l3n1n1,10.0,8.172,1.25,8,5,3670,2490,16,8,12,8,10x32,2x32
io8_l1n1n2_l3n1n1_d1d2,10.0,8.172,1.25,64,5,3982,3715,17,8,13,8,10x32,2x32
io8_l1n1n2_l3n1n2,10.0,7.307,1.25,8,5,3843,2557,18,9,12,9,10x32,2x32
io8_l1n1n2_l3n1n2_d1d2,10.0,7.307,1.25,64,5,4333,5206,19,9,13,9,10x32,2x32
io8_l1n1n2_l3n1n4,10.0,8.834,1.25,8,14,4377,3205,22,15,15,15,10x32,2x32
io8_l1n1n2_l3n1n4_d1d2,10.0,8.834,1.25,64,14,4687,6314,23,15,16,15,10x32,2x32
io8_l1n1n2_l3n1n8,10.0,9.071,1.25,8,14,4412,3027,30,8,15,8,10x32,2x32
io8_l1n1n2_l3n1n8_d1d2,10.0,9.063,1.25,64,17,4879,4707,31,8,17,8,10x32,2x32
io8_l1n1n2_l3n1p1,10.0,8.172,1.25,8,5,3699,2605,17,8,13,8,10x32,2x32
io8_l1n1n2_l3n1p1_d1d2,10.0,8.172,1.25,64,5,4014,5222,18,8,14,8,10x32,2x32
io8_l1n1n2_l3n1p2,10.0,8.172,1.25,8,5,3895,2664,19,9,13,9,10x32,2x32
io8_l1n1n2_l3n1p2_d1d2,10.0,8.172,1.25,64,5,4178,5321,20,9,14,9,10x32,2x32
io8_l1n1n2_l3n1p4,10.0,8.834,1.25,8,5,4029,2946,23,15,13,15,10x32,2x32
io8_l1n1n2_l3n1p4_d1d2,10.0,8.834,1.25,64,5,4342,6055,24,15,14,15,10x32,2x32
io8_l1n1n2_l3n1p8,10.0,8.759,1.25,8,5,4392,2764,31,8,13,8,10x32,2x32
io8_l1n1n2_l3n1p8_d1d2,10.0,8.759,1.25,64,5,4708,7093,32,8,14,8,10x32,2x32
io8_l1n1n2_l3p1n1,10.0,9.437,1.25,16,50,8834,6655,140,14,25,14,10x32,2x32
io8_l1n1n2_l3p1n1_d1d2,10.0,9.437,1.25,128,50,10175,15885,141,14,26,14,10x32,2x32
io8_l1n1n2_l3p2n1,10.0,8.646,1.25,16,50,11909,8898,268,23,25,23,10x32,2x32
io8_l1n1n2_l3p2n1_d1d2,10.0,8.635,1.25,64,5,12562,12146,269,15,11,15,10x32,2x32
io8_l1n1n2_l3p4n1,10.0,9.158,1.25,8,26,8249,7886,524,45,17,45,10x32,2x32
io8_l1n1n2_l3p4n1_d1d2,10.0,9.158,1.25,80,50,13920,13759,525,21,26,21,10x32,2x32
io8_l1n1n2_l3p8n1,10.0,8.518,1.25,16,80,56919,27236,1036,70,40,70,10x32,2x32
io8_l1n1n2_l3p8n1_d1d2,10.0,7.969,1.25,128,640,124374,90087,1037,14,265,14,10x32,2x32
io8_l1n1n4_l3n1n1,10.0,8.815,1.25,8,5,3670,2760,20,14,12,14,10x32,2x32
io8_l1n1n4_l3n1n1_d1d2,10.0,8.815,1.25,64,5,3816,3981,21,14,13,14,10x32,2x32
io8_l1n1n4_l3n1n2,10.0,8.181,1.25,8,5,3857,2849,22,15,12,15,10x32,2x32
io8_l1n1n4_l3n1n2_d1d2,10.0,8.181,1.25,64,5,4167,5950,23,15,13,15,10x32,2x32
io8_l1n1n4_l3n1n4,10.0,8.172,1.25,8,14,4376,3486,26,21,15,21,10x32,2x32
io8_l1n1n4_l3n1n4_d1d2,10.0,8.172,1.25,64,14,4522,7063,27,21,16,21,10x32,2x32
io8_l1n1n4_l3n1n8,10.0,8.797,1.25,8,14,4410,3282,34,14,15,14,10x32,2x32
io8_l1n1n4_l3n1n8_d1d2,10.0,8.797,1.25,64,17,4713,4966,35,14,17,14,10x32,2x32
io8_l1n1n4_l3n1p1,10.0,8.815,1.25,8,5,3699,2875,21,14,13,14,10x32,2x32
io8_l1n1n4_l3n1p1_d1d2,10.0,8.815,1.25,64,5,3848,5952,22,14,14,14,10x32,2x32
io8_l1n1n4_l3n1p2,10.0,8.834,1.25,8,5,3895,2932,23,15,13,15,10x32,2x32
io8_l1n1n4_l3n1p2_d1d2,10.0,8.834,1.25,64,5,4012,6049,24,15,14,15,10x32,2x32
io8_l1n1n4_l3n1p4,10.0,8.172,1.25,8,5,4027,3217,27,21,13,21,10x32,2x32
io8_l1n1n4_l3n1p4_d1d2,10.0,8.172,1.25,64,5,4176,6794,28,21,14,21,10x32,2x32
io8_l1n1n4_l3n1p8,10.0,8.797,1.25,8,5,4390,3019,35,14,13,14,10x32,2x32
io8_l1n1n4_l3n1p8_d1d2,10.0,8.797,1.25,64,5,4542,7816,36,14,14,14,10x32,2x32
io8_l1n1n4_l3p1n1,10.0,9.474,1.25,16,50,8832,6916,144,20,25,20,10x32,2x32
io8_l1n1n4_l3p1n1_d1d2,10.0,9.474,1.25,128,50,10010,16613,145,20,26,20,10x32,2x32
io8_l1n1n4_l3p2n1,10.0,8.884,1.25,16,50,11907,9110,272,29,25,29,10x32,2x32
io8_l1n1n4_l3p2n1_d1d2,10.0,8.884,1.25,64,5,12396,12820,273,21,11,21,10x32,2x32
io8_l1n1n4_l3p4n1,10.0,9.195,1.25,8,26,8247,8096,528,51,17,51,10x32,2x32
io8_l1n1n4_l3p4n1_d1d2,10.0,9.195,1.25,80,50,13754,14431,529,27,26,27,10x32,2x32
io8_l1n1n4_l3p8n1,10.0,8.768,1.25,16,80,56917,27491,1040,76,40,76,10x32,2x32
io8_l1n1n4_l3p8n1_d1d2,10.0,7.519,1.25,128,640,124208,90810,1041,20,265,20,10x32,2x32
io8_l1n1n8_l3n1n1,10.0,8.172,1.25,8,40,6428,4836,28,7,26,7,10x32,2x32
io8_l1n1n8_l3n1n1_d1d2,10.0,8.172,1.25,64,40,6428,6349,29,7,27,7,10x32,2x32
io8_l1n1n8_l3n1n2,10.0,7.307,1.25,8,40,6600,4899,30,8,26,8,10x32,2x32
io8_l1n1n8_l3n1n2_d1d2,10.0,7.307,1.25,64,40,6778,9228,31,8,27,8,10x32,2x32
io8_l1n1n8_l3n1n4,10.0,8.815,1.25,8,40,6653,5222,34,14,26,14,10x32,2x32
io8_l1n1n8_l3n1n4_d1d2,10.0,8.815,1.25,64,40,6653,10019,35,14,27,14,10x32,2x32
io8_l1n1n8_l3n1n8,10.0,9.063,1.25,8,40,6432,5026,42,7,26,7,10x32,2x32
io8_l1n1n8_l3n1n8_d1d2,10.0,9.044,1.25,64,40,6685,6898,43,7,27,7,10x32,2x32
io8_l1n1n8_l3n1p1,10.0,8.172,1.25,8,40,6457,4951,29,7,27,7,10x32,2x32
io8_l1n1n8_l3n1p1_d1d2,10.0,8.172,1.25,64,40,6460,6464,30,7,28,7,10x32,2x32
io8_l1n1n8_l3n1p2,10.0,8.172,1.25,8,40,6653,5010,31,8,27,8,10x32,2x32
io8_l1n1n8_l3n1p2_d1d2,10.0,8.172,1.25,64,40,6624,6563,32,8,28,8,10x32,2x32
io8_l1n1n8_l3n1p4,10.0,8.815,1.25,8,40,6785,5285,35,14,27,14,10x32,2x32
io8_l1n1n8_l3n1p4_d1d2,10.0,8.815,1.25,64,40,6788,6834,36,14,28,14,10x32,2x32
io8_l1n1n8_l3n1p8,10.0,8.172,1.25,8,40,6892,5086,43,7,27,7,10x32,2x32
io8_l1n1n8_l3n1p8_d1d2,10.0,8.172,1.25,64,40,7154,6930,44,7,28,7,10x32,2x32
io8_l1n1n8_l3p1n1,10.0,8.85,1.25,16,64,10214,8040,152,13,32,13,10x32,2x32
io8_l1n1n8_l3p1n1_d1d2,10.0,8.85,1.25,128,64,11501,12983,153,13,33,13,10x32,2x32
io8_l1n1n8_l3p2n1,10.0,8.627,1.25,16,64,13289,10363,280,22,32,22,10x32,2x32
io8_l1n1n8_l3p2n1_d1d2,10.0,8.048,1.25,64,40,15008,14122,281,14,25,14,10x32,2x32
io8_l1n1n8_l3p4n1,10.0,8.571,1.25,8,40,9629,9333,536,44,24,44,10x32,2x32
io8_l1n1n8_l3p4n1_d1d2,10.0,8.846,1.25,80,64,15246,14863,537,20,33,20,10x32,2x32
io8_l1n1n8_l3p8n1,10.0,7.931,1.25,16,80,56710,27140,1048,69,40,69,10x32,2x32
io8_l1n1n8_l3p8n1_d1d2,10.0,7.95,1.25,128,640,124111,89709,1049,13,265,13,10x32,2x32
io8_l1n1p1_l3n1n1,10.0,8.172,1.25,8,5,3273,2504,15,7,13,7,10x32,2x32
io8_l1n1p1_l3n1n1_d1d2,10.0,8.172,1.25,64,5,3266,3689,16,7,14,7,10x32,2x32
io8_l1n1p1_l3n1n2,10.0,8.172,1.25,8,5,3445,2567,17,8,13,8,10x32,2x32
io8_l1n1p1_l3n1n2_d1d2,10.0,8.172,1.25,64,5,3616,5176,18,8,14,8,10x32,2x32
io8_l1n1p1_l3n1n4,10.0,8.815,1.25,8,14,3978,3211,21,14,16,14,10x32,2x32
io8_l1n1p1_l3n1n4_d1d2,10.0,8.815,1.25,64,14,3971,6288,22,14,17,14,10x32,2x32
io8_l1n1p1_l3n1n8,10.0,9.063,1.25,8,14,4013,3020,29,7,16,7,10x32,2x32
io8_l1n1p1_l3n1n8_d1d2,10.0,9.044,1.25,64,17,4163,4666,30,7,18,7,10x32,2x32
io8_l1n1p1_l3n1p1,10.0,8.172,1.25,8,5,3302,2619,16,7,14,7,10x32,2x32
io8_l1n1p1_l3n1p1_d1d2,10.0,8.172,1.25,64,5,3298,3804,17,7,15,7,10x32,2x32
io8_l1n1p1_l3n1p2,10.0,8.172,1.25,8,5,3498,2678,18,8,14,8,10x32,2x32
io8_l1n1p1_l3n1p2_d1d2,10.0,8.172,1.25,64,5,3462,5295,19,8,15,8,10x32,2x32
io8_l1n1p1_l3n1p4,10.0,8.815,1.25,8,5,3630,2953,22,14,14,14,10x32,2x32
io8_l1n1p1_l3n1p4_d1d2,10.0,8.815,1.25,64,5,3626,6030,23,14,15,14,10x32,2x32
io8_l1n1p1_l3n1p8,10.0,8.172,1.25,8,5,3993,2757,30,7,14,7,10x32,2x32
io8_l1n1p1_l3n1p8_d1d2,10.0,8.172,1.25,64,5,3992,4270,31,7,15,7,10x32,2x32
io8_l1n1p1_l3p1n1,10.0,8.85,1.25,16,50,8435,6661,139,13,26,13,10x32,2x32
io8_l1n1p1_l3p1n1_d1d2,10.0,8.85,1.25,128,50,9459,11219,140,13,27,13,10x32,2x32
io8_l1n1p1_l3p2n1,10.0,8.913,1.25,16,50,11510,8967,267,22,26,22,10x32,2x32
io8_l1n1p1_l3p2n1_d1d2,10.0,8.913,1.25,64,5,11846,11478,268,14,12,14,10x32,2x32
io8_l1n1p1_l3p4n1,10.0,9.224,1.25,8,26,7850,7958,523,44,18,44,10x32,2x32
io8_l1n1p1_l3p4n1_d1d2,10.0,9.224,1.25,80,50,13204,13094,524,20,27,20,10x32,2x32
io8_l1n1p1_l3p8n1,10.0,8.797,1.25,16,80,56520,27229,1035,69,41,69,10x32,2x32
io8_l1n1p1_l3p8n1_d1d2,10.0,8.815,1.25,128,640,123658,89366,1036,13,266,13,10x32,2x32
io8_l1n1p2_l3n1n1,10.0,8.172,1.25,8,5,3361,2533,17,8,13,8,10x32,2x32
io8_l1n1p2_l3n1n1_d1d2,10.0,8.172,1.25,64,5,3325,3756,18,8,14,8,10x32,2x32
io8_l1n1p2_l3n1n2,10.0,8.102,1.25,8,5,3533,2596,19,9,13,9,10x32,2x32
io8_l1n1p2_l3n1n2_d1d2,10.0,8.102,1.25,64,5,3675,5243,20,9,14,9,10x32,2x32
io8_l1n1p2_l3n1n4,10.0,8.834,1.25,8,14,4066,3231,23,15,16,15,10x32,2x32
io8_l1n1p2_l3n1n4_d1d2,10.0,8.834,1.25,64,14,4030,6346,24,15,17,15,10x32,2x32
io8_l1n1p2_l3n1n8,10.0,9.071,1.25,8,14,4101,3037,31,8,16,8,10x32,2x32
io8_l1n1p2_l3n1n8_d1d2,10.0,9.063,1.25,64,17,4222,4722,32,8,18,8,10x32,2x32
io8_l1n1p2_l3n1p1,10.0,8.172,1.25,8,5,3390,2648,18,8,14,8,10x32,2x32
io8_l1n1p2_l3n1p1_d1d2,10.0,8.172,1.25,64,5,3357,3871,19,8,15,8,10x32,2x32
io8_l1n1p2_l3n1p2,10.0,8.172,1.25,8,5,3554,2692,20,9,14,9,10x32,2x32
io8_l1n1p2_l3n1p2_d1d2,10.0,8.172,1.25,64,5,3489,5347,21,9,15,9,10x32,2x32
io8_l1n1p2_l3n1p4,10.0,8.834,1.25,8,5,3686,2966,24,15,14,15,10x32,2x32
io8_l1n1p2_l3n1p4_d1d2,10.0,8.834,1.25,64,5,3653,6081,25,15,15,15,10x32,2x32
io8_l1n1p2_l3n1p8,10.0,8.759,1.25,8,5,4049,2768,32,8,14,8,10x32,2x32
io8_l1n1p2_l3n1p8_d1d2,10.0,8.759,1.25,64,5,4019,4319,33,8,15,8,10x32,2x32
io8_l1n1p2_l3p1n1,10.0,9.437,1.25,16,50,8523,6679,141,14,26,14,10x32,2x32
io8_l1n1p2_l3p1n1_d1d2,10.0,9.437,1.25,128,50,9486,11271,142,14,27,14,10x32,2x32
io8_l1n1p2_l3p2n1,10.0,9.43,1.25,16,50,11566,8978,269,23,26,23,10x32,2x32
io8_l1n1p2_l3p2n1_d1d2,10.0,9.43,1.25,64,5,11905,12239,270,15,12,15,10x32,2x32
io8_l1n1p2_l3p4n1,10.0,9.741,1.25,8,26,7938,7969,525,45,18,45,10x32,2x32
io8_l1n1p2_l3p4n1_d1d2,10.0,9.741,1.25,80,50,13231,13837,526,21,27,21,10x32,2x32
io8_l1n1p2_l3p8n1,10.0,9.314,1.25,16,80,56576,27240,1037,70,41,70,10x32,2x32
io8_l1n1p2_l3p8n1_d1d2,10.0,8.764,1.25,128,640,123685,90119,1038,14,266,14,10x32,2x32
io8_l1n1p4_l3n1n1,10.0,8.815,1.25,8,5,3469,2772,21,14,13,14,10x32,2x32
io8_l1n1p4_l3n1n1_d1d2,10.0,8.815,1.25,64,5,3472,3993,22,14,14,14,10x32,2x32
io8_l1n1p4_l3n1n2,10.0,8.181,1.25,8,5,3641,2833,23,15,13,15,10x32,2x32
io8_l1n1p4_l3n1n2_d1d2,10.0,8.181,1.25,64,5,3822,5942,24,15,14,15,10x32,2x32
io8_l1n1p4_l3n1n4,10.0,8.172,1.25,8,14,4174,3465,27,21,16,21,10x32,2x32
io8_l1n1p4_l3n1n4_d1d2,10.0,8.172,1.25,64,14,4177,7042,28,21,17,21,10x32,2x32
io8_l1n1p4_l3n1n8,10.0,8.797,1.25,8,14,4209,3265,35,14,16,14,10x32,2x32
io8_l1n1p4_l3n1n8_d1d2,10.0,8.797,1.25,64,17,4369,4946,36,14,18,14,10x32,2x32
io8_l1n1p4_l3n1p1,10.0,8.815,1.25,8,5,3498,2887,22,14,14,14,10x32,2x32
io8_l1n1p4_l3n1p1_d1d2,10.0,8.815,1.25,64,5,3504,4108,23,14,15,14,10x32,2x32
io8_l1n1p4_l3n1p2,10.0,8.834,1.25,8,5,3662,2929,24,15,14,15,10x32,2x32
io8_l1n1p4_l3n1p2_d1d2,10.0,8.834,1.25,64,5,3636,6046,25,15,15,15,10x32,2x32
io8_l1n1p4_l3n1p4,10.0,8.172,1.25,8,5,3730,3186,28,21,14,21,10x32,2x32
io8_l1n1p4_l3n1p4_d1d2,10.0,8.172,1.25,64,5,3736,6763,29,21,15,21,10x32,2x32
io8_l1n1p4_l3n1p8,10.0,8.797,1.25,8,5,4093,2988,36,14,14,14,10x32,2x32
io8_l1n1p4_l3n1p8_d1d2,10.0,8.797,1.25,64,5,4102,4537,37,14,15,14,10x32,2x32
io8_l1n1p4_l3p1n1,10.0,9.474,1.25,16,50,8631,6913,145,20,26,20,10x32,2x32
io8_l1n1p4_l3p1n1_d1d2,10.0,9.474,1.25,128,50,9633,11502,146,20,27,20,10x32,2x32
io8_l1n1p4_l3p2n1,10.0,8.884,1.25,16,50,11610,9195,273,29,26,29,10x32,2x32
io8_l1n1p4_l3p2n1_d1d2,10.0,8.884,1.25,64,5,12052,12932,274,21,12,21,10x32,2x32
io8_l1n1p4_l3p4n1,10.0,9.195,1.25,8,26,8050,8190,529,51,18,51,10x32,2x32
io8_l1n1p4_l3p4n1_d1d2,10.0,9.195,1.25,80,50,13314,14516,530,27,27,27,10x32,2x32
io8_l1n1p4_l3p8n1,10.0,8.768,1.25,16,80,56620,27460,1041,76,41,76,10x32,2x32
io8_l1n1p4_l3p8n1_d1d2,10.0,7.519,1.25,128,640,123768,90809,1042,20,266,20,10x32,2x32
io8_l1n1p8_l3n1n1,10.0,8.172,1.25,24,40,6297,5136,29,7,27,7,10x32,2x32
io8_l1n1p8_l3n1n1_d1d2,10.0,8.172,1.25,80,40,6293,6649,30,7,28,7,10x32,2x32
io8_l1n1p8_l3n1n2,10.0,7.307,1.25,24,40,6469,5199,31,8,27,8,10x32,2x32
io8_l1n1p8_l3n1n2_d1d2,10.0,7.307,1.25,80,40,6643,9528,32,8,28,8,10x32,2x32
io8_l1n1p8_l3n1n4,10.0,8.815,1.25,24,40,6522,5522,35,14,27,14,10x32,2x32
io8_l1n1p8_l3n1n4_d1d2,10.0,8.815,1.25,80,40,6518,10319,36,14,28,14,10x32,2x32
io8_l1n1p8_l3n1n8,10.0,9.063,1.25,24,40,6301,5326,43,7,27,7,10x32,2x32
io8_l1n1p8_l3n1n8_d1d2,10.0,9.044,1.25,80,40,6550,7198,44,7,28,7,10x32,2x32
io8_l1n1p8_l3n1p1,10.0,8.172,1.25,24,40,6326,5251,30,7,28,7,10x32,2x32
io8_l1n1p8_l3n1p1_d1d2,10.0,8.172,1.25,80,40,6325,6764,31,7,29,7,10x32,2x32
io8_l1n1p8_l3n1p2,10.0,8.172,1.25,24,40,6522,5310,32,8,28,8,10x32,2x32
io8_l1n1p8_l3n1p2_d1d2,10.0,8.172,1.25,80,40,6489,9647,33,8,29,8,10x32,2x32
io8_l1n1p8_l3n1p4,10.0,8.815,1.25,24,40,6654,5585,36,14,28,14,10x32,2x32
io8_l1n1p8_l3n1p4_d1d2,10.0,8.815,1.25,80,40,6653,10382,37,14,29,14,10x32,2x32
io8_l1n1p8_l3n1p8,10.0,8.172,1.25,24,40,6761,5386,44,7,28,7,10x32,2x32
io8_l1n1p8_l3n1p8_d1d2,10.0,8.172,1.25,80,40,7019,7230,45,7,29,7,10x32,2x32
io8_l1n1p8_l3p1n1,10.0,8.85,1.25,32,64,10083,8340,153,13,33,13,10x32,2x32
io8_l1n1p8_l3p1n1_d1d2,10.0,8.85,1.25,144,64,11366,13283,154,13,34,13,10x32,2x32
io8_l1n1p8_l3p2n1,10.0,8.627,1.25,32,64,13158,10695,281,22,33,22,10x32,2x32
io8_l1n1p8_l3p2n1_d1d2,10.0,8.048,1.25,80,40,14873,14454,282,14,26,14,10x32,2x32
io8_l1n1p8_l3p4n1,10.0,8.571,1.25,24,40,9498,9665,537,44,25,44,10x32,2x32
io8_l1n1p8_l3p4n1_d1d2,10.0,8.846,1.25,96,64,15111,15195,538,20,34,20,10x32,2x32
io8_l1n1p8_l3p8n1,10.0,7.931,1.25,32,80,56579,27440,1049,69,41,69,10x32,2x32
io8_l1n1p8_l3p8n1_d1d2,10.0,7.95,1.25,144,640,123976,90009,1050,13,266,13,10x32,2x32
io8_l1p1n1_l3n1n1,10.0,8.172,1.25,32,40,9493,6668,138,13,24,13,10x32,2x32
io8_l1p1n1_l3n1n1_d1d2,10.0,8.172,1.25,144,40,9489,11179,139,13,25,13,10x32,2x32
io8_l1p1n1_l3n1n2,10.0,7.894,1.25,32,40,9665,6725,140,14,24,14,10x32,2x32
io8_l1p1n1_l3n1n2_d1d2,10.0,7.894,1.25,144,40,9839,15908,141,14,25,14,10x32,2x32
io8_l1p1n1_l3n1n4,10.0,8.797,1.25,32,40,9718,7002,144,20,24,20,10x32,2x32
io8_l1p1n1_l3n1n4_d1d2,10.0,8.797,1.25,144,40,9714,16653,145,20,25,20,10x32,2x32
io8_l1p1n1_l3n1n8,10.0,9.044,1.25,32,40,9497,6797,152,13,24,13,10x32,2x32
io8_l1p1n1_l3n1n8_d1d2,10.0,9.025,1.25,144,40,9746,11652,153,13,25,13,10x32,2x32
io8_l1p1n1_l3n1p1,10.0,8.172,1.25,32,40,9522,6783,139,13,25,13,10x32,2x32
io8_l1p1n1_l3n1p1_d1d2,10.0,8.172,1.25,144,40,9521,11294,140,13,26,13,10x32,2x32
io8_l1p1n1_l3n1p2,10.0,8.759,1.25,32,40,9686,6821,141,14,25,14,10x32,2x32
io8_l1p1n1_l3n1p2_d1d2,10.0,8.759,1.25,144,40,9653,16012,142,14,26,14,10x32,2x32
io8_l1p1n1_l3n1p4,10.0,8.797,1.25,32,40,9754,7078,145,20,25,20,10x32,2x32
io8_l1p1n1_l3n1p4_d1d2,10.0,8.797,1.25,144,40,9753,16729,146,20,26,20,10x32,2x32
io8_l1p1n1_l3n1p8,10.0,8.759,1.25,32,40,9861,6877,153,13,25,13,10x32,2x32
io8_l1p1n1_l3n1p8_d1d2,10.0,8.759,1.25,144,40,10119,11719,154,13,26,13,10x32,2x32
io8_l1p1n1_l3p1n1,10.0,8.858,1.25,32,64,13023,9958,262,19,30,19,10x32,2x32
io8_l1p1n1_l3p1n1_d1d2,10.0,8.858,1.25,144,64,14562,16959,263,19,31,19,10x32,2x32
io8_l1p1n1_l3p2n1,10.0,8.617,1.25,32,64,14818,11823,390,28,30,28,10x32,2x32
io8_l1p1n1_l3p2n1_d1d2,10.0,8.067,1.25,144,40,18069,18688,391,20,23,20,10x32,2x32
io8_l1p1n1_l3p4n1,10.0,8.59,1.25,32,64,13974,12392,646,50,30,50,10x32,2x32
io8_l1p1n1_l3p4n1_d1d2,10.0,8.847,1.25,144,64,18307,19822,647,26,31,26,10x32,2x32
io8_l1p1n1_l3p8n1,10.0,7.95,1.25,32,80,58239,28488,1158,75,38,75,10x32,2x32
io8_l1p1n1_l3p8n1_d1d2,10.0,7.931,1.25,144,640,126404,91782,1159,19,263,19,10x32,2x32
io8_l1p2n1_l3n1n1,10.0,8.759,1.25,32,80,13174,10516,266,22,40,22,10x32,2x32
io8_l1p2n1_l3n1n1_d1d2,10.0,8.172,1.25,144,126,22274,21149,267,14,59,14,10x32,2x32
io8_l1p2n1_l3n1n2,10.0,7.894,1.25,32,80,13314,10573,268,23,40,23,10x32,2x32
io8_l1p2n1_l3n1n2_d1d2,10.0,7.977,1.25,144,126,22592,21931,269,15,59,15,10x32,2x32
io8_l1p2n1_l3n1n4,10.0,8.815,1.25,32,80,13367,10826,272,29,40,29,10x32,2x32
io8_l1p2n1_l3n1n4_d1d2,10.0,8.797,1.25,144,126,22467,22650,273,21,59,21,10x32,2x32
io8_l1p2n1_l3n1n8,10.0,9.044,1.25,32,80,13146,10626,280,22,40,22,10x32,2x32
io8_l1p2n1_l3n1n8_d1d2,10.0,9.063,1.25,144,126,22499,21582,281,14,59,14,10x32,2x32
io8_l1p2n1_l3n1p1,10.0,8.759,1.25,32,80,13203,10631,267,22,41,22,10x32,2x32
io8_l1p2n1_l3n1p1_d1d2,10.0,8.172,1.25,144,126,22306,21264,268,14,60,14,10x32,2x32
io8_l1p2n1_l3n1p2,10.0,8.778,1.25,32,80,13335,10669,269,23,41,23,10x32,2x32
io8_l1p2n1_l3n1p2_d1d2,10.0,8.759,1.25,144,126,22406,22038,270,15,60,15,10x32,2x32
io8_l1p2n1_l3n1p4,10.0,8.815,1.25,32,80,13403,10930,273,29,41,29,10x32,2x32
io8_l1p2n1_l3n1p4_d1d2,10.0,8.797,1.25,144,126,22506,22751,274,21,60,21,10x32,2x32
io8_l1p2n1_l3n1p8,10.0,8.759,1.25,32,80,13510,10724,281,22,41,22,10x32,2x32
io8_l1p2n1_l3n1p8_d1d2,10.0,8.759,1.25,144,126,22872,21678,282,14,60,14,10x32,2x32
io8_l1p2n1_l3p1n1,10.0,8.858,1.25,32,80,15392,12615,390,28,38,28,10x32,2x32
io8_l1p2n1_l3p1n1_d1d2,10.0,8.858,1.25,144,126,25523,25812,391,20,57,20,10x32,2x32
io8_l1p2n1_l3p2n1,10.0,8.617,1.25,32,80,16419,14529,518,37,38,37,10x32,2x32
io8_l1p2n1_l3p2n1_d1d2,10.0,8.691,1.25,144,126,30822,28642,519,21,57,21,10x32,2x32
io8_l1p2n1_l3p4n1,10.0,8.884,1.25,32,80,16326,15039,774,59,38,59,10x32,2x32
io8_l1p2n1_l3p4n1_d1d2,10.0,8.59,1.25,144,126,29012,28471,775,27,57,27,10x32,2x32
