prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io8_l1n1n4_l3p4n1_d1d2,81.416,9159,8519,640,0,10886,16,48,0,50
io8_l1n1n4_l3p8n1,115.024,24731,19352,640,4739,44298,8,0,0,80
io8_l1n1n4_l3p8n1_d1d2,541.132,85862,63840,640,21382,95913,64,0,0,640
io8_l1n1n8_l3n1n1,25.318,2127,1615,512,0,2882,0,8,0,14
io8_l1n1n8_l3n1n1_d1d2,44.544,3392,2880,512,0,3697,0,64,0,17
io8_l1n1n8_l3n1n2,25.043,2115,1603,512,0,2952,0,8,0,14
io8_l1n1n8_l3n1n2_d1d2,40.433,3476,2964,512,0,3780,0,64,0,17
io8_l1n1n8_l3n1n4,27.248,2375,1863,512,0,3122,8,0,0,14
io8_l1n1n8_l3n1n4_d1d2,41.617,3419,2907,512,0,3790,0,64,0,17
io8_l1n1n8_l3n1n8,28.018,2384,1872,512,0,3237,8,0,0,14
io8_l1n1n8_l3n1n8_d1d2,42.389,3653,3141,512,0,3945,0,64,0,17
io8_l1n1n8_l3n1p1,27.843,2294,1782,512,0,2930,0,8,0,14
io8_l1n1n8_l3n1p1_d1d2,49.167,3555,3043,512,0,3735,0,64,0,17
io8_l1n1n8_l3n1p2,27.721,2404,1892,512,0,3025,8,0,0,14
io8_l1n1n8_l3n1p2_d1d2,46.236,3735,3223,512,0,3870,0,64,0,17
io8_l1n1n8_l3n1p4,28.350,2578,2066,512,0,3188,8,0,0,14
io8_l1n1n8_l3n1p4_d1d2,43.479,3710,3198,512,0,3949,0,64,0,17
io8_l1n1n8_l3n1p8,28.365,2695,2175,520,0,3517,8,0,0,14
io8_l1n1n8_l3n1p8_d1d2,43.205,3850,3338,512,0,4169,0,64,0,17
io8_l1n1n8_l3p1n1,34.758,4415,3775,640,0,6885,8,0,0,14
io8_l1n1n8_l3p1n1_d1d2,83.508,7143,6489,654,0,8296,64,0,0,50
io8_l1n1n8_l3p2n1,34.543,5873,5233,640,0,10141,0,8,0,14
io8_l1n1n8_l3p2n1_d1d2,50.490,7458,6818,640,0,10258,0,64,0,17
io8_l1n1n8_l3p4n1,42.340,7253,6613,640,0,9447,2,6,0,14
io8_l1n1n8_l3p4n1_d1d2,83.291,9647,9007,640,0,12250,16,48,0,50
io8_l1n1n8_l3p8n1,119.977,25307,19928,640,4739,44314,8,0,0,80
io8_l1n1n8_l3p8n1_d1d2,532.955,85783,63761,640,21382,96213,64,0,0,640
io8_l1n1p1_l3n1n1,18.912,2159,1647,512,0,2291,0,8,0,5
io8_l1n1p1_l3n1n1_d1d2,41.060,3081,2569,512,0,3078,0,64,0,5
io8_l1n1p1_l3n1n2,18.841,1986,1474,512,0,2322,0,8,0,5
io8_l1n1p1_l3n1n2_d1d2,38.439,3126,2614,512,0,3176,0,64,0,5
io8_l1n1p1_l3n1n4,24.364,2197,1685,512,0,2520,8,0,0,8
io8_l1n1p1_l3n1n4_d1d2,47.920,3390,2878,512,0,3482,0,64,0,14
io8_l1n1p1_l3n1n8,26.270,2306,1794,512,0,2736,8,0,0,11
io8_l1n1p1_l3n1n8_d1d2,50.216,3549,3037,512,0,3736,0,64,0,17
io8_l1n1p1_l3n1p1,22.249,2044,1532,512,0,2193,0,8,0,5
io8_l1n1p1_l3n1p1_d1d2,49.065,3254,2742,512,0,3106,0,64,0,5
io8_l1n1p1_l3n1p2,23.293,2196,1684,512,0,2398,8,0,0,5
io8_l1n1p1_l3n1p2_d1d2,46.471,3416,2904,512,0,3275,0,64,0,5
io8_l1n1p1_l3n1p4,23.390,2325,1813,512,0,2491,8,0,0,5
io8_l1n1p1_l3n1p4_d1d2,43.176,3445,2933,512,0,3339,0,64,0,5
io8_l1n1p1_l3n1p8,23.587,2352,1840,512,0,2805,8,0,0,5
io8_l1n1p1_l3n1p8_d1d2,42.840,3432,2920,512,0,3579,0,64,0,5
io8_l1n1p1_l3p1n1,31.250,4135,3495,640,0,6173,8,0,0,8
io8_l1n1p1_l3p1n1_d1d2,93.835,7171,6517,654,0,8193,64,0,0,50
io8_l1n1p1_l3p2n1,29.713,5426,4786,640,0,9445,0,8,0,5
io8_l1n1p1_l3p2n1_d1d2,46.446,6959,6319,640,0,9425,0,64,0,5
io8_l1n1p1_l3p4n1,35.957,5766,5126,640,0,7800,2,6,0,8
io8_l1n1p1_l3p4n1_d1d2,88.385,9194,8554,640,0,10300,16,48,0,50
io8_l1n1p1_l3p8n1,116.264,24325,18946,640,4739,44269,8,0,0,80
io8_l1n1p1_l3p8n1_d1d2,549.210,85998,63976,640,21382,91581,64,0,0,640
io8_l1n1p2_l3n1n1,19.761,2020,1508,512,0,2382,0,8,0,5
io8_l1n1p2_l3n1n1_d1d2,39.411,3556,3044,512,0,3472,0,64,0,5
io8_l1n1p2_l3n1n2,19.194,2058,1546,512,0,2450,0,8,0,5
io8_l1n1p2_l3n1n2_d1d2,35.716,3729,3217,512,0,3527,0,64,0,5
io8_l1n1p2_l3n1n4,23.920,2258,1746,512,0,2684,8,0,0,8
io8_l1n1p2_l3n1n4_d1d2,44.750,3738,3226,512,0,3848,0,64,0,14
io8_l1n1p2_l3n1n8,26.731,2493,1981,512,0,2903,8,0,0,11
io8_l1n1p2_l3n1n8_d1d2,46.685,3934,3422,512,0,4088,0,64,0,17
io8_l1n1p2_l3n1p1,21.935,2089,1577,512,0,2391,0,8,0,5
io8_l1n1p2_l3n1p1_d1d2,45.997,3649,3137,512,0,3500,0,64,0,5
io8_l1n1p2_l3n1p2,23.044,2286,1774,512,0,2530,8,0,0,5
io8_l1n1p2_l3n1p2_d1d2,42.821,3855,3343,512,0,3604,0,64,0,5
io8_l1n1p2_l3n1p4,22.691,2478,1966,512,0,2675,8,0,0,5
io8_l1n1p2_l3n1p4_d1d2,40.448,3778,3266,512,0,3658,0,64,0,5
io8_l1n1p2_l3n1p8,23.387,2406,1894,512,0,2935,8,0,0,5
io8_l1n1p2_l3n1p8_d1d2,39.237,3781,3269,512,0,3911,0,64,0,5
io8_l1n1p2_l3p1n1,30.770,4242,3602,640,0,6408,8,0,0,8
io8_l1n1p2_l3p1n1_d1d2,89.465,7403,6749,654,0,8063,64,0,0,50
io8_l1n1p2_l3p2n1,30.660,5858,5218,640,0,9614,0,8,0,5
io8_l1n1p2_l3p2n1_d1d2,45.679,7872,7232,640,0,9843,0,64,0,5
io8_l1n1p2_l3p4n1,33.181,5748,5108,640,0,7928,2,6,0,8
io8_l1n1p2_l3p4n1_d1d2,83.113,9705,9041,664,0,10586,16,48,0,50
io8_l1n1p2_l3p8n1,120.863,24135,18756,640,4739,44233,8,0,0,80
io8_l1n1p2_l3p8n1_d1d2,538.015,85962,63940,640,21382,91668,64,0,0,640
io8_l1n1p4_l3n1n1,19.818,2147,1635,512,0,2449,0,8,0,5
io8_l1n1p4_l3n1n1_d1d2,37.903,3448,2936,512,0,3426,0,64,0,5
io8_l1n1p4_l3n1n2,19.063,2187,1675,512,0,2516,0,8,0,5
io8_l1n1p4_l3n1n2_d1d2,34.150,3488,2976,512,0,3499,0,64,0,5
io8_l1n1p4_l3n1n4,24.171,2324,1812,512,0,2724,8,0,0,8
io8_l1n1p4_l3n1n4_d1d2,43.123,3655,3143,512,0,3807,0,64,0,14
io8_l1n1p4_l3n1n8,25.594,2480,1968,512,0,2972,8,0,0,11
io8_l1n1p4_l3n1n8_d1d2,43.940,3824,3312,512,0,4068,0,64,0,17
io8_l1n1p4_l3n1p1,22.548,2246,1734,512,0,2489,0,8,0,5
io8_l1n1p4_l3n1p1_d1d2,44.076,3593,3081,512,0,3465,0,64,0,5
io8_l1n1p4_l3n1p2,23.322,2373,1861,512,0,2626,8,0,0,5
io8_l1n1p4_l3n1p2_d1d2,39.841,3725,3213,512,0,3575,0,64,0,5
io8_l1n1p4_l3n1p4,22.639,2483,1971,512,0,2686,8,0,0,5
io8_l1n1p4_l3n1p4_d1d2,37.459,3657,3145,512,0,3580,0,64,0,5
io8_l1n1p4_l3n1p8,23.179,2580,2060,520,0,3016,8,0,0,5
io8_l1n1p4_l3n1p8_d1d2,35.456,3661,3149,512,0,3818,0,64,0,5
io8_l1n1p4_l3p1n1,31.048,4377,3737,640,0,6407,8,0,0,8
io8_l1n1p4_l3p1n1_d1d2,84.599,7200,6560,640,0,7952,64,0,0,50
io8_l1n1p4_l3p2n1,28.547,5523,4875,648,0,9781,0,8,0,5
io8_l1n1p4_l3p2n1_d1d2,45.237,7786,7146,640,0,10046,0,64,0,5
io8_l1n1p4_l3p4n1,33.975,5809,5169,640,0,7999,2,6,0,8
io8_l1n1p4_l3p4n1_d1d2,82.600,9296,8656,640,0,10575,16,48,0,50
io8_l1n1p4_l3p8n1,117.722,24085,18706,640,4739,44373,8,0,0,80
io8_l1n1p4_l3p8n1_d1d2,542.810,85895,63873,640,21382,91765,64,0,0,640
io8_l1n1p8_l3n1n1,19.593,2169,1657,512,0,2820,0,8,0,5
io8_l1n1p8_l3n1n1_d1d2,37.798,3301,2781,520,0,3543,0,64,0,5
io8_l1n1p8_l3n1n2,19.052,2150,1638,512,0,2888,0,8,0,5
io8_l1n1p8_l3n1n2_d1d2,32.517,3306,2794,512,0,3625,0,64,0,5
io8_l1n1p8_l3n1n4,23.733,2248,1736,512,0,3097,8,0,0,8
io8_l1n1p8_l3n1n4_d1d2,40.891,3663,3151,512,0,3927,0,64,0,14
io8_l1n1p8_l3n1n8,26.201,2455,1943,512,0,3350,8,0,0,11
io8_l1n1p8_l3n1n8_d1d2,42.428,3846,3334,512,0,4171,0,64,0,17
io8_l1n1p8_l3n1p1,23.275,2205,1693,512,0,2859,0,8,0,5
io8_l1n1p8_l3n1p1_d1d2,42.943,3448,2928,520,0,3593,0,64,0,5
io8_l1n1p8_l3n1p2,22.356,2247,1735,512,0,2990,8,0,0,5
io8_l1n1p8_l3n1p2_d1d2,38.460,3559,3047,512,0,3681,0,64,0,5
io8_l1n1p8_l3n1p4,23.276,2441,1921,520,0,3044,8,0,0,5
io8_l1n1p8_l3n1p4_d1d2,36.268,3544,3032,512,0,3686,0,64,0,5
io8_l1n1p8_l3n1p8,22.897,2470,1958,512,0,3252,8,0,0,5
io8_l1n1p8_l3n1p8_d1d2,35.094,3654,3142,512,0,3820,0,64,0,5
io8_l1n1p8_l3p1n1,30.095,4259,3619,640,0,6694,8,0,0,8
io8_l1n1p8_l3p1n1_d1d2,83.140,7274,6634,640,0,8515,64,0,0,50
io8_l1n1p8_l3p2n1,29.924,5889,5249,640,0,10098,0,8,0,5
io8_l1n1p8_l3p2n1_d1d2,42.633,6867,6227,640,0,10103,0,64,0,5
io8_l1n1p8_l3p4n1,34.541,5869,5229,640,0,8427,2,6,0,8
io8_l1n1p8_l3p4n1_d1d2,80.906,9390,8750,640,0,11099,16,48,0,50
io8_l1n1p8_l3p8n1,118.505,24112,18733,640,4739,44367,8,0,0,80
io8_l1n1p8_l3p8n1_d1d2,532.867,87689,65667,640,21382,92149,64,0,0,640
io8_l1p1n1_l3n1n1,55.894,4259,3605,654,0,6306,8,0,0,50
io8_l1p1n1_l3n1n1_d1d2,84.777,7001,6355,646,0,8082,64,0,0,50
io8_l1p1n1_l3n1n2,56.073,4288,3634,654,0,6373,8,0,0,50
io8_l1p1n1_l3n1n2_d1d2,81.078,7071,6417,654,0,8173,64,0,0,50
io8_l1p1n1_l3n1n4,59.757,4702,4048,654,0,7284,8,0,0,50
io8_l1p1n1_l3n1n4_d1d2,82.204,6962,6308,654,0,8139,64,0,0,50
io8_l1p1n1_l3n1n8,58.953,4795,4141,654,0,7405,8,0,0,50
io8_l1p1n1_l3n1n8_d1d2,83.492,7045,6405,640,0,8295,64,0,0,50
io8_l1p1n1_l3n1p1,60.041,4394,3740,654,0,6349,8,0,0,50
io8_l1p1n1_l3n1p1_d1d2,90.502,7035,6381,654,0,8084,64,0,0,50
io8_l1p1n1_l3n1p2,59.475,4484,3838,646,0,6700,8,0,0,50
io8_l1p1n1_l3n1p2_d1d2,86.933,7313,6667,646,0,7933,64,0,0,50
io8_l1p1n1_l3n1p4,60.248,4976,4322,654,0,7421,8,0,0,50
io8_l1p1n1_l3n1p4_d1d2,84.976,7246,6600,646,0,8294,64,0,0,50
io8_l1p1n1_l3n1p8,60.413,5039,4385,654,0,7697,8,0,0,50
io8_l1p1n1_l3n1p8_d1d2,84.629,7266,6604,662,0,8554,64,0,0,50
io8_l1p1n1_l3p1n1,69.419,7329,6553,776,0,11810,8,0,0,50
io8_l1p1n1_l3p1n1_d1d2,89.266,9609,8841,768,0,11706,64,0,0,50
io8_l1p1n1_l3p2n1,68.886,8534,7766,768,0,14519,8,0,0,50
io8_l1p1n1_l3p2n1_d1d2,91.385,10622,9854,768,0,14477,64,0,0,50
io8_l1p1n1_l3p4n1,70.910,8386,7616,768,2,12728,8,0,0,50
io8_l1p1n1_l3p4n1_d1d2,92.202,11615,10847,768,0,14353,64,0,0,50
io8_l1p1n1_l3p8n1,125.919,27215,21708,768,4739,47015,8,0,0,80
io8_l1p1n1_l3p8n1_d1d2,552.818,88410,66260,768,21382,95650,64,0,0,640
io8_l1p2n1_l3n1n1,62.503,6963,6323,640,0,9027,8,0,0,50
io8_l1p2n1_l3n1n1_d1d2,42.998,6864,6224,640,0,9448,0,64,0,5
io8_l1p2n1_l3n1n2,62.124,6861,6213,648,0,9032,8,0,0,50
io8_l1p2n1_l3n1n2_d1d2,38.006,6371,5731,640,0,9478,0,64,0,5
io8_l1p2n1_l3n1n4,64.696,7046,6396,650,0,9251,8,0,0,50
io8_l1p2n1_l3n1n4_d1d2,46.531,7120,6480,640,0,9910,0,64,0,14
io8_l1p2n1_l3n1n8,64.529,7179,6539,640,0,9363,8,0,0,50
io8_l1p2n1_l3n1n8_d1d2,49.739,7236,6588,648,0,10370,0,64,0,17
io8_l1p2n1_l3n1p1,64.538,7003,6363,640,0,8951,8,0,0,50
io8_l1p2n1_l3n1p1_d1d2,50.095,7338,6698,640,0,9767,0,64,0,5
io8_l1p2n1_l3n1p2,64.853,6992,6352,640,0,9098,8,0,0,50
io8_l1p2n1_l3n1p2_d1d2,42.234,6834,6194,640,0,9659,0,64,0,5
io8_l1p2n1_l3n1p4,65.391,7315,6649,666,0,9272,8,0,0,50
io8_l1p2n1_l3n1p4_d1d2,41.601,6829,6189,640,0,9789,0,64,0,5
io8_l1p2n1_l3n1p8,65.691,7396,6756,640,0,9512,8,0,0,50
io8_l1p2n1_l3n1p8_d1d2,40.784,6996,6356,640,0,10061,0,64,0,5
io8_l1p2n1_l3p1n1,71.525,9005,8237,768,0,12602,8,0,0,50
io8_l1p2n1_l3p1n1_d1d2,90.824,9956,9188,768,0,14514,64,0,0,50
io8_l1p2n1_l3p2n1,74.078,11103,10335,768,0,16777,8,0,0,50
io8_l1p2n1_l3p2n1_d1d2,48.979,11245,10477,768,0,16783,0,64,0,5
io8_l1p2n1_l3p4n1,76.665,11088,10320,768,0,15460,8,0,0,50
io8_l1p2n1_l3p4n1_d1d2,87.559,13010,12242,768,0,17513,16,48,0,50
io8_l1p2n1_l3p8n1,131.261,30111,24604,768,4739,47745,8,0,0,80
io8_l1p2n1_l3p8n1_d1d2,543.438,90385,68235,768,21382,98793,64,0,0,640
io8_l1p4n1_l3n1n1,43.085,5354,4714,640,0,6480,0,8,0,26
io8_l1p4n1_l3n1n1_d1d2,82.673,9038,8390,648,0,10850,16,48,0,50
io8_l1p4n1_l3n1n2,42.258,5296,4656,640,0,6591,0,8,0,26
io8_l1p4n1_l3n1n2_d1d2,79.358,9106,8466,640,0,10857,16,48,0,50
io8_l1p4n1_l3n1n4,45.257,5673,5033,640,0,6758,8,0,0,26
io8_l1p4n1_l3n1n4_d1d2,81.395,9047,8399,648,0,10822,16,48,0,50
io8_l1p4n1_l3n1n8,46.127,5700,5060,640,0,6921,8,0,0,26
io8_l1p4n1_l3n1n8_d1d2,79.506,9261,8621,640,0,10800,16,48,0,50
io8_l1p4n1_l3n1p1,45.581,5459,4819,640,0,6521,0,8,0,26
io8_l1p4n1_l3n1p1_d1d2,90.697,9264,8624,640,0,11015,16,46,0,50
io8_l1p4n1_l3n1p2,46.038,5688,5048,640,0,6894,8,0,0,26
io8_l1p4n1_l3n1p2_d1d2,85.572,9268,8628,640,0,11019,16,48,0,50
io8_l1p4n1_l3n1p4,46.519,6033,5393,640,0,6981,8,0,0,26
io8_l1p4n1_l3n1p4_d1d2,80.513,9167,8527,640,0,10875,16,48,0,50
io8_l1p4n1_l3n1p8,65.029,6764,6100,664,0,8256,8,0,0,50
io8_l1p4n1_l3n1p8_d1d2,81.303,9368,8720,648,0,11093,16,48,0,50
io8_l1p4n1_l3p1n1,72.424,8187,7403,784,0,11054,8,0,0,50
io8_l1p4n1_l3p1n1_d1d2,96.030,11092,10324,768,0,16357,64,0,0,50
io8_l1p4n1_l3p2n1,73.562,10498,9714,784,0,15441,8,0,0,50
io8_l1p4n1_l3p2n1_d1d2,87.607,12665,11897,768,0,17560,16,48,0,50
io8_l1p4n1_l3p4n1,73.456,10384,9600,784,0,13487,8,0,0,50
io8_l1p4n1_l3p4n1_d1d2,93.349,13875,13107,768,0,16108,28,36,0,50
io8_l1p4n1_l3p8n1,136.206,30200,24693,768,4739,48079,8,0,0,80
io8_l1p4n1_l3p8n1_d1d2,558.367,91276,69126,768,21382,100546,64,0,0,640
io8_l1p8n1_l3n1n1,112.856,23407,18028,640,4739,43928,8,0,0,80
io8_l1p8n1_l3n1n1_d1d2,537.726,87503,65481,640,21382,91509,64,0,0,640
io8_l1p8n1_l3n1n2,113.071,23733,18354,640,4739,44000,8,0,0,80
io8_l1p8n1_l3n1n2_d1d2,531.617,87351,65329,640,21382,91629,64,0,0,640
io8_l1p8n1_l3n1n4,118.254,24082,18703,640,4739,44148,8,0,0,80
io8_l1p8n1_l3n1n4_d1d2,541.173,87407,65385,640,21382,91804,64,0,0,640
io8_l1p8n1_l3n1n8,118.655,23703,18324,640,4739,44331,8,0,0,80
io8_l1p8n1_l3n1n8_d1d2,536.623,87446,65424,640,21382,92112,64,0,0,640
io8_l1p8n1_l3n1p1,119.253,23154,17775,640,4739,43947,8,0,0,80
io8_l1p8n1_l3n1p1_d1d2,549.831,85442,63420,640,21382,91563,64,0,0,640
io8_l1p8n1_l3n1p2,120.183,24124,18745,640,4739,44149,8,0,0,80
io8_l1p8n1_l3n1p2_d1d2,547.988,87587,65565,640,21382,91688,64,0,0,640
io8_l1p8n1_l3n1p4,120.929,24369,18990,640,4739,44155,8,0,0,80
io8_l1p8n1_l3n1p4_d1d2,534.428,85815,63793,640,21382,91764,64,0,0,640
io8_l1p8n1_l3n1p8,120.299,23778,18399,640,4739,44368,8,0,0,80
io8_l1p8n1_l3n1p8_d1d2,544.553,85853,63823,648,21382,92143,64,0,0,640
io8_l1p8n1_l3p1n1,123.796,25550,20043,768,4739,46694,8,0,0,80
io8_l1p8n1_l3p1n1_d1d2,562.009,90575,68425,768,21382,95514,64,0,0,640
io8_l1p8n1_l3p2n1,117.873,27087,21580,768,4739,51225,8,0,0,80
io8_l1p8n1_l3p2n1_d1d2,545.634,91779,69629,768,21382,98893,64,0,0,640
io8_l1p8n1_l3p4n1,124.555,27503,21996,768,4739,47887,8,0,0,80
io8_l1p8n1_l3p4n1_d1d2,547.705,91181,69031,768,21382,97957,64,0,0,640
io8_l1p8n1_l3p8n1,293.047,39969,29723,768,9478,62884,8,0,0,80
io8_l1p8n1_l3p8n1_d1d2,838.997,121160,77628,768,42764,114285,64,0,0,640
