prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io4_l1p1n1_l3p4n1_d1d2,586114.552631579,449609.358974359,136.50519365722,254.530,28582,22882,256,5444,35800,20,0,0,160
io4_l1p2n1_l3n1n1,371855.69736842107,361015.69444444444,10.84000292397663,46.375,6252,6060,192,0,7840,8,0,0,40
io4_l1p2n1_l3n1n1_d1d2,387006.2266666667,371413.0512820513,15.593175384615373,81.733,9755,9563,192,0,11323,20,0,0,80
io4_l1p2n1_l3n1n2,368626.7272727273,355590.5789473684,13.036148325358866,49.310,6160,5968,192,0,7934,8,0,0,40
io4_l1p2n1_l3n1n2_d1d2,388684.2894736842,371127.15789473685,17.55713157894736,83.875,9965,9773,192,0,11374,20,0,0,80
io4_l1p2n1_l3n1n4,372533.84210526315,356045.25641025644,16.48858569500671,51.777,6137,5945,192,0,7999,8,0,0,40
io4_l1p2n1_l3n1n4_d1d2,390832.25641025644,370862.08108108107,19.97017532917537,85.896,10075,9883,192,0,11500,20,0,0,80
io4_l1p2n1_l3n1p1,375550.55263157893,356446.15789473685,19.104394736842078,50.286,6250,6058,192,0,7845,8,0,0,40
io4_l1p2n1_l3n1p1_d1d2,394563.65789473685,372528.72222222225,22.034935672514607,86.888,10080,9888,192,0,11359,20,0,0,80
io4_l1p2n1_l3n1p2,372158.36708860757,354525.44736842107,17.632919720186504,50.619,6192,6000,192,0,7935,8,0,0,40
io4_l1p2n1_l3n1p2_d1d2,395994.16883116885,372022.8108108108,23.97135802035802,85.428,10265,10073,192,0,11501,20,0,0,80
io4_l1p2n1_l3n1p4,375049.0540540541,355528.2162162162,19.52083783783787,51.472,6287,6095,192,0,7931,8,0,0,40
io4_l1p2n1_l3n1p4_d1d2,394970.08,371060.3947368421,23.90968526315794,85.929,10124,9932,192,0,11664,20,0,0,80
io4_l1p2n1_l3p1n1,393825.0263157895,368358.0,25.467026315789496,55.117,8063,7807,256,0,10370,8,0,0,40
io4_l1p2n1_l3p1n1_d1d2,411361.8933333333,380667.825,30.6940683333333,92.928,12533,12277,256,0,15061,20,0,0,80
io4_l1p2n1_l3p2n1,416401.23076923075,367571.05263157893,48.83017813765182,58.072,8819,8563,256,0,10879,8,0,0,40
io4_l1p2n1_l3p2n1_d1d2,436009.55844155845,383266.0,52.74355844155845,93.288,14099,13843,256,0,16209,20,0,0,80
io4_l1p2n1_l3p4n1,526265.2631578947,396505.15789473685,129.76010526315787,154.008,14476,11848,256,2372,25456,8,0,0,40
io4_l1p2n1_l3p4n1_d1d2,597368.0789473684,452386.94736842107,144.98113157894736,269.498,31608,25908,256,5444,36627,20,0,0,160
io4_l1p4n1_l3n1n1,368189.57692307694,355403.23076923075,12.786346153846186,47.823,6397,6205,192,0,7900,8,0,0,40
io4_l1p4n1_l3n1n1_d1d2,422748.7733333333,405417.5128205128,17.331260512820503,113.027,18114,17922,192,0,19983,20,0,0,114
io4_l1p4n1_l3n1n2,370407.8076923077,356535.94736842107,13.87186032388662,49.331,6286,6094,192,0,8016,8,0,0,40
io4_l1p4n1_l3n1n2_d1d2,423178.1558441558,404894.15,18.284005844155793,118.188,17974,17782,192,0,20042,20,0,0,114
io4_l1p4n1_l3n1n4,372372.85333333333,356149.5263157895,16.223327017543838,49.706,6217,6025,192,0,8221,8,0,0,40
io4_l1p4n1_l3n1n4_d1d2,418919.74025974027,394236.0,24.68374025974027,115.594,17997,17805,192,0,20189,20,0,0,114
io4_l1p4n1_l3n1p1,373842.358974359,356420.4,17.421958974358976,51.480,6239,6047,192,0,7976,8,0,0,40
io4_l1p4n1_l3n1p1_d1d2,422991.07692307694,394098.2051282051,28.892871794871812,123.428,18102,17910,192,0,20030,20,0,0,114
io4_l1p4n1_l3n1p2,376002.36486486485,358558.0512820513,17.444313582813542,50.415,6451,6259,192,0,8057,8,0,0,40
io4_l1p4n1_l3n1p2_d1d2,433693.71428571426,403896.1282051282,29.797586080586072,121.228,18044,17852,192,0,20011,20,0,0,114
io4_l1p4n1_l3n1p4,378510.9733333333,358013.6153846154,20.49735794871795,50.672,6476,6284,192,0,8061,8,0,0,40
io4_l1p4n1_l3n1p4_d1d2,430145.16455696203,403146.9736842105,26.998190872751525,121.280,17367,17175,192,0,20399,20,0,0,114
io4_l1p4n1_l3p1n1,394606.15789473685,368299.86842105264,26.306289473684213,55.916,7694,7438,256,0,10666,8,0,0,40
io4_l1p4n1_l3p1n1_d1d2,447380.4533333333,411763.6153846154,35.61683794871794,124.640,19916,19660,256,0,23089,20,0,0,114
io4_l1p4n1_l3p2n1,418570.5205479452,372513.025,46.0574955479452,60.631,9144,8888,256,0,11307,8,0,0,40
io4_l1p4n1_l3p2n1_d1d2,475905.6216216216,415994.55263157893,59.911068990042665,131.079,21449,21193,256,0,23698,20,0,0,114
io4_l1p4n1_l3p4n1,525192.1733333333,397479.5945945946,127.71257873873873,153.978,14686,12058,256,2372,25560,8,0,0,40
io4_l1p4n1_l3p4n1_d1d2,662854.323943662,475468.22222222225,187.38610172143973,309.656,35734,30034,256,5444,38482,20,0,0,160
io8_l1n1n1_l3n1n1,350306.68,340581.8461538461,9.724833846153865,16.678,1827,1315,512,0,2382,0,8,0,5
io8_l1n1n1_l3n1n1_d1d2,364213.8493150685,346010.3783783784,18.203470936690106,37.215,3003,2491,512,0,3298,0,64,0,5
io8_l1n1n1_l3n1n2,347912.3378378378,338684.5,9.22783783783781,16.111,1867,1355,512,0,2488,0,8,0,5
io8_l1n1n1_l3n1n2_d1d2,367606.5789473684,350694.4210526316,16.912157894736854,34.965,3027,2515,512,0,3412,0,64,0,5
