prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l1p4n1_l3p2n1_d1d2,10.0,7.894,1.25,40,160,47517,30705,775,38,71,38,5x32,1x32
io4_l1p4n1_l3p4n1,10.0,7.984,1.25,16,40,31316,17394,1030,131,22,131,5x32,1x32
io4_l1p4n1_l3p4n1_d1d2,10.0,8.518,1.25,40,160,48757,31205,1031,35,71,35,5x32,1x32
io8_l1n1n1_l3n1n1,10.0,8.172,1.25,8,5,2765,2228,14,7,12,7,9x32,1x32
io8_l1n1n1_l3n1n1_d1d2,10.0,8.172,1.25,64,5,2762,3413,15,7,13,7,9x32,1x32
io8_l1n1n1_l3n1n2,10.0,8.172,1.25,8,5,2934,2285,16,8,12,8,9x32,1x32
io8_l1n1n1_l3n1n2_d1d2,10.0,8.172,1.25,64,5,3246,4902,17,8,13,8,9x32,1x32
io8_l1n1n1_l3n1n4,10.0,8.815,1.25,8,5,2934,2555,20,14,12,14,9x32,1x32
io8_l1n1n1_l3n1n4_d1d2,10.0,8.815,1.25,64,5,3080,5632,21,14,13,14,9x32,1x32
io8_l1n1n1_l3n1n8,10.0,8.172,1.25,8,40,5692,4631,28,7,26,7,9x32,1x32
io8_l1n1n1_l3n1n8_d1d2,10.0,8.172,1.25,64,40,5692,6144,29,7,27,7,9x32,1x32
io8_l1n1n1_l3n1p1,10.0,8.172,1.25,8,5,2537,2299,15,7,13,7,9x32,1x32
io8_l1n1n1_l3n1p1_d1d2,10.0,8.172,1.25,64,5,2530,3484,16,7,14,7,9x32,1x32
io8_l1n1n1_l3n1p2,10.0,8.172,1.25,8,5,2625,2328,17,8,13,8,9x32,1x32
io8_l1n1n1_l3n1p2_d1d2,10.0,8.172,1.25,64,5,2589,3551,18,8,14,8,9x32,1x32
io8_l1n1n1_l3n1p4,10.0,8.815,1.25,8,5,2733,2567,21,14,13,14,9x32,1x32
io8_l1n1n1_l3n1p4_d1d2,10.0,8.815,1.25,64,5,2736,3788,22,14,14,14,9x32,1x32
io8_l1n1n1_l3n1p8,10.0,8.172,1.25,24,40,5561,4931,29,7,27,7,9x32,1x32
io8_l1n1n1_l3n1p8_d1d2,10.0,8.172,1.25,80,40,5557,6444,30,7,28,7,9x32,1x32
io8_l1n1n1_l3p1n1,10.0,8.172,1.25,32,40,8757,6455,138,13,24,13,9x32,1x32
io8_l1n1n1_l3p1n1_d1d2,10.0,8.172,1.25,144,40,8753,10910,139,13,25,13,9x32,1x32
io8_l1n1n1_l3p2n1,10.0,8.759,1.25,32,80,12438,10311,266,22,40,22,9x32,1x32
io8_l1n1n1_l3p2n1_d1d2,10.0,8.172,1.25,144,126,21538,20880,267,14,59,14,9x32,1x32
io8_l1n1n1_l3p4n1,10.0,8.759,1.25,32,112,20951,15827,522,44,56,44,9x32,1x32
io8_l1n1n1_l3p4n1_d1d2,10.0,8.842,1.25,144,126,25257,22520,523,20,59,20,9x32,1x32
io8_l1n1n1_l3p8n1,10.0,8.797,1.25,32,112,23671,18136,1034,69,56,69,9x32,1x32
io8_l1n1n1_l3p8n1_d1d2,10.0,9.383,1.25,144,126,36597,22389,1035,13,59,13,9x32,1x32
io8_l1n1n2_l3n1n1,10.0,8.172,1.25,8,5,2938,2295,16,8,12,8,9x32,1x32
io8_l1n1n2_l3n1n1_d1d2,10.0,8.172,1.25,64,5,3113,3512,17,8,13,8,9x32,1x32
io8_l1n1n2_l3n1n2,10.0,7.307,1.25,8,5,3107,2352,18,9,12,9,9x32,1x32
io8_l1n1n2_l3n1n2_d1d2,10.0,7.307,1.25,64,5,3597,5001,19,9,13,9,9x32,1x32
io8_l1n1n2_l3n1n4,10.0,8.181,1.25,8,5,3121,2644,22,15,12,15,9x32,1x32
io8_l1n1n2_l3n1n4_d1d2,10.0,8.181,1.25,64,5,3431,5745,23,15,13,15,9x32,1x32
io8_l1n1n2_l3n1n8,10.0,7.307,1.25,8,40,5864,4694,30,8,26,8,9x32,1x32
io8_l1n1n2_l3n1n8_d1d2,10.0,7.307,1.25,64,40,6042,6239,31,8,27,8,9x32,1x32
io8_l1n1n2_l3n1p1,10.0,8.172,1.25,8,5,2709,2362,17,8,13,8,9x32,1x32
io8_l1n1n2_l3n1p1_d1d2,10.0,8.172,1.25,64,5,2880,4971,18,8,14,8,9x32,1x32
io8_l1n1n2_l3n1p2,10.0,8.102,1.25,8,5,2797,2391,19,9,13,9,9x32,1x32
io8_l1n1n2_l3n1p2_d1d2,10.0,8.102,1.25,64,5,2939,5038,20,9,14,9,9x32,1x32
io8_l1n1n2_l3n1p4,10.0,8.181,1.25,8,5,2905,2628,23,15,13,15,9x32,1x32
io8_l1n1n2_l3n1p4_d1d2,10.0,8.181,1.25,64,5,3086,5737,24,15,14,15,9x32,1x32
io8_l1n1n2_l3n1p8,10.0,7.307,1.25,24,40,5733,4994,31,8,27,8,9x32,1x32
io8_l1n1n2_l3n1p8_d1d2,10.0,7.307,1.25,80,40,5907,9323,32,8,28,8,9x32,1x32
io8_l1n1n2_l3p1n1,10.0,7.894,1.25,32,40,8929,6512,140,14,24,14,9x32,1x32
io8_l1n1n2_l3p1n1_d1d2,10.0,7.894,1.25,144,40,9103,15639,141,14,25,14,9x32,1x32
io8_l1n1n2_l3p2n1,10.0,7.894,1.25,32,80,12579,10372,268,23,40,23,9x32,1x32
io8_l1n1n2_l3p2n1_d1d2,10.0,7.977,1.25,144,126,21857,21666,269,15,59,15,9x32,1x32
io8_l1n1n2_l3p4n1,10.0,8.48,1.25,32,112,21106,15895,524,45,56,45,9x32,1x32
io8_l1n1n2_l3p4n1_d1d2,10.0,7.931,1.25,144,126,25576,23305,525,21,59,21,9x32,1x32
io8_l1n1n2_l3p8n1,10.0,8.518,1.25,32,112,23826,18218,1036,70,56,70,9x32,1x32
io8_l1n1n2_l3p8n1_d1d2,10.0,8.555,1.25,144,126,36916,23189,1037,14,59,14,9x32,1x32
io8_l1n1n4_l3n1n1,10.0,8.815,1.25,8,14,3471,2939,20,14,15,14,9x32,1x32
io8_l1n1n4_l3n1n1_d1d2,10.0,8.815,1.25,64,14,3468,4160,21,14,16,14,9x32,1x32
io8_l1n1n4_l3n1n2,10.0,8.834,1.25,8,14,3640,2996,22,15,15,15,9x32,1x32
io8_l1n1n4_l3n1n2_d1d2,10.0,8.834,1.25,64,14,3951,6109,23,15,16,15,9x32,1x32
io8_l1n1n4_l3n1n4,10.0,8.172,1.25,8,14,3640,3281,26,21,15,21,9x32,1x32
io8_l1n1n4_l3n1n4_d1d2,10.0,8.172,1.25,64,14,3786,6858,27,21,16,21,9x32,1x32
io8_l1n1n4_l3n1n8,10.0,8.815,1.25,8,40,5917,5017,34,14,26,14,9x32,1x32
io8_l1n1n4_l3n1n8_d1d2,10.0,8.815,1.25,64,40,5917,6566,35,14,27,14,9x32,1x32
io8_l1n1n4_l3n1p1,10.0,8.815,1.25,8,14,3242,3006,21,14,16,14,9x32,1x32
io8_l1n1n4_l3n1p1_d1d2,10.0,8.815,1.25,64,14,3235,6083,22,14,17,14,9x32,1x32
io8_l1n1n4_l3n1p2,10.0,8.834,1.25,8,14,3330,3026,23,15,16,15,9x32,1x32
io8_l1n1n4_l3n1p2_d1d2,10.0,8.834,1.25,64,14,3294,6141,24,15,17,15,9x32,1x32
io8_l1n1n4_l3n1p4,10.0,8.172,1.25,8,14,3438,3260,27,21,16,21,9x32,1x32
io8_l1n1n4_l3n1p4_d1d2,10.0,8.172,1.25,64,14,3441,6837,28,21,17,21,9x32,1x32
io8_l1n1n4_l3n1p8,10.0,8.815,1.25,24,40,5786,5317,35,14,27,14,9x32,1x32
io8_l1n1n4_l3n1p8_d1d2,10.0,8.815,1.25,80,40,5782,10114,36,14,28,14,9x32,1x32
io8_l1n1n4_l3p1n1,10.0,8.797,1.25,32,40,8982,6789,144,20,24,20,9x32,1x32
io8_l1n1n4_l3p1n1_d1d2,10.0,8.797,1.25,144,40,8978,16384,145,20,25,20,9x32,1x32
io8_l1n1n4_l3p2n1,10.0,8.815,1.25,32,80,12631,10621,272,29,40,29,9x32,1x32
io8_l1n1n4_l3p2n1_d1d2,10.0,8.797,1.25,144,126,21731,22381,273,21,59,21,9x32,1x32
io8_l1n1n4_l3p4n1,10.0,9.365,1.25,32,112,21145,16156,528,51,56,51,9x32,1x32
io8_l1n1n4_l3p4n1_d1d2,10.0,9.346,1.25,144,126,25451,24037,529,27,59,27,9x32,1x32
io8_l1n1n4_l3p8n1,10.0,9.421,1.25,32,112,23865,18458,1040,76,56,76,9x32,1x32
io8_l1n1n4_l3p8n1_d1d2,10.0,9.44,1.25,144,126,36791,23901,1041,20,59,20,9x32,1x32
io8_l1n1n8_l3n1n1,10.0,9.063,1.25,8,14,3506,2748,28,7,15,7,9x32,1x32
io8_l1n1n8_l3n1n1_d1d2,10.0,9.044,1.25,64,17,3660,4394,29,7,17,7,9x32,1x32
io8_l1n1n8_l3n1n2,10.0,9.071,1.25,8,14,3676,2822,30,8,15,8,9x32,1x32
io8_l1n1n8_l3n1n2_d1d2,10.0,9.063,1.25,64,17,4143,7286,31,8,17,8,9x32,1x32
io8_l1n1n8_l3n1n4,10.0,8.797,1.25,8,14,3674,3077,34,14,15,14,9x32,1x32
io8_l1n1n8_l3n1n4_d1d2,10.0,8.797,1.25,64,17,3977,8009,35,14,17,14,9x32,1x32
io8_l1n1n8_l3n1n8,10.0,9.063,1.25,8,40,5696,4821,42,7,26,7,9x32,1x32
io8_l1n1n8_l3n1n8_d1d2,10.0,9.044,1.25,64,40,5949,6693,43,7,27,7,9x32,1x32
io8_l1n1n8_l3n1p1,10.0,9.063,1.25,8,14,3277,2815,29,7,16,7,9x32,1x32
io8_l1n1n8_l3n1p1_d1d2,10.0,9.044,1.25,64,17,3427,4461,30,7,18,7,9x32,1x32
io8_l1n1n8_l3n1p2,10.0,9.071,1.25,8,14,3365,2832,31,8,16,8,9x32,1x32
io8_l1n1n8_l3n1p2_d1d2,10.0,9.063,1.25,64,17,3486,4517,32,8,18,8,9x32,1x32
io8_l1n1n8_l3n1p4,10.0,8.797,1.25,8,14,3473,3060,35,14,16,14,9x32,1x32
io8_l1n1n8_l3n1p4_d1d2,10.0,8.797,1.25,64,17,3633,4741,36,14,18,14,9x32,1x32
io8_l1n1n8_l3n1p8,10.0,9.063,1.25,24,40,5565,5121,43,7,27,7,9x32,1x32
io8_l1n1n8_l3n1p8_d1d2,10.0,9.044,1.25,80,40,5814,6993,44,7,28,7,9x32,1x32
io8_l1n1n8_l3p1n1,10.0,9.044,1.25,32,40,8761,6584,152,13,24,13,9x32,1x32
io8_l1n1n8_l3p1n1_d1d2,10.0,9.025,1.25,144,40,9010,11383,153,13,25,13,9x32,1x32
io8_l1n1n8_l3p2n1,10.0,9.044,1.25,32,80,12410,10421,280,22,40,22,9x32,1x32
io8_l1n1n8_l3p2n1_d1d2,10.0,9.063,1.25,144,126,21763,21313,281,14,59,14,9x32,1x32
io8_l1n1n8_l3p4n1,10.0,9.631,1.25,32,112,20923,15962,536,44,56,44,9x32,1x32
io8_l1n1n8_l3p4n1_d1d2,10.0,9.421,1.25,144,126,25482,22977,537,20,59,20,9x32,1x32
io8_l1n1n8_l3p8n1,10.0,9.668,1.25,32,112,23644,18250,1048,69,56,69,9x32,1x32
io8_l1n1n8_l3p8n1_d1d2,10.0,9.631,1.25,144,126,36823,22828,1049,13,59,13,9x32,1x32
io8_l1n1p1_l3n1n1,10.0,8.172,1.25,8,5,2794,2343,15,7,13,7,9x32,1x32
io8_l1n1p1_l3n1n1_d1d2,10.0,8.172,1.25,64,5,2794,3528,16,7,14,7,9x32,1x32
io8_l1n1p1_l3n1n2,10.0,8.172,1.25,8,5,2963,2400,17,8,13,8,9x32,1x32
io8_l1n1p1_l3n1n2_d1d2,10.0,8.172,1.25,64,5,3278,5017,18,8,14,8,9x32,1x32
io8_l1n1p1_l3n1n4,10.0,8.815,1.25,8,5,2963,2670,21,14,13,14,9x32,1x32
io8_l1n1p1_l3n1n4_d1d2,10.0,8.815,1.25,64,5,3112,5747,22,14,14,14,9x32,1x32
io8_l1n1p1_l3n1n8,10.0,8.172,1.25,8,40,5721,4746,29,7,27,7,9x32,1x32
io8_l1n1p1_l3n1n8_d1d2,10.0,8.172,1.25,64,40,5724,6259,30,7,28,7,9x32,1x32
io8_l1n1p1_l3n1p1,10.0,8.172,1.25,8,5,2566,2414,16,7,14,7,9x32,1x32
io8_l1n1p1_l3n1p1_d1d2,10.0,8.172,1.25,64,5,2562,3599,17,7,15,7,9x32,1x32
io8_l1n1p1_l3n1p2,10.0,8.172,1.25,8,5,2654,2443,18,8,14,8,9x32,1x32
io8_l1n1p1_l3n1p2_d1d2,10.0,8.172,1.25,64,5,2621,5058,19,8,15,8,9x32,1x32
io8_l1n1p1_l3n1p4,10.0,8.815,1.25,8,5,2762,2682,22,14,14,14,9x32,1x32
io8_l1n1p1_l3n1p4_d1d2,10.0,8.815,1.25,64,5,2768,5759,23,14,15,14,9x32,1x32
io8_l1n1p1_l3n1p8,10.0,8.172,1.25,24,40,5590,5046,30,7,28,7,9x32,1x32
io8_l1n1p1_l3n1p8_d1d2,10.0,8.172,1.25,80,40,5589,6559,31,7,29,7,9x32,1x32
io8_l1n1p1_l3p1n1,10.0,8.172,1.25,32,40,8786,6570,139,13,25,13,9x32,1x32
io8_l1n1p1_l3p1n1_d1d2,10.0,8.172,1.25,144,40,8785,11025,140,13,26,13,9x32,1x32
io8_l1n1p1_l3p2n1,10.0,8.759,1.25,32,80,12467,10426,267,22,41,22,9x32,1x32
io8_l1n1p1_l3p2n1_d1d2,10.0,8.172,1.25,144,126,21570,20995,268,14,60,14,9x32,1x32
io8_l1n1p1_l3p4n1,10.0,8.759,1.25,32,112,20980,15942,523,44,57,44,9x32,1x32
io8_l1n1p1_l3p4n1_d1d2,10.0,8.842,1.25,144,126,25289,22635,524,20,60,20,9x32,1x32
io8_l1n1p1_l3p8n1,10.0,8.797,1.25,32,112,23700,18251,1035,69,57,69,9x32,1x32
io8_l1n1p1_l3p8n1_d1d2,10.0,9.383,1.25,144,126,36629,22504,1036,13,60,13,9x32,1x32
io8_l1n1p2_l3n1n1,10.0,8.172,1.25,8,5,2990,2402,17,8,13,8,9x32,1x32
io8_l1n1p2_l3n1n1_d1d2,10.0,8.172,1.25,64,5,2958,3627,18,8,14,8,9x32,1x32
io8_l1n1p2_l3n1n2,10.0,8.172,1.25,8,5,3159,2459,19,9,13,9,9x32,1x32
io8_l1n1p2_l3n1n2_d1d2,10.0,8.172,1.25,64,5,3442,5116,20,9,14,9,9x32,1x32
io8_l1n1p2_l3n1n4,10.0,8.834,1.25,8,5,3159,2727,23,15,13,15,9x32,1x32
io8_l1n1p2_l3n1n4_d1d2,10.0,8.834,1.25,64,5,3276,5844,24,15,14,15,9x32,1x32
io8_l1n1p2_l3n1n8,10.0,8.172,1.25,8,40,5917,4805,31,8,27,8,9x32,1x32
io8_l1n1p2_l3n1n8_d1d2,10.0,8.172,1.25,64,40,5888,6358,32,8,28,8,9x32,1x32
io8_l1n1p2_l3n1p1,10.0,8.172,1.25,8,5,2762,2473,18,8,14,8,9x32,1x32
io8_l1n1p2_l3n1p1_d1d2,10.0,8.172,1.25,64,5,2726,3698,19,8,15,8,9x32,1x32
io8_l1n1p2_l3n1p2,10.0,8.172,1.25,8,5,2818,2487,20,9,14,9,9x32,1x32
io8_l1n1p2_l3n1p2_d1d2,10.0,8.172,1.25,64,5,2753,5142,21,9,15,9,9x32,1x32
io8_l1n1p2_l3n1p4,10.0,8.834,1.25,8,5,2926,2724,24,15,14,15,9x32,1x32
io8_l1n1p2_l3n1p4_d1d2,10.0,8.834,1.25,64,5,2900,5841,25,15,15,15,9x32,1x32
io8_l1n1p2_l3n1p8,10.0,8.172,1.25,24,40,5786,5105,32,8,28,8,9x32,1x32
io8_l1n1p2_l3n1p8_d1d2,10.0,8.172,1.25,80,40,5753,6658,33,8,29,8,9x32,1x32
io8_l1n1p2_l3p1n1,10.0,8.759,1.25,32,40,8950,6608,141,14,25,14,9x32,1x32
io8_l1n1p2_l3p1n1_d1d2,10.0,8.759,1.25,144,40,8917,11103,142,14,26,14,9x32,1x32
io8_l1n1p2_l3p2n1,10.0,8.778,1.25,32,80,12599,10464,269,23,41,23,9x32,1x32
io8_l1n1p2_l3p2n1_d1d2,10.0,8.759,1.25,144,126,21670,21769,270,15,60,15,9x32,1x32
io8_l1n1p2_l3p4n1,10.0,8.759,1.25,32,112,21112,15979,525,45,57,45,9x32,1x32
io8_l1n1p2_l3p4n1_d1d2,10.0,8.759,1.25,144,126,25389,23408,526,21,60,21,9x32,1x32
io8_l1n1p2_l3p8n1,10.0,9.383,1.25,32,112,23832,18290,1037,70,57,70,9x32,1x32
io8_l1n1p2_l3p8n1_d1d2,10.0,9.402,1.25,144,126,36729,23277,1038,14,60,14,9x32,1x32
io8_l1n1p4_l3n1n1,10.0,8.815,1.25,8,5,3123,2681,21,14,13,14,9x32,1x32
io8_l1n1p4_l3n1n1_d1d2,10.0,8.815,1.25,64,5,3123,3902,22,14,14,14,9x32,1x32
io8_l1n1p4_l3n1n2,10.0,8.834,1.25,8,5,3291,2733,23,15,13,15,9x32,1x32
io8_l1n1p4_l3n1n2_d1d2,10.0,8.834,1.25,64,5,3606,5850,24,15,14,15,9x32,1x32
io8_l1n1p4_l3n1n4,10.0,8.172,1.25,8,5,3291,3012,27,21,13,21,9x32,1x32
io8_l1n1p4_l3n1n4_d1d2,10.0,8.172,1.25,64,5,3440,6589,28,21,14,21,9x32,1x32
io8_l1n1p4_l3n1n8,10.0,8.815,1.25,8,40,6049,5080,35,14,27,14,9x32,1x32
io8_l1n1p4_l3n1n8_d1d2,10.0,8.815,1.25,64,40,6052,6629,36,14,28,14,9x32,1x32
io8_l1n1p4_l3n1p1,10.0,8.815,1.25,8,5,2894,2748,22,14,14,14,9x32,1x32
io8_l1n1p4_l3n1p1_d1d2,10.0,8.815,1.25,64,5,2890,3969,23,14,15,14,9x32,1x32
io8_l1n1p4_l3n1p2,10.0,8.834,1.25,8,5,2950,2761,24,15,14,15,9x32,1x32
io8_l1n1p4_l3n1p2_d1d2,10.0,8.834,1.25,64,5,2917,5876,25,15,15,15,9x32,1x32
io8_l1n1p4_l3n1p4,10.0,8.172,1.25,8,5,2994,2981,28,21,14,21,9x32,1x32
io8_l1n1p4_l3n1p4_d1d2,10.0,8.172,1.25,64,5,3000,6558,29,21,15,21,9x32,1x32
io8_l1n1p4_l3n1p8,10.0,8.815,1.25,24,40,5918,5380,36,14,28,14,9x32,1x32
io8_l1n1p4_l3n1p8_d1d2,10.0,8.815,1.25,80,40,5917,6929,37,14,29,14,9x32,1x32
io8_l1n1p4_l3p1n1,10.0,8.797,1.25,32,40,9018,6865,145,20,25,20,9x32,1x32
io8_l1n1p4_l3p1n1_d1d2,10.0,8.797,1.25,144,40,9017,11356,146,20,26,20,9x32,1x32
io8_l1n1p4_l3p2n1,10.0,8.815,1.25,32,80,12667,10725,273,29,41,29,9x32,1x32
io8_l1n1p4_l3p2n1_d1d2,10.0,8.797,1.25,144,126,21770,22482,274,21,60,21,9x32,1x32
io8_l1n1p4_l3p4n1,10.0,9.365,1.25,32,112,21180,16238,529,51,57,51,9x32,1x32
io8_l1n1p4_l3p4n1_d1d2,10.0,9.346,1.25,144,126,25489,24119,530,27,60,27,9x32,1x32
io8_l1n1p4_l3p8n1,10.0,9.421,1.25,32,112,23900,18562,1041,76,57,76,9x32,1x32
io8_l1n1p4_l3p8n1_d1d2,10.0,9.44,1.25,144,126,36829,24006,1042,20,60,20,9x32,1x32
io8_l1n1p8_l3n1n1,10.0,8.172,1.25,8,5,3486,2485,29,7,13,7,9x32,1x32
io8_l1n1p8_l3n1n1_d1d2,10.0,8.172,1.25,64,5,3489,3998,30,7,14,7,9x32,1x32
io8_l1n1p8_l3n1n2,10.0,8.759,1.25,8,5,3656,2559,31,8,13,8,9x32,1x32
io8_l1n1p8_l3n1n2_d1d2,10.0,8.759,1.25,64,5,3972,6888,32,8,14,8,9x32,1x32
io8_l1n1p8_l3n1n4,10.0,8.797,1.25,8,5,3654,2814,35,14,13,14,9x32,1x32
io8_l1n1p8_l3n1n4_d1d2,10.0,8.797,1.25,64,5,3806,7611,36,14,14,14,9x32,1x32
io8_l1n1p8_l3n1n8,10.0,8.172,1.25,8,40,6156,4881,43,7,27,7,9x32,1x32
io8_l1n1p8_l3n1n8_d1d2,10.0,8.172,1.25,64,40,6418,6725,44,7,28,7,9x32,1x32
io8_l1n1p8_l3n1p1,10.0,8.172,1.25,8,5,3257,2552,30,7,14,7,9x32,1x32
io8_l1n1p8_l3n1p1_d1d2,10.0,8.172,1.25,64,5,3256,4065,31,7,15,7,9x32,1x32
io8_l1n1p8_l3n1p2,10.0,8.759,1.25,8,5,3313,2563,32,8,14,8,9x32,1x32
io8_l1n1p8_l3n1p2_d1d2,10.0,8.759,1.25,64,5,3283,6898,33,8,15,8,9x32,1x32
io8_l1n1p8_l3n1p4,10.0,8.797,1.25,8,5,3357,2783,36,14,14,14,9x32,1x32
io8_l1n1p8_l3n1p4_d1d2,10.0,8.797,1.25,64,5,3366,7580,37,14,15,14,9x32,1x32
io8_l1n1p8_l3n1p8,10.0,8.172,1.25,24,40,6025,5181,44,7,28,7,9x32,1x32
io8_l1n1p8_l3n1p8_d1d2,10.0,8.172,1.25,80,40,6283,7025,45,7,29,7,9x32,1x32
io8_l1n1p8_l3p1n1,10.0,8.759,1.25,32,40,9125,6664,153,13,25,13,9x32,1x32
io8_l1n1p8_l3p1n1_d1d2,10.0,8.759,1.25,144,40,9383,11450,154,13,26,13,9x32,1x32
io8_l1n1p8_l3p2n1,10.0,8.759,1.25,32,80,12774,10519,281,22,41,22,9x32,1x32
io8_l1n1p8_l3p2n1_d1d2,10.0,8.759,1.25,144,126,22136,21409,282,14,60,14,9x32,1x32
io8_l1n1p8_l3p4n1,10.0,9.429,1.25,32,112,21191,16040,537,44,57,44,9x32,1x32
io8_l1n1p8_l3p4n1_d1d2,10.0,9.421,1.25,144,126,25759,23099,538,20,60,20,9x32,1x32
io8_l1n1p8_l3p8n1,10.0,8.815,1.25,32,112,23911,18366,1049,69,57,69,9x32,1x32
io8_l1n1p8_l3p8n1_d1d2,10.0,9.383,1.25,144,126,37099,22957,1050,13,60,13,9x32,1x32
io8_l1p1n1_l3n1n1,10.0,8.85,1.25,16,50,7928,6485,138,13,25,13,9x32,1x32
io8_l1p1n1_l3n1n1_d1d2,10.0,8.85,1.25,128,50,8956,11139,139,13,26,13,9x32,1x32
io8_l1p1n1_l3n1n2,10.0,9.437,1.25,16,50,8098,6618,140,14,25,14,9x32,1x32
io8_l1p1n1_l3n1n2_d1d2,10.0,9.437,1.25,128,50,9439,15872,141,14,26,14,9x32,1x32
io8_l1p1n1_l3n1n4,10.0,9.474,1.25,16,50,8096,6807,144,20,25,20,9x32,1x32
io8_l1p1n1_l3n1n4_d1d2,10.0,9.474,1.25,128,50,9274,16600,145,20,26,20,9x32,1x32
io8_l1p1n1_l3n1n8,10.0,8.85,1.25,16,64,9478,8003,152,13,32,13,9x32,1x32
io8_l1p1n1_l3n1n8_d1d2,10.0,8.85,1.25,128,64,10765,12970,153,13,33,13,9x32,1x32
io8_l1p1n1_l3n1p1,10.0,8.85,1.25,16,50,7699,6552,139,13,26,13,9x32,1x32
io8_l1p1n1_l3n1p1_d1d2,10.0,8.85,1.25,128,50,8723,11206,140,13,27,13,9x32,1x32
io8_l1p1n1_l3n1p2,10.0,9.437,1.25,16,50,7787,6642,141,14,26,14,9x32,1x32
io8_l1p1n1_l3n1p2_d1d2,10.0,9.437,1.25,128,50,8750,15898,142,14,27,14,9x32,1x32
io8_l1p1n1_l3n1p4,10.0,9.474,1.25,16,50,7895,6804,145,20,26,20,9x32,1x32
io8_l1p1n1_l3n1p4_d1d2,10.0,9.474,1.25,128,50,8897,16593,146,20,27,20,9x32,1x32
io8_l1p1n1_l3n1p8,10.0,8.85,1.25,32,64,9347,8303,153,13,33,13,9x32,1x32
io8_l1p1n1_l3n1p8_d1d2,10.0,8.85,1.25,144,64,10630,13270,154,13,34,13,9x32,1x32
io8_l1p1n1_l3p1n1,10.0,8.858,1.25,32,64,12287,9737,262,19,30,19,9x32,1x32
io8_l1p1n1_l3p1n1_d1d2,10.0,8.858,1.25,144,64,14082,16826,263,19,31,19,9x32,1x32
io8_l1p1n1_l3p2n1,10.0,8.858,1.25,32,80,14656,12410,390,28,38,28,9x32,1x32
io8_l1p1n1_l3p2n1_d1d2,10.0,8.858,1.25,144,126,24787,25655,391,20,57,20,9x32,1x32
io8_l1p1n1_l3p4n1,10.0,9.528,1.25,32,112,23168,17984,646,50,54,50,9x32,1x32
io8_l1p1n1_l3p4n1_d1d2,10.0,9.52,1.25,144,126,28442,27043,647,26,57,26,9x32,1x32
io8_l1p1n1_l3p8n1,10.0,8.882,1.25,32,112,25889,20290,1158,75,54,75,9x32,1x32
io8_l1p1n1_l3p8n1_d1d2,10.0,9.461,1.25,144,126,39846,26859,1159,19,57,19,9x32,1x32
io8_l1p2n1_l3n1n1,10.0,8.913,1.25,16,50,11003,8699,266,22,25,22,9x32,1x32
io8_l1p2n1_l3n1n1_d1d2,10.0,8.913,1.25,64,5,11343,11186,267,14,11,14,9x32,1x32
io8_l1p2n1_l3n1n2,10.0,8.646,1.25,16,50,11173,8717,268,23,25,23,9x32,1x32
io8_l1p2n1_l3n1n2_d1d2,10.0,8.635,1.25,64,5,11826,11941,269,15,11,15,9x32,1x32
io8_l1p2n1_l3n1n4,10.0,8.884,1.25,16,50,11171,8929,272,29,25,29,9x32,1x32
io8_l1p2n1_l3n1n4_d1d2,10.0,8.884,1.25,64,5,11660,12615,273,21,11,21,9x32,1x32
io8_l1p2n1_l3n1n8,10.0,8.627,1.25,16,64,12553,10182,280,22,32,22,9x32,1x32
io8_l1p2n1_l3n1n8_d1d2,10.0,8.048,1.25,64,40,14272,13917,281,14,25,14,9x32,1x32
io8_l1p2n1_l3n1p1,10.0,8.913,1.25,16,50,10774,8786,267,22,26,22,9x32,1x32
io8_l1p2n1_l3n1p1_d1d2,10.0,8.913,1.25,64,5,11110,11273,268,14,12,14,9x32,1x32
io8_l1p2n1_l3n1p2,10.0,9.43,1.25,16,50,10830,8797,269,23,26,23,9x32,1x32
io8_l1p2n1_l3n1p2_d1d2,10.0,9.43,1.25,64,5,11169,12034,270,15,12,15,9x32,1x32
io8_l1p2n1_l3n1p4,10.0,8.884,1.25,16,50,10874,9014,273,29,26,29,9x32,1x32
io8_l1p2n1_l3n1p4_d1d2,10.0,8.884,1.25,64,5,11316,12727,274,21,12,21,9x32,1x32
io8_l1p2n1_l3n1p8,10.0,8.627,1.25,32,64,12422,10514,281,22,33,22,9x32,1x32
io8_l1p2n1_l3n1p8_d1d2,10.0,8.048,1.25,80,40,14137,14249,282,14,26,14,9x32,1x32
io8_l1p2n1_l3p1n1,10.0,8.617,1.25,32,64,14082,11762,390,28,30,28,9x32,1x32
io8_l1p2n1_l3p1n1_d1d2,10.0,8.067,1.25,144,40,17333,18163,391,20,23,20,9x32,1x32
io8_l1p2n1_l3p2n1,10.0,8.617,1.25,32,80,15683,14220,518,37,38,37,9x32,1x32
io8_l1p2n1_l3p2n1_d1d2,10.0,8.691,1.25,144,126,30086,28117,519,21,57,21,9x32,1x32
io8_l1p2n1_l3p4n1,10.0,8.625,1.25,32,112,24196,19557,774,59,54,59,9x32,1x32
io8_l1p2n1_l3p4n1_d1d2,10.0,8.654,1.25,144,126,33805,29727,775,27,57,27,9x32,1x32
