prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2p4n1_l4p2n1_d1d2,10.0,8.824,1.25,128,101,49363,33104,913,77,56,77,10x32,4x32
io4_l2p4n1_l4p4n1,10.0,8.016,1.25,32,46,43603,24577,1104,170,34,170,10x32,4x32
io4_l2p4n1_l4p4n1_d1d2,10.0,7.966,1.25,128,101,60617,33171,1169,74,56,74,10x32,4x32
io8_l2n1n1_l4n1n1,10.0,7.966,1.25,32,5,922,2507,29,24,26,24,18x32,8x32
io8_l2n1n1_l4n1n1_d1d2,10.0,8.528,1.25,256,5,1495,11064,30,24,27,24,18x32,8x32
io8_l2n1n1_l4n1n2,10.0,7.966,1.25,32,5,1012,2516,31,25,26,25,18x32,8x32
io8_l2n1n1_l4n1n2_d1d2,10.0,7.966,1.25,256,5,1630,11467,32,25,27,25,18x32,8x32
io8_l2n1n1_l4n1n4,10.0,9.066,1.25,32,5,1037,2809,35,31,26,31,18x32,8x32
io8_l2n1n1_l4n1n4_d1d2,10.0,8.955,1.25,256,5,1814,12578,36,31,27,31,18x32,8x32
io8_l2n1n1_l4n1n8,10.0,7.966,1.25,32,40,3816,4948,43,24,40,24,18x32,8x32
io8_l2n1n1_l4n1n8_d1d2,10.0,7.966,1.25,256,5,2331,8565,44,24,27,24,18x32,8x32
io8_l2n1n1_l4n1p1,10.0,7.966,1.25,32,5,951,2578,30,24,27,24,18x32,8x32
io8_l2n1n1_l4n1p1_d1d2,10.0,8.528,1.25,256,5,1521,11099,31,24,28,24,18x32,8x32
io8_l2n1n1_l4n1p2,10.0,7.966,1.25,32,5,1071,2595,32,25,27,25,18x32,8x32
io8_l2n1n1_l4n1p2_d1d2,10.0,7.966,1.25,256,5,1689,11684,33,25,28,25,18x32,8x32
io8_l2n1n1_l4n1p4,10.0,9.066,1.25,32,5,1145,2841,36,31,27,31,18x32,8x32
io8_l2n1n1_l4n1p4_d1d2,10.0,8.955,1.25,256,5,1742,12842,37,31,28,31,18x32,8x32
io8_l2n1n1_l4n1p8,10.0,7.966,1.25,40,40,4454,5295,44,24,41,24,18x32,8x32
io8_l2n1n1_l4n1p8_d1d2,10.0,7.966,1.25,320,40,8937,19690,45,24,42,24,18x32,8x32
io8_l2n1n1_l4p1n1,10.0,7.966,1.25,48,40,9564,7048,153,30,38,30,18x32,8x32
io8_l2n1n1_l4p1n1_d1d2,10.0,8.955,1.25,384,80,12995,33486,154,30,55,30,18x32,8x32
io8_l2n1n1_l4p2n1,10.0,8.48,1.25,48,40,13943,8731,281,38,38,38,18x32,8x32
io8_l2n1n1_l4p2n1_d1d2,10.0,7.969,1.25,384,160,27015,35668,282,31,87,31,18x32,8x32
io8_l2n1n1_l4p4n1,10.0,8.518,1.25,48,40,20120,12302,537,54,38,54,18x32,8x32
io8_l2n1n1_l4p4n1_d1d2,10.0,8.955,1.25,384,320,48501,52459,538,37,151,37,18x32,8x32
io8_l2n1n1_l4p8n1,10.0,8.571,1.25,48,40,33424,19082,1049,86,38,86,18x32,8x32
io8_l2n1n1_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77414,52177,1050,30,151,30,18x32,8x32
io8_l2n1n2_l4n1n1,10.0,7.966,1.25,32,5,1132,2578,32,25,26,25,18x32,8x32
io8_l2n1n2_l4n1n1_d1d2,10.0,8.528,1.25,256,8,1750,11815,33,25,28,25,18x32,8x32
io8_l2n1n2_l4n1n2,10.0,7.969,1.25,32,5,1221,2583,34,26,26,26,18x32,8x32
io8_l2n1n2_l4n1n2_d1d2,10.0,7.966,1.25,256,8,1877,12188,35,26,28,26,18x32,8x32
io8_l2n1n2_l4n1n4,10.0,9.085,1.25,32,5,1247,2876,38,32,26,32,18x32,8x32
io8_l2n1n2_l4n1n4_d1d2,10.0,8.967,1.25,256,8,2069,13328,39,32,28,32,18x32,8x32
io8_l2n1n2_l4n1n8,10.0,7.966,1.25,32,40,4026,5019,46,25,40,25,18x32,8x32
io8_l2n1n2_l4n1n8_d1d2,10.0,7.966,1.25,256,8,2586,8851,47,25,28,25,18x32,8x32
io8_l2n1n2_l4n1p1,10.0,7.966,1.25,32,5,1161,2649,33,25,27,25,18x32,8x32
io8_l2n1n2_l4n1p1_d1d2,10.0,8.528,1.25,256,8,1776,11850,34,25,29,25,18x32,8x32
io8_l2n1n2_l4n1p2,10.0,7.969,1.25,32,5,1281,2666,35,26,27,26,18x32,8x32
io8_l2n1n2_l4n1p2_d1d2,10.0,7.966,1.25,256,8,1944,12428,36,26,29,26,18x32,8x32
io8_l2n1n2_l4n1p4,10.0,9.085,1.25,32,5,1355,2908,39,32,27,32,18x32,8x32
io8_l2n1n2_l4n1p4_d1d2,10.0,8.967,1.25,256,8,1997,13583,40,32,29,32,18x32,8x32
io8_l2n1n2_l4n1p8,10.0,7.966,1.25,40,40,4664,5366,47,25,41,25,18x32,8x32
io8_l2n1n2_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9032,20318,48,25,42,25,18x32,8x32
io8_l2n1n2_l4p1n1,10.0,7.966,1.25,48,40,9741,7109,156,31,38,31,18x32,8x32
io8_l2n1n2_l4p1n1_d1d2,10.0,8.967,1.25,384,80,13090,34095,157,31,55,31,18x32,8x32
io8_l2n1n2_l4p2n1,10.0,8.518,1.25,48,40,14121,8797,284,39,38,39,18x32,8x32
io8_l2n1n2_l4p2n1_d1d2,10.0,7.969,1.25,384,160,27110,36276,285,32,87,32,18x32,8x32
io8_l2n1n2_l4p4n1,10.0,8.555,1.25,48,40,20298,12369,540,55,38,55,18x32,8x32
io8_l2n1n2_l4p4n1_d1d2,10.0,8.967,1.25,384,320,48555,53032,541,38,151,38,18x32,8x32
io8_l2n1n2_l4p8n1,10.0,8.609,1.25,48,40,33602,19149,1052,87,38,87,18x32,8x32
io8_l2n1n2_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77477,52778,1053,31,151,31,18x32,8x32
io8_l2n1n4_l4n1n1,10.0,7.966,1.25,32,14,1643,3308,38,31,29,31,18x32,8x32
io8_l2n1n4_l4n1n1_d1d2,10.0,8.955,1.25,256,14,2209,13287,39,27,30,27,18x32,8x32
io8_l2n1n4_l4n1n2,10.0,7.966,1.25,32,14,1732,3313,40,32,29,32,18x32,8x32
io8_l2n1n4_l4n1n2_d1d2,10.0,7.966,1.25,256,14,2529,13668,41,28,30,28,18x32,8x32
io8_l2n1n4_l4n1n4,10.0,8.423,1.25,32,14,1758,3609,44,38,29,38,18x32,8x32
io8_l2n1n4_l4n1n4_d1d2,10.0,8.858,1.25,256,14,2528,14816,45,34,30,34,18x32,8x32
io8_l2n1n4_l4n1n8,10.0,8.609,1.25,32,40,4057,5374,52,31,40,31,18x32,8x32
io8_l2n1n4_l4n1n8_d1d2,10.0,7.966,1.25,256,14,3045,9407,53,27,30,27,18x32,8x32
io8_l2n1n4_l4n1p1,10.0,7.966,1.25,32,14,1672,3379,39,31,30,31,18x32,8x32
io8_l2n1n4_l4n1p1_d1d2,10.0,8.955,1.25,256,14,2235,13322,40,27,31,27,18x32,8x32
io8_l2n1n4_l4n1p2,10.0,7.966,1.25,32,14,1792,3387,41,32,30,32,18x32,8x32
io8_l2n1n4_l4n1p2_d1d2,10.0,7.966,1.25,256,14,2403,13904,42,28,31,28,18x32,8x32
io8_l2n1n4_l4n1p4,10.0,8.423,1.25,32,14,1866,3628,45,38,30,38,18x32,8x32
io8_l2n1n4_l4n1p4_d1d2,10.0,8.858,1.25,256,14,2456,15051,46,34,31,34,18x32,8x32
io8_l2n1n4_l4n1p8,10.0,8.609,1.25,40,40,4695,5721,53,31,41,31,18x32,8x32
io8_l2n1n4_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9171,21544,54,27,42,27,18x32,8x32
io8_l2n1n4_l4p1n1,10.0,7.966,1.25,48,40,9772,7409,162,37,38,37,18x32,8x32
io8_l2n1n4_l4p1n1_d1d2,10.0,8.858,1.25,384,80,13229,35299,163,33,55,33,18x32,8x32
io8_l2n1n4_l4p2n1,10.0,8.48,1.25,48,40,14152,9097,290,45,38,45,18x32,8x32
io8_l2n1n4_l4p2n1_d1d2,10.0,7.969,1.25,384,160,27249,37478,291,34,87,34,18x32,8x32
io8_l2n1n4_l4p4n1,10.0,8.518,1.25,48,40,20329,12674,546,61,38,61,18x32,8x32
io8_l2n1n4_l4p4n1_d1d2,10.0,8.858,1.25,384,320,48694,54236,547,40,151,40,18x32,8x32
io8_l2n1n4_l4p8n1,10.0,8.571,1.25,48,40,33633,19454,1058,93,38,93,18x32,8x32
io8_l2n1n4_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77607,53934,1059,33,151,33,18x32,8x32
io8_l2n1n8_l4n1n1,10.0,7.966,1.25,32,17,2125,3281,50,24,30,24,18x32,8x32
io8_l2n1n8_l4n1n1_d1d2,10.0,8.847,1.25,256,23,3007,16053,51,24,33,24,18x32,8x32
io8_l2n1n8_l4n1n2,10.0,7.966,1.25,32,17,2214,3283,52,25,30,25,18x32,8x32
io8_l2n1n8_l4n1n2_d1d2,10.0,7.969,1.25,256,23,3327,16439,53,25,33,25,18x32,8x32
io8_l2n1n8_l4n1n4,10.0,9.047,1.25,32,17,2239,3586,56,31,30,31,18x32,8x32
io8_l2n1n8_l4n1n4_d1d2,10.0,8.944,1.25,256,23,3417,17556,57,31,33,31,18x32,8x32
io8_l2n1n8_l4n1n8,10.0,7.966,1.25,32,40,4379,5222,64,24,40,24,18x32,8x32
io8_l2n1n8_l4n1n8_d1d2,10.0,7.966,1.25,256,23,3843,10324,65,24,33,24,18x32,8x32
io8_l2n1n8_l4n1p1,10.0,7.966,1.25,32,17,2154,3352,51,24,31,24,18x32,8x32
io8_l2n1n8_l4n1p1_d1d2,10.0,8.847,1.25,256,23,3033,9608,52,24,34,24,18x32,8x32
io8_l2n1n8_l4n1p2,10.0,7.966,1.25,32,17,2242,3356,53,25,31,25,18x32,8x32
io8_l2n1n8_l4n1p2_d1d2,10.0,7.969,1.25,256,23,3169,9944,54,25,34,25,18x32,8x32
io8_l2n1n8_l4n1p4,10.0,9.047,1.25,32,17,2316,3590,57,31,31,31,18x32,8x32
io8_l2n1n8_l4n1p4_d1d2,10.0,8.944,1.25,256,23,3222,9886,58,31,34,31,18x32,8x32
io8_l2n1n8_l4n1p8,10.0,7.966,1.25,40,40,5017,5569,65,24,41,24,18x32,8x32
io8_l2n1n8_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9489,14429,66,24,42,24,18x32,8x32
io8_l2n1n8_l4p1n1,10.0,7.966,1.25,48,40,10062,7231,174,30,38,30,18x32,8x32
io8_l2n1n8_l4p1n1_d1d2,10.0,8.944,1.25,384,80,13515,23980,175,30,55,30,18x32,8x32
io8_l2n1n8_l4p2n1,10.0,8.48,1.25,48,40,14441,8932,302,38,38,38,18x32,8x32
io8_l2n1n8_l4p2n1_d1d2,10.0,7.969,1.25,384,160,27535,34034,303,31,87,31,18x32,8x32
io8_l2n1n8_l4p4n1,10.0,8.518,1.25,48,40,20619,12518,558,54,38,54,18x32,8x32
io8_l2n1n8_l4p4n1_d1d2,10.0,8.944,1.25,384,320,48980,50597,559,37,151,37,18x32,8x32
io8_l2n1n8_l4p8n1,10.0,8.571,1.25,48,40,33923,19298,1070,86,38,86,18x32,8x32
io8_l2n1n8_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77893,50475,1071,30,151,30,18x32,8x32
io8_l2n1p1_l4n1n1,10.0,7.966,1.25,32,5,1004,2715,31,27,28,27,18x32,8x32
io8_l2n1p1_l4n1n1_d1d2,10.0,8.528,1.25,256,5,1587,11533,32,27,29,27,18x32,8x32
io8_l2n1p1_l4n1n2,10.0,7.966,1.25,32,5,1094,2732,33,28,28,28,18x32,8x32
io8_l2n1p1_l4n1n2_d1d2,10.0,7.966,1.25,256,5,1691,11955,34,28,29,28,18x32,8x32
io8_l2n1p1_l4n1n4,10.0,9.066,1.25,32,5,1119,3023,37,34,28,34,18x32,8x32
io8_l2n1p1_l4n1n4_d1d2,10.0,8.955,1.25,256,5,1906,13095,38,34,29,34,18x32,8x32
io8_l2n1p1_l4n1n8,10.0,7.966,1.25,32,40,3899,5160,45,27,42,27,18x32,8x32
io8_l2n1p1_l4n1n8_d1d2,10.0,7.966,1.25,256,5,2392,9077,46,27,29,27,18x32,8x32
io8_l2n1p1_l4n1p1,10.0,7.966,1.25,32,5,1034,2790,32,27,29,27,18x32,8x32
io8_l2n1p1_l4n1p1_d1d2,10.0,8.528,1.25,256,5,1622,8484,33,27,30,27,18x32,8x32
io8_l2n1p1_l4n1p2,10.0,7.966,1.25,32,5,1154,2811,34,28,29,28,18x32,8x32
io8_l2n1p1_l4n1p2_d1d2,10.0,7.966,1.25,256,5,1759,8696,35,28,30,28,18x32,8x32
io8_l2n1p1_l4n1p4,10.0,9.066,1.25,32,5,1228,3055,38,34,29,34,18x32,8x32
io8_l2n1p1_l4n1p4_d1d2,10.0,8.955,1.25,256,5,1811,8772,39,34,30,34,18x32,8x32
io8_l2n1p1_l4n1p8,10.0,7.966,1.25,40,40,4537,5500,46,27,43,27,18x32,8x32
io8_l2n1p1_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9007,13967,47,27,44,27,18x32,8x32
io8_l2n1p1_l4p1n1,10.0,7.966,1.25,48,40,9646,7240,155,33,40,33,18x32,8x32
io8_l2n1p1_l4p1n1_d1d2,10.0,8.955,1.25,384,80,13064,23528,156,33,57,33,18x32,8x32
io8_l2n1p1_l4p2n1,10.0,8.48,1.25,48,40,14025,8931,283,41,40,41,18x32,8x32
io8_l2n1p1_l4p2n1_d1d2,10.0,7.969,1.25,384,160,27085,33480,284,34,89,34,18x32,8x32
io8_l2n1p1_l4p4n1,10.0,8.518,1.25,48,40,20202,12502,539,57,40,57,18x32,8x32
io8_l2n1p1_l4p4n1_d1d2,10.0,8.955,1.25,384,320,48561,50145,540,40,153,40,18x32,8x32
io8_l2n1p1_l4p8n1,10.0,8.571,1.25,48,40,33506,19282,1051,89,40,89,18x32,8x32
io8_l2n1p1_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77475,49953,1052,33,153,33,18x32,8x32
io8_l2n1p2_l4n1n1,10.0,7.966,1.25,32,5,1230,2782,34,28,28,28,18x32,8x32
io8_l2n1p2_l4n1n1_d1d2,10.0,8.847,1.25,256,5,1692,12155,35,28,29,28,18x32,8x32
io8_l2n1p2_l4n1n2,10.0,7.969,1.25,32,5,1319,2794,36,29,28,29,18x32,8x32
io8_l2n1p2_l4n1n2_d1d2,10.0,7.969,1.25,256,5,1819,12555,37,29,29,29,18x32,8x32
io8_l2n1p2_l4n1n4,10.0,9.085,1.25,32,5,1344,3079,40,35,28,35,18x32,8x32
io8_l2n1p2_l4n1n4_d1d2,10.0,8.967,1.25,256,5,2002,13674,41,35,29,35,18x32,8x32
io8_l2n1p2_l4n1n8,10.0,7.966,1.25,32,40,4124,5223,48,28,42,28,18x32,8x32
io8_l2n1p2_l4n1n8_d1d2,10.0,7.966,1.25,256,5,2520,9205,49,28,29,28,18x32,8x32
io8_l2n1p2_l4n1p1,10.0,7.966,1.25,32,5,1259,2853,35,28,29,28,18x32,8x32
io8_l2n1p2_l4n1p1_d1d2,10.0,8.847,1.25,256,5,1718,8590,36,28,30,28,18x32,8x32
io8_l2n1p2_l4n1p2,10.0,7.969,1.25,32,5,1347,2858,37,29,29,29,18x32,8x32
io8_l2n1p2_l4n1p2_d1d2,10.0,7.969,1.25,256,5,1855,8817,38,29,30,29,18x32,8x32
io8_l2n1p2_l4n1p4,10.0,9.085,1.25,32,5,1421,3096,41,35,29,35,18x32,8x32
io8_l2n1p2_l4n1p4_d1d2,10.0,8.967,1.25,256,5,1907,8871,42,35,30,35,18x32,8x32
io8_l2n1p2_l4n1p8,10.0,7.966,1.25,40,40,4762,5578,49,28,43,28,18x32,8x32
io8_l2n1p2_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9135,14119,50,28,44,28,18x32,8x32
io8_l2n1p2_l4p1n1,10.0,7.966,1.25,48,40,9807,7279,158,34,40,34,18x32,8x32
io8_l2n1p2_l4p1n1_d1d2,10.0,8.967,1.25,384,80,13160,23629,159,34,57,34,18x32,8x32
io8_l2n1p2_l4p2n1,10.0,8.518,1.25,48,40,14186,8971,286,42,40,42,18x32,8x32
io8_l2n1p2_l4p2n1_d1d2,10.0,7.966,1.25,384,160,27181,33595,287,35,89,35,18x32,8x32
io8_l2n1p2_l4p4n1,10.0,8.555,1.25,48,40,20363,12544,542,58,40,58,18x32,8x32
io8_l2n1p2_l4p4n1_d1d2,10.0,8.967,1.25,384,320,48625,50246,543,41,153,41,18x32,8x32
io8_l2n1p2_l4p8n1,10.0,8.609,1.25,48,40,33667,19324,1054,90,40,90,18x32,8x32
io8_l2n1p2_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77539,50066,1055,34,153,34,18x32,8x32
io8_l2n1p4_l4n1n1,10.0,7.966,1.25,32,5,1327,3050,40,34,28,34,18x32,8x32
io8_l2n1p4_l4n1n1_d1d2,10.0,8.955,1.25,256,5,1888,13312,41,30,29,30,18x32,8x32
io8_l2n1p4_l4n1n2,10.0,7.966,1.25,32,5,1416,3060,42,35,28,35,18x32,8x32
io8_l2n1p4_l4n1n2_d1d2,10.0,7.966,1.25,256,5,2209,13719,43,31,29,31,18x32,8x32
io8_l2n1p4_l4n1n4,10.0,8.423,1.25,32,5,1441,3345,46,41,28,41,18x32,8x32
io8_l2n1p4_l4n1n4_d1d2,10.0,8.835,1.25,256,5,2198,14829,47,37,29,37,18x32,8x32
io8_l2n1p4_l4n1n8,10.0,8.609,1.25,32,40,4221,5491,54,34,42,34,18x32,8x32
io8_l2n1p4_l4n1n8_d1d2,10.0,7.966,1.25,256,5,2716,9450,55,30,29,30,18x32,8x32
io8_l2n1p4_l4n1p1,10.0,7.966,1.25,32,5,1356,3121,41,34,29,34,18x32,8x32
io8_l2n1p4_l4n1p1_d1d2,10.0,8.955,1.25,256,5,1914,8787,42,30,30,30,18x32,8x32
io8_l2n1p4_l4n1p2,10.0,7.966,1.25,32,5,1444,3124,43,35,29,35,18x32,8x32
io8_l2n1p4_l4n1p2_d1d2,10.0,7.966,1.25,256,5,2051,9045,44,31,30,31,18x32,8x32
io8_l2n1p4_l4n1p4,10.0,8.423,1.25,32,5,1454,3356,47,41,29,41,18x32,8x32
io8_l2n1p4_l4n1p4_d1d2,10.0,8.835,1.25,256,5,2039,9060,48,37,30,37,18x32,8x32
io8_l2n1p4_l4n1p8,10.0,8.609,1.25,40,40,4859,5846,55,34,43,34,18x32,8x32
io8_l2n1p4_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9331,14349,56,30,44,30,18x32,8x32
io8_l2n1p4_l4p1n1,10.0,7.966,1.25,48,40,9840,7539,164,40,40,40,18x32,8x32
io8_l2n1p4_l4p1n1_d1d2,10.0,8.835,1.25,384,80,13292,23818,165,36,57,36,18x32,8x32
io8_l2n1p4_l4p2n1,10.0,7.966,1.25,48,40,14219,9250,292,48,40,48,18x32,8x32
io8_l2n1p4_l4p2n1_d1d2,10.0,7.966,1.25,384,160,27313,33817,293,37,89,37,18x32,8x32
io8_l2n1p4_l4p4n1,10.0,7.966,1.25,48,40,20396,12808,548,64,40,64,18x32,8x32
io8_l2n1p4_l4p4n1_d1d2,10.0,8.835,1.25,384,320,48757,50435,549,43,153,43,18x32,8x32
io8_l2n1p4_l4p8n1,10.0,7.992,1.25,48,40,33688,19588,1060,96,40,96,18x32,8x32
io8_l2n1p4_l4p8n1_d1d2,10.0,7.966,1.25,384,320,77671,50288,1061,36,153,36,18x32,8x32
io8_l2n1p8_l4n1n1,10.0,7.966,1.25,32,5,1655,2852,52,27,28,27,18x32,8x32
io8_l2n1p8_l4n1n1_d1d2,10.0,8.813,1.25,256,5,2217,15591,53,27,29,27,18x32,8x32
io8_l2n1p8_l4n1n2,10.0,8.48,1.25,32,5,1744,2879,54,28,28,28,18x32,8x32
io8_l2n1p8_l4n1n2_d1d2,10.0,8.48,1.25,256,5,2538,16014,55,28,29,28,18x32,8x32
io8_l2n1p8_l4n1n4,10.0,9.047,1.25,32,5,1769,3182,58,34,28,34,18x32,8x32
io8_l2n1p8_l4n1n4_d1d2,10.0,9.229,1.25,256,5,2627,17159,59,34,29,34,18x32,8x32
io8_l2n1p8_l4n1n8,10.0,7.966,1.25,32,40,4549,5293,66,27,42,27,18x32,8x32
io8_l2n1p8_l4n1n8_d1d2,10.0,7.966,1.25,256,5,3045,9886,67,27,29,27,18x32,8x32
io8_l2n1p8_l4n1p1,10.0,7.966,1.25,32,5,1684,2923,53,27,29,27,18x32,8x32
io8_l2n1p8_l4n1p1_d1d2,10.0,8.813,1.25,256,5,2243,9146,54,27,30,27,18x32,8x32
io8_l2n1p8_l4n1p2,10.0,8.48,1.25,32,5,1772,2943,55,28,29,28,18x32,8x32
io8_l2n1p8_l4n1p2_d1d2,10.0,8.48,1.25,256,5,2380,9484,56,28,30,28,18x32,8x32
io8_l2n1p8_l4n1p4,10.0,9.047,1.25,32,5,1782,3171,59,34,29,34,18x32,8x32
io8_l2n1p8_l4n1p4_d1d2,10.0,9.229,1.25,256,5,2368,9432,60,34,30,34,18x32,8x32
io8_l2n1p8_l4n1p8,10.0,7.966,1.25,40,40,5187,5648,67,27,43,27,18x32,8x32
io8_l2n1p8_l4n1p8_d1d2,10.0,7.966,1.25,320,40,9660,14771,68,27,44,27,18x32,8x32
io8_l2n1p8_l4p1n1,10.0,7.966,1.25,48,40,10168,7356,176,33,40,33,18x32,8x32
io8_l2n1p8_l4p1n1_d1d2,10.0,9.229,1.25,384,80,13621,24189,177,33,57,33,18x32,8x32
io8_l2n1p8_l4p2n1,10.0,7.966,1.25,48,40,14547,9052,304,41,40,41,18x32,8x32
io8_l2n1p8_l4p2n1_d1d2,10.0,8.518,1.25,384,160,27642,34252,305,34,89,34,18x32,8x32
io8_l2n1p8_l4p4n1,10.0,7.969,1.25,48,40,20713,12626,560,57,40,57,18x32,8x32
io8_l2n1p8_l4p4n1_d1d2,10.0,9.229,1.25,384,320,49086,50806,561,40,153,40,18x32,8x32
io8_l2n1p8_l4p8n1,10.0,8.0,1.25,48,40,34017,19398,1072,89,40,89,18x32,8x32
io8_l2n1p8_l4p8n1_d1d2,10.0,7.966,1.25,384,320,78000,50725,1073,33,153,33,18x32,8x32
io8_l2p1n1_l4n1n1,10.0,8.662,1.25,32,17,2440,5533,216,44,28,44,18x32,8x32
io8_l2p1n1_l4n1n1_d1d2,10.0,9.333,1.25,256,23,3301,22162,217,44,31,44,18x32,8x32
io8_l2p1n1_l4n1n2,10.0,8.0,1.25,32,17,2529,5543,218,45,28,45,18x32,8x32
io8_l2p1n1_l4n1n2_d1d2,10.0,8.617,1.25,256,23,3621,22578,219,45,31,45,18x32,8x32
io8_l2p1n1_l4n1n4,10.0,9.725,1.25,32,17,2554,5828,222,51,28,51,18x32,8x32
io8_l2p1n1_l4n1n4_d1d2,10.0,9.43,1.25,256,23,3711,23695,223,51,31,51,18x32,8x32
io8_l2p1n1_l4n1n8,10.0,8.662,1.25,32,40,4694,7474,230,44,38,44,18x32,8x32
io8_l2p1n1_l4n1n8_d1d2,10.0,8.587,1.25,256,23,4184,16452,231,44,31,44,18x32,8x32
io8_l2p1n1_l4n1p1,10.0,8.662,1.25,32,17,2469,5604,217,44,29,44,18x32,8x32
io8_l2p1n1_l4n1p1_d1d2,10.0,9.333,1.25,256,23,3327,15717,218,44,32,44,18x32,8x32
io8_l2p1n1_l4n1p2,10.0,8.0,1.25,32,17,2557,5612,219,45,29,45,18x32,8x32
io8_l2p1n1_l4n1p2_d1d2,10.0,8.617,1.25,256,23,3463,16051,220,45,32,45,18x32,8x32
io8_l2p1n1_l4n1p4,10.0,9.725,1.25,32,17,2631,5844,223,51,29,51,18x32,8x32
io8_l2p1n1_l4n1p4_d1d2,10.0,9.43,1.25,256,23,3521,15993,224,51,32,51,18x32,8x32
io8_l2p1n1_l4n1p8,10.0,8.662,1.25,40,40,5332,7829,231,44,39,44,18x32,8x32
io8_l2p1n1_l4n1p8_d1d2,10.0,8.598,1.25,320,40,9783,20602,232,44,40,44,18x32,8x32
io8_l2p1n1_l4p1n1,10.0,8.662,1.25,48,40,10384,9458,340,50,36,50,18x32,8x32
io8_l2p1n1_l4p1n1_d1d2,10.0,9.43,1.25,384,80,13809,29956,341,50,53,50,18x32,8x32
io8_l2p1n1_l4p2n1,10.0,8.67,1.25,48,40,14762,11168,468,58,36,58,18x32,8x32
io8_l2p1n1_l4p2n1_d1d2,10.0,8.654,1.25,384,160,27829,40004,469,51,85,51,18x32,8x32
io8_l2p1n1_l4p4n1,10.0,8.686,1.25,48,40,20933,14737,724,74,36,74,18x32,8x32
io8_l2p1n1_l4p4n1_d1d2,10.0,9.43,1.25,384,320,49274,56573,725,57,149,57,18x32,8x32
io8_l2p1n1_l4p8n1,10.0,8.729,1.25,48,40,34237,21501,1236,106,36,106,18x32,8x32
io8_l2p1n1_l4p8n1_d1d2,10.0,8.587,1.25,384,320,78187,56445,1237,50,149,50,18x32,8x32
io8_l2p2n1_l4n1n1,10.0,8.654,1.25,48,194,16820,16364,344,53,87,53,18x32,8x32
io8_l2p2n1_l4n1n1_d1d2,10.0,9.61,1.25,320,8,28353,39916,345,45,26,45,18x32,8x32
io8_l2p2n1_l4n1n2,10.0,7.992,1.25,48,194,16904,16339,346,54,87,54,18x32,8x32
io8_l2p2n1_l4n1n2_d1d2,10.0,9.9,1.25,320,5,27329,40249,347,46,25,46,18x32,8x32
io8_l2p2n1_l4n1n4,10.0,9.788,1.25,48,194,16934,16575,350,60,87,60,18x32,8x32
io8_l2p2n1_l4n1n4_d1d2,10.0,9.617,1.25,320,8,28764,41321,351,52,26,52,18x32,8x32
io8_l2p2n1_l4n1n8,10.0,8.707,1.25,48,208,18589,17927,358,53,94,53,18x32,8x32
io8_l2p2n1_l4n1n8_d1d2,10.0,9.333,1.25,320,5,28212,22538,359,45,25,45,18x32,8x32
io8_l2p2n1_l4n1p1,10.0,8.654,1.25,48,194,16849,16447,345,53,88,53,18x32,8x32
io8_l2p2n1_l4n1p1_d1d2,10.0,9.61,1.25,320,8,28379,21759,346,45,27,45,18x32,8x32
io8_l2p2n1_l4n1p2,10.0,7.992,1.25,48,194,16932,16447,347,54,88,54,18x32,8x32
io8_l2p2n1_l4n1p2_d1d2,10.0,9.9,1.25,320,5,27363,22435,348,46,26,46,18x32,8x32
io8_l2p2n1_l4n1p4,10.0,9.788,1.25,48,194,16947,16678,351,60,88,60,18x32,8x32
io8_l2p2n1_l4n1p4_d1d2,10.0,9.617,1.25,320,8,28509,22002,352,52,27,52,18x32,8x32
io8_l2p2n1_l4n1p8,10.0,8.707,1.25,56,208,19232,18306,359,53,95,53,18x32,8x32
io8_l2p2n1_l4n1p8_d1d2,10.0,9.314,1.25,384,40,34483,27698,360,45,40,45,18x32,8x32
io8_l2p2n1_l4p1n1,10.0,8.654,1.25,64,208,23536,19818,468,59,92,59,18x32,8x32
io8_l2p2n1_l4p1n1_d1d2,10.0,9.617,1.25,448,80,39501,36766,469,51,53,51,18x32,8x32
io8_l2p2n1_l4p2n1,10.0,8.563,1.25,64,121,22564,17875,596,67,63,67,18x32,8x32
io8_l2p2n1_l4p2n1_d1d2,10.0,9.197,1.25,448,160,51857,47123,597,52,85,52,18x32,8x32
io8_l2p2n1_l4p4n1,10.0,8.024,1.25,64,73,26053,19157,852,83,47,83,18x32,8x32
io8_l2p2n1_l4p4n1_d1d2,10.0,9.617,1.25,448,320,74966,63387,853,58,149,58,18x32,8x32
