prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,9.788,1.25,128,28,10068,17124,667,98,34,98,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p2,10.0,9.405,1.25,56,32,8188,12589,669,148,35,148,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,9.766,1.25,128,32,10654,17666,670,101,36,101,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p4,10.0,9.791,1.25,56,40,8827,13181,675,145,39,145,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p4_d1d2,10.0,9.743,1.25,128,40,11424,18410,676,98,40,98,14x32,4x32
io4_l2p2n1_l5p2n1_l7p1n1,10.0,9.798,1.25,56,56,14047,17672,852,159,44,159,14x32,4x32
io4_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,9.795,1.25,192,56,15475,27116,853,112,45,112,14x32,4x32
io4_l2p2n1_l5p2n1_l7p2n1,10.0,9.843,1.25,56,56,13794,19297,1044,175,44,175,14x32,4x32
io4_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,9.793,1.25,192,112,23949,34294,1045,115,69,115,14x32,4x32
io4_l2p2n1_l5p2n1_l7p4n1,10.0,9.442,1.25,56,56,13995,21649,1428,207,44,207,14x32,4x32
io4_l2p2n1_l5p2n1_l7p4n1_d1d2,10.0,9.795,1.25,192,224,41288,43661,1429,112,117,112,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n1,10.0,8.945,1.25,56,46,32828,22922,1177,203,40,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n1_d1d2,10.0,9.24,1.25,160,101,54770,37324,1306,92,62,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n2,10.0,9.298,1.25,56,46,32841,23124,1180,206,40,206,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n2_d1d2,10.0,9.251,1.25,160,101,54872,37580,1309,95,62,95,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n4,10.0,8.905,1.25,56,46,32894,22959,1186,203,40,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1n4_d1d2,10.0,9.274,1.25,160,101,55203,35366,1315,92,62,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p1,10.0,8.905,1.25,56,46,33227,23165,1178,203,41,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p1_d1d2,10.0,9.24,1.25,160,101,55033,35247,1307,92,63,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p2,10.0,8.905,1.25,56,46,33320,23376,1181,206,41,206,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p2_d1d2,10.0,9.24,1.25,160,101,55133,35369,1310,95,63,95,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p4,10.0,8.905,1.25,56,46,33021,23133,1187,203,41,203,14x32,4x32
io4_l2p4n1_l5p4n1_l7n1p4_d1d2,10.0,9.24,1.25,160,101,55059,35440,1316,92,63,92,14x32,4x32
io4_l2p4n1_l5p4n1_l7p1n1,10.0,8.928,1.25,56,62,36193,27074,1364,217,46,217,14x32,4x32
io4_l2p4n1_l5p4n1_l7p1n1_d1d2,10.0,9.24,1.25,224,101,55438,41617,1493,106,60,106,14x32,4x32
io4_l2p4n1_l5p4n1_l7p2n1,10.0,8.952,1.25,56,62,36292,28738,1556,233,46,233,14x32,4x32
io4_l2p4n1_l5p4n1_l7p2n1_d1d2,10.0,9.24,1.25,224,133,60604,47023,1685,109,76,109,14x32,4x32
io4_l2p4n1_l5p4n1_l7p4n1,10.0,8.999,1.25,56,62,36461,31170,1940,265,46,265,14x32,4x32
io4_l2p4n1_l5p4n1_l7p4n1_d1d2,10.0,9.24,1.25,224,224,75417,56287,2069,106,117,106,14x32,4x32
io8_l2n1n1_l5n1n1_l7n1n1,10.0,8.847,1.25,56,5,1030,3495,39,27,32,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n1_d1d2,10.0,8.847,1.25,448,5,1658,17553,40,27,33,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n2,10.0,8.858,1.25,56,5,1378,3623,42,28,32,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n2_d1d2,10.0,8.967,1.25,448,5,1907,18505,43,28,33,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n4,10.0,8.533,1.25,56,5,1327,3983,48,34,32,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n4_d1d2,10.0,8.922,1.25,448,5,2660,20277,49,34,33,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n8,10.0,8.847,1.25,56,40,4183,6045,60,27,46,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1n8_d1d2,10.0,8.847,1.25,448,40,4808,16819,61,27,47,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p1,10.0,8.847,1.25,56,7,1452,3839,40,27,34,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p1_d1d2,10.0,8.847,1.25,448,7,2150,17929,41,27,35,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p2,10.0,8.847,1.25,56,14,2320,4509,43,28,37,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p2_d1d2,10.0,8.847,1.25,448,14,2898,19345,44,28,38,28,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p4,10.0,8.847,1.25,56,28,3677,5952,49,34,43,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p4_d1d2,10.0,8.847,1.25,448,28,4392,22214,50,34,44,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p8,10.0,8.847,1.25,56,56,6125,7646,61,27,55,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7n1p8_d1d2,10.0,8.847,1.25,448,56,6823,27568,62,27,56,27,26x32,8x32
io8_l2n1n1_l5n1n1_l7p1n1,10.0,8.578,1.25,88,112,15158,15391,226,33,76,33,26x32,8x32
io8_l2n1n1_l5n1n1_l7p1n1_d1d2,10.0,8.967,1.25,704,112,15752,53662,227,33,77,33,26x32,8x32
io8_l2n1n1_l5n1n1_l7p2n1,10.0,8.835,1.25,88,112,19189,17392,418,41,76,41,26x32,8x32
io8_l2n1n1_l5n1n1_l7p2n1_d1d2,10.0,8.967,1.25,704,224,32295,61523,419,34,125,34,26x32,8x32
io8_l2n1n1_l5n1n1_l7p4n1,10.0,9.229,1.25,88,112,18254,20482,802,57,76,57,26x32,8x32
io8_l2n1n1_l5n1n1_l7p4n1_d1d2,10.0,8.967,1.25,704,448,59241,81067,803,40,221,40,26x32,8x32
io8_l2n1n1_l5n1n1_l7p8n1,10.0,9.251,1.25,88,112,18926,24934,1570,89,76,89,26x32,8x32
io8_l2n1n1_l5n1n1_l7p8n1_d1d2,10.0,8.967,1.25,704,896,116770,115039,1571,33,413,33,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n1,10.0,8.578,1.25,56,5,1386,3655,45,29,32,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n1_d1d2,10.0,8.967,1.25,448,8,1952,18898,46,29,34,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n2,10.0,8.813,1.25,56,5,1734,3796,48,30,32,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n2_d1d2,10.0,8.858,1.25,448,8,2193,19818,49,30,34,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n4,10.0,8.835,1.25,56,5,1683,4138,54,36,32,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n4_d1d2,10.0,8.944,1.25,448,8,2946,21589,55,36,34,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n8,10.0,8.578,1.25,56,40,4539,6205,66,29,46,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1n8_d1d2,10.0,8.967,1.25,448,40,4934,17049,67,29,47,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p1,10.0,8.566,1.25,56,7,1808,4005,46,29,34,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p1_d1d2,10.0,8.955,1.25,448,10,2436,19248,47,29,36,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p2,10.0,8.795,1.25,56,14,2676,4675,49,30,37,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p2_d1d2,10.0,8.955,1.25,448,14,3024,20541,50,30,38,30,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p4,10.0,8.566,1.25,56,28,4033,6118,55,36,43,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p4_d1d2,10.0,8.955,1.25,448,28,4518,23410,56,36,44,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p8,10.0,8.566,1.25,56,56,6481,7812,67,29,55,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7n1p8_d1d2,10.0,8.955,1.25,448,56,6949,28764,68,29,56,29,26x32,8x32
io8_l2n1n2_l5n1n2_l7p1n1,10.0,8.835,1.25,88,112,15513,15550,232,35,76,35,26x32,8x32
io8_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,8.528,1.25,704,112,15869,54812,233,35,77,35,26x32,8x32
io8_l2n1n2_l5n1n2_l7p2n1,10.0,8.813,1.25,88,112,19544,17545,424,43,76,43,26x32,8x32
io8_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,8.528,1.25,704,224,32412,62666,425,36,125,36,26x32,8x32
io8_l2n1n2_l5n1n2_l7p4n1,10.0,8.949,1.25,88,112,18610,20655,808,59,76,59,26x32,8x32
io8_l2n1n2_l5n1n2_l7p4n1_d1d2,10.0,8.528,1.25,704,448,59358,82217,809,42,221,42,26x32,8x32
io8_l2n1n2_l5n1n2_l7p8n1,10.0,8.971,1.25,88,112,19282,25091,1576,91,76,91,26x32,8x32
io8_l2n1n2_l5n1n2_l7p8n1_d1d2,10.0,8.528,1.25,704,896,116887,116190,1577,35,413,35,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n1,10.0,8.847,1.25,56,14,1928,4626,57,41,35,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n1_d1d2,10.0,8.922,1.25,448,14,2550,21540,58,33,36,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n2,10.0,8.858,1.25,56,14,2276,4753,60,42,35,42,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n2_d1d2,10.0,8.944,1.25,448,14,3352,22383,61,34,36,34,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n4,10.0,8.533,1.25,56,14,2225,5091,66,48,35,48,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n4_d1d2,10.0,8.922,1.25,448,14,3544,24217,67,40,36,40,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n8,10.0,8.847,1.25,56,40,4601,6807,78,41,46,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1n8_d1d2,10.0,8.922,1.25,448,40,5212,17525,79,33,47,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p1,10.0,8.847,1.25,56,16,2350,4960,58,41,37,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p1_d1d2,10.0,8.847,1.25,448,16,3034,21874,59,33,38,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p2,10.0,8.847,1.25,56,20,3058,5507,61,42,39,42,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p2_d1d2,10.0,8.847,1.25,448,20,3622,23167,62,34,40,34,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p4,10.0,8.847,1.25,56,28,4095,6704,67,48,43,48,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p4_d1d2,10.0,8.847,1.25,448,28,4796,25790,68,40,44,40,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p8,10.0,8.847,1.25,56,56,6543,8398,79,41,55,41,26x32,8x32
io8_l2n1n4_l5n1n4_l7n1p8_d1d2,10.0,8.847,1.25,448,56,7227,31144,80,33,56,33,26x32,8x32
io8_l2n1n4_l5n1n4_l7p1n1,10.0,8.555,1.25,88,112,15575,16111,244,47,76,47,26x32,8x32
io8_l2n1n4_l5n1n4_l7p1n1_d1d2,10.0,8.944,1.25,704,112,16147,57171,245,39,77,39,26x32,8x32
io8_l2n1n4_l5n1n4_l7p2n1,10.0,8.835,1.25,88,112,19606,18098,436,55,76,55,26x32,8x32
io8_l2n1n4_l5n1n4_l7p2n1_d1d2,10.0,8.944,1.25,704,224,32690,65014,437,40,125,40,26x32,8x32
io8_l2n1n4_l5n1n4_l7p4n1,10.0,9.229,1.25,88,112,18736,21208,820,71,76,71,26x32,8x32
io8_l2n1n4_l5n1n4_l7p4n1_d1d2,10.0,8.944,1.25,704,448,59636,84576,821,46,221,46,26x32,8x32
io8_l2n1n4_l5n1n4_l7p8n1,10.0,9.251,1.25,88,112,19344,25644,1588,103,76,103,26x32,8x32
io8_l2n1n4_l5n1n4_l7p8n1_d1d2,10.0,8.944,1.25,704,896,117165,118551,1589,39,413,39,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n1,10.0,9.218,1.25,56,17,2476,4391,81,27,36,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n1_d1d2,10.0,9.315,1.25,448,23,3666,26593,82,27,39,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n2,10.0,9.229,1.25,56,17,2891,4516,84,28,36,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n2_d1d2,10.0,9.338,1.25,448,23,4468,27431,85,28,39,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n4,10.0,9.251,1.25,56,17,2772,4861,90,34,36,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n4_d1d2,10.0,8.933,1.25,448,23,4935,29198,91,34,39,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n8,10.0,9.218,1.25,56,40,4989,6449,102,27,46,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1n8_d1d2,10.0,9.315,1.25,448,40,5848,18369,103,27,47,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p1,10.0,9.218,1.25,56,19,2898,4733,82,27,38,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p1_d1d2,10.0,8.922,1.25,448,25,4150,16135,83,27,41,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p2,10.0,9.218,1.25,56,23,3606,5280,85,28,40,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p2_d1d2,10.0,8.922,1.25,448,29,4738,16708,86,28,43,28,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p4,10.0,9.218,1.25,56,31,4643,6477,91,34,44,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p4_d1d2,10.0,8.922,1.25,448,37,5912,17891,92,34,47,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p8,10.0,9.218,1.25,56,56,6931,8048,103,27,55,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7n1p8_d1d2,10.0,8.922,1.25,448,56,7863,19996,104,27,56,27,26x32,8x32
io8_l2n1n8_l5n1n8_l7p1n1,10.0,9.251,1.25,88,112,15899,15747,268,33,76,33,26x32,8x32
io8_l2n1n8_l5n1n8_l7p1n1_d1d2,10.0,9.338,1.25,704,112,16719,40227,269,33,77,33,26x32,8x32
io8_l2n1n8_l5n1n8_l7p2n1,10.0,9.218,1.25,88,112,19930,17731,460,41,76,41,26x32,8x32
io8_l2n1n8_l5n1n8_l7p2n1_d1d2,10.0,9.338,1.25,704,224,33262,59583,461,34,125,34,26x32,8x32
io8_l2n1n8_l5n1n8_l7p4n1,10.0,9.229,1.25,88,112,18995,20829,844,57,76,57,26x32,8x32
io8_l2n1n8_l5n1n8_l7p4n1_d1d2,10.0,9.338,1.25,704,448,60208,79152,845,40,221,40,26x32,8x32
io8_l2n1n8_l5n1n8_l7p8n1,10.0,9.251,1.25,88,112,19668,25268,1612,89,76,89,26x32,8x32
io8_l2n1n8_l5n1n8_l7p8n1_d1d2,10.0,9.338,1.25,704,896,117737,113131,1613,33,413,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n1,10.0,8.847,1.25,56,5,1224,3929,43,33,36,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,8.847,1.25,448,5,1826,18659,44,33,37,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n2,10.0,8.858,1.25,56,5,1572,4057,46,34,36,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,8.967,1.25,448,5,2059,19531,47,34,37,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n4,10.0,8.533,1.25,56,5,1521,4400,52,40,36,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n4_d1d2,10.0,8.922,1.25,448,5,2812,21302,53,40,37,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n8,10.0,8.847,1.25,56,40,4378,6483,64,33,50,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1n8_d1d2,10.0,8.847,1.25,448,40,4976,17925,65,33,51,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p1,10.0,8.847,1.25,56,7,1647,4271,44,33,38,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,8.847,1.25,448,7,2319,14953,45,33,39,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p2,10.0,8.847,1.25,56,14,2515,4941,47,34,41,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,8.847,1.25,448,14,3067,15649,48,34,42,34,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p4,10.0,8.847,1.25,56,28,3872,6384,53,40,47,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p4_d1d2,10.0,8.847,1.25,448,28,4561,17078,54,40,48,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p8,10.0,8.847,1.25,56,56,6320,8078,65,33,59,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7n1p8_d1d2,10.0,8.847,1.25,448,56,6992,19552,66,33,60,33,26x32,8x32
io8_l2n1p1_l5n1p1_l7p1n1,10.0,8.578,1.25,88,112,15306,15771,230,39,80,39,26x32,8x32
io8_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,8.967,1.25,704,112,15880,39466,231,39,81,39,26x32,8x32
io8_l2n1p1_l5n1p1_l7p2n1,10.0,8.835,1.25,88,112,19351,17772,422,47,80,47,26x32,8x32
io8_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,8.967,1.25,704,224,32423,58847,423,40,129,40,26x32,8x32
io8_l2n1p1_l5n1p1_l7p4n1,10.0,9.229,1.25,88,112,18416,20878,806,63,80,63,26x32,8x32
io8_l2n1p1_l5n1p1_l7p4n1_d1d2,10.0,8.967,1.25,704,448,59369,78391,807,46,225,46,26x32,8x32
io8_l2n1p1_l5n1p1_l7p8n1,10.0,9.251,1.25,88,112,19088,25314,1574,95,80,95,26x32,8x32
io8_l2n1p1_l5n1p1_l7p8n1_d1d2,10.0,8.967,1.25,704,896,116898,112363,1575,39,417,39,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n1,10.0,8.578,1.25,56,5,1547,4038,49,35,36,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,8.967,1.25,448,5,1963,19844,50,35,37,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n2,10.0,8.813,1.25,56,5,1894,4159,52,36,36,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,8.813,1.25,448,5,2187,20677,53,36,37,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n4,10.0,8.835,1.25,56,5,1843,4500,58,42,36,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n4_d1d2,10.0,8.944,1.25,448,5,2940,22446,59,42,37,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n8,10.0,8.578,1.25,56,40,4700,6588,70,35,50,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1n8_d1d2,10.0,8.967,1.25,448,40,5105,18118,71,35,51,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p1,10.0,8.566,1.25,56,7,1969,4388,50,35,38,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,8.955,1.25,448,7,2447,15154,51,35,39,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p2,10.0,8.795,1.25,56,14,2837,5058,53,36,41,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,8.955,1.25,448,14,3195,15850,54,36,42,36,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p4,10.0,8.566,1.25,56,28,4194,6501,59,42,47,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p4_d1d2,10.0,8.955,1.25,448,28,4689,17279,60,42,48,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p8,10.0,8.566,1.25,56,56,6642,8195,71,35,59,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7n1p8_d1d2,10.0,8.955,1.25,448,56,7120,19753,72,35,60,35,26x32,8x32
io8_l2n1p2_l5n1p2_l7p1n1,10.0,8.835,1.25,88,112,15642,15885,236,41,80,41,26x32,8x32
io8_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,8.835,1.25,704,112,16008,39662,237,41,81,41,26x32,8x32
io8_l2n1p2_l5n1p2_l7p2n1,10.0,8.813,1.25,88,112,19673,17874,428,49,80,49,26x32,8x32
io8_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,8.835,1.25,704,224,32551,59039,429,42,129,42,26x32,8x32
io8_l2n1p2_l5n1p2_l7p4n1,10.0,8.949,1.25,88,112,18738,20980,812,65,80,65,26x32,8x32
io8_l2n1p2_l5n1p2_l7p4n1_d1d2,10.0,8.835,1.25,704,448,59497,78587,813,48,225,48,26x32,8x32
io8_l2n1p2_l5n1p2_l7p8n1,10.0,8.971,1.25,88,112,19410,25416,1580,97,80,97,26x32,8x32
io8_l2n1p2_l5n1p2_l7p8n1_d1d2,10.0,8.835,1.25,704,896,117026,112561,1581,41,417,41,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n1,10.0,8.813,1.25,56,5,1677,4546,61,47,36,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n1_d1d2,10.0,8.922,1.25,448,5,2291,22132,62,39,37,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n2,10.0,9.206,1.25,56,5,2024,4683,64,48,36,48,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n2_d1d2,10.0,9.206,1.25,448,5,3093,22973,65,40,37,40,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n4,10.0,9.229,1.25,56,5,1973,5038,70,54,36,54,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n4_d1d2,10.0,9.229,1.25,448,5,3268,24764,71,46,37,46,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n8,10.0,8.813,1.25,56,40,4830,7096,82,47,50,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1n8_d1d2,10.0,8.922,1.25,448,40,5433,18486,83,39,51,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p1,10.0,8.813,1.25,56,7,2099,4896,62,47,38,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p1_d1d2,10.0,8.813,1.25,448,7,2775,15522,63,39,39,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p2,10.0,8.813,1.25,56,14,2967,5566,65,48,41,48,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p2_d1d2,10.0,8.813,1.25,448,14,3523,16218,66,40,42,40,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p4,10.0,8.813,1.25,56,28,4324,7009,71,54,47,54,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p4_d1d2,10.0,8.813,1.25,448,28,5017,17647,72,46,48,46,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p8,10.0,8.813,1.25,56,56,6772,8703,83,47,59,47,26x32,8x32
io8_l2n1p4_l5n1p4_l7n1p8_d1d2,10.0,8.813,1.25,448,56,7448,20121,84,39,60,39,26x32,8x32
io8_l2n1p4_l5n1p4_l7p1n1,10.0,9.229,1.25,88,112,15708,16393,248,53,80,53,26x32,8x32
io8_l2n1p4_l5n1p4_l7p1n1_d1d2,10.0,9.229,1.25,704,112,16272,40030,249,45,81,45,26x32,8x32
io8_l2n1p4_l5n1p4_l7p2n1,10.0,8.824,1.25,88,112,19739,18376,440,61,80,61,26x32,8x32
io8_l2n1p4_l5n1p4_l7p2n1_d1d2,10.0,9.229,1.25,704,224,32815,59421,441,46,129,46,26x32,8x32
io8_l2n1p4_l5n1p4_l7p4n1,10.0,8.835,1.25,88,112,18780,21482,824,77,80,77,26x32,8x32
io8_l2n1p4_l5n1p4_l7p4n1_d1d2,10.0,9.229,1.25,704,448,59761,78955,825,52,225,52,26x32,8x32
io8_l2n1p4_l5n1p4_l7p8n1,10.0,8.858,1.25,88,112,19452,25934,1592,109,80,109,26x32,8x32
io8_l2n1p4_l5n1p4_l7p8n1_d1d2,10.0,9.229,1.25,704,896,117290,112929,1593,45,417,45,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n1,10.0,8.926,1.25,56,5,2013,4192,85,33,36,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n1_d1d2,10.0,9.315,1.25,448,5,2885,26730,86,33,37,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n2,10.0,9.229,1.25,56,5,2428,4323,88,34,36,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n2_d1d2,10.0,9.338,1.25,448,5,3687,27569,89,34,37,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n4,10.0,9.251,1.25,56,5,2309,4657,94,40,36,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n4_d1d2,10.0,9.251,1.25,448,5,4152,29343,95,40,37,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n8,10.0,8.926,1.25,56,40,5166,6742,106,33,50,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1n8_d1d2,10.0,9.315,1.25,448,40,6027,19244,107,33,51,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p1,10.0,8.835,1.25,56,7,2435,4542,86,33,38,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p1_d1d2,10.0,8.922,1.25,448,7,3369,16280,87,33,39,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p2,10.0,8.835,1.25,56,14,3303,5212,89,34,41,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p2_d1d2,10.0,8.922,1.25,448,14,4117,16976,90,34,42,34,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p4,10.0,8.835,1.25,56,28,4660,6655,95,40,47,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p4_d1d2,10.0,8.922,1.25,448,28,5611,18405,96,40,48,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p8,10.0,8.835,1.25,56,56,7108,8349,107,33,59,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7n1p8_d1d2,10.0,8.922,1.25,448,56,8042,20879,108,33,60,33,26x32,8x32
io8_l2n1p8_l5n1p8_l7p1n1,10.0,9.251,1.25,88,112,16044,16037,272,39,80,39,26x32,8x32
