clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,uram
io8_l2n1n2_l5n1n2_l8n1p1,10.0,8.847,1.25,56,5,1644,3541,0
io8_l2n1n2_l5n1n2_l8n1p1_d1d2,10.0,8.955,1.25,448,5,3077,14026,0
io8_l2n1n2_l5n1n2_l8n1p2,10.0,8.858,1.25,64,5,1774,3654,0
io8_l2n1n2_l5n1n2_l8n1p2_d1d2,10.0,8.967,1.25,448,5,3207,14379,0
io8_l2n1n2_l5n1n2_l8n1p4,10.0,8.419,1.25,64,5,1947,4081,0
io8_l2n1n2_l5n1n2_l8n1p4_d1d2,10.0,8.528,1.25,448,5,3386,14703,0
io8_l2n1n2_l5n1n2_l8n1p8,10.0,8.835,1.25,64,5,2244,4294,0
io8_l2n1n2_l5n1n2_l8n1p8_d1d2,10.0,8.944,1.25,448,5,3747,14762,0
io8_l2n1n2_l5n1n2_l8p1n1,10.0,9.298,1.25,64,11,2622,8268,0
io8_l2n1n2_l5n1n2_l8p1n1_d1d2,10.0,9.43,1.25,448,20,4608,20676,0
io8_l2n1n2_l5n1n2_l8p2n1,10.0,9.508,1.25,64,5,11682,12260,0
io8_l2n1n2_l5n1n2_l8p2n1_d1d2,10.0,9.617,1.25,512,5,28631,26316,0
io8_l2n1n2_l5n1n2_l8p4n1,10.0,9.729,1.25,58,8,9187,9807,0
io8_l2n1n2_l5n1n2_l8p4n1_d1d2,10.0,9.911,1.25,544,50,32455,45134,0
io8_l2n1n2_l5n1n2_l8p8n1,10.0,9.251,1.25,72,80,55482,30237,0
io8_l2n1n2_l5n1n2_l8p8n1_d1d2,10.0,9.371,1.25,576,80,78648,59356,0
io8_l2n1n4_l5n1n4_l8n1n1,10.0,8.881,1.25,72,8,1733,4167,0
io8_l2n1n4_l5n1n4_l8n1n1_d1d2,10.0,8.528,1.25,448,14,2941,23306,0
io8_l2n1n4_l5n1n4_l8n1n2,10.0,8.533,1.25,72,8,1953,4291,0
io8_l2n1n4_l5n1n4_l8n1n2_d1d2,10.0,8.922,1.25,448,14,3411,14783,0
io8_l2n1n4_l5n1n4_l8n1n4,10.0,8.555,1.25,80,8,1923,4629,0
io8_l2n1n4_l5n1n4_l8n1n4_d1d2,10.0,8.944,1.25,448,14,3138,15013,0
io8_l2n1n4_l5n1n4_l8n1n8,10.0,8.835,1.25,80,11,2265,4864,0
io8_l2n1n4_l5n1n4_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3757,15381,0
io8_l2n1n4_l5n1n4_l8n1p1,10.0,8.881,1.25,72,8,1808,4389,0
io8_l2n1n4_l5n1n4_l8n1p1_d1d2,10.0,8.528,1.25,448,14,3011,14936,0
io8_l2n1n4_l5n1n4_l8n1p2,10.0,8.533,1.25,80,8,1906,4484,0
io8_l2n1n4_l5n1n4_l8n1p2_d1d2,10.0,8.922,1.25,448,14,3141,15282,0
io8_l2n1n4_l5n1n4_l8n1p4,10.0,8.813,1.25,80,8,2046,4912,0
io8_l2n1n4_l5n1n4_l8n1p4_d1d2,10.0,8.944,1.25,448,14,3303,15544,0
io8_l2n1n4_l5n1n4_l8n1p8,10.0,8.858,1.25,80,8,2344,5110,0
io8_l2n1n4_l5n1n4_l8n1p8_d1d2,10.0,8.922,1.25,448,14,3681,15674,0
io8_l2n1n4_l5n1n4_l8p1n1,10.0,9.321,1.25,80,11,2585,8966,0
io8_l2n1n4_l5n1n4_l8p1n1_d1d2,10.0,9.037,1.25,448,20,4062,21148,0
io8_l2n1n4_l5n1n4_l8p2n1,10.0,9.531,1.25,80,8,11846,13080,0
io8_l2n1n4_l5n1n4_l8p2n1_d1d2,10.0,9.486,1.25,512,14,28565,27202,0
io8_l2n1n4_l5n1n4_l8p4n1,10.0,9.752,1.25,74,8,9123,10453,0
io8_l2n1n4_l5n1n4_l8p4n1_d1d2,10.0,9.514,1.25,544,50,31909,45534,0
io8_l2n1n4_l5n1n4_l8p8n1,10.0,9.274,1.25,88,80,55422,30912,0
io8_l2n1n4_l5n1n4_l8p8n1_d1d2,10.0,9.229,1.25,576,80,78102,59816,0
io8_l2n1n8_l5n1n8_l8n1n1,10.0,8.847,1.25,72,11,2225,4584,0
io8_l2n1n8_l5n1n8_l8n1n1_d1d2,10.0,8.922,1.25,448,20,3843,25661,0
io8_l2n1n8_l5n1n8_l8n1n2,10.0,8.926,1.25,72,11,2445,4700,0
io8_l2n1n8_l5n1n8_l8n1n2_d1d2,10.0,9.315,1.25,448,20,4313,15212,0
io8_l2n1n8_l5n1n8_l8n1n4,10.0,8.949,1.25,80,11,2447,5044,0
io8_l2n1n8_l5n1n8_l8n1n4_d1d2,10.0,9.338,1.25,448,20,4040,15454,0
io8_l2n1n8_l5n1n8_l8n1n8,10.0,9.206,1.25,80,11,2597,5161,0
io8_l2n1n8_l5n1n8_l8n1n8_d1d2,10.0,8.933,1.25,448,20,4331,15531,0
io8_l2n1n8_l5n1n8_l8n1p1,10.0,8.847,1.25,72,11,2300,4806,0
io8_l2n1n8_l5n1n8_l8n1p1_d1d2,10.0,8.922,1.25,448,20,3913,15379,0
io8_l2n1n8_l5n1n8_l8n1p2,10.0,8.926,1.25,80,11,2398,4901,0
io8_l2n1n8_l5n1n8_l8n1p2_d1d2,10.0,9.315,1.25,448,20,4043,15716,0
io8_l2n1n8_l5n1n8_l8n1p4,10.0,8.949,1.25,80,11,2570,5343,0
io8_l2n1n8_l5n1n8_l8n1p4_d1d2,10.0,9.338,1.25,448,20,4205,15958,0
io8_l2n1n8_l5n1n8_l8n1p8,10.0,9.229,1.25,80,11,2867,5542,0
io8_l2n1n8_l5n1n8_l8n1p8_d1d2,10.0,8.933,1.25,448,20,4566,16015,0
io8_l2n1n8_l5n1n8_l8p1n1,10.0,9.322,1.25,80,11,2917,9259,0
io8_l2n1n8_l5n1n8_l8p1n1_d1d2,10.0,9.263,1.25,448,20,4644,21302,0
io8_l2n1n8_l5n1n8_l8p2n1,10.0,9.527,1.25,80,11,12338,13359,0
io8_l2n1n8_l5n1n8_l8p2n1_d1d2,10.0,9.531,1.25,512,20,29467,27493,0
io8_l2n1n8_l5n1n8_l8p4n1,10.0,9.747,1.25,74,11,9647,10736,0
io8_l2n1n8_l5n1n8_l8p4n1_d1d2,10.0,9.549,1.25,544,50,32491,45508,0
io8_l2n1n8_l5n1n8_l8p8n1,10.0,9.263,1.25,88,80,55786,31189,0
io8_l2n1n8_l5n1n8_l8p8n1_d1d2,10.0,9.274,1.25,576,80,78684,59958,0
io8_l2n1p1_l5n1p1_l8n1n1,10.0,8.419,1.25,56,5,1247,3535,0
io8_l2n1p1_l5n1p1_l8n1n1_d1d2,10.0,8.528,1.25,448,5,2183,17944,0
io8_l2n1p1_l5n1p1_l8n1n2,10.0,8.419,1.25,56,5,1499,3652,0
io8_l2n1p1_l5n1p1_l8n1n2_d1d2,10.0,8.528,1.25,448,5,2685,14227,0
io8_l2n1p1_l5n1p1_l8n1n4,10.0,8.847,1.25,64,8,1693,4144,0
io8_l2n1p1_l5n1p1_l8n1n4_d1d2,10.0,8.967,1.25,448,14,2892,14853,0
io8_l2n1p1_l5n1p1_l8n1n8,10.0,8.533,1.25,64,11,2003,4351,0
io8_l2n1p1_l5n1p1_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3503,15181,0
io8_l2n1p1_l5n1p1_l8n1p1,10.0,8.419,1.25,56,5,1323,3761,0
io8_l2n1p1_l5n1p1_l8n1p1_d1d2,10.0,8.528,1.25,448,5,2262,14426,0
io8_l2n1p1_l5n1p1_l8n1p2,10.0,8.419,1.25,64,5,1485,3881,0
io8_l2n1p1_l5n1p1_l8n1p2_d1d2,10.0,8.528,1.25,448,5,2424,14787,0
io8_l2n1p1_l5n1p1_l8n1p4,10.0,8.858,1.25,64,5,1657,4309,0
io8_l2n1p1_l5n1p1_l8n1p4_d1d2,10.0,8.967,1.25,448,5,2586,15037,0
io8_l2n1p1_l5n1p1_l8n1p8,10.0,8.813,1.25,64,5,1954,4482,0
io8_l2n1p1_l5n1p1_l8n1p8_d1d2,10.0,8.922,1.25,448,5,2947,15096,0
io8_l2n1p1_l5n1p1_l8p1n1,10.0,9.018,1.25,64,11,2332,8456,0
io8_l2n1p1_l5n1p1_l8p1n1_d1d2,10.0,9.407,1.25,448,20,3808,20642,0
io8_l2n1p1_l5n1p1_l8p2n1,10.0,9.486,1.25,64,5,11392,12558,0
io8_l2n1p1_l5n1p1_l8p2n1_d1d2,10.0,9.595,1.25,512,5,27831,26446,0
io8_l2n1p1_l5n1p1_l8p4n1,10.0,9.707,1.25,58,8,8897,10105,0
io8_l2n1p1_l5n1p1_l8p4n1_d1d2,10.0,9.889,1.25,544,50,31659,45264,0
io8_l2n1p1_l5n1p1_l8p8n1,10.0,9.229,1.25,72,80,55192,30407,0
io8_l2n1p1_l5n1p1_l8p8n1_d1d2,10.0,9.349,1.25,576,80,77848,59302,0
io8_l2n1p2_l5n1p2_l8n1n1,10.0,8.847,1.25,72,5,1507,3754,0
io8_l2n1p2_l5n1p2_l8n1n1_d1d2,10.0,8.955,1.25,448,5,2443,22485,0
io8_l2n1p2_l5n1p2_l8n1n2,10.0,8.858,1.25,72,5,1727,3864,0
io8_l2n1p2_l5n1p2_l8n1n2_d1d2,10.0,8.967,1.25,448,5,2913,14920,0
io8_l2n1p2_l5n1p2_l8n1n4,10.0,8.881,1.25,80,8,1889,4337,0
io8_l2n1p2_l5n1p2_l8n1n4_d1d2,10.0,8.847,1.25,448,14,3120,15539,0
io8_l2n1p2_l5n1p2_l8n1n8,10.0,8.813,1.25,80,11,2199,4542,0
io8_l2n1p2_l5n1p2_l8n1n8_d1d2,10.0,8.944,1.25,448,20,3731,15856,0
io8_l2n1p2_l5n1p2_l8n1p1,10.0,8.847,1.25,72,5,1583,3980,0
io8_l2n1p2_l5n1p2_l8n1p1_d1d2,10.0,8.955,1.25,448,5,2522,15127,0
io8_l2n1p2_l5n1p2_l8n1p2,10.0,8.858,1.25,80,5,1681,4077,0
io8_l2n1p2_l5n1p2_l8n1p2_d1d2,10.0,8.967,1.25,448,5,2620,15465,0
io8_l2n1p2_l5n1p2_l8n1p4,10.0,8.419,1.25,80,5,1853,4495,0
io8_l2n1p2_l5n1p2_l8n1p4_d1d2,10.0,8.528,1.25,448,5,2782,15705,0
io8_l2n1p2_l5n1p2_l8n1p8,10.0,8.835,1.25,80,5,2150,4668,0
io8_l2n1p2_l5n1p2_l8n1p8_d1d2,10.0,8.944,1.25,448,5,3143,15764,0
io8_l2n1p2_l5n1p2_l8p1n1,10.0,9.298,1.25,80,11,2528,8644,0
io8_l2n1p2_l5n1p2_l8p1n1_d1d2,10.0,9.43,1.25,448,20,4036,21313,0
io8_l2n1p2_l5n1p2_l8p2n1,10.0,9.508,1.25,80,5,11620,12731,0
io8_l2n1p2_l5n1p2_l8p2n1_d1d2,10.0,9.617,1.25,512,5,28059,27101,0
io8_l2n1p2_l5n1p2_l8p4n1,10.0,9.729,1.25,74,8,9089,10261,0
io8_l2n1p2_l5n1p2_l8p4n1_d1d2,10.0,9.911,1.25,544,50,31851,45904,0
io8_l2n1p2_l5n1p2_l8p8n1,10.0,9.251,1.25,88,80,55388,30600,0
io8_l2n1p2_l5n1p2_l8p8n1_d1d2,10.0,9.371,1.25,576,80,78044,59974,0
io8_l2n1p4_l5n1p4_l8n1n1,10.0,8.419,1.25,72,5,1788,4586,0
io8_l2n1p4_l5n1p4_l8n1n1_d1d2,10.0,8.528,1.25,448,5,2712,23953,0
io8_l2n1p4_l5n1p4_l8n1n2,10.0,8.813,1.25,72,5,2007,4690,0
io8_l2n1p4_l5n1p4_l8n1n2_d1d2,10.0,8.922,1.25,448,5,3173,15388,0
io8_l2n1p4_l5n1p4_l8n1n4,10.0,8.824,1.25,80,8,2137,5155,0
io8_l2n1p4_l5n1p4_l8n1n4_d1d2,10.0,8.944,1.25,448,14,3380,16007,0
io8_l2n1p4_l5n1p4_l8n1n8,10.0,8.858,1.25,80,11,2479,5381,0
io8_l2n1p4_l5n1p4_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3991,16334,0
io8_l2n1p4_l5n1p4_l8n1p1,10.0,8.419,1.25,72,5,1863,4808,0
io8_l2n1p4_l5n1p4_l8n1p1_d1d2,10.0,8.528,1.25,448,5,2782,15599,0
io8_l2n1p4_l5n1p4_l8n1p2,10.0,8.813,1.25,80,5,1961,4901,0
io8_l2n1p4_l5n1p4_l8n1p2_d1d2,10.0,8.922,1.25,448,5,2880,15933,0
io8_l2n1p4_l5n1p4_l8n1p4,10.0,8.835,1.25,80,5,2069,5307,0
io8_l2n1p4_l5n1p4_l8n1p4_d1d2,10.0,8.944,1.25,448,5,2978,16161,0
io8_l2n1p4_l5n1p4_l8n1p8,10.0,8.813,1.25,80,5,2366,5513,0
io8_l2n1p4_l5n1p4_l8n1p8_d1d2,10.0,8.922,1.25,448,5,3339,16270,0
io8_l2n1p4_l5n1p4_l8p1n1,10.0,9.343,1.25,80,11,2799,9484,0
io8_l2n1p4_l5n1p4_l8p1n1_d1d2,10.0,9.285,1.25,448,20,4296,21775,0
io8_l2n1p4_l5n1p4_l8p2n1,10.0,9.111,1.25,80,5,11900,13499,0
io8_l2n1p4_l5n1p4_l8p2n1_d1d2,10.0,9.22,1.25,512,5,28319,27513,0
io8_l2n1p4_l5n1p4_l8p4n1,10.0,9.331,1.25,74,8,9305,11013,0
io8_l2n1p4_l5n1p4_l8p4n1_d1d2,10.0,9.514,1.25,544,50,32047,46304,0
io8_l2n1p4_l5n1p4_l8p8n1,10.0,8.847,1.25,88,80,55604,31432,0
io8_l2n1p4_l5n1p4_l8p8n1_d1d2,10.0,8.955,1.25,576,80,78240,60454,0
io8_l2n1p8_l5n1p8_l8n1n1,10.0,8.813,1.25,72,5,2286,5016,0
io8_l2n1p8_l5n1p8_l8n1n1_d1d2,10.0,8.922,1.25,448,5,3338,26029,0
io8_l2n1p8_l5n1p8_l8n1n2,10.0,9.206,1.25,72,5,2506,5125,0
io8_l2n1p8_l5n1p8_l8n1n2_d1d2,10.0,9.315,1.25,448,5,3808,15590,0
io8_l2n1p8_l5n1p8_l8n1n4,10.0,9.218,1.25,80,8,2636,5596,0
io8_l2n1p8_l5n1p8_l8n1n4_d1d2,10.0,9.338,1.25,448,14,4015,16202,0
io8_l2n1p8_l5n1p8_l8n1n8,10.0,9.251,1.25,80,11,2977,5811,0
io8_l2n1p8_l5n1p8_l8n1n8_d1d2,10.0,9.218,1.25,448,20,4617,16489,0
io8_l2n1p8_l5n1p8_l8n1p1,10.0,8.813,1.25,72,5,2361,5238,0
io8_l2n1p8_l5n1p8_l8n1p1_d1d2,10.0,8.922,1.25,448,5,3408,15755,0
io8_l2n1p8_l5n1p8_l8n1p2,10.0,9.206,1.25,80,5,2459,5332,0
io8_l2n1p8_l5n1p8_l8n1p2_d1d2,10.0,9.315,1.25,448,5,3506,16091,0
io8_l2n1p8_l5n1p8_l8n1p4,10.0,9.229,1.25,80,5,2567,5757,0
io8_l2n1p8_l5n1p8_l8n1p4_d1d2,10.0,9.338,1.25,448,5,3604,16323,0
io8_l2n1p8_l5n1p8_l8n1p8,10.0,8.824,1.25,80,5,2768,5930,0
io8_l2n1p8_l5n1p8_l8n1p8_d1d2,10.0,8.933,1.25,448,5,3869,16384,0
io8_l2n1p8_l5n1p8_l8p1n1,10.0,9.367,1.25,80,11,3297,9883,0
io8_l2n1p8_l5n1p8_l8p1n1_d1d2,10.0,9.296,1.25,448,20,4922,21918,0
io8_l2n1p8_l5n1p8_l8p2n1,10.0,9.129,1.25,80,5,12398,13779,0
io8_l2n1p8_l5n1p8_l8p2n1_d1d2,10.0,9.238,1.25,512,5,28945,27505,0
io8_l2n1p8_l5n1p8_l8p4n1,10.0,9.35,1.25,74,8,9711,11294,0
io8_l2n1p8_l5n1p8_l8p4n1_d1d2,10.0,9.532,1.25,544,50,32672,46294,0
io8_l2n1p8_l5n1p8_l8p8n1,10.0,8.858,1.25,88,80,56006,31842,0
io8_l2n1p8_l5n1p8_l8p8n1_d1d2,10.0,8.967,1.25,576,80,78770,60576,0
io8_l2p1n1_l5p1n1_l8n1n1,10.0,9.496,1.25,72,11,2865,12368,0
io8_l2p1n1_l5p1n1_l8n1n1_d1d2,10.0,9.356,1.25,448,20,4453,37715,0
io8_l2p1n1_l5p1n1_l8n1n2,10.0,9.508,1.25,72,11,3117,12429,0
io8_l2p1n1_l5p1n1_l8n1n2_d1d2,10.0,9.595,1.25,448,20,4923,27234,0
io8_l2p1n1_l5p1n1_l8n1n4,10.0,9.531,1.25,80,11,3123,12759,0
io8_l2p1n1_l5p1n1_l8n1n4_d1d2,10.0,9.617,1.25,448,20,4650,27454,0
io8_l2p1n1_l5p1n1_l8n1n8,10.0,9.486,1.25,80,11,3237,12787,0
io8_l2p1n1_l5p1n1_l8n1n8_d1d2,10.0,9.39,1.25,448,20,4941,27449,0
io8_l2p1n1_l5p1n1_l8n1p1,10.0,9.496,1.25,72,11,2972,12598,0
io8_l2p1n1_l5p1n1_l8n1p1_d1d2,10.0,9.356,1.25,448,20,4523,27493,0
io8_l2p1n1_l5p1n1_l8n1p2,10.0,9.508,1.25,80,11,3070,12676,0
io8_l2p1n1_l5p1n1_l8n1p2_d1d2,10.0,9.595,1.25,448,20,4653,27814,0
io8_l2p1n1_l5p1n1_l8n1p4,10.0,9.228,1.25,80,11,3210,13075,0
io8_l2p1n1_l5p1n1_l8n1p4_d1d2,10.0,9.617,1.25,448,20,4815,28016,0
io8_l2p1n1_l5p1n1_l8n1p8,10.0,9.508,1.25,80,11,3507,13183,0
io8_l2p1n1_l5p1n1_l8n1p8_d1d2,10.0,9.368,1.25,448,20,5176,28044,0
io8_l2p1n1_l5p1n1_l8p1n1,10.0,9.615,1.25,80,11,3589,15881,0
io8_l2p1n1_l5p1n1_l8p1n1_d1d2,10.0,9.439,1.25,448,20,5246,31830,0
io8_l2p1n1_l5p1n1_l8p2n1,10.0,9.784,1.25,80,11,13010,19293,0
io8_l2p1n1_l5p1n1_l8p2n1_d1d2,10.0,9.674,1.25,512,20,30078,37427,0
io8_l2p1n1_l5p1n1_l8p4n1,10.0,9.96,1.25,74,11,10287,16644,0
io8_l2p1n1_l5p1n1_l8p4n1_d1d2,10.0,9.692,1.25,544,50,33102,55406,0
io8_l2p1n1_l5p1n1_l8p8n1,10.0,9.564,1.25,88,80,56426,38814,0
io8_l2p1n1_l5p1n1_l8p8n1_d1d2,10.0,9.438,1.25,576,80,79286,71460,0
io8_l2p2n1_l5p2n1_l8n1n1,10.0,9.386,1.25,72,5,21387,19172,0
io8_l2p2n1_l5p2n1_l8n1n1_d1d2,10.0,9.495,1.25,576,5,53299,71425,0
io8_l2p2n1_l5p2n1_l8n1n2,10.0,9.78,1.25,72,5,21607,19245,0
io8_l2p2n1_l5p2n1_l8n1n2_d1d2,10.0,9.889,1.25,576,5,53769,37426,0
io8_l2p2n1_l5p2n1_l8n1n4,10.0,9.791,1.25,80,8,21801,19721,0
io8_l2p2n1_l5p2n1_l8n1n4_d1d2,10.0,9.911,1.25,576,14,53976,38040,0
io8_l2p2n1_l5p2n1_l8n1n8,10.0,9.825,1.25,80,11,22108,19889,0
io8_l2p2n1_l5p2n1_l8n1n8_d1d2,10.0,9.791,1.25,576,20,54587,38296,0
io8_l2p2n1_l5p2n1_l8n1p1,10.0,9.386,1.25,72,5,21462,19414,0
io8_l2p2n1_l5p2n1_l8n1p1_d1d2,10.0,9.495,1.25,576,5,53369,37683,0
io8_l2p2n1_l5p2n1_l8n1p2,10.0,9.78,1.25,80,5,21592,19508,0
io8_l2p2n1_l5p2n1_l8n1p2_d1d2,10.0,9.889,1.25,576,5,53499,38018,0
io8_l2p2n1_l5p2n1_l8n1p4,10.0,9.803,1.25,80,5,21764,19898,0
io8_l2p2n1_l5p2n1_l8n1p4_d1d2,10.0,9.911,1.25,576,5,53661,38230,0
io8_l2p2n1_l5p2n1_l8n1p8,10.0,9.405,1.25,80,5,22061,20037,0
io8_l2p2n1_l5p2n1_l8n1p8_d1d2,10.0,9.514,1.25,576,5,54022,38233,0
io8_l2p2n1_l5p2n1_l8p1n1,10.0,9.954,1.25,80,11,22431,22994,0
io8_l2p2n1_l5p2n1_l8p1n1_d1d2,10.0,9.899,1.25,576,20,54892,43125,0
io8_l2p2n1_l5p2n1_l8p2n1,10.0,9.562,1.25,80,5,31565,26062,0
io8_l2p2n1_l5p2n1_l8p2n1_d1d2,10.0,9.67,1.25,640,5,78908,47910,0
io8_l2p2n1_l5p2n1_l8p4n1,10.0,9.604,1.25,74,8,29103,23673,0
io8_l2p2n1_l5p2n1_l8p4n1_d1d2,10.0,9.727,1.25,672,50,82733,66774,0
io8_l2p2n1_l5p2n1_l8p8n1,10.0,9.46,1.25,88,80,75288,45967,0
io8_l2p2n1_l5p2n1_l8p8n1_d1d2,10.0,9.569,1.25,704,80,128923,82796,0
io8_l2p4n1_l5p4n1_l8n1n1,10.0,9.59,1.25,60,8,14436,13849,0
io8_l2p4n1_l5p4n1_l8n1n1_d1d2,10.0,9.727,1.25,640,50,57015,118191,0
io8_l2p4n1_l5p4n1_l8n1n2,10.0,9.983,1.25,60,8,14656,13922,0
io8_l2p4n1_l5p4n1_l8n1n2_d1d2,10.0,10.12,1.25,640,50,57495,72192,0
io8_l2p4n1_l5p4n1_l8n1n4,10.0,9.995,1.25,68,8,14626,14242,0
io8_l2p4n1_l5p4n1_l8n1n4_d1d2,10.0,10.143,1.25,640,50,57218,72392,0
io8_l2p4n1_l5p4n1_l8n1n8,10.0,10.028,1.25,68,11,14965,14408,0
io8_l2p4n1_l5p4n1_l8n1n8_d1d2,10.0,9.828,1.25,640,50,57517,72379,0
io8_l2p4n1_l5p4n1_l8n1p1,10.0,9.59,1.25,60,8,14511,14076,0
io8_l2p4n1_l5p4n1_l8n1p1_d1d2,10.0,9.727,1.25,640,50,57085,72209,0
io8_l2p4n1_l5p4n1_l8n1p2,10.0,9.983,1.25,68,8,14609,14169,0
io8_l2p4n1_l5p4n1_l8n1p2_d1d2,10.0,10.12,1.25,640,50,57188,72289,0
io8_l2p4n1_l5p4n1_l8n1p4,10.0,10.006,1.25,68,8,14717,14592,0
io8_l2p4n1_l5p4n1_l8n1p4_d1d2,10.0,10.143,1.25,640,50,57285,72969,0
io8_l2p4n1_l5p4n1_l8n1p8,10.0,9.593,1.25,68,8,14922,14666,0
io8_l2p4n1_l5p4n1_l8n1p8_d1d2,10.0,9.726,1.25,640,50,57642,72970,0
io8_l2p4n1_l5p4n1_l8p1n1,10.0,10.053,1.25,68,11,15296,17508,0
io8_l2p4n1_l5p4n1_l8p1n1_d1d2,10.0,9.935,1.25,640,50,57810,76851,0
io8_l2p4n1_l5p4n1_l8p2n1,10.0,9.609,1.25,68,8,24614,20791,0
io8_l2p4n1_l5p4n1_l8p2n1_d1d2,10.0,9.708,1.25,704,50,82632,82628,0
io8_l2p4n1_l5p4n1_l8p4n1,10.0,9.594,1.25,62,8,20133,17918,0
io8_l2p4n1_l5p4n1_l8p4n1_d1d2,10.0,9.689,1.25,736,50,82526,98917,0
io8_l2p4n1_l5p4n1_l8p8n1,10.0,9.604,1.25,76,80,66421,40463,0
io8_l2p4n1_l5p4n1_l8p8n1_d1d2,10.0,9.722,1.25,768,80,128704,115194,0
io8_l2p8n1_l5p8n1_l8n1n1,10.0,8.905,1.25,88,80,60941,38020,0
io8_l2p8n1_l5p8n1_l8n1n1_d1d2,10.0,9.418,1.25,704,80,105831,140403,0
io8_l2p8n1_l5p8n1_l8n1n2,10.0,9.298,1.25,88,80,61161,38129,0
io8_l2p8n1_l5p8n1_l8n1n2_d1d2,10.0,9.43,1.25,704,80,106301,86764,0
io8_l2p8n1_l5p8n1_l8n1n4,10.0,9.31,1.25,96,80,61131,38466,0
io8_l2p8n1_l5p8n1_l8n1n4_d1d2,10.0,9.452,1.25,704,80,106028,86994,0
io8_l2p8n1_l5p8n1_l8n1n8,10.0,9.343,1.25,96,80,61057,38581,0
io8_l2p8n1_l5p8n1_l8n1n8_d1d2,10.0,9.431,1.25,704,80,106319,87056,0
io8_l2p8n1_l5p8n1_l8n1p1,10.0,8.905,1.25,88,80,61016,38242,0
io8_l2p8n1_l5p8n1_l8n1p1_d1d2,10.0,9.418,1.25,704,80,105901,86929,0
io8_l2p8n1_l5p8n1_l8n1p2,10.0,9.298,1.25,96,80,61114,38338,0
io8_l2p8n1_l5p8n1_l8n1p2_d1d2,10.0,9.43,1.25,704,80,105999,87265,0
io8_l2p8n1_l5p8n1_l8n1p4,10.0,9.321,1.25,96,80,61222,38762,0
io8_l2p8n1_l5p8n1_l8n1p4_d1d2,10.0,9.452,1.25,704,80,106097,87513,0
io8_l2p8n1_l5p8n1_l8n1p8,10.0,8.928,1.25,96,80,61167,38945,0
io8_l2p8n1_l5p8n1_l8n1p8_d1d2,10.0,9.431,1.25,704,80,106362,87582,0
io8_l2p8n1_l5p8n1_l8p1n1,10.0,9.508,1.25,96,80,61377,42652,0
io8_l2p8n1_l5p8n1_l8p1n1_d1d2,10.0,9.595,1.25,704,80,106615,92408,0
io8_l2p8n1_l5p8n1_l8p2n1,10.0,9.239,1.25,96,80,70782,46785,0
io8_l2p8n1_l5p8n1_l8p2n1_d1d2,10.0,9.742,1.25,768,80,131438,98692,0
io8_l2p8n1_l5p8n1_l8p4n1,10.0,9.46,1.25,90,80,66360,44137,0
io8_l2p8n1_l5p8n1_l8p4n1_d1d2,10.0,10.036,1.25,800,80,131325,115296,0
io8_l2p8n1_l5p8n1_l8p8n1,10.0,8.999,1.25,104,80,66328,46437,0
io8_l2p8n1_l5p8n1_l8p8n1_d1d2,10.0,8.999,1.25,832,80,133954,113638,0
