prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io8_l2n1n2_l5n1n2_l8n1n1_d1d2,108.695,8299,8299,0,0,1363,0,448,0,5
io8_l2n1n2_l5n1n2_l8n1n2,23.282,1695,1695,0,0,997,0,56,0,5
io8_l2n1n2_l5n1n2_l8n1n2_d1d2,108.831,8380,8380,0,0,1582,0,448,0,5
io8_l2n1n2_l5n1n2_l8n1n4,25.487,1931,1931,0,0,1285,0,48,0,8
io8_l2n1n2_l5n1n2_l8n1n4_d1d2,113.303,8483,8483,0,0,1846,0,448,0,14
io8_l2n1n2_l5n1n2_l8n1n8,27.658,2082,2082,0,0,1527,0,48,0,11
io8_l2n1n2_l5n1n2_l8n1n8_d1d2,118.052,8826,8826,0,0,2320,0,448,0,20
io8_l2n1n2_l5n1n2_l8n1p1,23.150,1790,1790,0,0,1017,0,56,0,5
io8_l2n1n2_l5n1n2_l8n1p1_d1d2,107.925,8437,8437,0,0,1427,0,448,0,5
io8_l2n1n2_l5n1n2_l8n1p2,22.837,1963,1963,0,0,1143,0,48,0,5
io8_l2n1n2_l5n1n2_l8n1p2_d1d2,109.689,8674,8674,0,0,1624,0,448,0,5
io8_l2n1n2_l5n1n2_l8n1p4,24.170,2083,2083,0,0,1324,0,48,0,5
io8_l2n1n2_l5n1n2_l8n1p4_d1d2,108.351,8658,8658,0,0,1721,0,448,0,5
io8_l2n1n2_l5n1n2_l8n1p8,24.994,2153,2153,0,0,1614,0,48,0,5
io8_l2n1n2_l5n1n2_l8n1p8_d1d2,110.539,8751,8751,0,0,2110,0,448,0,5
io8_l2n1n2_l5n1n2_l8p1n1,28.758,2487,2487,0,0,1821,0,48,0,11
io8_l2n1n2_l5n1n2_l8p1n1_d1d2,119.307,9323,9323,0,0,2575,0,448,0,20
io8_l2n1n2_l5n1n2_l8p2n1,37.675,5204,5204,0,0,7967,0,48,0,5
io8_l2n1n2_l5n1n2_l8p2n1_d1d2,147.940,16994,16994,0,0,24275,64,384,0,5
io8_l2n1n2_l5n1n2_l8p4n1,40.524,5847,5847,0,0,6366,0,54,0,8
io8_l2n1n2_l5n1n2_l8p4n1_d1d2,182.382,29938,29938,0,0,27920,88,352,0,50
io8_l2n1n2_l5n1n2_l8p8n1,102.664,24039,19295,0,4744,42869,0,40,0,80
io8_l2n1n2_l5n1n2_l8p8n1_d1d2,225.004,39787,35298,0,4489,57513,128,296,0,80
io8_l2n1n4_l5n1n4_l8n1n1,31.724,2068,2068,0,0,1349,16,40,0,8
io8_l2n1n4_l5n1n4_l8n1n1_d1d2,114.733,8461,8461,0,0,1590,0,448,0,14
io8_l2n1n4_l5n1n4_l8n1n2,32.447,2117,2117,0,0,1405,16,40,0,8
io8_l2n1n4_l5n1n4_l8n1n2_d1d2,115.524,8449,8449,0,0,1792,0,448,0,14
io8_l2n1n4_l5n1n4_l8n1n4,33.719,2257,2257,0,0,1530,24,32,0,8
io8_l2n1n4_l5n1n4_l8n1n4_d1d2,114.029,8409,8409,0,0,1786,0,448,0,14
io8_l2n1n4_l5n1n4_l8n1n8,36.402,2406,2406,0,0,1816,24,32,0,11
io8_l2n1n4_l5n1n4_l8n1n8_d1d2,119.240,8755,8755,0,0,2271,0,448,0,20
io8_l2n1n4_l5n1n4_l8n1p1,32.248,2205,2205,0,0,1425,16,40,0,8
io8_l2n1n4_l5n1n4_l8n1p1_d1d2,114.751,8627,8627,0,0,1663,0,448,0,14
io8_l2n1n4_l5n1n4_l8n1p2,35.475,2326,2326,0,0,1519,24,32,0,8
io8_l2n1n4_l5n1n4_l8n1p2_d1d2,115.090,8772,8772,0,0,1865,0,448,0,14
io8_l2n1n4_l5n1n4_l8n1p4,35.581,2415,2415,0,0,1667,24,32,0,8
io8_l2n1n4_l5n1n4_l8n1p4_d1d2,115.552,8802,8802,0,0,1953,0,448,0,14
io8_l2n1n4_l5n1n4_l8n1p8,36.229,2551,2551,0,0,1958,24,32,0,8
io8_l2n1n4_l5n1n4_l8n1p8_d1d2,116.335,8900,8900,0,0,2334,0,448,0,14
io8_l2n1n4_l5n1n4_l8p1n1,38.261,2823,2823,0,0,2104,24,32,0,11
io8_l2n1n4_l5n1n4_l8p1n1_d1d2,119.674,9192,9192,0,0,2512,0,448,0,20
io8_l2n1n4_l5n1n4_l8p2n1,49.611,5851,5851,0,0,8370,24,32,0,8
io8_l2n1n4_l5n1n4_l8p2n1_d1d2,150.796,17485,17485,0,0,24946,48,384,0,14
io8_l2n1n4_l5n1n4_l8p4n1,47.957,6299,6299,0,0,6619,18,38,0,8
io8_l2n1n4_l5n1n4_l8p4n1_d1d2,181.287,30328,30328,0,0,28031,72,352,0,50
io8_l2n1n4_l5n1n4_l8p8n1,114.614,24443,19699,0,4744,43013,25,24,0,80
io8_l2n1n4_l5n1n4_l8p8n1_d1d2,234.045,40311,35822,0,4489,57947,128,320,0,80
io8_l2n1n8_l5n1n8_l8n1n1,34.111,2241,2241,0,0,1259,16,40,0,11
io8_l2n1n8_l5n1n8_l8n1n1_d1d2,115.238,8738,8738,0,0,2352,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1n2,35.557,2232,2232,0,0,1315,16,40,0,11
io8_l2n1n8_l5n1n8_l8n1n2_d1d2,115.664,8800,8800,0,0,2570,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1n4,35.766,2425,2425,0,0,1473,24,32,0,11
io8_l2n1n8_l5n1n8_l8n1n4_d1d2,115.220,8698,8698,0,0,2549,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1n8,36.859,2459,2459,0,0,1621,24,32,0,11
io8_l2n1n8_l5n1n8_l8n1n8_d1d2,117.677,8899,8899,0,0,2834,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1p1,35.415,2367,2367,0,0,1336,16,40,0,11
io8_l2n1n8_l5n1n8_l8n1p1_d1d2,115.776,8935,8935,0,0,2414,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1p2,36.713,2510,2510,0,0,1433,24,32,0,11
io8_l2n1n8_l5n1n8_l8n1p2_d1d2,116.827,9072,9072,0,0,2624,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1p4,36.674,2632,2632,0,0,1610,24,32,0,11
io8_l2n1n8_l5n1n8_l8n1p4_d1d2,117.811,9156,9156,0,0,2710,0,448,0,20
io8_l2n1n8_l5n1n8_l8n1p8,38.306,2719,2719,0,0,1900,24,32,0,11
io8_l2n1n8_l5n1n8_l8n1p8_d1d2,120.757,9172,9172,0,0,3083,0,448,0,20
io8_l2n1n8_l5n1n8_l8p1n1,38.767,2898,2898,0,0,1907,24,32,0,11
io8_l2n1n8_l5n1n8_l8p1n1_d1d2,118.229,9357,9357,0,0,3088,0,448,0,20
io8_l2n1n8_l5n1n8_l8p2n1,50.558,5974,5974,0,0,8278,24,32,0,11
io8_l2n1n8_l5n1n8_l8p2n1_d1d2,148.956,17509,17509,0,0,25580,40,384,0,20
io8_l2n1n8_l5n1n8_l8p4n1,52.737,6523,6523,0,0,6502,18,38,0,11
io8_l2n1n8_l5n1n8_l8p4n1_d1d2,189.203,30412,30412,0,0,28634,88,344,0,50
io8_l2n1n8_l5n1n8_l8p8n1,113.891,24885,20141,0,4744,42880,26,24,0,80
io8_l2n1n8_l5n1n8_l8p8n1_d1d2,221.885,40434,35945,0,4489,58514,116,304,0,80
io8_l2n1p1_l5n1p1_l8n1n1,30.969,1901,1901,0,0,947,0,56,0,5
io8_l2n1p1_l5n1p1_l8n1n1_d1d2,157.003,8342,8342,0,0,1032,0,448,0,5
io8_l2n1p1_l5n1p1_l8n1n2,31.814,1951,1951,0,0,1035,0,56,0,5
io8_l2n1p1_l5n1p1_l8n1n2_d1d2,157.551,8468,8468,0,0,1154,0,448,0,5
io8_l2n1p1_l5n1p1_l8n1n4,33.007,2193,2193,0,0,1322,0,48,0,8
io8_l2n1p1_l5n1p1_l8n1n4_d1d2,164.021,8572,8572,0,0,1546,0,448,0,14
io8_l2n1p1_l5n1p1_l8n1n8,35.183,2251,2251,0,0,1563,0,48,0,11
io8_l2n1p1_l5n1p1_l8n1n8_d1d2,168.250,8906,8906,0,0,2023,0,448,0,20
io8_l2n1p1_l5n1p1_l8n1p1,31.326,2068,2068,0,0,1023,0,56,0,5
io8_l2n1p1_l5n1p1_l8n1p1_d1d2,156.736,8543,8543,0,0,1098,0,448,0,5
io8_l2n1p1_l5n1p1_l8n1p2,31.564,2249,2249,0,0,1183,0,48,0,5
io8_l2n1p1_l5n1p1_l8n1p2_d1d2,157.824,8761,8761,0,0,1338,0,448,0,5
io8_l2n1p1_l5n1p1_l8n1p4,32.183,2448,2448,0,0,1349,0,48,0,5
io8_l2n1p1_l5n1p1_l8n1p4_d1d2,160.541,8755,8755,0,0,1430,0,448,0,5
io8_l2n1p1_l5n1p1_l8n1p8,32.752,2488,2488,0,0,1654,0,48,0,5
io8_l2n1p1_l5n1p1_l8n1p8_d1d2,162.472,8874,8874,0,0,1794,0,448,0,5
io8_l2n1p1_l5n1p1_l8p1n1,36.136,2650,2650,0,0,1834,0,48,0,11
io8_l2n1p1_l5n1p1_l8p1n1_d1d2,169.290,9332,9332,0,0,2249,0,448,0,20
io8_l2n1p1_l5n1p1_l8p2n1,43.243,5541,5541,0,0,7982,0,48,0,5
io8_l2n1p1_l5n1p1_l8p2n1_d1d2,198.736,17344,17344,0,0,24256,56,384,0,5
io8_l2n1p1_l5n1p1_l8p4n1,50.055,5822,5822,0,0,6374,0,54,0,8
io8_l2n1p1_l5n1p1_l8p4n1_d1d2,228.827,29753,29753,0,0,27789,80,352,0,50
io8_l2n1p1_l5n1p1_l8p8n1,109.823,23981,19237,0,4744,42788,0,40,0,80
io8_l2n1p1_l5n1p1_l8p8n1_d1d2,273.460,39839,35350,0,4489,57590,108,320,0,80
io8_l2n1p2_l5n1p2_l8n1n1,32.986,2209,2209,0,0,1207,16,40,0,5
io8_l2n1p2_l5n1p2_l8n1n1_d1d2,129.943,8804,8804,0,0,1301,0,448,0,5
io8_l2n1p2_l5n1p2_l8n1n2,33.285,2195,2195,0,0,1258,16,40,0,5
io8_l2n1p2_l5n1p2_l8n1n2_d1d2,129.227,8849,8849,0,0,1380,0,448,0,5
io8_l2n1p2_l5n1p2_l8n1n4,37.743,2482,2482,0,0,1518,24,32,0,8
io8_l2n1p2_l5n1p2_l8n1n4_d1d2,136.456,9046,9046,0,0,1919,0,448,0,14
io8_l2n1p2_l5n1p2_l8n1n8,39.390,2517,2517,0,0,1753,24,32,0,11
io8_l2n1p2_l5n1p2_l8n1n8_d1d2,140.743,9313,9313,0,0,2385,0,448,0,20
io8_l2n1p2_l5n1p2_l8n1p1,33.812,2361,2361,0,0,1283,16,40,0,5
io8_l2n1p2_l5n1p2_l8n1p1_d1d2,131.415,8980,8980,0,0,1489,0,448,0,5
io8_l2n1p2_l5n1p2_l8n1p2,35.948,2501,2501,0,0,1378,24,32,0,5
io8_l2n1p2_l5n1p2_l8n1p2_d1d2,131.205,9141,9141,0,0,1667,0,448,0,5
io8_l2n1p2_l5n1p2_l8n1p4,36.099,2674,2674,0,0,1542,24,32,0,5
io8_l2n1p2_l5n1p2_l8n1p4_d1d2,133.005,9264,9264,0,0,1778,0,448,0,5
io8_l2n1p2_l5n1p2_l8n1p8,37.697,2705,2705,0,0,1840,24,32,0,5
io8_l2n1p2_l5n1p2_l8n1p8_d1d2,133.949,9210,9210,0,0,2137,0,448,0,5
io8_l2n1p2_l5n1p2_l8p1n1,40.585,2932,2932,0,0,2028,24,32,0,11
io8_l2n1p2_l5n1p2_l8p1n1_d1d2,142.083,9820,9820,0,0,2624,0,448,0,20
io8_l2n1p2_l5n1p2_l8p2n1,50.288,5669,5669,0,0,8170,24,32,0,5
io8_l2n1p2_l5n1p2_l8p2n1_d1d2,176.319,18396,18396,0,0,24477,64,384,0,5
io8_l2n1p2_l5n1p2_l8p4n1,51.849,6289,6289,0,0,6554,18,38,0,8
io8_l2n1p2_l5n1p2_l8p4n1_d1d2,207.207,30712,30712,0,0,28106,88,352,0,50
io8_l2n1p2_l5n1p2_l8p8n1,116.918,24563,19819,0,4744,43091,25,24,0,80
io8_l2n1p2_l5n1p2_l8p8n1_d1d2,252.535,40375,35886,0,4489,57729,112,320,0,80
io8_l2n1p4_l5n1p4_l8n1n1,32.991,2498,2498,0,0,1471,16,40,0,5
io8_l2n1p4_l5n1p4_l8n1n1_d1d2,114.637,8996,8996,0,0,1561,0,448,0,5
io8_l2n1p4_l5n1p4_l8n1n2,33.590,2510,2510,0,0,1525,16,40,0,5
io8_l2n1p4_l5n1p4_l8n1n2_d1d2,115.416,8983,8983,0,0,1774,0,448,0,5
io8_l2n1p4_l5n1p4_l8n1n4,36.949,2717,2717,0,0,1748,24,32,0,8
io8_l2n1p4_l5n1p4_l8n1n4_d1d2,120.367,9136,9136,0,0,2031,0,448,0,14
io8_l2n1p4_l5n1p4_l8n1n8,39.493,2872,2872,0,0,2023,24,32,0,11
io8_l2n1p4_l5n1p4_l8n1n8_d1d2,125.357,9325,9325,0,0,2489,0,448,0,20
io8_l2n1p4_l5n1p4_l8n1p1,33.286,2637,2637,0,0,1543,16,40,0,5
io8_l2n1p4_l5n1p4_l8n1p1_d1d2,114.782,9148,9148,0,0,1621,0,448,0,5
io8_l2n1p4_l5n1p4_l8n1p2,36.245,2785,2785,0,0,1641,24,32,0,5
io8_l2n1p4_l5n1p4_l8n1p2_d1d2,114.359,9233,9233,0,0,1736,0,448,0,5
io8_l2n1p4_l5n1p4_l8n1p4,36.049,2830,2830,0,0,1786,24,32,0,5
io8_l2n1p4_l5n1p4_l8n1p4_d1d2,115.445,9189,9189,0,0,1818,0,448,0,5
io8_l2n1p4_l5n1p4_l8n1p8,37.891,2915,2915,0,0,2043,24,32,0,5
io8_l2n1p4_l5n1p4_l8n1p8_d1d2,117.499,9343,9343,0,0,2188,0,448,0,5
io8_l2n1p4_l5n1p4_l8p1n1,40.263,3322,3322,0,0,2286,24,32,0,11
io8_l2n1p4_l5n1p4_l8p1n1_d1d2,124.377,9864,9864,0,0,2756,0,448,0,20
io8_l2n1p4_l5n1p4_l8p2n1,49.617,6080,6080,0,0,8488,24,32,0,5
io8_l2n1p4_l5n1p4_l8p2n1_d1d2,153.645,17671,17671,0,0,24706,56,384,0,5
io8_l2n1p4_l5n1p4_l8p4n1,52.258,6469,6469,0,0,6781,18,38,0,8
io8_l2n1p4_l5n1p4_l8p4n1_d1d2,194.685,30581,30581,0,0,28193,96,352,0,50
io8_l2n1p4_l5n1p4_l8p8n1,113.354,24732,19988,0,4744,43237,16,24,0,80
io8_l2n1p4_l5n1p4_l8p8n1_d1d2,233.083,40180,35691,0,4489,58051,116,320,0,80
io8_l2n1p8_l5n1p8_l8n1n1,32.324,2506,2506,0,0,1463,16,40,0,5
io8_l2n1p8_l5n1p8_l8n1n1_d1d2,107.770,8811,8811,0,0,2195,0,448,0,5
io8_l2n1p8_l5n1p8_l8n1n2,33.029,2528,2528,0,0,1517,16,40,0,5
io8_l2n1p8_l5n1p8_l8n1n2_d1d2,106.608,8802,8802,0,0,2416,0,448,0,5
io8_l2n1p8_l5n1p8_l8n1n4,37.163,2814,2814,0,0,1743,24,32,0,8
io8_l2n1p8_l5n1p8_l8n1n4_d1d2,113.633,9013,9013,0,0,2670,0,448,0,14
io8_l2n1p8_l5n1p8_l8n1n8,39.331,2883,2883,0,0,2015,24,32,0,11
io8_l2n1p8_l5n1p8_l8n1n8_d1d2,116.728,9321,9321,0,0,3144,0,448,0,20
io8_l2n1p8_l5n1p8_l8n1p1,32.935,2702,2702,0,0,1539,16,40,0,5
io8_l2n1p8_l5n1p8_l8n1p1_d1d2,107.466,8939,8939,0,0,2258,0,448,0,5
io8_l2n1p8_l5n1p8_l8n1p2,34.665,2871,2871,0,0,1636,24,32,0,5
io8_l2n1p8_l5n1p8_l8n1p2_d1d2,107.293,9051,9051,0,0,2430,0,448,0,5
io8_l2n1p8_l5n1p8_l8n1p4,35.385,2940,2940,0,0,1735,24,32,0,5
io8_l2n1p8_l5n1p8_l8n1p4_d1d2,106.954,8950,8950,0,0,2432,0,448,0,5
io8_l2n1p8_l5n1p8_l8n1p8,35.758,2922,2922,0,0,1938,24,32,0,5
io8_l2n1p8_l5n1p8_l8n1p8_d1d2,109.373,9207,9207,0,0,2724,0,448,0,5
io8_l2n1p8_l5n1p8_l8p1n1,40.525,3321,3321,0,0,2288,24,32,0,11
io8_l2n1p8_l5n1p8_l8p1n1_d1d2,117.298,9843,9843,0,0,3396,0,448,0,20
io8_l2n1p8_l5n1p8_l8p2n1,48.935,6159,6159,0,0,8544,24,32,0,5
io8_l2n1p8_l5n1p8_l8p2n1_d1d2,144.656,17420,17420,0,0,25360,56,384,0,5
io8_l2n1p8_l5n1p8_l8p4n1,47.644,6444,6444,0,0,6707,16,38,0,8
io8_l2n1p8_l5n1p8_l8p4n1_d1d2,184.925,30354,30354,0,0,28825,96,352,0,50
io8_l2n1p8_l5n1p8_l8p8n1,113.386,24750,20006,0,4744,43207,17,24,0,80
io8_l2n1p8_l5n1p8_l8p8n1_d1d2,227.769,40329,35840,0,4489,58516,128,320,0,80
io8_l2p1n1_l5p1n1_l8n1n1,37.742,2956,2956,0,0,1797,16,40,0,11
io8_l2p1n1_l5p1n1_l8n1n1_d1d2,116.614,9613,9613,0,0,2875,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1n2,36.701,3060,3060,0,0,1914,16,40,0,11
io8_l2p1n1_l5p1n1_l8n1n2_d1d2,116.943,9724,9724,0,0,3079,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1n4,40.326,3233,3233,0,0,2077,24,32,0,11
io8_l2p1n1_l5p1n1_l8n1n4_d1d2,116.110,9591,9591,0,0,3057,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1n8,40.939,3194,3194,0,0,2143,24,32,0,11
io8_l2p1n1_l5p1n1_l8n1n8_d1d2,116.549,9780,9780,0,0,3344,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1p1,38.718,3095,3095,0,0,1905,16,40,0,11
io8_l2p1n1_l5p1n1_l8n1p1_d1d2,116.253,9826,9826,0,0,2935,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1p2,39.448,3267,3267,0,0,1996,24,32,0,11
io8_l2p1n1_l5p1n1_l8n1p2_d1d2,117.013,9925,9925,0,0,3128,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1p4,41.060,3427,3427,0,0,2129,24,32,0,11
io8_l2p1n1_l5p1n1_l8n1p4_d1d2,117.728,10017,10017,0,0,3214,0,448,0,20
io8_l2p1n1_l5p1n1_l8n1p8,42.356,3616,3616,0,0,2446,24,32,0,11
io8_l2p1n1_l5p1n1_l8n1p8_d1d2,118.595,10167,10167,0,0,3594,0,448,0,20
io8_l2p1n1_l5p1n1_l8p1n1,41.252,3473,3473,0,0,2456,24,32,0,11
io8_l2p1n1_l5p1n1_l8p1n1_d1d2,117.513,10222,10222,0,0,3611,0,448,0,20
io8_l2p1n1_l5p1n1_l8p2n1,56.506,6596,6596,0,0,8895,24,32,0,11
io8_l2p1n1_l5p1n1_l8p2n1_d1d2,156.172,17967,17967,0,0,26025,64,384,0,20
io8_l2p1n1_l5p1n1_l8p4n1,52.504,6650,6650,0,0,7024,16,38,0,11
io8_l2p1n1_l5p1n1_l8p4n1_d1d2,187.091,30140,30140,0,0,29135,96,344,0,50
io8_l2p1n1_l5p1n1_l8p8n1,123.248,26134,21390,0,4744,43405,24,24,0,80
io8_l2p1n1_l5p1n1_l8p8n1_d1d2,230.304,42849,38360,0,4489,59098,116,312,0,80
io8_l2p2n1_l5p2n1_l8n1n1,51.333,8625,8625,0,0,14797,16,40,0,5
io8_l2p2n1_l5p2n1_l8n1n1_d1d2,164.345,25731,25731,0,0,47250,128,320,0,5
io8_l2p2n1_l5p2n1_l8n1n2,51.209,8575,8575,0,0,14849,16,40,0,5
io8_l2p2n1_l5p2n1_l8n1n2_d1d2,162.942,25499,25499,0,0,47366,120,320,0,5
io8_l2p2n1_l5p2n1_l8n1n4,54.661,9555,9555,0,0,15379,24,32,0,8
io8_l2p2n1_l5p2n1_l8n1n4_d1d2,172.919,25735,25735,0,0,47758,128,320,0,14
io8_l2p2n1_l5p2n1_l8n1n8,56.079,8863,8863,0,0,15421,24,32,0,11
io8_l2p2n1_l5p2n1_l8n1n8_d1d2,173.821,26036,26036,0,0,48265,128,320,0,20
io8_l2p2n1_l5p2n1_l8n1p1,52.263,8772,8772,0,0,14892,16,40,0,5
io8_l2p2n1_l5p2n1_l8n1p1_d1d2,163.419,25338,25338,0,0,47323,128,320,0,5
io8_l2p2n1_l5p2n1_l8n1p2,55.156,8723,8723,0,0,15059,24,32,0,5
io8_l2p2n1_l5p2n1_l8n1p2_d1d2,165.969,25735,25735,0,0,47480,128,320,0,5
io8_l2p2n1_l5p2n1_l8n1p4,53.550,9059,9059,0,0,15203,24,32,0,5
io8_l2p2n1_l5p2n1_l8n1p4_d1d2,167.085,25962,25962,0,0,47692,128,320,0,5
io8_l2p2n1_l5p2n1_l8n1p8,55.481,9293,9293,0,0,15489,24,32,0,5
io8_l2p2n1_l5p2n1_l8n1p8_d1d2,166.194,25488,25488,0,0,47956,128,320,0,5
io8_l2p2n1_l5p2n1_l8p1n1,55.647,9343,9343,0,0,15725,24,32,0,11
io8_l2p2n1_l5p2n1_l8p1n1_d1d2,170.810,26608,26608,0,0,48467,120,320,0,20
io8_l2p2n1_l5p2n1_l8p2n1,61.441,11953,11953,0,0,21846,24,32,0,5
io8_l2p2n1_l5p2n1_l8p2n1_d1d2,196.273,33933,33933,0,0,70409,192,256,0,5
io8_l2p2n1_l5p2n1_l8p4n1,62.030,12492,12492,0,0,20381,16,38,0,8
io8_l2p2n1_l5p2n1_l8p4n1_d1d2,223.500,46829,46829,0,0,73966,200,224,0,50
io8_l2p2n1_l5p2n1_l8p8n1,127.073,30697,25953,0,4744,56579,32,24,0,80
io8_l2p2n1_l5p2n1_l8p8n1_d1d2,266.232,58582,54093,0,4489,103804,252,176,0,80
io8_l2p4n1_l5p4n1_l8n1n1,55.503,8486,8486,0,0,9746,4,52,0,8
io8_l2p4n1_l5p4n1_l8n1n1_d1d2,232.386,49683,49683,0,0,51378,192,256,0,50
io8_l2p4n1_l5p4n1_l8n1n2,54.562,8594,8594,0,0,9768,4,52,0,8
io8_l2p4n1_l5p4n1_l8n1n2_d1d2,228.449,49656,49656,0,0,51459,184,256,0,50
io8_l2p4n1_l5p4n1_l8n1n4,56.273,8616,8616,0,0,9901,12,36,0,8
io8_l2p4n1_l5p4n1_l8n1n4_d1d2,235.332,50020,50020,0,0,51573,192,256,0,50
io8_l2p4n1_l5p4n1_l8n1n8,58.150,8871,8871,0,0,10175,12,44,0,11
io8_l2p4n1_l5p4n1_l8n1n8_d1d2,241.864,49457,49457,0,0,51893,192,256,0,50
io8_l2p4n1_l5p4n1_l8n1p1,53.695,8562,8562,0,0,9791,4,52,0,8
io8_l2p4n1_l5p4n1_l8n1p1_d1d2,228.025,50248,50248,0,0,51516,184,256,0,50
io8_l2p4n1_l5p4n1_l8n1p2,56.635,8902,8902,0,0,9937,12,44,0,8
io8_l2p4n1_l5p4n1_l8n1p2_d1d2,233.597,49981,49981,0,0,51533,192,256,0,50
io8_l2p4n1_l5p4n1_l8n1p4,54.478,8889,8889,0,0,10185,12,44,0,8
io8_l2p4n1_l5p4n1_l8n1p4_d1d2,218.385,49981,49981,0,0,51720,152,224,0,50
io8_l2p4n1_l5p4n1_l8n1p8,57.658,8955,8955,0,0,10215,12,44,0,8
io8_l2p4n1_l5p4n1_l8n1p8_d1d2,224.651,49977,49977,0,0,51996,168,240,0,50
io8_l2p4n1_l5p4n1_l8p1n1,58.291,9334,9334,0,0,10470,12,44,0,11
io8_l2p4n1_l5p4n1_l8p1n1_d1d2,238.893,50371,50371,0,0,52157,192,256,0,50
io8_l2p4n1_l5p4n1_l8p2n1,64.592,12066,12066,0,0,16800,12,40,0,8
io8_l2p4n1_l5p4n1_l8p2n1_d1d2,262.982,58362,58362,0,0,74547,248,192,0,50
io8_l2p4n1_l5p4n1_l8p4n1,63.020,11499,11499,0,0,13234,6,50,0,8
io8_l2p4n1_l5p4n1_l8p4n1_d1d2,284.235,69408,69408,0,0,75298,280,160,0,50
io8_l2p4n1_l5p4n1_l8p8n1,131.531,31030,26286,0,4744,49846,20,36,0,80
io8_l2p4n1_l5p4n1_l8p8n1_d1d2,314.657,82472,77983,0,4489,105254,296,120,0,80
io8_l2p8n1_l5p8n1_l8n1n1,196.397,37581,28093,0,9488,62317,32,24,0,80
io8_l2p8n1_l5p8n1_l8n1n1_d1d2,359.725,63948,54970,0,8978,91479,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1n2,199.351,37783,28302,0,9481,62642,32,24,0,80
io8_l2p8n1_l5p8n1_l8n1n2_d1d2,344.682,63737,54759,0,8978,91573,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1n4,195.214,37985,28497,0,9488,62515,40,16,0,80
io8_l2p8n1_l5p8n1_l8n1n4_d1d2,350.253,64310,55332,0,8978,92200,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1n8,211.273,38086,28598,0,9488,62093,40,16,0,80
io8_l2p8n1_l5p8n1_l8n1n8_d1d2,342.256,63773,54795,0,8978,92411,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1p1,204.564,37782,28294,0,9488,62422,32,24,0,80
io8_l2p8n1_l5p8n1_l8n1p1_d1d2,396.528,63930,54952,0,8978,91667,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1p2,205.800,37822,28334,0,9488,62423,40,8,0,80
io8_l2p8n1_l5p8n1_l8n1p2_d1d2,368.028,64956,55978,0,8978,91915,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1p4,196.879,38525,29037,0,9488,62520,40,16,0,80
io8_l2p8n1_l5p8n1_l8n1p4_d1d2,355.565,65350,56372,0,8978,91766,256,192,0,80
io8_l2p8n1_l5p8n1_l8n1p8,206.809,38052,28564,0,9488,62229,40,16,0,80
io8_l2p8n1_l5p8n1_l8n1p8_d1d2,346.008,63877,54899,0,8978,92348,256,192,0,80
io8_l2p8n1_l5p8n1_l8p1n1,207.483,37938,28450,0,9488,62416,40,16,0,80
io8_l2p8n1_l5p8n1_l8p1n1_d1d2,339.012,64287,55309,0,8978,92580,256,184,0,80
io8_l2p8n1_l5p8n1_l8p2n1,209.017,41448,31960,0,9488,69110,40,16,0,80
io8_l2p8n1_l5p8n1_l8p2n1_d1d2,361.062,72329,63351,0,8978,114825,320,128,0,80
io8_l2p8n1_l5p8n1_l8p4n1,211.108,41234,31746,0,9488,65719,34,22,0,80
io8_l2p8n1_l5p8n1_l8p4n1_d1d2,383.557,83962,74984,0,8978,116307,344,80,0,80
io8_l2p8n1_l5p8n1_l8p8n1,649.030,52571,38338,0,14233,81488,48,8,0,80
io8_l2p8n1_l5p8n1_l8p8n1_d1d2,875.849,90538,77071,0,13467,125974,384,64,0,80
