prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2p2n1_l5p2n1_l8n1p1_d1d2,10.0,9.13,1.25,128,26,12369,18071,553,80,48,80,16x32,4x32
io4_l2p2n1_l5p2n1_l8n1p2,10.0,9.633,1.25,56,8,10585,12328,583,84,70,84,16x32,4x32
io4_l2p2n1_l5p2n1_l8n1p2_d1d2,10.0,9.524,1.25,128,26,12433,18242,555,83,48,83,16x32,4x32
io4_l2p2n1_l5p2n1_l8n1p4,10.0,9.655,1.25,56,8,10726,12418,589,83,72,83,16x32,4x32
io4_l2p2n1_l5p2n1_l8n1p4_d1d2,10.0,9.546,1.25,128,26,12553,18206,559,80,48,80,16x32,4x32
io4_l2p2n1_l5p2n1_l8p1n1,10.0,9.807,1.25,56,8,11090,15113,723,106,86,106,16x32,4x32
io4_l2p2n1_l5p2n1_l8p1n1_d1d2,10.0,9.61,1.25,160,26,13119,21754,682,106,51,106,16x32,4x32
io4_l2p2n1_l5p2n1_l8p2n1,10.0,9.46,1.25,56,8,14207,15586,851,109,86,109,16x32,4x32
io4_l2p2n1_l5p2n1_l8p2n1_d1d2,10.0,9.305,1.25,136,26,16371,22619,810,109,51,109,16x32,4x32
io4_l2p2n1_l5p2n1_l8p4n1,10.0,9.313,1.25,56,40,36120,26183,1107,106,99,106,16x32,4x32
io4_l2p2n1_l5p2n1_l8p4n1_d1d2,10.0,9.167,1.25,160,80,48778,37650,1066,106,74,106,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1n1,10.0,8.905,1.25,56,40,32417,22035,1090,71,80,71,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1n1_d1d2,10.0,8.984,1.25,176,80,50167,35782,1063,71,69,71,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1n2,10.0,8.945,1.25,56,40,32481,22148,1092,75,80,75,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1n2_d1d2,10.0,8.995,1.25,176,80,50228,33700,1065,74,69,74,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1n4,10.0,9.31,1.25,56,40,32480,22225,1097,74,81,74,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1n4_d1d2,10.0,9.018,1.25,176,80,50366,33700,1069,71,69,71,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1p1,10.0,8.905,1.25,56,40,32484,22237,1092,74,82,74,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1p1_d1d2,10.0,8.984,1.25,176,80,50236,33800,1065,74,71,74,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1p2,10.0,9.298,1.25,56,40,32548,22365,1095,78,83,78,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1p2_d1d2,10.0,9.229,1.25,176,80,50300,33971,1067,77,71,77,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1p4,10.0,9.321,1.25,56,40,32561,22487,1101,77,85,77,16x32,4x32
io4_l2p4n1_l5p4n1_l8n1p4_d1d2,10.0,9.251,1.25,176,80,50430,33975,1071,74,71,74,16x32,4x32
io4_l2p4n1_l5p4n1_l8p1n1,10.0,9.508,1.25,56,40,32925,26264,1235,100,99,100,16x32,4x32
io4_l2p4n1_l5p4n1_l8p1n1_d1d2,10.0,9.309,1.25,208,80,50976,38618,1194,100,74,100,16x32,4x32
io4_l2p4n1_l5p4n1_l8p2n1,10.0,9.166,1.25,56,40,36028,27707,1363,103,99,103,16x32,4x32
io4_l2p4n1_l5p4n1_l8p2n1_d1d2,10.0,9.303,1.25,184,80,54228,40561,1322,103,74,103,16x32,4x32
io4_l2p4n1_l5p4n1_l8p4n1,10.0,8.999,1.25,56,40,35957,27493,1619,100,99,100,16x32,4x32
io4_l2p4n1_l5p4n1_l8p4n1_d1d2,10.0,8.858,1.25,208,80,59688,41018,1578,100,74,100,16x32,4x32
io8_l2n1n1_l5n1n1_l8n1n1,10.0,8.419,1.25,56,5,1097,3091,32,13,28,13,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n1_d1d2,10.0,8.528,1.25,448,5,2035,16860,33,13,29,13,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n2,10.0,8.419,1.25,56,5,1349,3208,34,15,28,15,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n2_d1d2,10.0,8.528,1.25,448,5,2545,13175,35,14,29,14,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n4,10.0,8.847,1.25,64,8,1543,3700,39,23,30,23,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n4_d1d2,10.0,8.967,1.25,448,14,2752,13817,39,20,32,20,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n8,10.0,8.533,1.25,64,11,1853,3947,49,20,33,20,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3363,14145,47,13,34,13,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p1,10.0,8.419,1.25,56,5,1172,3313,34,16,30,16,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p1_d1d2,10.0,8.528,1.25,448,5,2105,17386,35,16,31,16,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p2,10.0,8.419,1.25,64,5,1335,3437,37,18,31,18,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p2_d1d2,10.0,8.528,1.25,448,5,2284,19735,37,17,31,17,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p4,10.0,8.858,1.25,64,5,1507,3865,43,26,33,26,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p4_d1d2,10.0,8.967,1.25,448,5,2446,20465,41,23,31,23,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p8,10.0,8.813,1.25,64,5,1804,4062,55,23,37,23,32x32,8x32
io8_l2n1n1_l5n1n1_l8n1p8_d1d2,10.0,8.922,1.25,448,5,2807,21500,49,16,31,16,32x32,8x32
io8_l2n1n1_l5n1n1_l8p1n1,10.0,9.018,1.25,64,11,2182,8052,177,26,49,26,32x32,8x32
io8_l2n1n1_l5n1n1_l8p1n1_d1d2,10.0,9.407,1.25,448,20,3668,27414,161,26,36,26,32x32,8x32
io8_l2n1n1_l5n1n1_l8p2n1,10.0,9.486,1.25,64,5,11242,12114,305,27,47,27,32x32,8x32
io8_l2n1n1_l5n1n1_l8p2n1_d1d2,10.0,9.595,1.25,512,5,27691,44874,289,27,31,27,32x32,8x32
io8_l2n1n1_l5n1n1_l8p4n1,10.0,9.707,1.25,58,8,8747,9661,561,33,48,33,32x32,8x32
io8_l2n1n1_l5n1n1_l8p4n1_d1d2,10.0,9.889,1.25,544,50,31511,69452,545,33,46,33,32x32,8x32
io8_l2n1n1_l5n1n1_l8p8n1,10.0,9.229,1.25,72,80,55042,30003,1073,26,77,26,32x32,8x32
io8_l2n1n1_l5n1n1_l8p8n1_d1d2,10.0,9.349,1.25,576,80,77708,87690,1057,26,61,26,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n1,10.0,8.847,1.25,56,5,1569,3319,36,17,28,17,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n1_d1d2,10.0,8.955,1.25,448,5,3007,21420,37,15,29,15,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n2,10.0,8.858,1.25,56,5,1789,3445,38,19,28,19,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n2_d1d2,10.0,8.967,1.25,448,5,3477,13871,39,16,29,16,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n4,10.0,8.881,1.25,64,8,1983,3934,43,27,30,27,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n4_d1d2,10.0,8.847,1.25,448,14,3692,14531,43,22,32,22,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n8,10.0,8.813,1.25,64,11,2293,4163,53,24,33,24,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1n8_d1d2,10.0,8.944,1.25,448,20,4303,14859,51,15,34,15,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p1,10.0,8.847,1.25,56,5,1644,3541,38,20,30,20,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p1_d1d2,10.0,8.955,1.25,448,5,3077,14026,39,18,31,18,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p2,10.0,8.858,1.25,64,5,1774,3654,41,22,31,22,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p2_d1d2,10.0,8.967,1.25,448,5,3207,14379,41,19,31,19,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p4,10.0,8.419,1.25,64,5,1947,4081,47,30,33,30,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p4_d1d2,10.0,8.528,1.25,448,5,3386,14703,45,25,31,25,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p8,10.0,8.835,1.25,64,5,2244,4294,59,27,37,27,32x32,8x32
io8_l2n1n2_l5n1n2_l8n1p8_d1d2,10.0,8.944,1.25,448,5,3747,14762,53,18,31,18,32x32,8x32
io8_l2n1n2_l5n1n2_l8p1n1,10.0,9.298,1.25,64,11,2622,8268,181,30,49,30,32x32,8x32
io8_l2n1n2_l5n1n2_l8p1n1_d1d2,10.0,9.43,1.25,448,20,4608,20676,165,28,36,28,32x32,8x32
io8_l2n1n2_l5n1n2_l8p2n1,10.0,9.508,1.25,64,5,11682,12260,309,31,47,31,32x32,8x32
io8_l2n1n2_l5n1n2_l8p2n1_d1d2,10.0,9.617,1.25,512,5,28631,26316,293,29,31,29,32x32,8x32
io8_l2n1n2_l5n1n2_l8p4n1,10.0,9.729,1.25,58,8,9187,9807,565,37,48,37,32x32,8x32
io8_l2n1n2_l5n1n2_l8p4n1_d1d2,10.0,9.911,1.25,544,50,32455,45134,549,35,46,35,32x32,8x32
io8_l2n1n2_l5n1n2_l8p8n1,10.0,9.251,1.25,72,80,55482,30237,1077,30,77,30,32x32,8x32
io8_l2n1n2_l5n1n2_l8p8n1_d1d2,10.0,9.371,1.25,576,80,78648,59356,1061,28,61,28,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n1,10.0,8.881,1.25,72,8,1733,4167,46,33,31,33,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n1_d1d2,10.0,8.528,1.25,448,14,2941,23306,45,27,32,27,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n2,10.0,8.533,1.25,72,8,1953,4291,48,35,31,35,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n2_d1d2,10.0,8.922,1.25,448,14,3411,14783,47,28,32,28,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n4,10.0,8.555,1.25,80,8,1923,4629,53,43,32,43,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n4_d1d2,10.0,8.944,1.25,448,14,3138,15013,51,34,32,34,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n8,10.0,8.835,1.25,80,11,2265,4864,63,40,35,40,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3757,15381,59,27,34,27,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p1,10.0,8.881,1.25,72,8,1808,4389,48,36,33,36,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p1_d1d2,10.0,8.528,1.25,448,14,3011,14936,47,30,34,30,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p2,10.0,8.533,1.25,80,8,1906,4484,51,38,34,38,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p2_d1d2,10.0,8.922,1.25,448,14,3141,15282,49,31,34,31,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p4,10.0,8.813,1.25,80,8,2046,4912,57,46,36,46,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p4_d1d2,10.0,8.944,1.25,448,14,3303,15544,53,37,34,37,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p8,10.0,8.858,1.25,80,8,2344,5110,69,43,40,43,32x32,8x32
io8_l2n1n4_l5n1n4_l8n1p8_d1d2,10.0,8.922,1.25,448,14,3681,15674,61,30,34,30,32x32,8x32
io8_l2n1n4_l5n1n4_l8p1n1,10.0,9.321,1.25,80,11,2585,8966,191,46,51,46,32x32,8x32
io8_l2n1n4_l5n1n4_l8p1n1_d1d2,10.0,9.037,1.25,448,20,4062,21148,173,40,36,40,32x32,8x32
io8_l2n1n4_l5n1n4_l8p2n1,10.0,9.531,1.25,80,8,11846,13080,319,47,50,47,32x32,8x32
io8_l2n1n4_l5n1n4_l8p2n1_d1d2,10.0,9.486,1.25,512,14,28565,27202,301,41,34,41,32x32,8x32
io8_l2n1n4_l5n1n4_l8p4n1,10.0,9.752,1.25,74,8,9123,10453,575,53,50,53,32x32,8x32
io8_l2n1n4_l5n1n4_l8p4n1_d1d2,10.0,9.514,1.25,544,50,31909,45534,557,47,46,47,32x32,8x32
io8_l2n1n4_l5n1n4_l8p8n1,10.0,9.274,1.25,88,80,55422,30912,1087,46,79,46,32x32,8x32
io8_l2n1n4_l5n1n4_l8p8n1_d1d2,10.0,9.229,1.25,576,80,78102,59816,1069,40,61,40,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n1,10.0,8.847,1.25,72,11,2225,4584,66,27,36,27,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n1_d1d2,10.0,8.922,1.25,448,20,3843,25661,61,13,34,13,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n2,10.0,8.926,1.25,72,11,2445,4700,68,29,36,29,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n2_d1d2,10.0,9.315,1.25,448,20,4313,15212,63,14,34,14,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n4,10.0,8.949,1.25,80,11,2447,5044,73,37,37,37,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n4_d1d2,10.0,9.338,1.25,448,20,4040,15454,67,20,34,20,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n8,10.0,9.206,1.25,80,11,2597,5161,83,34,39,34,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1n8_d1d2,10.0,8.933,1.25,448,20,4331,15531,75,13,34,13,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p1,10.0,8.847,1.25,72,11,2300,4806,68,30,38,30,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p1_d1d2,10.0,8.922,1.25,448,20,3913,15379,63,16,36,16,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p2,10.0,8.926,1.25,80,11,2398,4901,71,32,39,32,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p2_d1d2,10.0,9.315,1.25,448,20,4043,15716,65,17,36,17,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p4,10.0,8.949,1.25,80,11,2570,5343,77,40,41,40,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p4_d1d2,10.0,9.338,1.25,448,20,4205,15958,69,23,36,23,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p8,10.0,9.229,1.25,80,11,2867,5542,89,37,45,37,32x32,8x32
io8_l2n1n8_l5n1n8_l8n1p8_d1d2,10.0,8.933,1.25,448,20,4566,16015,77,16,36,16,32x32,8x32
io8_l2n1n8_l5n1n8_l8p1n1,10.0,9.322,1.25,80,11,2917,9259,211,40,55,40,32x32,8x32
io8_l2n1n8_l5n1n8_l8p1n1_d1d2,10.0,9.263,1.25,448,20,4644,21302,189,26,36,26,32x32,8x32
io8_l2n1n8_l5n1n8_l8p2n1,10.0,9.527,1.25,80,11,12338,13359,339,41,55,41,32x32,8x32
io8_l2n1n8_l5n1n8_l8p2n1_d1d2,10.0,9.531,1.25,512,20,29467,27493,317,27,36,27,32x32,8x32
io8_l2n1n8_l5n1n8_l8p4n1,10.0,9.747,1.25,74,11,9647,10736,595,47,55,47,32x32,8x32
io8_l2n1n8_l5n1n8_l8p4n1_d1d2,10.0,9.549,1.25,544,50,32491,45508,573,33,46,33,32x32,8x32
io8_l2n1n8_l5n1n8_l8p8n1,10.0,9.263,1.25,88,80,55786,31189,1107,40,83,40,32x32,8x32
io8_l2n1n8_l5n1n8_l8p8n1_d1d2,10.0,9.274,1.25,576,80,78684,59958,1085,26,61,26,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n1,10.0,8.419,1.25,56,5,1247,3535,36,19,32,19,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n1_d1d2,10.0,8.528,1.25,448,5,2183,17944,37,19,33,19,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n2,10.0,8.419,1.25,56,5,1499,3652,38,21,32,21,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n2_d1d2,10.0,8.528,1.25,448,5,2685,14227,39,20,33,20,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n4,10.0,8.847,1.25,64,8,1693,4144,43,29,34,29,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n4_d1d2,10.0,8.967,1.25,448,14,2892,14853,43,26,36,26,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n8,10.0,8.533,1.25,64,11,2003,4351,53,26,37,26,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3503,15181,51,19,38,19,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p1,10.0,8.419,1.25,56,5,1323,3761,38,22,34,22,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p1_d1d2,10.0,8.528,1.25,448,5,2262,14426,39,22,35,22,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p2,10.0,8.419,1.25,64,5,1485,3881,41,24,35,24,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p2_d1d2,10.0,8.528,1.25,448,5,2424,14787,41,23,35,23,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p4,10.0,8.858,1.25,64,5,1657,4309,47,32,37,32,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p4_d1d2,10.0,8.967,1.25,448,5,2586,15037,45,29,35,29,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p8,10.0,8.813,1.25,64,5,1954,4482,59,29,41,29,32x32,8x32
io8_l2n1p1_l5n1p1_l8n1p8_d1d2,10.0,8.922,1.25,448,5,2947,15096,53,22,35,22,32x32,8x32
io8_l2n1p1_l5n1p1_l8p1n1,10.0,9.018,1.25,64,11,2332,8456,181,32,53,32,32x32,8x32
io8_l2n1p1_l5n1p1_l8p1n1_d1d2,10.0,9.407,1.25,448,20,3808,20642,165,32,40,32,32x32,8x32
io8_l2n1p1_l5n1p1_l8p2n1,10.0,9.486,1.25,64,5,11392,12558,309,33,51,33,32x32,8x32
io8_l2n1p1_l5n1p1_l8p2n1_d1d2,10.0,9.595,1.25,512,5,27831,26446,293,33,35,33,32x32,8x32
io8_l2n1p1_l5n1p1_l8p4n1,10.0,9.707,1.25,58,8,8897,10105,565,39,52,39,32x32,8x32
io8_l2n1p1_l5n1p1_l8p4n1_d1d2,10.0,9.889,1.25,544,50,31659,45264,549,39,50,39,32x32,8x32
io8_l2n1p1_l5n1p1_l8p8n1,10.0,9.229,1.25,72,80,55192,30407,1077,32,81,32,32x32,8x32
io8_l2n1p1_l5n1p1_l8p8n1_d1d2,10.0,9.349,1.25,576,80,77848,59302,1061,32,65,32,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n1,10.0,8.847,1.25,72,5,1507,3754,42,23,34,23,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n1_d1d2,10.0,8.955,1.25,448,5,2443,22485,41,21,33,21,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n2,10.0,8.858,1.25,72,5,1727,3864,44,25,34,25,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n2_d1d2,10.0,8.967,1.25,448,5,2913,14920,43,22,33,22,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n4,10.0,8.881,1.25,80,8,1889,4337,49,33,36,33,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n4_d1d2,10.0,8.847,1.25,448,14,3120,15539,47,28,36,28,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n8,10.0,8.813,1.25,80,11,2199,4542,59,30,39,30,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1n8_d1d2,10.0,8.944,1.25,448,20,3731,15856,55,21,38,21,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p1,10.0,8.847,1.25,72,5,1583,3980,44,26,36,26,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p1_d1d2,10.0,8.955,1.25,448,5,2522,15127,43,24,35,24,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p2,10.0,8.858,1.25,80,5,1681,4077,47,28,37,28,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p2_d1d2,10.0,8.967,1.25,448,5,2620,15465,45,25,35,25,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p4,10.0,8.419,1.25,80,5,1853,4495,53,36,39,36,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p4_d1d2,10.0,8.528,1.25,448,5,2782,15705,49,31,35,31,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p8,10.0,8.835,1.25,80,5,2150,4668,65,33,43,33,32x32,8x32
io8_l2n1p2_l5n1p2_l8n1p8_d1d2,10.0,8.944,1.25,448,5,3143,15764,57,24,35,24,32x32,8x32
io8_l2n1p2_l5n1p2_l8p1n1,10.0,9.298,1.25,80,11,2528,8644,187,36,55,36,32x32,8x32
io8_l2n1p2_l5n1p2_l8p1n1_d1d2,10.0,9.43,1.25,448,20,4036,21313,169,34,40,34,32x32,8x32
io8_l2n1p2_l5n1p2_l8p2n1,10.0,9.508,1.25,80,5,11620,12731,315,37,53,37,32x32,8x32
io8_l2n1p2_l5n1p2_l8p2n1_d1d2,10.0,9.617,1.25,512,5,28059,27101,297,35,35,35,32x32,8x32
io8_l2n1p2_l5n1p2_l8p4n1,10.0,9.729,1.25,74,8,9089,10261,571,43,54,43,32x32,8x32
io8_l2n1p2_l5n1p2_l8p4n1_d1d2,10.0,9.911,1.25,544,50,31851,45904,553,41,50,41,32x32,8x32
io8_l2n1p2_l5n1p2_l8p8n1,10.0,9.251,1.25,88,80,55388,30600,1083,36,83,36,32x32,8x32
io8_l2n1p2_l5n1p2_l8p8n1_d1d2,10.0,9.371,1.25,576,80,78044,59974,1065,34,65,34,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n1,10.0,8.419,1.25,72,5,1788,4586,54,39,38,39,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n1_d1d2,10.0,8.528,1.25,448,5,2712,23953,49,33,33,33,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n2,10.0,8.813,1.25,72,5,2007,4690,56,41,38,41,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n2_d1d2,10.0,8.922,1.25,448,5,3173,15388,51,34,33,34,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n4,10.0,8.824,1.25,80,8,2137,5155,61,49,40,49,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n4_d1d2,10.0,8.944,1.25,448,14,3380,16007,55,40,36,40,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n8,10.0,8.858,1.25,80,11,2479,5381,71,46,43,46,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1n8_d1d2,10.0,8.922,1.25,448,20,3991,16334,63,33,38,33,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p1,10.0,8.419,1.25,72,5,1863,4808,56,42,40,42,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p1_d1d2,10.0,8.528,1.25,448,5,2782,15599,51,36,35,36,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p2,10.0,8.813,1.25,80,5,1961,4901,59,44,41,44,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p2_d1d2,10.0,8.922,1.25,448,5,2880,15933,53,37,35,37,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p4,10.0,8.835,1.25,80,5,2069,5307,65,52,43,52,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p4_d1d2,10.0,8.944,1.25,448,5,2978,16161,57,43,35,43,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p8,10.0,8.813,1.25,80,5,2366,5513,77,49,47,49,32x32,8x32
io8_l2n1p4_l5n1p4_l8n1p8_d1d2,10.0,8.922,1.25,448,5,3339,16270,65,36,35,36,32x32,8x32
io8_l2n1p4_l5n1p4_l8p1n1,10.0,9.343,1.25,80,11,2799,9484,199,52,59,52,32x32,8x32
io8_l2n1p4_l5n1p4_l8p1n1_d1d2,10.0,9.285,1.25,448,20,4296,21775,177,46,40,46,32x32,8x32
io8_l2n1p4_l5n1p4_l8p2n1,10.0,9.111,1.25,80,5,11900,13499,327,53,57,53,32x32,8x32
io8_l2n1p4_l5n1p4_l8p2n1_d1d2,10.0,9.22,1.25,512,5,28319,27513,305,47,35,47,32x32,8x32
io8_l2n1p4_l5n1p4_l8p4n1,10.0,9.331,1.25,74,8,9305,11013,583,59,58,59,32x32,8x32
io8_l2n1p4_l5n1p4_l8p4n1_d1d2,10.0,9.514,1.25,544,50,32047,46304,561,53,50,53,32x32,8x32
io8_l2n1p4_l5n1p4_l8p8n1,10.0,8.847,1.25,88,80,55604,31432,1095,52,87,52,32x32,8x32
io8_l2n1p4_l5n1p4_l8p8n1_d1d2,10.0,8.955,1.25,576,80,78240,60454,1073,46,65,46,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n1,10.0,8.813,1.25,72,5,2286,5016,78,33,46,33,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n1_d1d2,10.0,8.922,1.25,448,5,3338,26029,65,19,33,19,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n2,10.0,9.206,1.25,72,5,2506,5125,80,35,46,35,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n2_d1d2,10.0,9.315,1.25,448,5,3808,15590,67,20,33,20,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n4,10.0,9.218,1.25,80,8,2636,5596,85,43,48,43,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n4_d1d2,10.0,9.338,1.25,448,14,4015,16202,71,26,36,26,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n8,10.0,9.251,1.25,80,11,2977,5811,95,40,51,40,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1n8_d1d2,10.0,9.218,1.25,448,20,4617,16489,79,19,38,19,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p1,10.0,8.813,1.25,72,5,2361,5238,80,36,48,36,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p1_d1d2,10.0,8.922,1.25,448,5,3408,15755,67,22,35,22,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p2,10.0,9.206,1.25,80,5,2459,5332,83,38,49,38,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p2_d1d2,10.0,9.315,1.25,448,5,3506,16091,69,23,35,23,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p4,10.0,9.229,1.25,80,5,2567,5757,89,46,51,46,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p4_d1d2,10.0,9.338,1.25,448,5,3604,16323,73,29,35,29,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p8,10.0,8.824,1.25,80,5,2768,5930,101,43,55,43,32x32,8x32
io8_l2n1p8_l5n1p8_l8n1p8_d1d2,10.0,8.933,1.25,448,5,3869,16384,81,22,35,22,32x32,8x32
io8_l2n1p8_l5n1p8_l8p1n1,10.0,9.367,1.25,80,11,3297,9883,223,46,67,46,32x32,8x32
