design_id,dataset_name,latency_average_cycles,resources_lut_used,resources_ff_used,resources_bram_used,resources_dsp_used,PC_0,PC_1
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,2007551.0,18384.0,4156.0,1.0,13.0,8.9934435,-4.8486447
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,2412367.0,9601.0,1024.0,1.0,0.0,9.521616,-4.4046035
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,2400871.0,2131.0,257.0,2.0,0.0,10.041592,-5.317877
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,2406619.0,8381.0,986.0,2.0,0.0,9.497991,-4.3630986
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,2403745.0,8384.0,986.0,2.0,0.0,9.42977,-4.6558056
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.848402,-3.8172677
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8886426.0,0.0,0.0,0.0,0.0,11.297237,2.2504003
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.840735,-3.923395
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,5000501.0,155.0,0.0,0.0,0.0,11.825353,-0.029108118
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-8,hlsyn,4622501.0,148.0,0.0,0.0,0.0,11.874508,-0.11906919
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,2358752.0,0.0,0.0,0.0,0.0,9.553196,-4.70638
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-20.__TILE__L2-1,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.791679,-3.938686
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,2274877.0,0.0,0.0,0.0,0.0,9.312236,-4.6205864
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,2241276.0,158.0,0.0,1.0,0.0,9.292497,-4.7255464
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,2203162.0,162.0,0.0,1.0,0.0,9.242609,-4.694922
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.820914,-3.9395547
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,2197936.0,163.0,0.0,1.0,0.0,9.322364,-4.657208
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,2195323.0,163.0,0.0,1.0,0.0,9.331334,-4.703673
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,2209371.0,0.0,0.0,2.0,0.0,9.278711,-4.6791296
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8180001.0,0.0,0.0,0.0,0.0,11.516662,2.219215
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,2209371.0,0.0,0.0,2.0,0.0,9.261052,-4.6587195
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,5000501.0,155.0,0.0,0.0,0.0,11.826605,0.023913683
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-8,hlsyn,4622501.0,148.0,0.0,0.0,0.0,11.880794,-0.11743488
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,2358752.0,0.0,0.0,0.0,0.0,9.532602,-4.695065
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-20.__TILE__L2-1,hlsyn,2209371.0,0.0,0.0,2.0,0.0,9.310512,-4.685101
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,2274877.0,0.0,0.0,0.0,0.0,9.332339,-4.642919
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,2241276.0,158.0,0.0,1.0,0.0,9.268128,-4.659076
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,2203162.0,162.0,0.0,1.0,0.0,9.303204,-4.707053
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,2209371.0,0.0,0.0,2.0,0.0,9.247661,-4.681694
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,2197936.0,163.0,0.0,1.0,0.0,9.310172,-4.6296725
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,2195323.0,163.0,0.0,1.0,0.0,9.317666,-4.6505656
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,2400871.0,2131.0,257.0,2.0,0.0,10.033085,-5.3191447
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8164051.0,9686.0,2591.0,0.0,13.0,11.502434,2.1970148
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,2400871.0,2131.0,257.0,2.0,0.0,10.026804,-5.308608
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4794501.0,15413.0,6385.0,0.0,60.0,11.797876,0.053955965
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1.__TILE__L2-8,hlsyn,2903501.0,10147.0,6038.0,0.0,60.0,10.000986,-3.4747572
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,293002.0,6597.0,2184.0,0.0,13.0,-3.0736668,-8.362683
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-20.__TILE__L2-1,hlsyn,2400871.0,2131.0,257.0,2.0,0.0,10.058872,-5.353687
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,209127.0,6147.0,2761.0,0.0,13.0,-5.140051,-6.9404488
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,2007551.0,18384.0,4156.0,1.0,13.0,9.001686,-4.961892
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,2412367.0,9601.0,1024.0,1.0,0.0,9.559923,-4.3431573
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,2400871.0,2131.0,257.0,2.0,0.0,10.055089,-5.322945
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,2406619.0,8381.0,986.0,2.0,0.0,9.5287075,-4.3869863
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,2403745.0,8384.0,986.0,2.0,0.0,9.464801,-4.434903
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.774456,-3.9176204
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8180001.0,0.0,0.0,0.0,0.0,11.466128,2.2130134
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.794599,-3.9106479
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,5000501.0,155.0,0.0,0.0,0.0,11.818548,-0.00902192
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-8,hlsyn,4622501.0,148.0,0.0,0.0,0.0,11.883807,-0.17116587
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,2358752.0,0.0,0.0,0.0,0.0,9.533287,-4.7363796
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-20.__TILE__L2-1,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.848679,-3.8367038
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,2274877.0,0.0,0.0,0.0,0.0,9.314261,-4.6515326
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,2241276.0,158.0,0.0,1.0,0.0,9.273082,-4.718979
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,2203162.0,162.0,0.0,1.0,0.0,9.287625,-4.611044
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,2737371.0,0.0,0.0,2.0,0.0,9.825381,-3.9295347
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,2197936.0,163.0,0.0,1.0,0.0,9.316871,-4.688267
doitgen-red.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,2195323.0,163.0,0.0,1.0,0.0,9.306095,-4.675762
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8886426.0,126.0,0.0,0.0,0.0,11.325398,2.254336
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4825001.0,232.0,0.0,1.0,0.0,11.846481,-0.026674505
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,660371.0,149.0,0.0,3.0,0.0,2.1600306,-8.856036
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8180001.0,119.0,0.0,0.0,0.0,11.519339,2.1853273
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,660371.0,149.0,0.0,3.0,0.0,2.1623523,-8.855561
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4825001.0,232.0,0.0,1.0,0.0,11.856067,-0.09596223
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,825252.0,126.0,0.0,0.0,0.0,4.5238743,-8.005619
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-20.__TILE__L2-1,hlsyn,660371.0,149.0,0.0,3.0,0.0,2.1294544,-8.839387
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,741377.0,125.0,0.0,0.0,0.0,2.3877666,-8.74772
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,708276.0,504.0,0.0,1.0,0.0,2.4082599,-8.766551
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,654322.0,512.0,0.0,1.0,0.0,1.8258898,-8.824069
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,660371.0,149.0,0.0,3.0,0.0,2.0986412,-8.835949
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,649096.0,513.0,0.0,1.0,0.0,1.8079606,-8.837275
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,646483.0,514.0,0.0,1.0,0.0,1.7909307,-8.832888
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8180001.0,119.0,0.0,0.0,0.0,11.566473,2.1757627
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4825001.0,232.0,0.0,1.0,0.0,11.836235,-0.07024188
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,825252.0,126.0,0.0,0.0,0.0,4.6389112,-7.964524
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,741377.0,125.0,0.0,0.0,0.0,2.4344528,-8.733561
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,708276.0,504.0,0.0,1.0,0.0,2.3239872,-8.782788
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,654322.0,512.0,0.0,1.0,0.0,1.8457141,-8.814349
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,649096.0,513.0,0.0,1.0,0.0,1.8005333,-8.846303
doitgen-red.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,646483.0,514.0,0.0,1.0,0.0,1.8381824,-8.839431
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.2901483,-5.3461466
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,230502.0,6548.0,2165.0,0.0,13.0,-4.4206676,-7.560424
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.1342087,-5.3782206
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,230502.0,6548.0,2165.0,0.0,13.0,-4.400186,-7.569429
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.06774,-5.5853257
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,230502.0,6548.0,2165.0,0.0,13.0,-4.4665604,-7.4424915
doitgen-red.__PARA__L3-30.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.094451,-5.407025
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.179141,-5.6197886
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.131093,-5.4804907
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,525870.0,3252.0,428.0,2.0,8.0,-0.089897744,-8.724855
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8164051.0,9623.0,2571.0,0.0,13.0,11.587004,2.1993582
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,525870.0,3252.0,428.0,2.0,8.0,-0.016150722,-8.724018
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4732001.0,15260.0,6321.0,0.0,59.0,11.804219,-0.077124126
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-8,hlsyn,2841001.0,10022.0,5974.0,0.0,59.0,9.83491,-3.7819588
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,230502.0,6548.0,2165.0,0.0,13.0,-4.4695787,-7.5217886
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-20.__TILE__L2-1,hlsyn,525870.0,3252.0,428.0,2.0,8.0,0.000105405015,-8.727609
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.36482,-5.404393
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,495026.0,18282.0,4378.0,1.0,13.0,-0.065960534,-7.638232
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,536322.0,11957.0,1362.0,1.0,8.0,0.14726464,-8.147354
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-25.__TILE__L1-1.__TILE__L2-1,hlsyn,525870.0,3252.0,428.0,2.0,8.0,-0.039873093,-8.732513
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,531096.0,10589.0,1324.0,2.0,8.0,0.11254148,-8.278301
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,528483.0,10593.0,1324.0,2.0,8.0,0.12085391,-8.161304
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8164051.0,9623.0,2571.0,0.0,13.0,11.557293,2.226223
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4732001.0,15260.0,6321.0,0.0,59.0,11.832374,-0.06751715
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1.__TILE__L2-8,hlsyn,2841001.0,10022.0,5974.0,0.0,59.0,9.813919,-3.7885156
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2.__TILE__L2-1,hlsyn,230502.0,6548.0,2165.0,0.0,13.0,-4.4642115,-7.5904713
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-4.__TILE__L2-1,hlsyn,146627.0,6098.0,2741.0,0.0,13.0,-6.3196926,-5.447158
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-8.__TILE__L2-1,hlsyn,495026.0,18282.0,4378.0,1.0,13.0,-0.07342157,-7.682184
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-2.__TILE__L1-1.__TILE__L2-1,hlsyn,536322.0,11957.0,1362.0,1.0,8.0,0.06976319,-8.138536
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-4.__TILE__L1-1.__TILE__L2-1,hlsyn,531096.0,10589.0,1324.0,2.0,8.0,0.13385688,-8.242771
doitgen-red.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1.__TILE__L2-1,hlsyn,528483.0,10593.0,1324.0,2.0,8.0,0.077496015,-8.2205105
doitgen-red.__PARA__L3-4.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-1,hlsyn,542849.0,221.0,0.0,55.0,1.0,-1.3104633,-4.613524
doitgen-red.__PARA__L3-4.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-2,hlsyn,8164051.0,3334.0,295.0,2.0,0.0,11.496649,2.224028
doitgen-red.__PARA__L3-4.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-30,hlsyn,542849.0,221.0,0.0,55.0,1.0,-1.3309921,-4.6058974
doitgen-red.__PARA__L3-4.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1.__TILE__L2-4,hlsyn,4547551.0,4791.0,444.0,5.0,1.0,11.91984,-0.23800425
