name_unique,dataset_name,name,part,target_clock_period,version_vitis_hls,version_vivado,clock_period,latency_best_cycles,latency_best_seconds,latency_average_cycles,latency_average_seconds,latency_worst_cycles,latency_worst_seconds,resources_lut_used,resources_ff_used,resources_dsp_used,resources_bram_used,resources_uram_used
gesummv_opt_064926337dbc796c0b6f2cc4d8589f27,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,36943.0,0.000259192088,36943.0,0.000259192088,36943.0,0.000259192088,2097,1694,5,26,0
gesummv_opt_0f82fc51275e9992dcb61a85d28b0255,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,19504.0,0.000136840064,19504.0,0.000136840064,19504.0,0.000136840064,61823,93851,616,260,0
gesummv_opt_183602602d5d3239e0eee67d4cbf11a2,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,31950.0,0.0002272923,31950.0,0.0002272923,31950.0,0.0002272923,2922,2165,5,16,0
gesummv_opt_2557497feaa1844a4bcf7bcec2064377,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,20136.0,0.00014127417600000002,20136.0,0.00014127417600000002,20136.0,0.00014127417600000002,27755,43233,256,138,0
gesummv_opt_2d169d9f156a7079abd45e20fd79b780,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,22088.0,0.000157134032,22088.0,0.000157134032,22088.0,0.000157134032,137386,169362,2048,12,0
gesummv_opt_4df33cddf7e6e33b2fc598ef64043b0e,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,35918.0,0.000261195696,35918.0,0.000261195696,35918.0,0.000261195696,3405,3354,5,16,0
gesummv_opt_4fec73cd1b65e1d72b7a2ecde731ea85,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,22064.0,0.000160449408,22064.0,0.000160449408,22064.0,0.000160449408,137858,170088,2048,10,0
gesummv_opt_526515fffb892c79dd0143b3183ccc75,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,35534.0,0.000258403248,35534.0,0.000258403248,35534.0,0.000258403248,4609,3653,5,16,0
gesummv_opt_5843594a29d55efb3cd549d6da0922ca,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,27982.0,0.000199063948,27982.0,0.000199063948,27982.0,0.000199063948,2923,2108,5,16,0
gesummv_opt_75f0683004c7ed2043a6873d8e28afd8,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,20123.0,0.00014633445600000002,20123.0,0.00014633445600000002,20123.0,0.00014633445600000002,27996,43561,256,198,0
gesummv_opt_75f5cbce1ba5fc882105c3e2ad9bf995,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,35918.0,0.000255520652,35918.0,0.000255520652,35918.0,0.000255520652,2921,2222,5,16,0
gesummv_opt_779340b31087b7d01e6d6921a89230a6,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,14635.0,0.00010411339,14635.0,0.00010411339,14635.0,0.00010411339,139324,178728,2048,488,0
gesummv_opt_7fd4cd252b04f35f2107bdfc76870069,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,18361.0,0.00012882077600000002,18361.0,0.00012882077600000002,18361.0,0.00012882077600000002,15063,22978,128,133,0
gesummv_opt_8180eef8c5691ca5df151dbf014ce76b,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,18619.0,0.000132455566,18619.0,0.000132455566,18619.0,0.000132455566,72123,92612,1024,248,0
gesummv_opt_833972467702263da32443872feee72b,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,1322.0,9.404708e-06,1322.0,9.404708e-06,1322.0,9.404708e-06,273970,352449,4096,960,0
gesummv_opt_91094b7dee88f6b056f994a3fd8ab373,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,32736.0,0.00022967577600000003,32736.0,0.00022967577600000003,32736.0,0.00022967577600000003,10964,11847,104,146,0
gesummv_opt_96406d834abc46cbd4fb96bc1fef7a4d,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,18538.0,0.000131879332,18538.0,0.000131879332,18538.0,0.000131879332,139357,178783,2048,488,0
gesummv_opt_9e47a71ad5293c826b2bb218795e4461,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,4984.0,3.5456176e-05,4984.0,3.5456176e-05,4984.0,3.5456176e-05,320660,407649,4608,69,0
gesummv_opt_a04c012f9ebef589dbd9c78fc16cdddb,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,35918.0,0.000255520652,35918.0,0.000255520652,35918.0,0.000255520652,2952,2388,5,16,0
gesummv_opt_b14889fa848eeb6e7a3bc146bd61531c,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,38991.0,0.000273560856,38991.0,0.000273560856,38991.0,0.000273560856,1817,1530,5,23,0
gesummv_opt_ba34f703b4be8fbe21e7b985dc5c7f38,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,20122.0,0.00014632718400000002,20122.0,0.00014632718400000002,20122.0,0.00014632718400000002,27996,43560,256,198,0
gesummv_opt_bd854cfb06ec43421785d66f5ebe08b4,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,22044.0,0.00016030396800000002,22044.0,0.00016030396800000002,22044.0,0.00016030396800000002,35257,43358,512,108,0
gesummv_opt_c18828972f8a7cfbd84dff454c20c49f,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,31566.0,0.00022954795200000002,31566.0,0.00022954795200000002,31566.0,0.00022954795200000002,4564,3596,5,16,0
gesummv_opt_e833a9064693e7ffa1b178b3761cb654,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,35534.0,0.000252788876,35534.0,0.000252788876,35534.0,0.000252788876,4555,3152,5,16,0
gesummv_opt_ec887411691f5b0564f2ec0c4fdcbcbf,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,31566.0,0.000224560524,31566.0,0.000224560524,31566.0,0.000224560524,4715,3261,5,16,0
gesummv_opt_ee9316ba3a7ae028606b25cfaa406c3c,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,20136.0,0.00014127417600000002,20136.0,0.00014127417600000002,20136.0,0.00014127417600000002,27601,43065,256,138,0
gesummv_opt_ef2b96ca155ff5b21533356b7a1006b1,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,35023.0,0.000245721368,35023.0,0.000245721368,35023.0,0.000245721368,1756,1446,5,21,0
gesummv_opt_fab17af249be4d69e06a12d98afed4b8,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,38927.0,0.00028307714400000003,38927.0,0.00028307714400000003,38927.0,0.00028307714400000003,2016,1819,5,21,0
gesummv_opt_feec9e2ec675c4af00a7392a13fec23c,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,18360.0,0.00012881376,18360.0,0.00012881376,18360.0,0.00012881376,15056,22977,128,133,0
gesummv_opt_ff632d426a296b99ad60429950e9da66,polybench_xilinx_post_frontend,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,22071.0,0.000157013094,22071.0,0.000157013094,22071.0,0.000157013094,137518,169503,2048,14,0
k2mm_opt_04a4b54823cea6038f229a2de1a7f222,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2177559.0,0.016906568076,2177559.0,0.016906568076,2177559.0,0.016906568076,10138,6076,40,88,0
k2mm_opt_0b39e22e0a051f2bedf5a9ea51d76aa7,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2166809.0,0.016885942537,2166809.0,0.016885942537,2166809.0,0.016885942537,8093,2532,8,56,0
k2mm_opt_17b5dd70d0b34ae099a743aa7de3a718,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,1075617.0,0.008255360475000001,1075617.0,0.008255360475000001,1075617.0,0.008255360475000001,166143,198040,1472,256,0
k2mm_opt_197d8284187ce0a97e7981115aa605fe,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,1128731.0,0.007919176696,1128731.0,0.007919176696,1128731.0,0.007919176696,15514,20334,80,280,0
k2mm_opt_1e4d3024979f6688e034bfe07c5bc4ff,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,878875.0,0.006166187000000001,878875.0,0.006166187000000001,878875.0,0.006166187000000001,14994,19426,80,280,0
k2mm_opt_1e93ad1815b8943647905cb2caf95ba7,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,1083681.0,0.008445126033000001,1083681.0,0.008445126033000001,1083681.0,0.008445126033000001,46386,53435,416,288,0
k2mm_opt_26c507bafef1683016b090c2e1370146,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2180630.0,0.01673633525,2180630.0,0.01673633525,2180630.0,0.01673633525,12102,5585,40,88,0
k2mm_opt_2b6bdb9eecdd8177769c0054d85d6617,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,880923.0,0.006180555768,880923.0,0.006180555768,880923.0,0.006180555768,14843,19224,80,280,0
k2mm_opt_4fce37b0a8e5f8d78704fbc835966996,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2179094.0,0.016918485816,2179094.0,0.016918485816,2179094.0,0.016918485816,7521,3310,13,64,0
k2mm_opt_6671b1a3f4e2e07f887b040bdc1a7d6e,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2184214.0,0.016763842450000004,2184214.0,0.016763842450000004,2184214.0,0.016763842450000004,10588,2705,11,104,0
k2mm_opt_6a9a508991be4c97cf5567d1f8ac4861,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,45606.0,0.00031997169600000004,45606.0,0.00031997169600000004,45606.0,0.00031997169600000004,25439,35497,128,504,0
k2mm_opt_6afe86fa4d26c27894b4e7332c4c20f1,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2179094.0,0.016918485816,2179094.0,0.016918485816,2179094.0,0.016918485816,7338,3138,13,64,0
k2mm_opt_6bc312b5b681437f5924b11af2d32055,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,1927190.0,0.014962703160000002,1927190.0,0.014962703160000002,1927190.0,0.014962703160000002,6989,2662,11,64,0
k2mm_opt_6ffd2a81742853b3c35735af5025f5c4,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,2179109.0,0.016232182941,2179109.0,0.016232182941,2179109.0,0.016232182941,158315,158700,1280,32,0
k2mm_opt_7515757042acc07d48afc4f41211a7d4,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,2179109.0,0.016232182941,2179109.0,0.016232182941,2179109.0,0.016232182941,158794,159223,1280,32,0
k2mm_opt_7d215b8c1e1543f974fbf24b8ff940d4,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,1925142.0,0.014946802488000002,1925142.0,0.014946802488000002,1925142.0,0.014946802488000002,7285,3081,13,64,0
k2mm_opt_811468c90e949730e765645688591f63,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,2184215.0,0.016270217535,2184215.0,0.016270217535,2184215.0,0.016270217535,6716,3514,20,56,0
k2mm_opt_86f1f01a41e6dcc0b4218e28c4480719,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,1083939.0,0.008415702396,1083939.0,0.008415702396,1083939.0,0.008415702396,77489,96882,736,416,0
k2mm_opt_95b4c1b90534111916b2cf49fd2a990f,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,43558.0,0.000305602928,43558.0,0.000305602928,43558.0,0.000305602928,27329,36594,128,448,0
k2mm_opt_9a1d038e04ffd79fdbd365ae06181094,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2180374.0,0.01673437045,2180374.0,0.01673437045,2180374.0,0.01673437045,19911,16890,80,128,0
k2mm_opt_9dba5a4512f14ecca4ab1731e86d120e,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,1926294.0,0.014784306450000001,1926294.0,0.014784306450000001,1926294.0,0.014784306450000001,30717,31585,160,152,0
k2mm_opt_b02c63a987f6235d328d00432a046e8f,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,1082659.0,0.008437161587000001,1082659.0,0.008437161587000001,1082659.0,0.008437161587000001,47207,54746,416,288,0
k2mm_opt_b42c8ca6e6a7446e34b8cd5a622ac91d,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2181142.0,0.016997639606000002,2181142.0,0.016997639606000002,2181142.0,0.016997639606000002,5735,2489,10,56,0
k2mm_opt_bc09f0f272a89c88614fa882f4941c00,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,1077537.0,0.008270096475,1077537.0,0.008270096475,1077537.0,0.008270096475,153457,179804,1472,184,0
k2mm_opt_bf3f3c110858ea2c70d67aa637395870,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,1083681.0,0.008445126033000001,1083681.0,0.008445126033000001,1083681.0,0.008445126033000001,46103,53111,416,288,0
k2mm_opt_d6705e0cd66c65dac941ffe534bffb06,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,1086754.0,0.008437558056000001,1086754.0,0.008437558056000001,1086754.0,0.008437558056000001,58497,80419,368,176,0
k2mm_opt_d8ada3e9a38dbf0bed43849ea7942576,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2180118.0,0.016989659574,2180118.0,0.016989659574,2180118.0,0.016989659574,9945,6270,20,64,0
k2mm_opt_d96de13db6ffeecb905c8dc7baa4e00d,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2184214.0,0.016763842450000004,2184214.0,0.016763842450000004,2184214.0,0.016763842450000004,10564,3037,11,88,0
k2mm_opt_dd0825bbbe0efd2ae1e4479c455dca07,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2182166.0,0.01674812405,2182166.0,0.01674812405,2182166.0,0.01674812405,10285,2884,13,88,0
k2mm_opt_f6d534b4afdb7a6b4a7da4163b7fd2d3,polybench_xilinx_post_frontend,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,2184215.0,0.016270217535,2184215.0,0.016270217535,2184215.0,0.016270217535,6542,3333,20,56,0
k3mm_opt_01105847379419478df0104542d6ad31,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.705e-09,40964.0,0.00031562762,40964.0,0.00031562762,40964.0,0.00031562762,52533,86188,160,576,0
k3mm_opt_1c2c448ff78bc2f0712175ccb08079ef,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2168082.0,0.016640029350000002,2168082.0,0.016640029350000002,2168082.0,0.016640029350000002,83672,56011,320,208,0
k3mm_opt_2d692c4bb687771a274932f647c04c19,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,1078546.0,0.008034089154,1078546.0,0.008034089154,1078546.0,0.008034089154,156373,184172,1280,264,0
k3mm_opt_322bdb236740b700baaa0495434b9d9a,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,1081618.0,0.008429049074000002,1081618.0,0.008429049074000002,1081618.0,0.008429049074000002,69855,70741,328,520,0
k3mm_opt_375ea2f5afd65a44c4c4053e6eac2bcb,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2175250.0,0.016951723250000002,2175250.0,0.016951723250000002,2175250.0,0.016951723250000002,26585,35644,160,216,0
k3mm_opt_37e06e7f75c75d006877d34974f9ce61,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2150413.0,0.016758168509000002,2150413.0,0.016758168509000002,2150413.0,0.016758168509000002,75803,91461,648,416,0
k3mm_opt_3c83707c589dee2216a3242f0abd8345,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,877076.0,0.006153565216000001,877076.0,0.006153565216000001,877076.0,0.006153565216000001,25819,37484,80,440,0
k3mm_opt_3f612e3a58d1ea1042a5607d2ec221b0,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,877079.0,0.006153586264000001,877079.0,0.006153586264000001,877079.0,0.006153586264000001,23435,31556,80,504,0
k3mm_opt_6ae4f528081e964ba7278117cbb4e294,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,3235853.0,0.025123162692000003,3235853.0,0.025123162692000003,3235853.0,0.025123162692000003,15362,11086,53,124,0
k3mm_opt_79b6aebdf3b7581d8ff3deac3f80ee11,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,2171154.0,0.016172926146,2171154.0,0.016172926146,2171154.0,0.016172926146,69584,76555,320,160,0
k3mm_opt_88e90f86eb7ceb94788fc323d12cbeb2,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,1610765.0,0.012552691645,1610765.0,0.012552691645,1610765.0,0.012552691645,48296,50206,328,288,0
k3mm_opt_9a7fd202aaf559d3bdb179ce1535b10a,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2162962.0,0.016793236968000003,2162962.0,0.016793236968000003,2162962.0,0.016793236968000003,79903,75903,640,168,0
k3mm_opt_a57e22bca7802fc066514666b8cd4fcc,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,2171154.0,0.016172926146,2171154.0,0.016172926146,2171154.0,0.016172926146,69429,76342,320,160,0
k3mm_opt_cc7bb46b3f8c8f247a5739221de36ad8,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,1080349.0,0.008419159757000002,1080349.0,0.008419159757000002,1080349.0,0.008419159757000002,116827,155321,640,584,0
k3mm_opt_d0e92e50a908a61a21ef9d1f8384e426,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2164498.0,0.016612522150000003,2164498.0,0.016612522150000003,2164498.0,0.016612522150000003,250863,286538,2560,192,0
k3mm_opt_da40f84e6bd6115e0286b955dfb5dfaa,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.360000000000001e-09,45587.0,0.00033552032000000004,45587.0,0.00033552032000000004,45587.0,0.00033552032000000004,41235,52702,145,624,0
k3mm_opt_dc91a7994b8893044f33e60725387a15,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,1072402.0,0.008230685350000001,1072402.0,0.008230685350000001,1072402.0,0.008230685350000001,201068,191028,1291,280,0
k3mm_opt_e286ebea7503840d089fcbe5033bcbdd,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.705e-09,1130500.0,0.0087105025,1130500.0,0.0087105025,1130500.0,0.0087105025,38623,68676,85,408,0
k3mm_opt_e70fc3f478dacd73aa76d4100798bccf,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2162197.0,0.016787297508000003,2162197.0,0.016787297508000003,2162197.0,0.016787297508000003,155089,195803,1280,128,0
k3mm_opt_eccf0446367d354d818a2e5d6feda0b3,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2979853.0,0.023135578692000003,2979853.0,0.023135578692000003,2979853.0,0.023135578692000003,10145,2920,11,72,0
k3mm_opt_ee017e59698771d07daa71c38dcd4f70,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2704397.0,0.020756246975000003,2704397.0,0.020756246975000003,2704397.0,0.020756246975000003,14602,3457,13,88,0
k3mm_opt_f5fa63631c43db9d71242ae28f63db6e,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2977805.0,0.023119678020000003,2977805.0,0.023119678020000003,2977805.0,0.023119678020000003,15222,10956,53,124,0
k3mm_opt_ff0efcff53c6c8837c5b7e4d30397c23,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2150413.0,0.016758168509000002,2150413.0,0.016758168509000002,2150413.0,0.016758168509000002,11121,3199,16,56,0
k3mm_opt_ffe250e066e8c80d8c467ddb3ed7a65f,polybench_xilinx_post_frontend,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2168082.0,0.016640029350000002,2168082.0,0.016640029350000002,2168082.0,0.016640029350000002,83661,56343,320,192,0
mvt_opt_07f859ebaf5256cc7a4ecc31fbfb9437,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,18271.0,0.000129979894,18271.0,0.000129979894,18271.0,0.000129979894,103811,137309,1280,480,0
mvt_opt_0efaced69e9a4c813ead4537299e1498,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,21820.0,0.00015522748,21820.0,0.00015522748,21820.0,0.00015522748,110491,136148,1280,3,0
mvt_opt_126fdedda261a2bb5ba53332aad310dc,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,38470.0,0.00026990552,38470.0,0.00026990552,38470.0,0.00026990552,1804,1591,5,14,0
mvt_opt_1749843673e74854395aeb9d59813c93,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,35078.0,0.000246107248,35078.0,0.000246107248,35078.0,0.000246107248,5542,3188,5,64,0
mvt_opt_1fff85c3ac3d3ab8b68fc6112532c897,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,19552.0,0.000137176832,19552.0,0.000137176832,19552.0,0.000137176832,47999,72564,320,134,0
mvt_opt_202b36f6451e3a84dc597e460167acb9,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,31046.0,0.000217818736,31046.0,0.000217818736,31046.0,0.000217818736,3570,2689,5,8,0
mvt_opt_2102489cae2fd2ba8a63acf5808e0431,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,21883.0,0.00015567566200000001,21883.0,0.00015567566200000001,21883.0,0.00015567566200000001,106856,128367,1280,7,0
mvt_opt_33f4605197363cf3cbf982b4da056a58,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,31046.0,0.000217818736,31046.0,0.000217818736,31046.0,0.000217818736,3438,3056,5,8,0
mvt_opt_35fa6fefa9ea9e1d2641808f2f5f72c9,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,18028.0,0.000126484448,18028.0,0.000126484448,18028.0,0.000126484448,12607,18645,80,126,0
mvt_opt_3cbc64464227f3737198bc267e1e18d3,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,34502.0,0.00024206603200000002,34502.0,0.00024206603200000002,34502.0,0.00024206603200000002,1496,1114,5,13,0
mvt_opt_3faa2a957d57019348dcb5a6262eabfb,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,21820.0,0.00015522748,21820.0,0.00015522748,21820.0,0.00015522748,107998,127134,1280,5,0
mvt_opt_4cab6806569e7c5d5946bf6f1f8fa08f,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,19868.0,0.000139393888,19868.0,0.000139393888,19868.0,0.000139393888,22713,34815,160,134,0
mvt_opt_4d494677685c9c3f89189c9372e08cd6,polybench_xilinx_post_frontend,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,19804.0,0.00013894486400000002,19804.0,0.00013894486400000002,19804.0,0.00013894486400000002,38519,46733,320,254,0
