prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l2n1n2_l5n1n2_l7p1n1,10.0,9.218,1.25,56,20,4302,4799,159.0,44.0,29.0,44.0,10x32,2x32
io2_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,9.382,1.25,56,20,4757,6652,160.0,52.0,30.0,52.0,10x32,2x32
io2_l2n1n2_l5n1n2_l7p2n1,10.0,9.24,1.25,56,20,4233,5970,287.0,76.0,29.0,76.0,10x32,2x32
io2_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,9.382,1.25,56,40,7776,8270,288.0,52.0,38.0,52.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n1,10.0,8.419,1.25,56,5,1078,2338,34.0,20.0,29.0,20.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,8.572,1.25,56,5,1207,3396,35.0,65.0,30.0,65.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n2,10.0,8.419,1.25,56,10,1455,2623,36.0,20.0,31.0,20.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,8.847,1.25,56,5,1234,3362,37.0,60.0,30.0,60.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p1,10.0,8.419,1.25,56,5,1380,2546,35.0,20.0,30.0,20.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,8.572,1.25,56,5,1912,3796,36.0,65.0,31.0,65.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p2,10.0,8.419,1.25,56,10,1583,2734,37.0,20.0,32.0,20.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,8.419,1.25,56,10,2070,3942,38.0,60.0,33.0,60.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7p1n1,10.0,9.218,1.25,56,20,4262,5075,158.0,50.0,33.0,50.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,9.218,1.25,56,20,4807,7183,159.0,90.0,34.0,90.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7p2n1,10.0,9.24,1.25,56,20,4193,6230,286.0,82.0,33.0,82.0,10x32,2x32
io2_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,9.218,1.25,56,40,7856,8800,287.0,90.0,42.0,90.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n1,10.0,8.881,1.25,56,5,1236,2445,41.0,22.0,31.0,22.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,8.999,1.25,56,5,1425,3304,40.0,49.0,30.0,49.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n2,10.0,8.881,1.25,56,10,1613,2730,43.0,22.0,33.0,22.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,8.562,1.25,56,5,1452,3267,42.0,44.0,30.0,44.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p1,10.0,8.881,1.25,56,5,1538,2653,42.0,22.0,32.0,22.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,8.999,1.25,56,5,2130,3704,41.0,49.0,31.0,49.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p2,10.0,8.881,1.25,56,10,1741,2841,44.0,22.0,34.0,22.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,8.881,1.25,56,10,2288,3850,43.0,44.0,33.0,44.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7p1n1,10.0,9.251,1.25,56,20,4420,5176,165.0,52.0,35.0,52.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,9.251,1.25,56,20,4995,7068,164.0,74.0,34.0,74.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7p2n1,10.0,9.274,1.25,56,20,4351,6331,293.0,84.0,35.0,84.0,10x32,2x32
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,9.251,1.25,56,40,8042,8687,292.0,74.0,42.0,74.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n1,10.0,9.092,1.25,56,146,13467,19023,383.0,134.0,110.0,134.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,9.274,1.25,56,62,19475,26053,366.0,149.0,65.0,149.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n2,10.0,9.52,1.25,56,91,10591,16688,385.0,134.0,92.0,134.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,9.639,1.25,56,125,22850,28742,368.0,144.0,86.0,144.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p1,10.0,9.497,1.25,56,89,10575,16757,384.0,134.0,92.0,134.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,9.309,1.25,56,95,21934,27887,367.0,149.0,77.0,149.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p2,10.0,9.218,1.25,56,133,12965,18684,386.0,134.0,107.0,134.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,9.285,1.25,56,103,22226,28138,369.0,144.0,80.0,144.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7p1n1,10.0,9.426,1.25,56,98,12096,18900,507.0,164.0,93.0,164.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,9.285,1.25,56,50,21883,28656,490.0,174.0,60.0,174.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7p2n1,10.0,9.437,1.25,56,152,15419,22315,635.0,196.0,111.0,196.0,10x32,2x32
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,9.367,1.25,56,58,24102,29776,618.0,174.0,64.0,174.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n1,10.0,8.905,1.25,56,26,22935,18779,639.0,134.0,71.0,134.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,8.988,1.25,56,52,29924,28348,622.0,139.0,64.0,139.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n2,10.0,8.905,1.25,56,26,22925,18729,641.0,134.0,71.0,134.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,9.229,1.25,56,52,29951,28309,624.0,134.0,64.0,134.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p1,10.0,8.905,1.25,56,26,23237,18987,640.0,134.0,72.0,134.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,8.988,1.25,56,52,30629,28748,623.0,139.0,65.0,139.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p2,10.0,8.905,1.25,56,26,23053,18840,642.0,134.0,72.0,134.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,8.835,1.25,56,52,30400,28561,625.0,134.0,65.0,134.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7p1n1,10.0,8.952,1.25,56,26,24542,20430,763.0,164.0,69.0,164.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,8.858,1.25,56,52,32023,31039,746.0,164.0,62.0,164.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7p2n1,10.0,8.999,1.25,56,26,24473,21585,891.0,196.0,69.0,196.0,10x32,2x32
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,8.858,1.25,56,52,33110,31201,874.0,164.0,62.0,164.0,10x32,2x32
io4_l2n1n1_l5n1n1_l7n1n1,10.0,8.419,1.25,56,5,986,2170,30.0,12.0,25.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,10.0,8.419,1.25,112,5,1100,4831,31.0,12.0,26.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n2,10.0,8.847,1.25,56,5,1000,2322,32.0,15.0,25.0,15.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,10.0,8.847,1.25,112,5,1229,5019,33.0,15.0,26.0,15.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n4,10.0,8.419,1.25,56,20,2181,3183,36.0,12.0,31.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,10.0,8.419,1.25,112,20,2346,5404,37.0,12.0,32.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p1,10.0,8.419,1.25,56,5,1481,2474,31.0,12.0,26.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,10.0,8.419,1.25,112,5,1423,5039,32.0,12.0,27.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p2,10.0,8.419,1.25,56,10,1899,2934,33.0,15.0,28.0,15.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,10.0,8.419,1.25,112,10,1974,5599,34.0,15.0,29.0,15.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p4,10.0,8.419,1.25,56,20,2308,3293,37.0,12.0,32.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,10.0,8.419,1.25,112,20,2610,6442,38.0,12.0,33.0,12.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7p1n1,10.0,8.824,1.25,56,40,7019,6418,154.0,26.0,37.0,26.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,10.0,8.824,1.25,160,40,7162,13126,155.0,26.0,38.0,26.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7p2n1,10.0,9.218,1.25,56,40,7630,7730,282.0,42.0,37.0,42.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,10.0,8.824,1.25,160,80,13586,16896,283.0,29.0,54.0,29.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7p4n1,10.0,9.24,1.25,56,40,7287,9594,538.0,74.0,37.0,74.0,18x32,4x32
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,10.0,8.824,1.25,160,160,26429,22527,539.0,26.0,86.0,26.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n1,10.0,8.493,1.25,56,8,1294,2574,35.0,20.0,26.0,20.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,10.0,8.59,1.25,112,8,1416,5745,36.0,18.0,27.0,18.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n2,10.0,8.847,1.25,56,8,1308,2726,37.0,23.0,26.0,23.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,10.0,8.847,1.25,112,8,1545,5933,38.0,21.0,27.0,21.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n4,10.0,8.493,1.25,56,20,2329,3464,41.0,20.0,31.0,20.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,10.0,8.59,1.25,112,20,2502,5811,42.0,18.0,32.0,18.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p1,10.0,8.493,1.25,56,8,1789,2878,36.0,20.0,27.0,20.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,10.0,8.59,1.25,112,8,1739,4993,37.0,18.0,28.0,18.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p2,10.0,8.55,1.25,56,10,2047,3215,38.0,23.0,28.0,23.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,10.0,8.59,1.25,112,10,2130,5334,39.0,21.0,29.0,21.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p4,10.0,8.493,1.25,56,20,2456,3574,42.0,20.0,32.0,20.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,10.0,8.59,1.25,112,20,2766,5985,43.0,18.0,33.0,18.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7p1n1,10.0,8.824,1.25,56,40,7167,6678,159.0,34.0,37.0,34.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,8.824,1.25,160,40,7318,12263,160.0,32.0,38.0,32.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7p2n1,10.0,9.218,1.25,56,40,7778,7990,287.0,50.0,37.0,50.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,8.824,1.25,160,80,13742,16801,288.0,35.0,54.0,35.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7p4n1,10.0,9.24,1.25,56,40,7435,9870,543.0,82.0,37.0,82.0,18x32,4x32
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,10.0,8.824,1.25,160,160,26585,22433,544.0,32.0,86.0,32.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n1,10.0,8.881,1.25,56,14,1988,3027,47.0,18.0,30.0,18.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,10.0,8.419,1.25,112,14,2010,6271,46.0,12.0,29.0,12.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n2,10.0,8.517,1.25,56,14,2002,3192,49.0,21.0,30.0,21.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,10.0,8.847,1.25,112,14,2139,6475,48.0,15.0,29.0,15.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n4,10.0,8.881,1.25,56,20,2703,3707,53.0,18.0,33.0,18.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,10.0,8.419,1.25,112,20,2776,5899,52.0,12.0,32.0,12.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p1,10.0,8.881,1.25,56,14,2483,3331,48.0,18.0,31.0,18.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,10.0,8.419,1.25,112,14,2333,5327,47.0,12.0,30.0,12.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p2,10.0,8.881,1.25,56,16,2741,3668,50.0,21.0,32.0,21.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,10.0,8.419,1.25,112,16,2724,5668,49.0,15.0,31.0,15.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p4,10.0,8.881,1.25,56,20,2830,3817,54.0,18.0,34.0,18.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,10.0,8.419,1.25,112,20,3040,6073,53.0,12.0,33.0,12.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7p1n1,10.0,8.858,1.25,56,40,7445,6886,171.0,32.0,39.0,32.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,10.0,8.824,1.25,160,40,7592,12327,170.0,26.0,38.0,26.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7p2n1,10.0,9.251,1.25,56,40,8056,8214,299.0,48.0,39.0,48.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,10.0,8.824,1.25,160,80,14016,16865,298.0,29.0,54.0,29.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7p4n1,10.0,9.274,1.25,56,40,7713,10078,555.0,80.0,39.0,80.0,18x32,4x32
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,10.0,8.824,1.25,160,160,26859,22499,554.0,26.0,86.0,26.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n1,10.0,8.419,1.25,56,5,1138,2581,34.0,18.0,29.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,8.419,1.25,112,5,1258,5386,35.0,18.0,30.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n2,10.0,8.847,1.25,56,5,1152,2733,36.0,21.0,29.0,21.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,8.847,1.25,112,5,1387,5574,37.0,21.0,30.0,21.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n4,10.0,8.419,1.25,56,20,2333,3594,40.0,18.0,35.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,10.0,8.419,1.25,112,20,2504,5959,41.0,18.0,36.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p1,10.0,8.419,1.25,56,5,1633,2885,35.0,18.0,30.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,8.419,1.25,112,5,1581,5018,36.0,18.0,31.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p2,10.0,8.419,1.25,56,10,2051,3345,37.0,21.0,32.0,21.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,8.419,1.25,112,10,2132,5482,38.0,21.0,33.0,21.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p4,10.0,8.419,1.25,56,20,2460,3704,41.0,18.0,36.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,10.0,8.419,1.25,112,20,2768,6133,42.0,18.0,37.0,18.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7p1n1,10.0,8.824,1.25,56,40,7139,6802,158.0,32.0,41.0,32.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,8.824,1.25,160,40,7288,12370,159.0,32.0,42.0,32.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7p2n1,10.0,9.218,1.25,56,40,7750,8118,286.0,48.0,41.0,48.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,8.824,1.25,160,80,13712,16908,287.0,35.0,58.0,35.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7p4n1,10.0,9.24,1.25,56,40,7407,9982,542.0,80.0,41.0,80.0,18x32,4x32
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,10.0,8.824,1.25,160,160,26555,22539,543.0,32.0,90.0,32.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n1,10.0,8.881,1.25,56,5,1298,2850,41.0,26.0,31.0,26.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,8.881,1.25,112,5,1418,6127,40.0,24.0,30.0,24.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n2,10.0,8.562,1.25,56,5,1312,2999,43.0,29.0,31.0,29.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,8.602,1.25,112,5,1547,6312,42.0,27.0,30.0,27.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n4,10.0,8.881,1.25,56,20,2493,3863,47.0,26.0,37.0,26.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,10.0,8.881,1.25,112,20,2664,6316,46.0,24.0,36.0,24.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p1,10.0,8.881,1.25,56,5,1793,3154,42.0,26.0,32.0,26.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,8.881,1.25,112,5,1741,5375,41.0,24.0,31.0,24.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p2,10.0,8.881,1.25,56,10,2211,3614,44.0,29.0,34.0,29.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,8.881,1.25,112,10,2292,5839,43.0,27.0,33.0,27.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p4,10.0,8.881,1.25,56,20,2620,3973,48.0,26.0,38.0,26.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,10.0,8.881,1.25,112,20,2928,6490,47.0,24.0,37.0,24.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7p1n1,10.0,8.858,1.25,56,40,7299,7065,165.0,40.0,43.0,40.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,8.858,1.25,160,40,7448,12719,164.0,38.0,42.0,38.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7p2n1,10.0,9.251,1.25,56,40,7910,8381,293.0,56.0,43.0,56.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,8.858,1.25,160,80,13872,17257,292.0,41.0,58.0,41.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7p4n1,10.0,9.274,1.25,56,40,7567,10245,549.0,88.0,43.0,88.0,18x32,4x32
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,10.0,8.858,1.25,160,160,26715,22890,548.0,38.0,90.0,38.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n1,10.0,8.847,1.25,56,5,1644,3108,55.0,24.0,35.0,24.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n1_d1d2,10.0,8.847,1.25,112,5,1742,6321,50.0,18.0,30.0,18.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n2,10.0,8.858,1.25,56,5,1658,3257,57.0,27.0,35.0,27.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n2_d1d2,10.0,8.858,1.25,112,5,1871,6506,52.0,21.0,30.0,21.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n4,10.0,8.847,1.25,56,20,2839,4121,61.0,24.0,41.0,24.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n4_d1d2,10.0,8.847,1.25,112,20,2988,6318,56.0,18.0,36.0,18.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p1,10.0,8.847,1.25,56,5,2139,3412,56.0,24.0,36.0,24.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p1_d1d2,10.0,8.847,1.25,112,5,2065,5377,51.0,18.0,31.0,18.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p2,10.0,8.847,1.25,56,10,2557,3872,58.0,27.0,38.0,27.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p2_d1d2,10.0,8.847,1.25,112,10,2616,5841,53.0,21.0,33.0,21.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p4,10.0,8.847,1.25,56,20,2966,4231,62.0,24.0,42.0,24.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p4_d1d2,10.0,8.847,1.25,112,20,3252,6492,57.0,18.0,37.0,18.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7p1n1,10.0,9.229,1.25,56,40,7581,7311,179.0,38.0,47.0,38.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7p1n1_d1d2,10.0,9.229,1.25,160,40,7708,12709,174.0,32.0,42.0,32.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7p2n1,10.0,9.24,1.25,56,40,8192,8627,307.0,54.0,47.0,54.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7p2n1_d1d2,10.0,9.229,1.25,160,80,14132,17247,302.0,35.0,58.0,35.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7p4n1,10.0,9.263,1.25,56,40,7849,10507,563.0,86.0,47.0,86.0,18x32,4x32
io4_l2n1p4_l5n1p4_l7p4n1_d1d2,10.0,9.229,1.25,160,160,26975,22880,558.0,32.0,90.0,32.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n1,10.0,9.641,1.25,56,17,3111,11018,383.0,70.0,67.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,9.285,1.25,176,26,3903,17474,356.0,70.0,43.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n2,10.0,9.665,1.25,56,17,3125,11139,385.0,73.0,67.0,73.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,9.309,1.25,176,26,4032,17634,358.0,73.0,43.0,73.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n4,10.0,9.641,1.25,56,23,3826,11676,389.0,70.0,70.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n4_d1d2,10.0,9.285,1.25,176,32,4669,16334,362.0,70.0,46.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p1,10.0,9.665,1.25,56,17,3606,11347,384.0,70.0,68.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,9.285,1.25,176,26,4226,15790,357.0,70.0,44.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p2,10.0,9.665,1.25,56,19,3864,11680,386.0,73.0,69.0,73.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,9.285,1.25,176,28,4617,16131,359.0,73.0,45.0,73.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p4,10.0,9.665,1.25,56,23,3953,11811,390.0,70.0,71.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p4_d1d2,10.0,9.285,1.25,176,32,4933,16536,363.0,70.0,47.0,70.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7p1n1,10.0,9.66,1.25,56,40,8376,14722,507.0,84.0,75.0,84.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,9.285,1.25,224,40,8813,22174,480.0,84.0,48.0,84.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7p2n1,10.0,9.678,1.25,56,40,8987,16006,635.0,100.0,75.0,100.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,9.285,1.25,224,80,15235,26232,608.0,87.0,64.0,87.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7p4n1,10.0,9.715,1.25,56,40,8644,17797,891.0,132.0,75.0,132.0,18x32,4x32
io4_l2p1n1_l5p1n1_l7p4n1_d1d2,10.0,9.285,1.25,224,160,28080,32352,864.0,84.0,96.0,84.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n1,10.0,9.368,1.25,56,11,9601,12063,639.0,76.0,65.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,9.678,1.25,128,26,11793,18592,612.0,76.0,43.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n2,10.0,9.788,1.25,56,11,9487,12182,641.0,79.0,65.0,79.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,9.524,1.25,128,26,11986,18751,614.0,79.0,43.0,79.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n4,10.0,9.743,1.25,56,20,10252,12843,645.0,76.0,69.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n4_d1d2,10.0,9.667,1.25,128,32,12549,18493,618.0,76.0,46.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p1,10.0,9.368,1.25,56,11,10064,12395,640.0,76.0,66.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,9.263,1.25,128,26,12084,17944,613.0,76.0,44.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p2,10.0,9.788,1.25,56,13,10258,12727,642.0,79.0,67.0,79.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,9.633,1.25,128,28,12475,18280,615.0,79.0,45.0,79.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p4,10.0,9.762,1.25,56,20,10635,12981,646.0,76.0,70.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p4_d1d2,10.0,9.644,1.25,128,32,12791,18675,619.0,76.0,47.0,76.0,18x32,4x32
io4_l2p2n1_l5p2n1_l7p1n1,10.0,9.762,1.25,56,40,14930,16015,763.0,90.0,75.0,90.0,18x32,4x32
