prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io8_l1n1n1_l3p1n1_l5n1,98.448,8154,7514,640,0,9414,8,8,0,98,300.030
io8_l1n1n1_l3p1n1_l5n1_d1d2,132.554,9647,9007,640,0,9527,64,64,0,98,300.030
io8_l1n1n1_l3p2n1_l5n1,100.773,10107,9467,640,0,10203,8,8,0,98,300.030
io8_l1n1n1_l3p2n1_l5n1_d1d2,56.053,6775,6135,640,0,9518,0,128,0,5,300.030
io8_l1n1n1_l3p4n1_l5n1,67.055,7741,7101,640,0,8337,8,8,0,50,300.030
io8_l1n1n1_l3p4n1_l5n1_d1d2,129.308,12028,11388,640,0,11693,16,112,0,98,300.030
io8_l1n1n1_l3p8n1_l5n1,152.992,28396,23017,640,4739,46752,8,8,0,128,300.030
io8_l1n1n1_l3p8n1_l5n1_d1d2,849.722,109135,87241,512,21382,108735,72,64,0,1024,300.030
io8_l1n1n2_l3n1n1_l5n1,20.294,1999,1487,512,0,2010,0,16,0,5,300.030
io8_l1n1n2_l3n1n1_l5n1_d1d2,47.795,3243,2731,512,0,2954,0,128,0,5,300.030
io8_l1n1n2_l3n1n2_l5n1,18.851,2059,1547,512,0,1934,0,16,0,5,300.030
io8_l1n1n2_l3n1n2_l5n1_d1d2,46.304,3268,2756,512,0,3001,0,128,0,5,300.030
io8_l1n1n2_l3n1n4_l5n1,26.489,2413,1901,512,0,2274,0,16,0,14,300.030
io8_l1n1n2_l3n1n4_l5n1_d1d2,54.167,3548,3036,512,0,3346,0,128,0,14,300.030
io8_l1n1n2_l3n1n8_l5n1,29.452,2641,2129,512,0,2555,0,16,0,17,300.030
io8_l1n1n2_l3n1n8_l5n1_d1d2,56.466,3832,3320,512,0,3684,0,128,0,20,300.030
io8_l1n1n2_l3n1p1_l5n1,21.673,2146,1634,512,0,2075,0,16,0,5,300.030
io8_l1n1n2_l3n1p1_l5n1_d1d2,51.941,3359,2847,512,0,2214,0,128,0,5,300.030
io8_l1n1n2_l3n1p2_l5n1,21.775,2249,1737,512,0,2207,0,16,0,5,300.030
io8_l1n1n2_l3n1p2_l5n1_d1d2,49.458,3518,3006,512,0,2385,0,128,0,5,300.030
io8_l1n1n2_l3n1p4_l5n1,20.113,2364,1852,512,0,2123,0,16,0,5,300.030
io8_l1n1n2_l3n1p4_l5n1_d1d2,47.116,3720,3208,512,0,2539,0,128,0,5,300.030
io8_l1n1n2_l3n1p8_l5n1,20.378,2325,1813,512,0,2381,0,16,0,5,300.030
io8_l1n1n2_l3n1p8_l5n1_d1d2,44.833,3695,3183,512,0,2718,0,128,0,5,300.030
io8_l1n1n2_l3p1n1_l5n1,96.216,8330,7690,640,0,9495,8,8,0,98,300.030
io8_l1n1n2_l3p1n1_l5n1_d1d2,131.024,9809,9169,640,0,9499,64,64,0,98,300.030
io8_l1n1n2_l3p2n1_l5n1,99.379,10110,9470,640,0,10589,8,8,0,98,300.030
io8_l1n1n2_l3p2n1_l5n1_d1d2,56.362,7085,6445,640,0,9486,0,128,0,5,300.030
io8_l1n1n2_l3p4n1_l5n1,64.790,7920,7280,640,0,8411,8,8,0,50,300.030
io8_l1n1n2_l3p4n1_l5n1_d1d2,129.930,12140,11500,640,0,11777,16,112,0,98,300.030
io8_l1n1n2_l3p8n1_l5n1,151.177,28993,23614,640,4739,46850,8,8,0,128,300.030
io8_l1n1n2_l3p8n1_l5n1_d1d2,845.350,107265,85371,512,21382,108818,72,64,0,1024,300.030
io8_l1n1n4_l3n1n1_l5n1,26.405,2364,1852,512,0,2414,0,16,0,14,300.030
io8_l1n1n4_l3n1n1_l5n1_d1d2,54.483,3577,3065,512,0,3267,0,128,0,14,300.030
io8_l1n1n4_l3n1n2_l5n1,25.705,2391,1879,512,0,2273,0,16,0,14,300.030
io8_l1n1n4_l3n1n2_l5n1_d1d2,52.640,3635,3123,512,0,3346,0,128,0,14,300.030
io8_l1n1n4_l3n1n4_l5n1,26.956,2468,1956,512,0,2326,0,16,0,14,300.030
io8_l1n1n4_l3n1n4_l5n1_d1d2,54.371,3634,3122,512,0,3368,0,128,0,14,300.030
io8_l1n1n4_l3n1n8_l5n1,29.931,2649,2137,512,0,2604,0,16,0,17,300.030
io8_l1n1n4_l3n1n8_l5n1_d1d2,57.829,3981,3469,512,0,3741,0,128,0,20,300.030
io8_l1n1n4_l3n1p1_l5n1,31.287,2446,1934,512,0,2476,0,16,0,14,300.030
io8_l1n1n4_l3n1p1_l5n1_d1d2,61.933,3642,3130,512,0,2560,0,128,0,14,300.030
io8_l1n1n4_l3n1p2_l5n1,29.175,2552,2040,512,0,2611,0,16,0,14,300.030
io8_l1n1n4_l3n1p2_l5n1_d1d2,58.462,3827,3315,512,0,2727,0,128,0,14,300.030
io8_l1n1n4_l3n1p4_l5n1,28.078,2665,2153,512,0,2711,0,16,0,14,300.030
io8_l1n1n4_l3n1p4_l5n1_d1d2,54.512,3974,3462,512,0,2885,0,128,0,14,300.030
io8_l1n1n4_l3n1p8_l5n1,28.014,2688,2176,512,0,2785,0,16,0,14,300.030
io8_l1n1n4_l3n1p8_l5n1_d1d2,53.572,3967,3455,512,0,3703,0,128,0,14,300.030
io8_l1n1n4_l3p1n1_l5n1,96.739,8190,7550,640,0,9678,8,8,0,98,300.030
io8_l1n1n4_l3p1n1_l5n1_d1d2,132.000,9984,9344,640,0,9615,64,64,0,98,300.030
io8_l1n1n4_l3p2n1_l5n1,101.532,10140,9500,640,0,10544,8,8,0,98,300.030
io8_l1n1n4_l3p2n1_l5n1_d1d2,60.295,7047,6407,640,0,10230,0,128,0,14,300.030
io8_l1n1n4_l3p4n1_l5n1,66.620,7779,7139,640,0,8677,8,8,0,50,300.030
io8_l1n1n4_l3p4n1_l5n1_d1d2,129.528,12167,11527,640,0,12081,16,112,0,98,300.030
io8_l1n1n4_l3p8n1_l5n1,157.623,28673,23294,640,4739,47073,8,8,0,128,300.030
io8_l1n1n4_l3p8n1_l5n1_d1d2,848.771,107333,85439,512,21382,109044,72,64,0,1024,300.030
io8_l1n1n8_l3n1n1_l5n1,27.796,2517,2005,512,0,2569,0,16,0,17,300.030
io8_l1n1n8_l3n1n1_l5n1_d1d2,57.629,3860,3342,518,0,3639,0,128,0,20,300.030
io8_l1n1n8_l3n1n2_l5n1,26.219,2541,2029,512,0,2549,0,16,0,17,300.030
io8_l1n1n8_l3n1n2_l5n1_d1d2,55.346,3809,3297,512,0,3697,0,128,0,20,300.030
io8_l1n1n8_l3n1n4_l5n1,30.021,2616,2104,512,0,2603,0,16,0,17,300.030
io8_l1n1n8_l3n1n4_l5n1_d1d2,57.726,3960,3448,512,0,3738,0,128,0,20,300.030
io8_l1n1n8_l3n1n8_l5n1,29.422,2526,2014,512,0,2492,0,16,0,17,300.030
io8_l1n1n8_l3n1n8_l5n1_d1d2,56.244,3912,3400,512,0,3627,0,128,0,20,300.030
io8_l1n1n8_l3n1p1_l5n1,32.752,2573,2061,512,0,2593,0,16,0,17,300.030
io8_l1n1n8_l3n1p1_l5n1_d1d2,65.052,4002,3484,518,0,3028,0,128,0,20,300.030
io8_l1n1n8_l3n1p2_l5n1,30.299,2669,2157,512,0,2730,0,16,0,17,300.030
io8_l1n1n8_l3n1p2_l5n1_d1d2,61.774,4381,3863,518,0,4040,0,128,0,20,300.030
io8_l1n1n8_l3n1p4_l5n1,30.459,2811,2299,512,0,2824,0,16,0,17,300.030
io8_l1n1n8_l3n1p4_l5n1_d1d2,58.664,4352,3840,512,0,3975,0,128,0,20,300.030
io8_l1n1n8_l3n1p8_l5n1,29.190,2773,2261,512,0,2646,0,16,0,17,300.030
io8_l1n1n8_l3n1p8_l5n1_d1d2,57.552,4212,3694,518,0,3789,0,128,0,20,300.030
io8_l1n1n8_l3p1n1_l5n1,98.524,8516,7876,640,0,10116,8,8,0,98,300.030
io8_l1n1n8_l3p1n1_l5n1_d1d2,130.631,9948,9308,640,0,9640,64,64,0,98,300.030
io8_l1n1n8_l3p2n1_l5n1,101.676,10123,9483,640,0,10370,8,8,0,98,300.030
io8_l1n1n8_l3p2n1_l5n1_d1d2,61.915,7432,6792,640,0,10252,0,128,0,20,300.030
io8_l1n1n8_l3p4n1_l5n1,69.610,8034,7394,640,0,8544,8,8,0,50,300.030
io8_l1n1n8_l3p4n1_l5n1_d1d2,126.318,12333,11693,640,0,11970,14,112,0,98,300.030
io8_l1n1n8_l3p8n1_l5n1,159.567,29416,24037,640,4739,46919,8,8,0,128,300.030
io8_l1n1n8_l3p8n1_l5n1_d1d2,859.130,107634,85740,512,21382,109139,72,64,0,1024,300.030
io8_l1n1p1_l3n1n1_l5n1,22.043,2088,1568,520,0,1987,0,16,0,5,300.030
io8_l1n1p1_l3n1n1_l5n1_d1d2,53.053,3344,2832,512,0,2134,0,128,0,5,300.030
io8_l1n1p1_l3n1n2_l5n1,22.052,2159,1647,512,0,2073,0,16,0,5,300.030
io8_l1n1p1_l3n1n2_l5n1_d1d2,51.278,3382,2870,512,0,2217,0,128,0,5,300.030
io8_l1n1p1_l3n1n4_l5n1,30.508,2471,1959,512,0,2479,0,16,0,14,300.030
io8_l1n1p1_l3n1n4_l5n1_d1d2,62.660,3674,3162,512,0,2560,0,128,0,14,300.030
io8_l1n1p1_l3n1n8_l5n1,33.816,2587,2075,512,0,2596,0,16,0,17,300.030
io8_l1n1p1_l3n1n8_l5n1_d1d2,65.351,3967,3449,518,0,3025,0,128,0,20,300.030
io8_l1n1p1_l3n1p1_l5n1,26.596,2195,1675,520,0,2021,0,16,0,5,300.030
io8_l1n1p1_l3n1p1_l5n1_d1d2,62.065,3427,2915,512,0,2164,0,128,0,5,300.030
io8_l1n1p1_l3n1p2_l5n1,25.486,2319,1807,512,0,2188,0,16,0,5,300.030
io8_l1n1p1_l3n1p2_l5n1_d1d2,59.705,3584,3072,512,0,2372,0,128,0,5,300.030
io8_l1n1p1_l3n1p4_l5n1,25.052,2446,1934,512,0,2289,0,16,0,5,300.030
io8_l1n1p1_l3n1p4_l5n1_d1d2,56.155,3766,3254,512,0,2526,0,128,0,5,300.030
io8_l1n1p1_l3n1p8_l5n1,25.562,2440,1928,512,0,2364,0,16,0,5,300.030
io8_l1n1p1_l3n1p8_l5n1_d1d2,56.289,3678,3166,512,0,2703,0,128,0,5,300.030
io8_l1n1p1_l3p1n1_l5n1,100.669,8204,7556,648,0,9750,8,8,0,98,300.030
io8_l1n1p1_l3p1n1_l5n1_d1d2,141.648,9693,9053,640,0,9578,64,64,0,98,300.030
io8_l1n1p1_l3p2n1_l5n1,105.678,10263,9623,640,0,10331,8,8,0,98,300.030
io8_l1n1p1_l3p2n1_l5n1_d1d2,61.436,6691,6051,640,0,9529,0,128,0,5,300.030
io8_l1n1p1_l3p4n1_l5n1,72.076,8033,7367,666,0,8688,8,8,0,50,300.030
io8_l1n1p1_l3p4n1_l5n1_d1d2,138.346,12131,11491,640,0,11786,16,112,0,98,300.030
io8_l1n1p1_l3p8n1_l5n1,165.017,28719,23340,640,4739,46826,8,8,0,128,300.030
io8_l1n1p1_l3p8n1_l5n1_d1d2,870.805,109222,87328,512,21382,108774,72,64,0,1024,300.030
io8_l1n1p2_l3n1n1_l5n1,22.029,2202,1690,512,0,2152,0,16,0,5,300.030
io8_l1n1p2_l3n1n1_l5n1_d1d2,51.785,3463,2951,512,0,2341,0,128,0,5,300.030
io8_l1n1p2_l3n1n2_l5n1,21.531,2242,1730,512,0,2207,0,16,0,5,300.030
io8_l1n1p2_l3n1n2_l5n1_d1d2,49.509,3508,2996,512,0,2386,0,128,0,5,300.030
io8_l1n1p2_l3n1n4_l5n1,29.374,2550,2038,512,0,2611,0,16,0,14,300.030
io8_l1n1p2_l3n1n4_l5n1_d1d2,57.184,3807,3295,512,0,2728,0,128,0,14,300.030
io8_l1n1p2_l3n1n8_l5n1,32.366,2696,2184,512,0,2730,0,16,0,17,300.030
io8_l1n1p2_l3n1n8_l5n1_d1d2,62.886,4350,3832,518,0,4035,0,128,0,20,300.030
io8_l1n1p2_l3n1p1_l5n1,27.485,2291,1779,512,0,2185,0,16,0,5,300.030
io8_l1n1p2_l3n1p1_l5n1_d1d2,60.562,3556,3044,512,0,2372,0,128,0,5,300.030
io8_l1n1p2_l3n1p2_l5n1,25.590,2389,1877,512,0,2320,0,16,0,5,300.030
io8_l1n1p2_l3n1p2_l5n1_d1d2,56.884,3718,3206,512,0,2544,0,128,0,5,300.030
io8_l1n1p2_l3n1p4_l5n1,24.966,2526,2014,512,0,2422,0,16,0,5,300.030
io8_l1n1p2_l3n1p4_l5n1_d1d2,53.973,3866,3354,512,0,2692,0,128,0,5,300.030
io8_l1n1p2_l3n1p8_l5n1,24.432,2511,1999,512,0,2536,0,16,0,5,300.030
io8_l1n1p2_l3n1p8_l5n1_d1d2,51.945,3822,3310,512,0,2878,0,128,0,5,300.030
io8_l1n1p2_l3p1n1_l5n1,101.057,8275,7635,640,0,9820,8,8,0,98,300.030
io8_l1n1p2_l3p1n1_l5n1_d1d2,138.781,10155,9515,640,0,9595,64,64,0,98,300.030
io8_l1n1p2_l3p2n1_l5n1,104.234,10156,9516,640,0,10522,8,8,0,98,300.030
io8_l1n1p2_l3p2n1_l5n1_d1d2,60.178,7005,6365,640,0,9711,0,128,0,5,300.030
io8_l1n1p2_l3p4n1_l5n1,70.008,7839,7199,640,0,8519,8,8,0,50,300.030
io8_l1n1p2_l3p4n1_l5n1_d1d2,136.306,12273,11633,640,0,11772,16,112,0,98,300.030
io8_l1n1p2_l3p8n1_l5n1,163.419,28910,23531,640,4739,47123,8,8,0,128,300.030
io8_l1n1p2_l3p8n1_l5n1_d1d2,868.126,107611,85717,512,21382,108911,72,64,0,1024,300.030
io8_l1n1p4_l3n1n1_l5n1,22.322,2338,1826,512,0,2251,0,16,0,5,300.030
io8_l1n1p4_l3n1n1_l5n1_d1d2,51.422,3666,3154,512,0,2495,0,128,0,5,300.030
io8_l1n1p4_l3n1n2_l5n1,20.881,2356,1844,512,0,2182,0,16,0,5,300.030
io8_l1n1p4_l3n1n2_l5n1_d1d2,48.111,3707,3195,512,0,2535,0,128,0,5,300.030
io8_l1n1p4_l3n1n4_l5n1,30.020,2657,2145,512,0,2710,0,16,0,14,300.030
io8_l1n1p4_l3n1n4_l5n1_d1d2,55.392,3962,3450,512,0,2884,0,128,0,14,300.030
io8_l1n1p4_l3n1n8_l5n1,32.054,2849,2337,512,0,2699,0,16,0,17,300.030
io8_l1n1p4_l3n1n8_l5n1_d1d2,62.290,4297,3785,512,0,3967,0,128,0,20,300.030
io8_l1n1p4_l3n1p1_l5n1,26.405,2436,1924,512,0,2286,0,16,0,5,300.030
io8_l1n1p4_l3n1p1_l5n1_d1d2,60.133,3748,3236,512,0,2526,0,128,0,5,300.030
io8_l1n1p4_l3n1p2_l5n1,25.001,2521,2009,512,0,2422,0,16,0,5,300.030
io8_l1n1p4_l3n1p2_l5n1_d1d2,54.227,3859,3347,512,0,2691,0,128,0,5,300.030
io8_l1n1p4_l3n1p4_l5n1,24.619,2554,2042,512,0,2454,0,16,0,5,300.030
io8_l1n1p4_l3n1p4_l5n1_d1d2,49.589,4004,3492,512,0,2784,0,128,0,5,300.030
io8_l1n1p4_l3n1p8_l5n1,24.477,2536,2024,512,0,2537,0,16,0,5,300.030
io8_l1n1p4_l3n1p8_l5n1_d1d2,50.523,3948,3436,512,0,3590,0,128,0,5,300.030
io8_l1n1p4_l3p1n1_l5n1,99.953,8426,7786,640,0,9719,8,8,0,98,300.030
io8_l1n1p4_l3p1n1_l5n1_d1d2,134.248,10031,9391,640,0,9643,64,64,0,98,300.030
io8_l1n1p4_l3p2n1_l5n1,106.320,10536,9896,640,0,10690,8,8,0,98,300.030
io8_l1n1p4_l3p2n1_l5n1_d1d2,55.271,7220,6580,640,0,9783,0,128,0,5,300.030
io8_l1n1p4_l3p4n1_l5n1,71.875,7942,7294,648,0,8950,8,8,0,50,300.030
io8_l1n1p4_l3p4n1_l5n1_d1d2,130.394,12510,11870,640,0,11835,14,112,0,98,300.030
io8_l1n1p4_l3p8n1_l5n1,166.605,28978,23599,640,4739,47118,8,8,0,128,300.030
io8_l1n1p4_l3p8n1_l5n1_d1d2,864.828,107503,85609,512,21382,108963,72,64,0,1024,300.030
io8_l1n1p8_l3n1n1_l5n1,22.719,2340,1828,512,0,2338,0,16,0,5,300.030
io8_l1n1p8_l3n1n1_l5n1_d1d2,48.874,3607,3095,512,0,2676,0,128,0,5,300.030
io8_l1n1p8_l3n1n2_l5n1,21.450,2329,1817,512,0,2381,0,16,0,5,300.030
io8_l1n1p8_l3n1n2_l5n1_d1d2,46.508,3641,3129,512,0,2712,0,128,0,5,300.030
io8_l1n1p8_l3n1n4_l5n1,29.667,2695,2183,512,0,2786,0,16,0,14,300.030
io8_l1n1p8_l3n1n4_l5n1_d1d2,56.136,3999,3479,520,0,3698,0,128,0,14,300.030
io8_l1n1p8_l3n1n8_l5n1,31.484,2749,2237,512,0,2646,0,16,0,17,300.030
io8_l1n1p8_l3n1n8_l5n1_d1d2,60.030,4173,3655,518,0,3784,0,128,0,20,300.030
io8_l1n1p8_l3n1p1_l5n1,28.040,2486,1974,512,0,2364,0,16,0,5,300.030
io8_l1n1p8_l3n1p1_l5n1_d1d2,57.887,3701,3189,512,0,2704,0,128,0,5,300.030
io8_l1n1p8_l3n1p2_l5n1,26.059,2523,2011,512,0,2535,0,16,0,5,300.030
io8_l1n1p8_l3n1p2_l5n1_d1d2,52.324,3792,3280,512,0,2878,0,128,0,5,300.030
io8_l1n1p8_l3n1p4_l5n1,23.936,2533,2021,512,0,2536,0,16,0,5,300.030
io8_l1n1p8_l3n1p4_l5n1_d1d2,51.546,3955,3443,512,0,3591,0,128,0,5,300.030
io8_l1n1p8_l3n1p8_l5n1,23.855,2385,1873,512,0,2289,0,16,0,5,300.030
io8_l1n1p8_l3n1p8_l5n1_d1d2,49.152,3731,3219,512,0,3334,0,128,0,5,300.030
io8_l1n1p8_l3p1n1_l5n1,98.477,8381,7713,668,0,9472,8,8,0,98,300.030
io8_l1n1p8_l3p1n1_l5n1_d1d2,134.340,9826,9170,656,0,9754,64,64,0,98,300.030
io8_l1n1p8_l3p2n1_l5n1,102.661,10197,9557,640,0,10303,8,8,0,98,300.030
io8_l1n1p8_l3p2n1_l5n1_d1d2,54.093,7161,6521,640,0,9948,0,128,0,5,300.030
io8_l1n1p8_l3p4n1_l5n1,69.007,7881,7241,640,0,8543,8,8,0,50,300.030
io8_l1n1p8_l3p4n1_l5n1_d1d2,130.431,12192,11552,640,0,11919,12,112,0,98,300.030
io8_l1n1p8_l3p8n1_l5n1,164.458,29099,23720,640,4739,46872,8,8,0,128,300.030
io8_l1n1p8_l3p8n1_l5n1_d1d2,871.458,107397,85487,528,21382,109060,72,64,0,1024,300.030
io8_l1p1n1_l3n1n1_l5p1,74.424,7971,7331,640,0,9486,8,8,0,98,300.030
io8_l1p1n1_l3n1n1_l5p1_d1d2,108.788,9506,8866,640,0,9536,64,64,0,98,300.030
io8_l1p1n1_l3n1n2_l5p1,74.020,8338,7698,640,0,9775,8,8,0,98,300.030
io8_l1p1n1_l3n1n2_l5p1_d1d2,109.240,9864,9224,640,0,9584,64,64,0,98,300.030
io8_l1p1n1_l3n1n4_l5p1,78.999,8367,7727,640,0,10298,8,8,0,98,300.030
io8_l1p1n1_l3n1n4_l5p1_d1d2,113.312,9747,9107,640,0,9633,64,64,0,98,300.030
io8_l1p1n1_l3n1n8_l5p1,78.110,8317,7677,640,0,9517,8,8,0,98,300.030
io8_l1p1n1_l3n1n8_l5p1_d1d2,112.185,9883,9243,640,0,9892,64,64,0,98,300.030
io8_l1p1n1_l3n1p1_l5p1,80.204,8178,7538,640,0,9722,8,8,0,98,300.030
io8_l1p1n1_l3n1p1_l5p1_d1d2,120.776,9632,8992,640,0,9567,64,64,0,98,300.030
io8_l1p1n1_l3n1p2_l5p1,78.730,8419,7779,640,0,9848,8,8,0,98,300.030
io8_l1p1n1_l3n1p2_l5p1_d1d2,113.633,10075,9435,640,0,9862,64,64,0,98,300.030
io8_l1p1n1_l3n1p4_l5p1,76.203,8265,7625,640,0,9855,8,8,0,98,300.030
io8_l1p1n1_l3n1p4_l5p1_d1d2,112.346,10095,9455,640,0,9664,64,64,0,98,300.030
io8_l1p1n1_l3n1p8_l5p1,77.073,8442,7802,640,0,9718,8,8,0,98,300.030
io8_l1p1n1_l3n1p8_l5p1_d1d2,111.346,10153,9513,640,0,9862,64,64,0,98,300.030
io8_l1p1n1_l3p1n1_l5p1,37.286,4333,3693,640,0,5267,0,16,0,20,300.030
io8_l1p1n1_l3p1n1_l5p1_d1d2,127.483,12327,11687,640,0,10876,128,0,0,98,300.030
io8_l1p1n1_l3p2n1_l5p1,104.865,10343,9703,640,0,10871,8,8,0,98,300.030
io8_l1p1n1_l3p2n1_l5p1_d1d2,92.790,11624,10984,640,0,12855,64,64,0,50,300.030
io8_l1p1n1_l3p4n1_l5p1,85.894,9213,8573,640,0,9400,8,8,0,74,300.030
io8_l1p1n1_l3p4n1_l5p1_d1d2,136.540,13729,13089,640,0,12882,80,48,0,98,300.030
io8_l1p1n1_l3p8n1_l5p1,159.513,32458,27079,640,4739,48235,16,0,0,128,300.030
io8_l1p1n1_l3p8n1_l5p1_d1d2,854.756,112408,90514,512,21382,110817,136,0,0,1024,300.030
io8_l1p2n1_l3n1n1_l5p2,79.714,10188,9548,640,0,10832,8,8,0,100,300.030
io8_l1p2n1_l3n1n1_l5p2_d1d2,57.097,7417,6777,640,0,9601,0,128,0,7,300.030
io8_l1p2n1_l3n1n2_l5p2,78.454,10698,10058,640,0,10673,8,8,0,100,300.030
io8_l1p2n1_l3n1n2_l5p2_d1d2,56.993,7207,6567,640,0,9880,0,128,0,7,300.030
io8_l1p2n1_l3n1n4_l5p2,82.110,10084,9444,640,0,10605,8,8,0,100,300.030
io8_l1p2n1_l3n1n4_l5p2_d1d2,63.414,7326,6686,640,0,10408,0,128,0,16,300.030
io8_l1p2n1_l3n1n8_l5p2,81.675,10279,9639,640,0,10372,8,8,0,100,300.030
io8_l1p2n1_l3n1n8_l5p2_d1d2,66.476,7650,7010,640,0,10549,0,128,0,22,300.030
io8_l1p2n1_l3n1p1_l5p2,85.522,10386,9746,640,0,10437,8,8,0,100,300.030
io8_l1p2n1_l3n1p1_l5p2_d1d2,60.386,6930,6290,640,0,9780,0,128,0,7,300.030
io8_l1p2n1_l3n1p2_l5p2,83.935,10558,9918,640,0,10781,8,8,0,100,300.030
io8_l1p2n1_l3n1p2_l5p2_d1d2,59.483,7549,6909,640,0,9934,0,128,0,7,300.030
io8_l1p2n1_l3n1p4_l5p2,79.992,10456,9816,640,0,10916,8,8,0,100,300.030
io8_l1p2n1_l3n1p4_l5p2_d1d2,57.962,7580,6940,640,0,10075,0,128,0,7,300.030
io8_l1p2n1_l3n1p8_l5p2,79.105,10726,10086,640,0,10464,8,8,0,100,300.030
io8_l1p2n1_l3n1p8_l5p2_d1d2,55.382,7272,6632,640,0,10198,0,128,0,7,300.030
io8_l1p2n1_l3p1n1_l5p2,81.430,10627,9987,640,0,10965,8,8,0,100,300.030
io8_l1p2n1_l3p1n1_l5p2_d1d2,65.541,8022,7382,640,0,10399,0,128,0,16,300.030
io8_l1p2n1_l3p2n1_l5p2,39.084,5034,4378,656,0,6081,0,16,0,19,300.030
io8_l1p2n1_l3p2n1_l5p2_d1d2,59.211,9533,8893,640,0,14888,0,128,0,7,300.030
io8_l1p2n1_l3p4n1_l5p2,87.278,9348,8708,640,0,9833,8,8,0,76,300.030
io8_l1p2n1_l3p4n1_l5p2_d1d2,96.178,11675,11035,640,0,14274,14,112,0,52,300.030
io8_l1p2n1_l3p8n1_l5p2,159.908,34604,29225,640,4739,48858,16,0,0,128,300.030
io8_l1p2n1_l3p8n1_l5p2_d1d2,854.117,110691,88797,512,21382,113987,72,64,0,1024,300.030
io8_l1p4n1_l3n1n1_l5p4,58.977,8445,7805,640,0,9076,8,8,0,56,300.030
io8_l1p4n1_l3n1n1_l5p4_d1d2,108.558,12756,12116,640,0,12215,16,112,0,104,300.030
io8_l1p4n1_l3n1n2_l5p4,58.242,8701,8061,640,0,9152,8,8,0,56,300.030
io8_l1p4n1_l3n1n2_l5p4_d1d2,107.122,13062,12422,640,0,12339,14,112,0,104,300.030
io8_l1p4n1_l3n1n4_l5p4,62.890,8941,8301,640,0,9290,8,8,0,56,300.030
io8_l1p4n1_l3n1n4_l5p4_d1d2,109.922,12537,11897,640,0,12339,16,112,0,104,300.030
io8_l1p4n1_l3n1n8_l5p4,63.038,8656,8016,640,0,8862,8,8,0,56,300.030
io8_l1p4n1_l3n1n8_l5p4_d1d2,110.771,12867,12227,640,0,12481,16,112,0,104,300.030
io8_l1p4n1_l3n1p1_l5p4,65.667,8543,7903,640,0,9112,8,8,0,56,300.030
io8_l1p4n1_l3n1p1_l5p4_d1d2,119.980,12838,12198,640,0,12179,16,112,0,104,300.030
io8_l1p4n1_l3n1p2_l5p4,64.363,8965,8325,640,0,9362,8,8,0,56,300.030
io8_l1p4n1_l3n1p2_l5p4_d1d2,112.367,13221,12581,640,0,12347,14,112,0,104,300.030
io8_l1p4n1_l3n1p4_l5p4,60.100,8586,7946,640,0,9204,8,8,0,56,300.030
io8_l1p4n1_l3n1p4_l5p4_d1d2,109.328,13147,12507,640,0,12482,14,112,0,104,300.030
io8_l1p4n1_l3n1p8_l5p4,62.872,9003,8363,640,0,9246,8,8,0,56,300.030
io8_l1p4n1_l3n1p8_l5p4_d1d2,109.088,13117,12477,640,0,12459,16,112,0,104,300.030
io8_l1p4n1_l3p1n1_l5p4,72.857,9796,9156,640,0,10040,8,8,0,80,300.030
io8_l1p4n1_l3p1n1_l5p4_d1d2,109.403,12740,12100,640,0,12703,14,104,0,104,300.030
io8_l1p4n1_l3p2n1_l5p4,73.157,9860,9220,640,0,10409,8,8,0,80,300.030
io8_l1p4n1_l3p2n1_l5p4_d1d2,89.057,11889,11249,640,0,14829,16,112,0,56,300.030
io8_l1p4n1_l3p4n1_l5p4,46.991,7280,6640,640,0,7714,0,16,0,26,300.030
io8_l1p4n1_l3p4n1_l5p4_d1d2,71.382,8981,8341,640,0,9799,0,128,0,29,300.030
io8_l1p4n1_l3p8n1_l5p4,165.740,33754,28375,640,4739,49079,16,0,0,128,300.030
io8_l1p4n1_l3p8n1_l5p4_d1d2,853.656,112973,91079,512,21382,112102,88,48,0,1024,300.030
io8_l1p8n1_l3n1n1_l5p8,132.734,28705,23318,648,4739,46763,8,8,0,128,300.030
io8_l1p8n1_l3n1n1_l5p8_d1d2,695.538,109515,87613,520,21382,108999,72,64,0,1024,300.030
io8_l1p8n1_l3n1n2_l5p8,131.689,29322,23935,648,4739,46934,8,8,0,128,300.030
io8_l1p8n1_l3n1n2_l5p8_d1d2,694.598,107820,85918,520,21382,109089,72,64,0,1024,300.030
io8_l1p8n1_l3n1n4_l5p8,139.677,29373,23986,648,4739,47082,8,8,0,128,300.030
io8_l1p8n1_l3n1n4_l5p8_d1d2,705.338,109617,87715,520,21382,109320,72,64,0,1024,300.030
io8_l1p8n1_l3n1n8_l5p8,143.445,29835,24448,648,4739,46877,8,8,0,128,300.030
io8_l1p8n1_l3n1n8_l5p8_d1d2,710.680,107896,85994,520,21382,109406,72,64,0,1024,300.030
io8_l1p8n1_l3n1p1_l5p8,147.824,29521,24134,648,4739,46824,8,8,0,128,300.030
io8_l1p8n1_l3n1p1_l5p8_d1d2,719.329,107582,85680,520,21382,109079,72,64,0,1024,300.030
io8_l1p8n1_l3n1p2_l5p8,146.096,29006,23619,648,4739,46999,8,8,0,128,300.030
