prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2p4n1_l4p2n1_d1d2,10.0,8.824,1.25,128,101,49363,33104,913,77,56,77,10x32,4x32
io4_l2p4n1_l4p4n1,10.0,8.999,1.25,32,46,43603,24525,1104,170,34,170,10x32,4x32
io4_l2p4n1_l4p4n1_d1d2,10.0,8.835,1.25,128,101,59993,32965,1169,74,56,74,10x32,4x32
io8_l2n1n1_l4n1n1,10.0,8.419,1.25,32,5,858,2461,29,24,26,24,18x32,8x32
io8_l2n1n1_l4n1n1_d1d2,10.0,8.528,1.25,256,5,1495,11064,30,24,27,24,18x32,8x32
io8_l2n1n1_l4n1n2,10.0,8.419,1.25,32,5,914,2490,31,25,26,25,18x32,8x32
io8_l2n1n1_l4n1n2_d1d2,10.0,8.528,1.25,256,5,1534,11461,32,25,27,25,18x32,8x32
io8_l2n1n1_l4n1n4,10.0,8.858,1.25,32,5,1005,2779,35,31,26,31,18x32,8x32
io8_l2n1n1_l4n1n4_d1d2,10.0,8.955,1.25,256,5,1814,12578,36,31,27,31,18x32,8x32
io8_l2n1n1_l4n1n8,10.0,8.419,1.25,32,40,3784,4876,43,24,40,24,18x32,8x32
io8_l2n1n1_l4n1n8_d1d2,10.0,8.813,1.25,256,5,2043,8343,44,24,27,24,18x32,8x32
io8_l2n1n1_l4n1p1,10.0,8.419,1.25,32,5,886,2528,30,24,27,24,18x32,8x32
io8_l2n1n1_l4n1p1_d1d2,10.0,8.528,1.25,256,5,1521,11099,31,24,28,24,18x32,8x32
io8_l2n1n1_l4n1p2,10.0,8.419,1.25,32,5,974,2573,32,25,27,25,18x32,8x32
io8_l2n1n1_l4n1p2_d1d2,10.0,8.528,1.25,256,5,1592,11674,33,25,28,25,18x32,8x32
io8_l2n1n1_l4n1p4,10.0,8.858,1.25,32,5,1106,2811,36,31,27,31,18x32,8x32
io8_l2n1n1_l4n1p4_d1d2,10.0,8.955,1.25,256,5,1742,12842,37,31,28,31,18x32,8x32
io8_l2n1n1_l4n1p8,10.0,8.419,1.25,40,40,4422,5223,44,24,41,24,18x32,8x32
io8_l2n1n1_l4n1p8_d1d2,10.0,8.528,1.25,320,40,8766,19706,45,24,42,24,18x32,8x32
io8_l2n1n1_l4p1n1,10.0,8.813,1.25,48,40,9532,6976,153,30,38,30,18x32,8x32
io8_l2n1n1_l4p1n1_d1d2,10.0,8.955,1.25,384,80,12995,33486,154,30,55,30,18x32,8x32
io8_l2n1n1_l4p2n1,10.0,9.206,1.25,48,40,13911,8659,281,38,38,38,18x32,8x32
io8_l2n1n1_l4p2n1_d1d2,10.0,8.955,1.25,384,160,26983,35476,282,31,87,31,18x32,8x32
io8_l2n1n1_l4p4n1,10.0,9.229,1.25,48,40,20088,12230,537,54,38,54,18x32,8x32
io8_l2n1n1_l4p4n1_d1d2,10.0,8.955,1.25,384,320,48501,52459,538,37,151,37,18x32,8x32
io8_l2n1n1_l4p8n1,10.0,9.298,1.25,48,40,33392,19010,1049,86,38,86,18x32,8x32
io8_l2n1n1_l4p8n1_d1d2,10.0,8.813,1.25,384,320,77382,51793,1050,30,151,30,18x32,8x32
io8_l2n1n2_l4n1n1,10.0,8.847,1.25,32,5,1068,2548,32,25,26,25,18x32,8x32
io8_l2n1n2_l4n1n1_d1d2,10.0,8.528,1.25,256,8,1750,11815,33,25,28,25,18x32,8x32
io8_l2n1n2_l4n1n2,10.0,8.858,1.25,32,5,1189,2569,34,26,26,26,18x32,8x32
io8_l2n1n2_l4n1n2_d1d2,10.0,8.528,1.25,256,8,1781,12180,35,26,28,26,18x32,8x32
io8_l2n1n2_l4n1n4,10.0,8.578,1.25,32,5,1215,2862,38,32,26,32,18x32,8x32
io8_l2n1n2_l4n1n4_d1d2,10.0,8.967,1.25,256,8,2069,13328,39,32,28,32,18x32,8x32
io8_l2n1n2_l4n1n8,10.0,8.847,1.25,32,40,3994,4963,46,25,40,25,18x32,8x32
io8_l2n1n2_l4n1n8_d1d2,10.0,8.922,1.25,256,8,2298,8611,47,25,28,25,18x32,8x32
io8_l2n1n2_l4n1p1,10.0,8.847,1.25,32,5,1096,2615,33,25,27,25,18x32,8x32
io8_l2n1n2_l4n1p1_d1d2,10.0,8.528,1.25,256,8,1776,11850,34,25,29,25,18x32,8x32
io8_l2n1n2_l4n1p2,10.0,8.858,1.25,32,5,1184,2660,35,26,27,26,18x32,8x32
io8_l2n1n2_l4n1p2_d1d2,10.0,8.528,1.25,256,8,1847,12416,36,26,29,26,18x32,8x32
io8_l2n1n2_l4n1p4,10.0,8.578,1.25,32,5,1316,2894,39,32,27,32,18x32,8x32
io8_l2n1n2_l4n1p4_d1d2,10.0,8.967,1.25,256,8,1997,13583,40,32,29,32,18x32,8x32
io8_l2n1n2_l4n1p8,10.0,8.847,1.25,40,40,4632,5310,47,25,41,25,18x32,8x32
io8_l2n1n2_l4n1p8_d1d2,10.0,8.528,1.25,320,40,8861,20334,48,25,42,25,18x32,8x32
io8_l2n1n2_l4p1n1,10.0,8.835,1.25,48,40,9709,7053,156,31,38,31,18x32,8x32
io8_l2n1n2_l4p1n1_d1d2,10.0,8.967,1.25,384,80,13090,34095,157,31,55,31,18x32,8x32
io8_l2n1n2_l4p2n1,10.0,9.229,1.25,48,40,14089,8741,284,39,38,39,18x32,8x32
io8_l2n1n2_l4p2n1_d1d2,10.0,8.967,1.25,384,160,27078,36084,285,32,87,32,18x32,8x32
io8_l2n1n2_l4p4n1,10.0,9.251,1.25,48,40,20266,12313,540,55,38,55,18x32,8x32
io8_l2n1n2_l4p4n1_d1d2,10.0,8.967,1.25,384,320,48555,53032,541,38,151,38,18x32,8x32
io8_l2n1n2_l4p8n1,10.0,9.321,1.25,48,40,33570,19093,1052,87,38,87,18x32,8x32
io8_l2n1n2_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77445,52394,1053,31,151,31,18x32,8x32
io8_l2n1n4_l4n1n1,10.0,8.566,1.25,32,14,1579,3272,38,31,29,31,18x32,8x32
io8_l2n1n4_l4n1n1_d1d2,10.0,8.955,1.25,256,14,2209,13287,39,27,30,27,18x32,8x32
io8_l2n1n4_l4n1n2,10.0,8.578,1.25,32,14,1700,3293,40,32,29,32,18x32,8x32
io8_l2n1n4_l4n1n2_d1d2,10.0,8.967,1.25,256,14,2433,13656,41,28,30,28,18x32,8x32
io8_l2n1n4_l4n1n4,10.0,8.858,1.25,32,14,1726,3589,44,38,29,38,18x32,8x32
io8_l2n1n4_l4n1n4_d1d2,10.0,8.858,1.25,256,14,2528,14816,45,34,30,34,18x32,8x32
io8_l2n1n4_l4n1n8,10.0,8.566,1.25,32,40,4025,5318,52,31,40,31,18x32,8x32
io8_l2n1n4_l4n1n8_d1d2,10.0,8.944,1.25,256,14,2757,9131,53,27,30,27,18x32,8x32
io8_l2n1n4_l4n1p1,10.0,8.566,1.25,32,14,1607,3339,39,31,30,31,18x32,8x32
io8_l2n1n4_l4n1p1_d1d2,10.0,8.955,1.25,256,14,2235,13322,40,27,31,27,18x32,8x32
io8_l2n1n4_l4n1p2,10.0,8.806,1.25,32,14,1695,3375,41,32,30,32,18x32,8x32
io8_l2n1n4_l4n1p2_d1d2,10.0,8.967,1.25,256,14,2306,13888,42,28,31,28,18x32,8x32
io8_l2n1n4_l4n1p4,10.0,8.858,1.25,32,14,1827,3608,45,38,30,38,18x32,8x32
io8_l2n1n4_l4n1p4_d1d2,10.0,8.858,1.25,256,14,2456,15051,46,34,31,34,18x32,8x32
io8_l2n1n4_l4n1p8,10.0,8.566,1.25,40,40,4663,5665,53,31,41,31,18x32,8x32
io8_l2n1n4_l4n1p8_d1d2,10.0,8.955,1.25,320,40,9000,21560,54,27,42,27,18x32,8x32
io8_l2n1n4_l4p1n1,10.0,8.813,1.25,48,40,9740,7353,162,37,38,37,18x32,8x32
io8_l2n1n4_l4p1n1_d1d2,10.0,8.858,1.25,384,80,13229,35299,163,33,55,33,18x32,8x32
io8_l2n1n4_l4p2n1,10.0,9.206,1.25,48,40,14120,9041,290,45,38,45,18x32,8x32
io8_l2n1n4_l4p2n1_d1d2,10.0,8.858,1.25,384,160,27217,37286,291,34,87,34,18x32,8x32
io8_l2n1n4_l4p4n1,10.0,9.229,1.25,48,40,20297,12618,546,61,38,61,18x32,8x32
io8_l2n1n4_l4p4n1_d1d2,10.0,8.858,1.25,384,320,48694,54236,547,40,151,40,18x32,8x32
io8_l2n1n4_l4p8n1,10.0,9.298,1.25,48,40,33601,19398,1058,93,38,93,18x32,8x32
io8_l2n1n4_l4p8n1_d1d2,10.0,8.944,1.25,384,320,77575,53550,1059,33,151,33,18x32,8x32
io8_l2n1n8_l4n1n1,10.0,8.419,1.25,32,17,2061,3243,50,24,30,24,18x32,8x32
io8_l2n1n8_l4n1n1_d1d2,10.0,8.847,1.25,256,23,3007,16053,51,24,33,24,18x32,8x32
io8_l2n1n8_l4n1n2,10.0,8.813,1.25,32,17,2182,3261,52,25,30,25,18x32,8x32
io8_l2n1n8_l4n1n2_d1d2,10.0,8.922,1.25,256,23,3231,16421,53,25,33,25,18x32,8x32
io8_l2n1n8_l4n1n4,10.0,8.835,1.25,32,17,2207,3564,56,31,30,31,18x32,8x32
io8_l2n1n8_l4n1n4_d1d2,10.0,8.944,1.25,256,23,3417,17556,57,31,33,31,18x32,8x32
io8_l2n1n8_l4n1n8,10.0,8.419,1.25,32,40,4347,5166,64,24,40,24,18x32,8x32
io8_l2n1n8_l4n1n8_d1d2,10.0,8.922,1.25,256,23,3555,9978,65,24,33,24,18x32,8x32
io8_l2n1n8_l4n1p1,10.0,8.419,1.25,32,17,2089,3310,51,24,31,24,18x32,8x32
io8_l2n1n8_l4n1p1_d1d2,10.0,8.847,1.25,256,23,3033,9608,52,24,34,24,18x32,8x32
io8_l2n1n8_l4n1p2,10.0,8.813,1.25,32,17,2145,3342,53,25,31,25,18x32,8x32
io8_l2n1n8_l4n1p2_d1d2,10.0,8.922,1.25,256,23,3072,9690,54,25,34,25,18x32,8x32
io8_l2n1n8_l4n1p4,10.0,8.835,1.25,32,17,2277,3568,57,31,31,31,18x32,8x32
io8_l2n1n8_l4n1p4_d1d2,10.0,8.944,1.25,256,23,3222,9886,58,31,34,31,18x32,8x32
io8_l2n1n8_l4n1p8,10.0,8.419,1.25,40,40,4985,5513,65,24,41,24,18x32,8x32
io8_l2n1n8_l4n1p8_d1d2,10.0,8.847,1.25,320,40,9318,14117,66,24,42,24,18x32,8x32
io8_l2n1n8_l4p1n1,10.0,8.813,1.25,48,40,10030,7175,174,30,38,30,18x32,8x32
io8_l2n1n8_l4p1n1_d1d2,10.0,8.944,1.25,384,80,13515,23980,175,30,55,30,18x32,8x32
io8_l2n1n8_l4p2n1,10.0,9.206,1.25,48,40,14409,8876,302,38,38,38,18x32,8x32
io8_l2n1n8_l4p2n1_d1d2,10.0,8.944,1.25,384,160,27503,33642,303,31,87,31,18x32,8x32
io8_l2n1n8_l4p4n1,10.0,9.229,1.25,48,40,20587,12462,558,54,38,54,18x32,8x32
io8_l2n1n8_l4p4n1_d1d2,10.0,8.944,1.25,384,320,48980,50597,559,37,151,37,18x32,8x32
io8_l2n1n8_l4p8n1,10.0,9.298,1.25,48,40,33891,19242,1070,86,38,86,18x32,8x32
io8_l2n1n8_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77861,49891,1071,30,151,30,18x32,8x32
io8_l2n1p1_l4n1n1,10.0,8.419,1.25,32,5,971,2682,31,27,28,27,18x32,8x32
io8_l2n1p1_l4n1n1_d1d2,10.0,8.528,1.25,256,5,1587,11533,32,27,29,27,18x32,8x32
io8_l2n1p1_l4n1n2,10.0,8.419,1.25,32,5,1027,2719,33,28,28,28,18x32,8x32
io8_l2n1p1_l4n1n2_d1d2,10.0,8.528,1.25,256,5,1626,11962,34,28,29,28,18x32,8x32
io8_l2n1p1_l4n1n4,10.0,8.858,1.25,32,5,1118,3006,37,34,28,34,18x32,8x32
io8_l2n1p1_l4n1n4_d1d2,10.0,8.955,1.25,256,5,1906,13095,38,34,29,34,18x32,8x32
io8_l2n1p1_l4n1n8,10.0,8.419,1.25,32,40,3898,5101,45,27,42,27,18x32,8x32
io8_l2n1p1_l4n1n8_d1d2,10.0,8.813,1.25,256,5,2135,8868,46,27,29,27,18x32,8x32
io8_l2n1p1_l4n1p1,10.0,8.419,1.25,32,5,1000,2753,32,27,29,27,18x32,8x32
io8_l2n1p1_l4n1p1_d1d2,10.0,8.528,1.25,256,5,1622,8484,33,27,30,27,18x32,8x32
io8_l2n1p1_l4n1p2,10.0,8.419,1.25,32,5,1056,2787,34,28,29,28,18x32,8x32
io8_l2n1p1_l4n1p2_d1d2,10.0,8.528,1.25,256,5,1661,8564,35,28,30,28,18x32,8x32
io8_l2n1p1_l4n1p4,10.0,8.858,1.25,32,5,1188,3023,38,34,29,34,18x32,8x32
io8_l2n1p1_l4n1p4_d1d2,10.0,8.955,1.25,256,5,1811,8772,39,34,30,34,18x32,8x32
io8_l2n1p1_l4n1p8,10.0,8.419,1.25,40,40,4536,5442,46,27,43,27,18x32,8x32
io8_l2n1p1_l4n1p8_d1d2,10.0,8.528,1.25,320,40,8867,13781,47,27,44,27,18x32,8x32
io8_l2n1p1_l4p1n1,10.0,8.813,1.25,48,40,9613,7166,155,33,40,33,18x32,8x32
io8_l2n1p1_l4p1n1_d1d2,10.0,8.955,1.25,384,80,13064,23528,156,33,57,33,18x32,8x32
io8_l2n1p1_l4p2n1,10.0,9.206,1.25,48,40,13992,8857,283,41,40,41,18x32,8x32
io8_l2n1p1_l4p2n1_d1d2,10.0,8.955,1.25,384,160,27052,33198,284,34,89,34,18x32,8x32
io8_l2n1p1_l4p4n1,10.0,9.229,1.25,48,40,20169,12428,539,57,40,57,18x32,8x32
io8_l2n1p1_l4p4n1_d1d2,10.0,8.955,1.25,384,320,48561,50145,540,40,153,40,18x32,8x32
io8_l2n1p1_l4p8n1,10.0,9.298,1.25,48,40,33473,19208,1051,89,40,89,18x32,8x32
io8_l2n1p1_l4p8n1_d1d2,10.0,8.813,1.25,384,320,77442,49479,1052,33,153,33,18x32,8x32
io8_l2n1p2_l4n1n1,10.0,8.847,1.25,32,5,1165,2750,34,28,28,28,18x32,8x32
io8_l2n1p2_l4n1n1_d1d2,10.0,8.847,1.25,256,5,1692,12155,35,28,29,28,18x32,8x32
io8_l2n1p2_l4n1n2,10.0,8.858,1.25,32,5,1220,2782,36,29,28,29,18x32,8x32
io8_l2n1p2_l4n1n2_d1d2,10.0,8.858,1.25,256,5,1722,12547,37,29,29,29,18x32,8x32
io8_l2n1p2_l4n1n4,10.0,8.578,1.25,32,5,1311,3063,40,35,28,35,18x32,8x32
io8_l2n1p2_l4n1n4_d1d2,10.0,8.967,1.25,256,5,2002,13674,41,35,29,35,18x32,8x32
io8_l2n1p2_l4n1n8,10.0,8.847,1.25,32,40,4091,5165,48,28,42,28,18x32,8x32
io8_l2n1p2_l4n1n8_d1d2,10.0,8.922,1.25,256,5,2231,8965,49,28,29,28,18x32,8x32
io8_l2n1p2_l4n1p1,10.0,8.847,1.25,32,5,1193,2817,35,28,29,28,18x32,8x32
io8_l2n1p2_l4n1p1_d1d2,10.0,8.847,1.25,256,5,1718,8590,36,28,30,28,18x32,8x32
io8_l2n1p2_l4n1p2,10.0,8.858,1.25,32,5,1249,2850,37,29,29,29,18x32,8x32
io8_l2n1p2_l4n1p2_d1d2,10.0,8.858,1.25,256,5,1757,8669,38,29,30,29,18x32,8x32
io8_l2n1p2_l4n1p4,10.0,8.578,1.25,32,5,1381,3080,41,35,29,35,18x32,8x32
io8_l2n1p2_l4n1p4_d1d2,10.0,8.967,1.25,256,5,1907,8871,42,35,30,35,18x32,8x32
io8_l2n1p2_l4n1p8,10.0,8.847,1.25,40,40,4729,5520,49,28,43,28,18x32,8x32
io8_l2n1p2_l4n1p8_d1d2,10.0,8.847,1.25,320,40,8963,13901,50,28,44,28,18x32,8x32
io8_l2n1p2_l4p1n1,10.0,8.835,1.25,48,40,9774,7221,158,34,40,34,18x32,8x32
io8_l2n1p2_l4p1n1_d1d2,10.0,8.967,1.25,384,80,13160,23629,159,34,57,34,18x32,8x32
io8_l2n1p2_l4p2n1,10.0,9.229,1.25,48,40,14153,8913,286,42,40,42,18x32,8x32
io8_l2n1p2_l4p2n1_d1d2,10.0,8.967,1.25,384,160,27148,33297,287,35,89,35,18x32,8x32
io8_l2n1p2_l4p4n1,10.0,9.251,1.25,48,40,20330,12486,542,58,40,58,18x32,8x32
io8_l2n1p2_l4p4n1_d1d2,10.0,8.967,1.25,384,320,48625,50246,543,41,153,41,18x32,8x32
io8_l2n1p2_l4p8n1,10.0,9.321,1.25,48,40,33634,19266,1054,90,40,90,18x32,8x32
io8_l2n1p2_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77506,49576,1055,34,153,34,18x32,8x32
io8_l2n1p4_l4n1n1,10.0,8.566,1.25,32,5,1262,3017,40,34,28,34,18x32,8x32
io8_l2n1p4_l4n1n1_d1d2,10.0,8.955,1.25,256,5,1888,13312,41,30,29,30,18x32,8x32
io8_l2n1p4_l4n1n2,10.0,8.813,1.25,32,5,1383,3043,42,35,28,35,18x32,8x32
io8_l2n1p4_l4n1n2_d1d2,10.0,8.967,1.25,256,5,2112,13710,43,31,29,31,18x32,8x32
io8_l2n1p4_l4n1n4,10.0,8.835,1.25,32,5,1408,3328,46,41,28,41,18x32,8x32
io8_l2n1p4_l4n1n4_d1d2,10.0,8.835,1.25,256,5,2198,14829,47,37,29,37,18x32,8x32
io8_l2n1p4_l4n1n8,10.0,8.566,1.25,32,40,4188,5432,54,34,42,34,18x32,8x32
io8_l2n1p4_l4n1n8_d1d2,10.0,8.944,1.25,256,5,2427,9177,55,30,29,30,18x32,8x32
io8_l2n1p4_l4n1p1,10.0,8.566,1.25,32,5,1290,3084,41,34,29,34,18x32,8x32
io8_l2n1p4_l4n1p1_d1d2,10.0,8.955,1.25,256,5,1914,8787,42,30,30,30,18x32,8x32
io8_l2n1p4_l4n1p2,10.0,8.813,1.25,32,5,1346,3115,43,35,29,35,18x32,8x32
io8_l2n1p4_l4n1p2_d1d2,10.0,8.967,1.25,256,5,1953,8864,44,31,30,31,18x32,8x32
io8_l2n1p4_l4n1p4,10.0,8.835,1.25,32,5,1414,3339,47,41,29,41,18x32,8x32
io8_l2n1p4_l4n1p4_d1d2,10.0,8.835,1.25,256,5,2039,9060,48,37,30,37,18x32,8x32
io8_l2n1p4_l4n1p8,10.0,8.566,1.25,40,40,4826,5787,55,34,43,34,18x32,8x32
io8_l2n1p4_l4n1p8_d1d2,10.0,8.955,1.25,320,40,9159,14098,56,30,44,30,18x32,8x32
io8_l2n1p4_l4p1n1,10.0,8.813,1.25,48,40,9807,7480,164,40,40,40,18x32,8x32
io8_l2n1p4_l4p1n1_d1d2,10.0,8.835,1.25,384,80,13292,23818,165,36,57,36,18x32,8x32
io8_l2n1p4_l4p2n1,10.0,8.949,1.25,48,40,14174,9191,292,48,40,48,18x32,8x32
io8_l2n1p4_l4p2n1_d1d2,10.0,8.835,1.25,384,160,27280,33486,293,37,89,37,18x32,8x32
io8_l2n1p4_l4p4n1,10.0,8.971,1.25,48,40,20363,12749,548,64,40,64,18x32,8x32
io8_l2n1p4_l4p4n1_d1d2,10.0,8.835,1.25,384,320,48757,50435,549,43,153,43,18x32,8x32
io8_l2n1p4_l4p8n1,10.0,9.041,1.25,48,40,33655,19529,1060,96,40,96,18x32,8x32
io8_l2n1p4_l4p8n1_d1d2,10.0,8.944,1.25,384,320,77638,49765,1061,36,153,36,18x32,8x32
io8_l2n1p8_l4n1n1,10.0,8.813,1.25,32,5,1590,2820,52,27,28,27,18x32,8x32
io8_l2n1p8_l4n1n1_d1d2,10.0,8.813,1.25,256,5,2217,15591,53,27,29,27,18x32,8x32
io8_l2n1p8_l4n1n2,10.0,9.206,1.25,32,5,1711,2863,54,28,28,28,18x32,8x32
io8_l2n1p8_l4n1n2_d1d2,10.0,9.206,1.25,256,5,2441,16006,55,28,29,28,18x32,8x32
io8_l2n1p8_l4n1n4,10.0,9.229,1.25,32,5,1736,3166,58,34,28,34,18x32,8x32
io8_l2n1p8_l4n1n4_d1d2,10.0,9.229,1.25,256,5,2627,17159,59,34,29,34,18x32,8x32
io8_l2n1p8_l4n1n8,10.0,8.813,1.25,32,40,4516,5235,66,27,42,27,18x32,8x32
io8_l2n1p8_l4n1n8_d1d2,10.0,8.922,1.25,256,5,2756,9550,67,27,29,27,18x32,8x32
io8_l2n1p8_l4n1p1,10.0,8.813,1.25,32,5,1618,2887,53,27,29,27,18x32,8x32
io8_l2n1p8_l4n1p1_d1d2,10.0,8.813,1.25,256,5,2243,9146,54,27,30,27,18x32,8x32
io8_l2n1p8_l4n1p2,10.0,9.206,1.25,32,5,1674,2935,55,28,29,28,18x32,8x32
io8_l2n1p8_l4n1p2_d1d2,10.0,9.206,1.25,256,5,2282,9240,56,28,30,28,18x32,8x32
io8_l2n1p8_l4n1p4,10.0,9.229,1.25,32,5,1742,3155,59,34,29,34,18x32,8x32
io8_l2n1p8_l4n1p4_d1d2,10.0,9.229,1.25,256,5,2368,9432,60,34,30,34,18x32,8x32
io8_l2n1p8_l4n1p8,10.0,8.813,1.25,40,40,5154,5590,67,27,43,27,18x32,8x32
io8_l2n1p8_l4n1p8_d1d2,10.0,8.813,1.25,320,40,9488,14457,68,27,44,27,18x32,8x32
io8_l2n1p8_l4p1n1,10.0,8.824,1.25,48,40,10135,7298,176,33,40,33,18x32,8x32
io8_l2n1p8_l4p1n1_d1d2,10.0,9.229,1.25,384,80,13621,24189,177,33,57,33,18x32,8x32
io8_l2n1p8_l4p2n1,10.0,8.835,1.25,48,40,14503,8994,304,41,40,41,18x32,8x32
io8_l2n1p8_l4p2n1_d1d2,10.0,9.229,1.25,384,160,27609,33858,305,34,89,34,18x32,8x32
io8_l2n1p8_l4p4n1,10.0,8.858,1.25,48,40,20680,12568,560,57,40,57,18x32,8x32
io8_l2n1p8_l4p4n1_d1d2,10.0,9.229,1.25,384,320,49086,50806,561,40,153,40,18x32,8x32
io8_l2n1p8_l4p8n1,10.0,8.952,1.25,48,40,33984,19340,1072,89,40,89,18x32,8x32
io8_l2n1p8_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77967,50139,1073,33,153,33,18x32,8x32
io8_l2p1n1_l4n1n1,10.0,9.39,1.25,32,17,2376,5495,216,44,28,44,18x32,8x32
io8_l2p1n1_l4n1n1_d1d2,10.0,9.333,1.25,256,23,3301,22162,217,44,31,44,18x32,8x32
io8_l2p1n1_l4n1n2,10.0,9.018,1.25,32,17,2497,5521,218,45,28,45,18x32,8x32
io8_l2p1n1_l4n1n2_d1d2,10.0,9.407,1.25,256,23,3525,22560,219,45,31,45,18x32,8x32
io8_l2p1n1_l4n1n4,10.0,9.345,1.25,32,17,2522,5806,222,51,28,51,18x32,8x32
io8_l2p1n1_l4n1n4_d1d2,10.0,9.43,1.25,256,23,3711,23695,223,51,31,51,18x32,8x32
io8_l2p1n1_l4n1n8,10.0,9.39,1.25,32,40,4662,7418,230,44,38,44,18x32,8x32
io8_l2p1n1_l4n1n8_d1d2,10.0,9.345,1.25,256,23,3896,16106,231,44,31,44,18x32,8x32
io8_l2p1n1_l4n1p1,10.0,9.39,1.25,32,17,2404,5562,217,44,29,44,18x32,8x32
io8_l2p1n1_l4n1p1_d1d2,10.0,9.333,1.25,256,23,3327,15717,218,44,32,44,18x32,8x32
io8_l2p1n1_l4n1p2,10.0,9.247,1.25,32,17,2460,5598,219,45,29,45,18x32,8x32
io8_l2p1n1_l4n1p2_d1d2,10.0,9.407,1.25,256,23,3366,15797,220,45,32,45,18x32,8x32
io8_l2p1n1_l4n1p4,10.0,9.345,1.25,32,17,2592,5822,223,51,29,51,18x32,8x32
io8_l2p1n1_l4n1p4_d1d2,10.0,9.43,1.25,256,23,3521,15993,224,51,32,51,18x32,8x32
io8_l2p1n1_l4n1p8,10.0,9.39,1.25,40,40,5300,7773,231,44,39,44,18x32,8x32
io8_l2p1n1_l4n1p8_d1d2,10.0,9.333,1.25,320,40,9612,20290,232,44,40,44,18x32,8x32
io8_l2p1n1_l4p1n1,10.0,9.39,1.25,48,40,10352,9402,340,50,36,50,18x32,8x32
io8_l2p1n1_l4p1n1_d1d2,10.0,9.43,1.25,384,80,13809,29956,341,50,53,50,18x32,8x32
io8_l2p1n1_l4p2n1,10.0,9.414,1.25,48,40,14730,11112,468,58,36,58,18x32,8x32
io8_l2p1n1_l4p2n1_d1d2,10.0,9.43,1.25,384,160,27797,39612,469,51,85,51,18x32,8x32
io8_l2p1n1_l4p4n1,10.0,9.461,1.25,48,40,20901,14681,724,74,36,74,18x32,8x32
io8_l2p1n1_l4p4n1_d1d2,10.0,9.43,1.25,384,320,49274,56573,725,57,149,57,18x32,8x32
io8_l2p1n1_l4p8n1,10.0,9.549,1.25,48,40,34205,21445,1236,106,36,106,18x32,8x32
io8_l2p1n1_l4p8n1_d1d2,10.0,9.345,1.25,384,320,78155,55861,1237,50,149,50,18x32,8x32
io8_l2p2n1_l4n1n1,10.0,9.367,1.25,48,194,16722,16228,344,53,87,53,18x32,8x32
io8_l2p2n1_l4n1n1_d1d2,10.0,9.61,1.25,320,8,28353,39916,345,45,26,45,18x32,8x32
io8_l2p2n1_l4n1n2,10.0,9.434,1.25,48,194,16843,16219,346,54,87,54,18x32,8x32
io8_l2p2n1_l4n1n2_d1d2,10.0,9.595,1.25,320,8,28577,40267,347,46,26,46,18x32,8x32
io8_l2p2n1_l4n1n4,10.0,9.457,1.25,48,194,16868,16455,350,60,87,60,18x32,8x32
io8_l2p2n1_l4n1n4_d1d2,10.0,9.617,1.25,320,8,28764,41321,351,52,26,52,18x32,8x32
io8_l2p2n1_l4n1n8,10.0,9.367,1.25,48,208,18523,17779,358,53,94,53,18x32,8x32
io8_l2p2n1_l4n1n8_d1d2,10.0,9.571,1.25,320,8,28948,21852,359,45,26,45,18x32,8x32
io8_l2p2n1_l4n1p1,10.0,9.367,1.25,48,194,16750,16311,345,53,88,53,18x32,8x32
io8_l2p2n1_l4n1p1_d1d2,10.0,9.61,1.25,320,8,28379,21759,346,45,27,45,18x32,8x32
io8_l2p2n1_l4n1p2,10.0,9.434,1.25,48,194,16806,16339,347,54,88,54,18x32,8x32
io8_l2p2n1_l4n1p2_d1d2,10.0,9.595,1.25,320,8,28418,21793,348,46,27,46,18x32,8x32
io8_l2p2n1_l4n1p4,10.0,9.457,1.25,48,194,16874,16558,351,60,88,60,18x32,8x32
io8_l2p2n1_l4n1p4_d1d2,10.0,9.617,1.25,320,8,28509,22002,352,52,27,52,18x32,8x32
io8_l2p2n1_l4n1p8,10.0,9.367,1.25,56,208,19166,18158,359,53,95,53,18x32,8x32
io8_l2p2n1_l4n1p8_d1d2,10.0,9.218,1.25,384,40,35464,26950,360,45,40,45,18x32,8x32
io8_l2p2n1_l4p1n1,10.0,9.367,1.25,64,208,23470,19670,468,59,92,59,18x32,8x32
io8_l2p2n1_l4p1n1_d1d2,10.0,9.617,1.25,448,80,39501,36766,469,51,53,51,18x32,8x32
io8_l2p2n1_l4p2n1,10.0,9.275,1.25,64,115,22178,17506,596,67,61,67,18x32,8x32
io8_l2p2n1_l4p2n1_d1d2,10.0,9.644,1.25,448,160,53585,46405,597,52,85,52,18x32,8x32
io8_l2p2n1_l4p4n1,10.0,9.114,1.25,64,67,25571,18723,852,83,45,83,18x32,8x32
io8_l2p2n1_l4p4n1_d1d2,10.0,9.617,1.25,448,320,74966,63387,853,58,149,58,18x32,8x32
