prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2p4n1_l4p2n1_d1d2,10.0,8.824,1.25,128,101,49374,32556,917,55,60,55,14x32,4x32
io4_l2p4n1_l4p4n1,10.0,8.999,1.25,32,46,43535,24189,1122,100,52,100,14x32,4x32
io4_l2p4n1_l4p4n1_d1d2,10.0,8.835,1.25,128,101,60006,32897,1173,52,60,52,14x32,4x32
io8_l2n1n1_l4n1n1,10.0,8.419,1.25,32,5,876,2203,22,9,19,9,26x32,8x32
io8_l2n1n1_l4n1n1_d1d2,10.0,8.528,1.25,256,5,1505,11667,23,9,20,9,26x32,8x32
io8_l2n1n1_l4n1n2,10.0,8.419,1.25,32,5,950,2256,24,10,19,10,26x32,8x32
io8_l2n1n1_l4n1n2_d1d2,10.0,8.528,1.25,256,5,1553,12256,25,10,20,10,26x32,8x32
io8_l2n1n1_l4n1n4,10.0,8.858,1.25,32,5,1023,2533,28,16,19,16,26x32,8x32
io8_l2n1n1_l4n1n4_d1d2,10.0,8.955,1.25,256,5,1888,13277,29,16,20,16,26x32,8x32
io8_l2n1n1_l4n1n8,10.0,8.419,1.25,32,40,3784,4576,36,9,33,9,26x32,8x32
io8_l2n1n1_l4n1n8_d1d2,10.0,8.813,1.25,256,5,2259,8994,37,9,20,9,26x32,8x32
io8_l2n1n1_l4n1p1,10.0,8.419,1.25,32,5,894,2244,23,9,20,9,26x32,8x32
io8_l2n1n1_l4n1p1_d1d2,10.0,8.528,1.25,256,5,1518,11676,24,9,21,9,26x32,8x32
io8_l2n1n1_l4n1p2,10.0,8.419,1.25,32,10,1346,2617,25,10,22,10,26x32,8x32
io8_l2n1n1_l4n1p2_d1d2,10.0,8.528,1.25,256,10,1969,12573,26,10,23,10,26x32,8x32
io8_l2n1n1_l4n1p4,10.0,8.419,1.25,32,20,2247,3524,29,16,26,16,26x32,8x32
io8_l2n1n1_l4n1p4_d1d2,10.0,8.528,1.25,256,20,2871,14404,30,16,27,16,26x32,8x32
io8_l2n1n1_l4n1p8,10.0,8.419,1.25,40,40,4422,4845,37,9,34,9,26x32,8x32
io8_l2n1n1_l4n1p8_d1d2,10.0,8.528,1.25,320,40,8758,19349,38,9,35,9,26x32,8x32
io8_l2n1n1_l4p1n1,10.0,8.813,1.25,48,40,9532,6686,146,15,31,15,26x32,8x32
io8_l2n1n1_l4p1n1_d1d2,10.0,8.955,1.25,384,80,12987,33833,147,15,48,15,26x32,8x32
io8_l2n1n1_l4p2n1,10.0,9.206,1.25,48,40,13911,8372,274,23,31,23,26x32,8x32
io8_l2n1n1_l4p2n1_d1d2,10.0,8.955,1.25,384,160,26975,35823,275,16,80,16,26x32,8x32
io8_l2n1n1_l4p4n1,10.0,9.229,1.25,48,40,20088,11832,530,39,31,39,26x32,8x32
io8_l2n1n1_l4p4n1_d1d2,10.0,8.955,1.25,384,320,45381,51030,531,22,144,22,26x32,8x32
io8_l2n1n1_l4p8n1,10.0,9.298,1.25,48,40,33392,18724,1042,71,31,71,26x32,8x32
io8_l2n1n1_l4p8n1_d1d2,10.0,8.813,1.25,384,320,77374,52204,1043,15,144,15,26x32,8x32
io8_l2n1n2_l4n1n1,10.0,8.847,1.25,32,5,1117,2320,25,11,19,11,26x32,8x32
io8_l2n1n2_l4n1n1_d1d2,10.0,8.847,1.25,256,5,2031,13956,26,10,20,10,26x32,8x32
io8_l2n1n2_l4n1n2,10.0,8.858,1.25,32,5,1256,2365,27,12,19,12,26x32,8x32
io8_l2n1n2_l4n1n2_d1d2,10.0,8.858,1.25,256,5,2264,14324,28,11,20,11,26x32,8x32
io8_l2n1n2_l4n1n4,10.0,8.578,1.25,32,5,1264,2646,31,18,19,18,26x32,8x32
io8_l2n1n2_l4n1n4_d1d2,10.0,8.967,1.25,256,5,2414,15575,32,17,20,17,26x32,8x32
io8_l2n1n2_l4n1n8,10.0,8.847,1.25,32,40,4025,4693,39,11,33,11,26x32,8x32
io8_l2n1n2_l4n1n8_d1d2,10.0,8.922,1.25,256,5,2785,9354,40,10,20,10,26x32,8x32
io8_l2n1n2_l4n1p1,10.0,8.847,1.25,32,5,1135,2361,26,11,20,11,26x32,8x32
io8_l2n1n2_l4n1p1_d1d2,10.0,8.847,1.25,256,5,2044,8925,27,10,21,10,26x32,8x32
io8_l2n1n2_l4n1p2,10.0,8.847,1.25,32,10,1587,2734,28,12,22,12,26x32,8x32
io8_l2n1n2_l4n1p2_d1d2,10.0,8.847,1.25,256,10,2495,9342,29,11,23,11,26x32,8x32
io8_l2n1n2_l4n1p4,10.0,8.847,1.25,32,20,2488,3641,32,18,26,18,26x32,8x32
io8_l2n1n2_l4n1p4_d1d2,10.0,8.847,1.25,256,20,3397,10213,33,17,27,17,26x32,8x32
io8_l2n1n2_l4n1p8,10.0,8.847,1.25,40,40,4663,4962,40,11,34,11,26x32,8x32
io8_l2n1n2_l4n1p8_d1d2,10.0,8.847,1.25,320,40,9284,13238,41,10,35,10,26x32,8x32
io8_l2n1n2_l4p1n1,10.0,8.835,1.25,48,40,9740,6793,149,17,31,17,26x32,8x32
io8_l2n1n2_l4p1n1_d1d2,10.0,8.967,1.25,384,80,13481,23877,150,16,48,16,26x32,8x32
io8_l2n1n2_l4p2n1,10.0,9.229,1.25,48,40,14120,8484,277,25,31,25,26x32,8x32
io8_l2n1n2_l4p2n1_d1d2,10.0,8.967,1.25,384,160,27469,33545,278,17,80,17,26x32,8x32
io8_l2n1n2_l4p4n1,10.0,9.251,1.25,48,40,20297,11945,533,41,31,41,26x32,8x32
io8_l2n1n2_l4p4n1_d1d2,10.0,8.967,1.25,384,320,45875,48754,534,23,144,23,26x32,8x32
io8_l2n1n2_l4p8n1,10.0,9.321,1.25,48,40,33601,18837,1045,73,31,73,26x32,8x32
io8_l2n1n2_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77836,49924,1046,16,144,16,26x32,8x32
io8_l2n1n4_l4n1n1,10.0,8.566,1.25,40,14,1653,3118,32,19,23,19,26x32,8x32
io8_l2n1n4_l4n1n1_d1d2,10.0,8.955,1.25,256,14,2218,15146,32,16,23,16,26x32,8x32
io8_l2n1n4_l4n1n2,10.0,8.847,1.25,40,14,1792,3163,34,20,23,20,26x32,8x32
io8_l2n1n4_l4n1n2_d1d2,10.0,8.967,1.25,256,14,2451,15515,34,17,23,17,26x32,8x32
io8_l2n1n4_l4n1n4,10.0,8.881,1.25,40,14,1800,3444,38,26,23,26,26x32,8x32
io8_l2n1n4_l4n1n4_d1d2,10.0,8.858,1.25,256,14,2601,16771,38,23,23,23,26x32,8x32
io8_l2n1n4_l4n1n8,10.0,8.566,1.25,40,40,4081,5158,46,19,34,19,26x32,8x32
io8_l2n1n4_l4n1n8_d1d2,10.0,8.944,1.25,256,14,2972,10078,46,16,23,16,26x32,8x32
io8_l2n1n4_l4n1p1,10.0,8.566,1.25,40,14,1671,3159,33,19,24,19,26x32,8x32
io8_l2n1n4_l4n1p1_d1d2,10.0,8.955,1.25,256,14,2231,9635,33,16,24,16,26x32,8x32
io8_l2n1n4_l4n1p2,10.0,8.566,1.25,40,16,1963,3409,35,20,25,20,26x32,8x32
io8_l2n1n4_l4n1p2_d1d2,10.0,8.955,1.25,256,16,2522,9929,35,17,25,17,26x32,8x32
io8_l2n1n4_l4n1p4,10.0,8.566,1.25,40,20,2544,4106,39,26,27,26,26x32,8x32
io8_l2n1n4_l4n1p4_d1d2,10.0,8.955,1.25,256,20,3104,10554,39,23,27,23,26x32,8x32
io8_l2n1n4_l4n1p8,10.0,8.566,1.25,48,40,4719,5427,47,19,35,19,26x32,8x32
io8_l2n1n4_l4n1p8_d1d2,10.0,8.955,1.25,320,40,8991,13579,47,16,35,16,26x32,8x32
io8_l2n1n4_l4p1n1,10.0,8.824,1.25,56,40,9732,7200,156,25,32,25,26x32,8x32
io8_l2n1n4_l4p1n1_d1d2,10.0,8.858,1.25,384,80,13220,24182,156,22,48,22,26x32,8x32
io8_l2n1n4_l4p2n1,10.0,9.218,1.25,56,40,14112,8891,284,33,32,33,26x32,8x32
io8_l2n1n4_l4p2n1_d1d2,10.0,8.858,1.25,384,160,27208,33849,284,23,80,23,26x32,8x32
io8_l2n1n4_l4p4n1,10.0,9.24,1.25,56,40,20289,12357,540,49,32,49,26x32,8x32
io8_l2n1n4_l4p4n1_d1d2,10.0,8.858,1.25,384,320,45614,49059,540,29,144,29,26x32,8x32
io8_l2n1n4_l4p8n1,10.0,9.31,1.25,56,40,33593,19249,1052,81,32,81,26x32,8x32
io8_l2n1n4_l4p8n1_d1d2,10.0,8.944,1.25,384,320,77566,50177,1052,22,144,22,26x32,8x32
io8_l2n1n8_l4n1n1,10.0,8.835,1.25,40,14,1845,3262,46,16,25,16,26x32,8x32
io8_l2n1n8_l4n1n1_d1d2,10.0,8.847,1.25,256,23,3017,16656,44,9,26,9,26x32,8x32
io8_l2n1n8_l4n1n2,10.0,8.847,1.25,40,14,1984,3304,48,17,25,17,26x32,8x32
io8_l2n1n8_l4n1n2_d1d2,10.0,8.922,1.25,256,23,3250,17024,46,10,26,10,26x32,8x32
io8_l2n1n8_l4n1n4,10.0,8.881,1.25,40,14,1991,3595,52,23,25,23,26x32,8x32
io8_l2n1n8_l4n1n4_d1d2,10.0,8.944,1.25,256,23,3491,18159,50,16,26,16,26x32,8x32
io8_l2n1n8_l4n1n8,10.0,8.835,1.25,40,40,4273,5302,60,16,36,16,26x32,8x32
io8_l2n1n8_l4n1n8_d1d2,10.0,8.922,1.25,256,23,3771,10629,58,9,26,9,26x32,8x32
io8_l2n1n8_l4n1p1,10.0,8.835,1.25,40,14,1863,3303,47,16,26,16,26x32,8x32
io8_l2n1n8_l4n1p1_d1d2,10.0,8.847,1.25,256,23,3030,10185,45,9,27,9,26x32,8x32
io8_l2n1n8_l4n1p2,10.0,8.835,1.25,40,16,2155,3553,49,17,27,17,26x32,8x32
io8_l2n1n8_l4n1p2_d1d2,10.0,8.847,1.25,256,25,3321,10479,47,10,28,10,26x32,8x32
io8_l2n1n8_l4n1p4,10.0,8.835,1.25,40,20,2736,4250,53,23,29,23,26x32,8x32
io8_l2n1n8_l4n1p4_d1d2,10.0,8.847,1.25,256,29,3903,11104,51,16,30,16,26x32,8x32
io8_l2n1n8_l4n1p8,10.0,8.835,1.25,48,40,4911,5571,61,16,37,16,26x32,8x32
io8_l2n1n8_l4n1p8_d1d2,10.0,8.847,1.25,320,40,9310,13760,59,9,35,9,26x32,8x32
io8_l2n1n8_l4p1n1,10.0,9.218,1.25,56,40,9892,7333,170,22,34,22,26x32,8x32
io8_l2n1n8_l4p1n1_d1d2,10.0,8.944,1.25,384,80,13507,24327,168,15,48,15,26x32,8x32
io8_l2n1n8_l4p2n1,10.0,9.229,1.25,56,40,14271,9040,298,30,34,30,26x32,8x32
io8_l2n1n8_l4p2n1_d1d2,10.0,8.944,1.25,384,160,27495,33989,296,16,80,16,26x32,8x32
io8_l2n1n8_l4p4n1,10.0,9.251,1.25,56,40,20449,12512,554,46,34,46,26x32,8x32
io8_l2n1n8_l4p4n1_d1d2,10.0,8.944,1.25,384,320,45901,49204,552,22,144,22,26x32,8x32
io8_l2n1n8_l4p8n1,10.0,9.333,1.25,56,40,33753,19404,1066,78,34,78,26x32,8x32
io8_l2n1n8_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77853,50302,1064,15,144,15,26x32,8x32
io8_l2n1p1_l4n1n1,10.0,8.419,1.25,32,5,970,2432,24,12,21,12,26x32,8x32
io8_l2n1p1_l4n1n1_d1d2,10.0,8.528,1.25,256,5,1597,12200,25,12,22,12,26x32,8x32
io8_l2n1p1_l4n1n2,10.0,8.419,1.25,32,5,1044,2485,26,13,21,13,26x32,8x32
io8_l2n1p1_l4n1n2_d1d2,10.0,8.528,1.25,256,5,1645,12789,27,13,22,13,26x32,8x32
io8_l2n1p1_l4n1n4,10.0,8.858,1.25,32,5,1117,2762,30,19,21,19,26x32,8x32
io8_l2n1p1_l4n1n4_d1d2,10.0,8.955,1.25,256,5,1980,13810,31,19,22,19,26x32,8x32
io8_l2n1p1_l4n1n8,10.0,8.419,1.25,32,40,3879,4809,38,12,35,12,26x32,8x32
io8_l2n1p1_l4n1n8_d1d2,10.0,8.813,1.25,256,5,2351,9527,39,12,22,12,26x32,8x32
io8_l2n1p1_l4n1p1,10.0,8.419,1.25,32,5,989,2477,25,12,22,12,26x32,8x32
io8_l2n1p1_l4n1p1_d1d2,10.0,8.528,1.25,256,5,1619,9125,26,12,23,12,26x32,8x32
io8_l2n1p1_l4n1p2,10.0,8.419,1.25,32,10,1441,2850,27,13,24,13,26x32,8x32
io8_l2n1p1_l4n1p2_d1d2,10.0,8.528,1.25,256,10,2070,9542,28,13,25,13,26x32,8x32
io8_l2n1p1_l4n1p4,10.0,8.419,1.25,32,20,2342,3757,31,19,28,19,26x32,8x32
io8_l2n1p1_l4n1p4_d1d2,10.0,8.528,1.25,256,20,2972,10413,32,19,29,19,26x32,8x32
io8_l2n1p1_l4n1p8,10.0,8.419,1.25,40,40,4517,5064,39,12,36,12,26x32,8x32
io8_l2n1p1_l4n1p8_d1d2,10.0,8.528,1.25,320,40,8859,13424,40,12,37,12,26x32,8x32
io8_l2n1p1_l4p1n1,10.0,8.813,1.25,48,40,9594,6876,148,18,33,18,26x32,8x32
io8_l2n1p1_l4p1n1_d1d2,10.0,8.955,1.25,384,80,13056,23875,149,18,50,18,26x32,8x32
io8_l2n1p1_l4p2n1,10.0,9.206,1.25,48,40,13973,8562,276,26,33,26,26x32,8x32
io8_l2n1p1_l4p2n1_d1d2,10.0,8.955,1.25,384,160,27044,33545,277,19,82,19,26x32,8x32
io8_l2n1p1_l4p4n1,10.0,9.229,1.25,48,40,20150,12030,532,42,33,42,26x32,8x32
io8_l2n1p1_l4p4n1_d1d2,10.0,8.955,1.25,384,320,45450,48752,533,25,146,25,26x32,8x32
io8_l2n1p1_l4p8n1,10.0,9.298,1.25,48,40,33454,18922,1044,74,33,74,26x32,8x32
io8_l2n1p1_l4p8n1_d1d2,10.0,8.813,1.25,384,320,77434,49890,1045,18,146,18,26x32,8x32
io8_l2n1p2_l4n1n1,10.0,8.847,1.25,40,5,1101,2547,28,14,22,14,26x32,8x32
io8_l2n1p2_l4n1n1_d1d2,10.0,8.847,1.25,256,5,1768,14508,28,13,22,13,26x32,8x32
io8_l2n1p2_l4n1n2,10.0,8.858,1.25,40,5,1174,2595,30,15,22,15,26x32,8x32
io8_l2n1p2_l4n1n2_d1d2,10.0,8.858,1.25,256,5,1807,15060,30,14,22,14,26x32,8x32
io8_l2n1p2_l4n1n4,10.0,8.578,1.25,40,5,1247,2866,34,21,22,21,26x32,8x32
io8_l2n1p2_l4n1n4_d1d2,10.0,8.967,1.25,256,5,2142,16075,34,20,22,20,26x32,8x32
io8_l2n1p2_l4n1n8,10.0,8.847,1.25,40,40,4009,4920,42,14,36,14,26x32,8x32
io8_l2n1p2_l4n1n8_d1d2,10.0,8.922,1.25,256,5,2513,9870,42,13,22,13,26x32,8x32
io8_l2n1p2_l4n1p1,10.0,8.847,1.25,40,5,1119,2588,29,14,23,14,26x32,8x32
io8_l2n1p2_l4n1p1_d1d2,10.0,8.847,1.25,256,5,1781,9477,29,13,23,13,26x32,8x32
io8_l2n1p2_l4n1p2,10.0,8.847,1.25,40,10,1571,2961,31,15,25,15,26x32,8x32
io8_l2n1p2_l4n1p2_d1d2,10.0,8.847,1.25,256,10,2232,9894,31,14,25,14,26x32,8x32
io8_l2n1p2_l4n1p4,10.0,8.847,1.25,40,20,2472,3868,35,21,29,21,26x32,8x32
io8_l2n1p2_l4n1p4_d1d2,10.0,8.847,1.25,256,20,3134,10765,35,20,29,20,26x32,8x32
io8_l2n1p2_l4n1p8,10.0,8.847,1.25,48,40,4647,5189,43,14,37,14,26x32,8x32
io8_l2n1p2_l4n1p8_d1d2,10.0,8.847,1.25,320,40,9021,13790,43,13,37,13,26x32,8x32
io8_l2n1p2_l4p1n1,10.0,8.835,1.25,56,40,9692,6978,152,20,34,20,26x32,8x32
io8_l2n1p2_l4p1n1_d1d2,10.0,8.967,1.25,384,80,13218,24222,152,19,50,19,26x32,8x32
io8_l2n1p2_l4p2n1,10.0,9.229,1.25,56,40,14071,8665,280,28,34,28,26x32,8x32
io8_l2n1p2_l4p2n1_d1d2,10.0,8.967,1.25,384,160,27206,33890,280,20,82,20,26x32,8x32
io8_l2n1p2_l4p4n1,10.0,9.251,1.25,56,40,20248,12135,536,44,34,44,26x32,8x32
io8_l2n1p2_l4p4n1_d1d2,10.0,8.967,1.25,384,320,45612,49099,536,26,146,26,26x32,8x32
io8_l2n1p2_l4p8n1,10.0,9.321,1.25,56,40,33552,19027,1048,76,34,76,26x32,8x32
io8_l2n1p2_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77564,50233,1048,19,146,19,26x32,8x32
io8_l2n1p4_l4n1n1,10.0,8.566,1.25,40,5,1273,2972,36,22,24,22,26x32,8x32
io8_l2n1p4_l4n1n1_d1d2,10.0,8.955,1.25,256,5,1898,15235,34,19,22,19,26x32,8x32
io8_l2n1p4_l4n1n2,10.0,8.813,1.25,40,5,1412,3014,38,23,24,23,26x32,8x32
io8_l2n1p4_l4n1n2_d1d2,10.0,8.967,1.25,256,5,2131,15601,36,20,22,20,26x32,8x32
io8_l2n1p4_l4n1n4,10.0,8.835,1.25,40,5,1419,3289,42,29,24,29,26x32,8x32
io8_l2n1p4_l4n1n4_d1d2,10.0,8.835,1.25,256,5,2272,16800,40,26,22,26,26x32,8x32
io8_l2n1p4_l4n1n8,10.0,8.566,1.25,40,40,4181,5345,50,22,38,22,26x32,8x32
io8_l2n1p4_l4n1n8_d1d2,10.0,8.944,1.25,256,5,2643,10132,48,19,22,19,26x32,8x32
io8_l2n1p4_l4n1p1,10.0,8.566,1.25,40,5,1291,3013,37,22,25,22,26x32,8x32
io8_l2n1p4_l4n1p1_d1d2,10.0,8.955,1.25,256,5,1911,9724,35,19,23,19,26x32,8x32
io8_l2n1p4_l4n1p2,10.0,8.566,1.25,40,10,1743,3386,39,23,27,23,26x32,8x32
io8_l2n1p4_l4n1p2_d1d2,10.0,8.955,1.25,256,10,2362,10141,37,20,25,20,26x32,8x32
io8_l2n1p4_l4n1p4,10.0,8.566,1.25,40,20,2644,4293,43,29,31,29,26x32,8x32
io8_l2n1p4_l4n1p4_d1d2,10.0,8.955,1.25,256,20,3264,11012,41,26,29,26,26x32,8x32
io8_l2n1p4_l4n1p8,10.0,8.566,1.25,48,40,4819,5614,51,22,39,22,26x32,8x32
io8_l2n1p4_l4n1p8_d1d2,10.0,8.955,1.25,320,40,9151,14037,49,19,37,19,26x32,8x32
io8_l2n1p4_l4p1n1,10.0,8.813,1.25,56,40,9800,7395,160,28,36,28,26x32,8x32
io8_l2n1p4_l4p1n1_d1d2,10.0,8.835,1.25,384,80,13284,24461,158,25,50,25,26x32,8x32
io8_l2n1p4_l4p2n1,10.0,8.949,1.25,56,40,14179,9101,288,36,36,36,26x32,8x32
io8_l2n1p4_l4p2n1_d1d2,10.0,8.835,1.25,384,160,27272,34129,286,26,82,26,26x32,8x32
io8_l2n1p4_l4p4n1,10.0,8.971,1.25,56,40,20356,12556,544,52,36,52,26x32,8x32
io8_l2n1p4_l4p4n1_d1d2,10.0,8.835,1.25,384,320,45678,49338,542,32,146,32,26x32,8x32
io8_l2n1p4_l4p8n1,10.0,9.041,1.25,56,40,33660,19448,1056,84,36,84,26x32,8x32
io8_l2n1p4_l4p8n1_d1d2,10.0,8.944,1.25,384,320,77630,50472,1054,25,146,25,26x32,8x32
io8_l2n1p8_l4n1n1,10.0,8.813,1.25,40,5,1602,3187,52,19,28,19,26x32,8x32
io8_l2n1p8_l4n1n1_d1d2,10.0,8.813,1.25,256,5,2227,16258,46,12,22,12,26x32,8x32
io8_l2n1p8_l4n1n2,10.0,9.206,1.25,40,5,1741,3246,54,20,28,20,26x32,8x32
io8_l2n1p8_l4n1n2_d1d2,10.0,9.206,1.25,256,5,2460,16641,48,13,22,13,26x32,8x32
io8_l2n1p8_l4n1n4,10.0,9.229,1.25,40,5,1748,3539,58,26,28,26,26x32,8x32
io8_l2n1p8_l4n1n4_d1d2,10.0,9.229,1.25,256,5,2701,17778,52,19,22,19,26x32,8x32
io8_l2n1p8_l4n1n8,10.0,8.813,1.25,40,40,4510,5560,66,19,42,19,26x32,8x32
io8_l2n1p8_l4n1n8_d1d2,10.0,8.922,1.25,256,5,2972,10209,60,12,22,12,26x32,8x32
io8_l2n1p8_l4n1p1,10.0,8.813,1.25,40,5,1620,3228,53,19,29,19,26x32,8x32
io8_l2n1p8_l4n1p1_d1d2,10.0,8.813,1.25,256,5,2240,9787,47,12,23,12,26x32,8x32
io8_l2n1p8_l4n1p2,10.0,8.813,1.25,40,10,2072,3601,55,20,31,20,26x32,8x32
io8_l2n1p8_l4n1p2_d1d2,10.0,8.813,1.25,256,10,2691,10204,49,13,25,13,26x32,8x32
io8_l2n1p8_l4n1p4,10.0,8.813,1.25,40,20,2973,4508,59,26,35,26,26x32,8x32
io8_l2n1p8_l4n1p4_d1d2,10.0,8.813,1.25,256,20,3593,11075,53,19,29,19,26x32,8x32
io8_l2n1p8_l4n1p8,10.0,8.813,1.25,48,40,5148,5829,67,19,43,19,26x32,8x32
io8_l2n1p8_l4n1p8_d1d2,10.0,8.813,1.25,320,40,9480,14100,61,12,37,12,26x32,8x32
io8_l2n1p8_l4p1n1,10.0,8.824,1.25,56,40,10129,7625,176,25,40,25,26x32,8x32
io8_l2n1p8_l4p1n1_d1d2,10.0,9.229,1.25,384,80,13613,24536,170,18,50,18,26x32,8x32
io8_l2n1p8_l4p2n1,10.0,8.835,1.25,56,40,14508,9316,304,33,40,33,26x32,8x32
io8_l2n1p8_l4p2n1_d1d2,10.0,9.229,1.25,384,160,27601,34205,298,19,82,19,26x32,8x32
io8_l2n1p8_l4p4n1,10.0,8.858,1.25,56,40,20685,12787,560,49,40,49,26x32,8x32
io8_l2n1p8_l4p4n1_d1d2,10.0,9.229,1.25,384,320,46007,49413,554,25,146,25,26x32,8x32
io8_l2n1p8_l4p8n1,10.0,8.952,1.25,56,40,33989,19671,1072,81,40,81,26x32,8x32
io8_l2n1p8_l4p8n1_d1d2,10.0,8.922,1.25,384,320,77959,50550,1066,18,146,18,26x32,8x32
io8_l2p1n1_l4n1n1,10.0,9.069,1.25,40,14,2175,7277,230,22,41,22,26x32,8x32
io8_l2p1n1_l4n1n1_d1d2,10.0,9.333,1.25,256,23,3323,22840,214,22,28,22,26x32,8x32
io8_l2p1n1_l4n1n2,10.0,9.069,1.25,40,14,2314,7319,232,23,41,23,26x32,8x32
io8_l2p1n1_l4n1n2_d1d2,10.0,9.407,1.25,256,23,3556,23206,216,23,28,23,26x32,8x32
io8_l2p1n1_l4n1n4,10.0,9.463,1.25,40,14,2325,7612,236,29,41,29,26x32,8x32
io8_l2p1n1_l4n1n4_d1d2,10.0,9.43,1.25,256,23,3797,24325,220,29,28,29,26x32,8x32
io8_l2p1n1_l4n1n8,10.0,9.069,1.25,40,40,4603,9317,244,22,52,22,26x32,8x32
io8_l2p1n1_l4n1n8_d1d2,10.0,9.345,1.25,256,23,4124,16728,228,22,28,22,26x32,8x32
io8_l2p1n1_l4n1p1,10.0,9.069,1.25,40,14,2193,7318,231,22,42,22,26x32,8x32
io8_l2p1n1_l4n1p1_d1d2,10.0,9.333,1.25,256,23,3336,16369,215,22,29,22,26x32,8x32
io8_l2p1n1_l4n1p2,10.0,9.069,1.25,40,16,2485,7568,233,23,43,23,26x32,8x32
io8_l2p1n1_l4n1p2_d1d2,10.0,9.333,1.25,256,25,3627,16663,217,23,30,23,26x32,8x32
io8_l2p1n1_l4n1p4,10.0,9.069,1.25,40,20,3057,8265,237,29,45,29,26x32,8x32
io8_l2p1n1_l4n1p4_d1d2,10.0,9.333,1.25,256,29,4209,17288,221,29,32,29,26x32,8x32
io8_l2p1n1_l4n1p8,10.0,9.463,1.25,48,40,5245,9586,245,22,53,22,26x32,8x32
io8_l2p1n1_l4n1p8_d1d2,10.0,9.333,1.25,320,40,9616,19944,229,22,37,22,26x32,8x32
io8_l2p1n1_l4p1n1,10.0,9.497,1.25,56,40,10213,11334,354,28,50,28,26x32,8x32
io8_l2p1n1_l4p1n1_d1d2,10.0,9.43,1.25,384,80,13813,30314,338,28,50,28,26x32,8x32
io8_l2p1n1_l4p2n1,10.0,9.516,1.25,56,40,14592,13025,482,36,50,36,26x32,8x32
io8_l2p1n1_l4p2n1_d1d2,10.0,9.43,1.25,384,160,27801,39970,466,29,82,29,26x32,8x32
io8_l2p1n1_l4p4n1,10.0,9.552,1.25,56,40,20769,16485,738,52,50,52,26x32,8x32
io8_l2p1n1_l4p4n1_d1d2,10.0,9.43,1.25,384,320,46207,55191,722,35,146,35,26x32,8x32
io8_l2p1n1_l4p8n1,10.0,9.626,1.25,56,40,34073,23361,1250,84,50,84,26x32,8x32
io8_l2p1n1_l4p8n1_d1d2,10.0,9.345,1.25,384,320,78159,56283,1234,28,146,28,26x32,8x32
io8_l2p2n1_l4n1n1,10.0,9.52,1.25,40,86,15586,15384,358,23,65,23,26x32,8x32
io8_l2p2n1_l4n1n1_d1d2,10.0,9.201,1.25,320,8,29319,40502,342,23,23,23,26x32,8x32
io8_l2p2n1_l4n1n2,10.0,9.531,1.25,40,68,14957,14604,360,24,59,24,26x32,8x32
io8_l2p2n1_l4n1n2_d1d2,10.0,9.61,1.25,320,8,29552,40893,344,24,23,24,26x32,8x32
io8_l2p2n1_l4n1n4,10.0,9.457,1.25,40,92,16180,15819,364,30,67,30,26x32,8x32
io8_l2p2n1_l4n1n4_d1d2,10.0,9.617,1.25,320,8,29793,41951,348,30,23,30,26x32,8x32
io8_l2p2n1_l4n1n8,10.0,9.52,1.25,40,79,16446,16088,372,23,65,23,26x32,8x32
io8_l2p2n1_l4n1n8_d1d2,10.0,9.582,1.25,320,8,30120,22470,356,23,23,23,26x32,8x32
io8_l2p2n1_l4n1p1,10.0,9.52,1.25,40,68,14740,14706,359,23,60,23,26x32,8x32
io8_l2p2n1_l4n1p1_d1d2,10.0,9.61,1.25,320,8,29332,22335,343,23,24,23,26x32,8x32
io8_l2p2n1_l4n1p2,10.0,9.52,1.25,40,76,15288,15211,361,24,63,24,26x32,8x32
io8_l2p2n1_l4n1p2_d1d2,10.0,9.568,1.25,320,10,29623,22600,345,24,25,24,26x32,8x32
io8_l2p2n1_l4n1p4,10.0,9.52,1.25,40,83,15997,16031,365,30,66,30,26x32,8x32
io8_l2p2n1_l4n1p4_d1d2,10.0,9.582,1.25,320,20,30525,23535,349,30,29,30,26x32,8x32
io8_l2p2n1_l4n1p8,10.0,9.52,1.25,48,91,17692,16889,373,23,70,23,26x32,8x32
io8_l2p2n1_l4n1p8_d1d2,10.0,9.201,1.25,384,40,36412,26536,357,23,37,23,26x32,8x32
io8_l2p2n1_l4p1n1,10.0,9.527,1.25,56,79,21361,18040,482,29,63,29,26x32,8x32
io8_l2p2n1_l4p1n1_d1d2,10.0,9.617,1.25,448,80,40449,37168,466,29,50,29,26x32,8x32
io8_l2p2n1_l4p2n1,10.0,9.545,1.25,56,76,25580,19580,610,37,62,37,26x32,8x32
io8_l2p2n1_l4p2n1_d1d2,10.0,9.644,1.25,448,160,54533,46771,594,30,82,30,26x32,8x32
io8_l2p2n1_l4p4n1,10.0,9.582,1.25,56,64,31245,22322,866,53,58,53,26x32,8x32
io8_l2p2n1_l4p4n1_d1d2,10.0,9.617,1.25,448,320,72843,61981,850,36,146,36,26x32,8x32
