prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io8_l2n1n2_l4p4n1,64.552,13788,13788,0,0,17815,8,16,0,40,300.030
io8_l2n1n2_l4p4n1_d1d2,296.835,34293,34293,0,0,35943,118,128,0,320,300.030
io8_l2n1n2_l4p8n1,89.961,23796,23796,0,0,30357,16,16,0,40,300.030
io8_l2n1n2_l4p8n1_d1d2,330.452,48153,48153,0,0,63675,128,128,0,320,300.030
io8_l2n1n4_l4n1n1,29.416,1596,1596,0,0,1162,8,24,0,14,300.030
io8_l2n1n4_l4n1n1_d1d2,79.358,5206,5206,0,0,1218,0,256,0,14,300.030
io8_l2n1n4_l4n1n2,29.077,1618,1618,0,0,1226,8,24,0,14,300.030
io8_l2n1n4_l4n1n2_d1d2,79.766,5205,5205,0,0,1254,0,256,0,14,300.030
io8_l2n1n4_l4n1n4,29.234,1736,1736,0,0,1251,8,24,0,14,300.030
io8_l2n1n4_l4n1n4_d1d2,78.874,5264,5264,0,0,1396,0,256,0,14,300.030
io8_l2n1n4_l4n1n8,45.444,3533,3533,0,0,3009,8,24,0,40,300.030
io8_l2n1n4_l4n1n8_d1d2,79.378,5416,5416,0,0,1682,0,256,0,14,300.030
io8_l2n1n4_l4n1p1,28.952,1612,1612,0,0,1174,8,24,0,14,300.030
io8_l2n1n4_l4n1p1_d1d2,80.384,5212,5212,0,0,1200,0,256,0,14,300.030
io8_l2n1n4_l4n1p2,31.239,1899,1899,0,0,1439,8,24,0,16,300.030
io8_l2n1n4_l4n1p2_d1d2,79.952,5531,5531,0,0,1559,0,256,0,16,300.030
io8_l2n1n4_l4n1p4,33.047,2406,2406,0,0,1965,8,24,0,20,300.030
io8_l2n1n4_l4n1p4_d1d2,84.878,6207,6207,0,0,2004,0,256,0,20,300.030
io8_l2n1n4_l4n1p8,46.622,3558,3549,0,9,2782,16,16,0,40,300.030
io8_l2n1n4_l4n1p8_d1d2,110.396,7099,7090,0,9,3076,64,192,0,40,300.030
io8_l2n1n4_l4p1n1,57.780,6350,6350,0,0,8057,24,8,0,40,300.030
io8_l2n1n4_l4p1n1_d1d2,154.093,13582,13582,0,0,9501,128,128,0,80,300.030
io8_l2n1n4_l4p2n1,60.552,9046,9046,0,0,12172,16,8,0,40,300.030
io8_l2n1n4_l4p2n1_d1d2,209.799,21272,21272,0,0,20420,128,128,0,160,300.030
io8_l2n1n4_l4p4n1,72.014,13922,13922,0,0,18103,22,8,0,40,300.030
io8_l2n1n4_l4p4n1_d1d2,300.416,35603,35603,0,0,36914,122,128,0,320,300.030
io8_l2n1n4_l4p8n1,93.908,24109,24109,0,0,30286,24,8,0,40,300.030
io8_l2n1n4_l4p8n1_d1d2,333.738,49780,49780,0,0,63945,104,128,0,320,300.030
io8_l2n1n8_l4n1n1,29.762,1713,1713,0,0,1157,8,24,0,14,300.030
io8_l2n1n8_l4n1n1_d1d2,80.083,5585,5585,0,0,1817,0,256,0,23,300.030
io8_l2n1n8_l4n1n2,29.404,1736,1736,0,0,1158,8,24,0,14,300.030
io8_l2n1n8_l4n1n2_d1d2,80.961,5586,5586,0,0,1852,0,256,0,23,300.030
io8_l2n1n8_l4n1n4,30.279,1872,1872,0,0,1178,8,24,0,14,300.030
io8_l2n1n8_l4n1n4_d1d2,82.408,5663,5663,0,0,1994,0,256,0,23,300.030
io8_l2n1n8_l4n1n8,45.390,3503,3503,0,0,2929,8,24,0,40,300.030
io8_l2n1n8_l4n1n8_d1d2,82.329,5811,5811,0,0,2280,0,256,0,23,300.030
io8_l2n1n8_l4n1p1,29.368,1717,1717,0,0,1168,8,24,0,14,300.030
io8_l2n1n8_l4n1p1_d1d2,82.527,5592,5592,0,0,1817,0,256,0,23,300.030
io8_l2n1n8_l4n1p2,31.354,1973,1973,0,0,1434,8,24,0,16,300.030
io8_l2n1n8_l4n1p2_d1d2,82.548,5942,5942,0,0,2161,0,256,0,25,300.030
io8_l2n1n8_l4n1p4,33.163,2508,2508,0,0,1897,8,24,0,20,300.030
io8_l2n1n8_l4n1p4_d1d2,85.619,6612,6612,0,0,2608,0,256,0,29,300.030
io8_l2n1n8_l4n1p8,45.404,3550,3541,0,9,2702,16,16,0,40,300.030
io8_l2n1n8_l4n1p8_d1d2,104.438,7349,7340,0,9,3487,64,192,0,40,300.030
io8_l2n1n8_l4p1n1,57.484,6441,6441,0,0,7946,24,8,0,40,300.030
io8_l2n1n8_l4p1n1_d1d2,148.912,13808,13808,0,0,10377,128,128,0,80,300.030
io8_l2n1n8_l4p2n1,60.007,9194,9194,0,0,12111,16,8,0,40,300.030
io8_l2n1n8_l4p2n1_d1d2,203.471,21829,21829,0,0,20771,128,128,0,160,300.030
io8_l2n1n8_l4p4n1,71.840,13728,13728,0,0,17739,24,8,0,40,300.030
io8_l2n1n8_l4p4n1_d1d2,295.094,36650,36650,0,0,36577,120,128,0,320,300.030
io8_l2n1n8_l4p8n1,89.536,23964,23964,0,0,30130,22,8,0,40,300.030
io8_l2n1n8_l4p8n1_d1d2,335.045,49526,49526,0,0,64147,128,128,0,320,300.030
io8_l2n1p1_l4n1n1,26.664,1278,1278,0,0,742,0,32,0,5,300.030
io8_l2n1p1_l4n1n1_d1d2,124.150,5050,5050,0,0,776,0,256,0,5,300.030
io8_l2n1p1_l4n1n2,26.961,1318,1318,0,0,742,0,32,0,5,300.030
io8_l2n1p1_l4n1n2_d1d2,124.954,5061,5061,0,0,828,0,256,0,5,300.030
io8_l2n1p1_l4n1n4,27.817,1446,1446,0,0,827,0,32,0,5,300.030
io8_l2n1p1_l4n1n4_d1d2,125.280,5114,5114,0,0,960,0,256,0,5,300.030
io8_l2n1p1_l4n1n8,48.635,3251,3251,0,0,2767,0,32,0,40,300.030
io8_l2n1p1_l4n1n8_d1d2,126.698,5267,5267,0,0,1244,0,256,0,5,300.030
io8_l2n1p1_l4n1p1,27.056,1285,1285,0,0,779,0,32,0,5,300.030
io8_l2n1p1_l4n1p1_d1d2,124.015,5057,5057,0,0,792,0,256,0,5,300.030
io8_l2n1p1_l4n1p2,29.734,1561,1561,0,0,1083,0,32,0,10,300.030
io8_l2n1p1_l4n1p2_d1d2,127.802,5291,5291,0,0,1172,0,256,0,10,300.030
io8_l2n1p1_l4n1p4,36.229,2172,2172,0,0,1730,0,32,0,20,300.030
io8_l2n1p1_l4n1p4_d1d2,136.496,6223,6223,0,0,1766,0,256,0,20,300.030
io8_l2n1p1_l4n1p8,51.328,3281,3272,0,9,2567,8,24,0,40,300.030
io8_l2n1p1_l4n1p8_d1d2,159.761,7104,7095,0,9,2836,64,192,0,40,300.030
io8_l2n1p1_l4p1n1,61.764,6410,6410,0,0,7880,16,16,0,40,300.030
io8_l2n1p1_l4p1n1_d1d2,201.180,13585,13585,0,0,9233,128,128,0,80,300.030
io8_l2n1p1_l4p2n1,68.061,8738,8738,0,0,12048,16,16,0,40,300.030
io8_l2n1p1_l4p2n1_d1d2,255.094,21884,21884,0,0,20441,120,128,0,160,300.030
io8_l2n1p1_l4p4n1,69.984,13619,13619,0,0,17868,8,16,0,40,300.030
io8_l2n1p1_l4p4n1_d1d2,353.900,36338,36338,0,0,36709,124,128,0,320,300.030
io8_l2n1p1_l4p8n1,100.122,23556,23556,0,0,30127,16,16,0,40,300.030
io8_l2n1p1_l4p8n1_d1d2,383.760,48197,48197,0,0,63412,128,128,0,320,300.030
io8_l2n1p2_l4n1n1,27.128,1451,1451,0,0,874,8,24,0,5,300.030
io8_l2n1p2_l4n1n1_d1d2,98.045,5319,5319,0,0,1173,0,256,0,5,300.030
io8_l2n1p2_l4n1n2,27.773,1494,1494,0,0,872,8,24,0,5,300.030
io8_l2n1p2_l4n1n2_d1d2,98.780,5326,5326,0,0,1201,0,256,0,5,300.030
io8_l2n1p2_l4n1n4,28.023,1607,1607,0,0,955,8,24,0,5,300.030
io8_l2n1p2_l4n1n4_d1d2,98.925,5332,5332,0,0,1208,0,256,0,5,300.030
io8_l2n1p2_l4n1n8,50.263,3434,3434,0,0,2896,8,24,0,40,300.030
io8_l2n1p2_l4n1n8_d1d2,99.621,5510,5510,0,0,1490,0,256,0,5,300.030
io8_l2n1p2_l4n1p1,27.736,1465,1465,0,0,885,8,24,0,5,300.030
io8_l2n1p2_l4n1p1_d1d2,97.714,5324,5324,0,0,1163,0,256,0,5,300.030
io8_l2n1p2_l4n1p2,30.705,1738,1738,0,0,1212,8,24,0,10,300.030
io8_l2n1p2_l4n1p2_d1d2,100.853,5529,5529,0,0,1528,0,256,0,10,300.030
io8_l2n1p2_l4n1p4,37.713,2346,2346,0,0,1862,8,24,0,20,300.030
io8_l2n1p2_l4n1p4_d1d2,108.385,6482,6482,0,0,2175,0,256,0,20,300.030
io8_l2n1p2_l4n1p8,50.964,3451,3442,0,9,2669,16,16,0,40,300.030
io8_l2n1p2_l4n1p8_d1d2,133.243,7384,7375,0,9,3210,64,192,0,40,300.030
io8_l2n1p2_l4p1n1,61.045,6563,6563,0,0,7976,24,8,0,40,300.030
io8_l2n1p2_l4p1n1_d1d2,175.170,13741,13741,0,0,9399,128,128,0,80,300.030
io8_l2n1p2_l4p2n1,69.842,8959,8959,0,0,12176,24,8,0,40,300.030
io8_l2n1p2_l4p2n1_d1d2,230.176,21396,21396,0,0,20872,128,128,0,160,300.030
io8_l2n1p2_l4p4n1,72.601,14050,14050,0,0,17883,16,8,0,40,300.030
io8_l2n1p2_l4p4n1_d1d2,321.946,36741,36741,0,0,35886,118,128,0,320,300.030
io8_l2n1p2_l4p8n1,97.397,24467,24467,0,0,30232,24,8,0,40,300.030
io8_l2n1p2_l4p8n1_d1d2,368.038,50293,50293,0,0,63684,128,128,0,320,300.030
io8_l2n1p4_l4n1n1,27.027,1629,1629,0,0,1039,8,24,0,5,300.030
io8_l2n1p4_l4n1n1_d1d2,78.801,5367,5367,0,0,1097,0,256,0,5,300.030
io8_l2n1p4_l4n1n2,26.755,1596,1596,0,0,1112,8,24,0,5,300.030
io8_l2n1p4_l4n1n2_d1d2,80.014,5338,5338,0,0,1126,0,256,0,5,300.030
io8_l2n1p4_l4n1n4,27.404,1767,1767,0,0,1122,8,24,0,5,300.030
io8_l2n1p4_l4n1n4_d1d2,81.042,5380,5380,0,0,1265,0,256,0,5,300.030
io8_l2n1p4_l4n1n8,49.228,3603,3603,0,0,3059,8,24,0,40,300.030
io8_l2n1p4_l4n1n8_d1d2,81.397,5586,5586,0,0,1549,0,256,0,5,300.030
io8_l2n1p4_l4n1p1,26.953,1629,1629,0,0,1049,8,24,0,5,300.030
io8_l2n1p4_l4n1p1_d1d2,78.737,5385,5385,0,0,1098,0,256,0,5,300.030
io8_l2n1p4_l4n1p2,30.716,1909,1909,0,0,1386,8,24,0,10,300.030
io8_l2n1p4_l4n1p2_d1d2,81.434,5609,5609,0,0,1487,0,256,0,10,300.030
io8_l2n1p4_l4n1p4,37.055,2514,2514,0,0,2027,8,24,0,20,300.030
io8_l2n1p4_l4n1p4_d1d2,89.900,6561,6561,0,0,2076,0,256,0,20,300.030
io8_l2n1p4_l4n1p8,50.890,3618,3609,0,9,2845,16,16,0,40,300.030
io8_l2n1p4_l4n1p8_d1d2,114.168,7424,7415,0,9,3144,64,192,0,40,300.030
io8_l2n1p4_l4p1n1,59.349,6754,6754,0,0,8098,24,8,0,40,300.030
io8_l2n1p4_l4p1n1_d1d2,157.902,13922,13922,0,0,9469,128,128,0,80,300.030
io8_l2n1p4_l4p2n1,67.669,9135,9135,0,0,12214,24,8,0,40,300.030
io8_l2n1p4_l4p2n1_d1d2,212.867,21282,21282,0,0,20348,128,128,0,160,300.030
io8_l2n1p4_l4p4n1,76.994,14261,14261,0,0,17920,22,8,0,40,300.030
io8_l2n1p4_l4p4n1_d1d2,301.064,36576,36576,0,0,36527,118,128,0,320,300.030
io8_l2n1p4_l4p8n1,97.273,24503,24503,0,0,30320,24,8,0,40,300.030
io8_l2n1p4_l4p8n1_d1d2,339.838,49086,49086,0,0,63709,112,128,0,320,300.030
io8_l2n1p8_l4n1n1,27.696,1765,1765,0,0,1136,8,24,0,5,300.030
io8_l2n1p8_l4n1n1_d1d2,71.719,5379,5379,0,0,1435,0,256,0,5,300.030
io8_l2n1p8_l4n1n2,27.218,1788,1788,0,0,1206,8,24,0,5,300.030
io8_l2n1p8_l4n1n2_d1d2,72.359,5324,5324,0,0,1461,0,256,0,5,300.030
io8_l2n1p8_l4n1n4,27.592,1884,1884,0,0,1201,8,24,0,5,300.030
io8_l2n1p8_l4n1n4_d1d2,73.705,5386,5386,0,0,1603,0,256,0,5,300.030
io8_l2n1p8_l4n1n8,49.057,3752,3752,0,0,3144,8,24,0,40,300.030
io8_l2n1p8_l4n1n8_d1d2,73.050,5568,5568,0,0,1882,0,256,0,5,300.030
io8_l2n1p8_l4n1p1,26.828,1764,1764,0,0,1125,8,24,0,5,300.030
io8_l2n1p8_l4n1p1_d1d2,72.108,5375,5375,0,0,1436,0,256,0,5,300.030
io8_l2n1p8_l4n1p2,30.108,2106,2106,0,0,1457,8,24,0,10,300.030
io8_l2n1p8_l4n1p2_d1d2,75.001,5740,5740,0,0,1830,0,256,0,10,300.030
io8_l2n1p8_l4n1p4,36.682,2743,2743,0,0,2132,8,24,0,20,300.030
io8_l2n1p8_l4n1p4_d1d2,81.948,6535,6535,0,0,2414,0,256,0,20,300.030
io8_l2n1p8_l4n1p8,50.437,3781,3772,0,9,2948,16,16,0,40,300.030
io8_l2n1p8_l4n1p8_d1d2,107.387,7442,7433,0,9,3481,64,192,0,40,300.030
io8_l2n1p8_l4p1n1,60.117,6792,6792,0,0,8169,24,8,0,40,300.030
io8_l2n1p8_l4p1n1_d1d2,149.278,14091,14091,0,0,9860,128,128,0,80,300.030
io8_l2n1p8_l4p2n1,66.861,9210,9210,0,0,12383,24,8,0,40,300.030
io8_l2n1p8_l4p2n1_d1d2,207.455,21911,21911,0,0,20763,128,128,0,160,300.030
io8_l2n1p8_l4p4n1,76.038,13975,13975,0,0,17989,22,8,0,40,300.030
io8_l2n1p8_l4p4n1_d1d2,300.189,34687,34687,0,0,36854,128,128,0,320,300.030
io8_l2n1p8_l4p8n1,98.251,24624,24624,0,0,30373,24,8,0,40,300.030
io8_l2n1p8_l4p8n1_d1d2,326.796,49273,49273,0,0,64071,120,128,0,320,300.030
io8_l2p1n1_l4n1n1,31.541,2172,2172,0,0,1392,8,24,0,14,300.030
io8_l2p1n1_l4n1n1_d1d2,80.170,6081,6081,0,0,2079,0,256,0,23,300.030
io8_l2p1n1_l4n1n2,32.587,2195,2195,0,0,1462,8,24,0,14,300.030
io8_l2p1n1_l4n1n2_d1d2,81.615,6243,6243,0,0,2117,0,256,0,23,300.030
io8_l2p1n1_l4n1n4,32.827,2318,2318,0,0,1457,8,24,0,14,300.030
io8_l2p1n1_l4n1n4_d1d2,81.277,6142,6142,0,0,2241,0,256,0,23,300.030
io8_l2p1n1_l4n1n8,47.088,3976,3976,0,0,3217,8,24,0,40,300.030
io8_l2p1n1_l4n1n8_d1d2,82.195,6294,6294,0,0,2543,0,256,0,23,300.030
io8_l2p1n1_l4n1p1,31.697,2191,2191,0,0,1373,8,24,0,14,300.030
io8_l2p1n1_l4n1p1_d1d2,80.319,6090,6090,0,0,2082,0,256,0,23,300.030
io8_l2p1n1_l4n1p2,32.817,2444,2444,0,0,1640,8,24,0,16,300.030
io8_l2p1n1_l4n1p2_d1d2,81.596,6435,6435,0,0,2424,0,256,0,25,300.030
io8_l2p1n1_l4n1p4,35.999,2960,2960,0,0,2191,8,24,0,20,300.030
io8_l2p1n1_l4n1p4_d1d2,83.399,7243,7243,0,0,2865,0,256,0,29,300.030
io8_l2p1n1_l4n1p8,48.709,4095,4086,0,9,3012,16,16,0,40,300.030
io8_l2p1n1_l4n1p8_d1d2,101.747,7859,7850,0,9,3738,64,192,0,40,300.030
io8_l2p1n1_l4p1n1,58.211,6915,6915,0,0,8215,24,8,0,40,300.030
io8_l2p1n1_l4p1n1_d1d2,144.590,13867,13867,0,0,10525,128,120,0,80,300.030
io8_l2p1n1_l4p2n1,65.540,9489,9489,0,0,12331,24,8,0,40,300.030
io8_l2p1n1_l4p2n1_d1d2,199.327,22690,22690,0,0,21114,128,120,0,160,300.030
io8_l2p1n1_l4p4n1,75.727,14435,14435,0,0,18082,24,8,0,40,300.030
io8_l2p1n1_l4p4n1_d1d2,295.653,35177,35177,0,0,36995,118,128,0,320,300.030
io8_l2p1n1_l4p8n1,95.811,24942,24942,0,0,30503,24,8,0,40,300.030
io8_l2p1n1_l4p8n1_d1d2,330.488,49815,49815,0,0,64241,120,128,0,320,300.030
io8_l2p2n1_l4n1n1,72.449,7654,7654,0,0,9735,8,24,0,86,300.030
io8_l2p2n1_l4n1n1_d1d2,103.876,14733,14733,0,0,25997,64,192,0,8,300.030
io8_l2p2n1_l4n1n2,66.802,7249,7249,0,0,9608,8,24,0,68,300.030
io8_l2p2n1_l4n1n2_d1d2,108.135,15150,15150,0,0,26053,64,192,0,8,300.030
io8_l2p2n1_l4n1n4,75.437,7538,7538,0,0,10087,8,24,0,92,300.030
io8_l2p2n1_l4n1n4_d1d2,108.411,15242,15242,0,0,26190,64,192,0,8,300.030
io8_l2p2n1_l4n1n8,68.024,8646,8646,0,0,10990,8,24,0,79,300.030
io8_l2p2n1_l4n1n8_d1d2,106.471,15139,15139,0,0,26515,64,184,0,8,300.030
io8_l2p2n1_l4n1p1,65.875,7398,7398,0,0,9457,8,24,0,68,300.030
io8_l2p2n1_l4n1p1_d1d2,104.389,14823,14823,0,0,26010,64,192,0,8,300.030
io8_l2p2n1_l4n1p2,68.321,7770,7770,0,0,9793,8,24,0,76,300.030
io8_l2p2n1_l4n1p2_d1d2,103.345,15669,15669,0,0,26494,56,192,0,10,300.030
io8_l2p2n1_l4n1p4,70.386,8227,8227,0,0,10858,8,24,0,83,300.030
io8_l2p2n1_l4n1p4_d1d2,116.003,15438,15438,0,0,27079,64,192,0,20,300.030
io8_l2p2n1_l4n1p8,74.155,8915,8906,0,9,10981,16,16,0,91,300.030
io8_l2p2n1_l4n1p8_d1d2,135.617,16880,16871,0,9,27968,128,128,0,40,300.030
io8_l2p2n1_l4p1n1,79.097,11607,11607,0,0,15328,24,8,0,79,300.030
io8_l2p2n1_l4p1n1_d1d2,171.045,23308,23308,0,0,34196,184,64,0,80,300.030
io8_l2p2n1_l4p2n1,83.618,14144,14144,0,0,19409,24,8,0,76,300.030
io8_l2p2n1_l4p2n1_d1d2,227.454,30417,30417,0,0,45210,184,64,0,160,300.030
io8_l2p2n1_l4p4n1,82.334,18202,18202,0,0,24960,24,8,0,64,300.030
io8_l2p2n1_l4p4n1_d1d2,326.033,45812,45812,0,0,60712,188,64,0,320,300.030
io8_l2p2n1_l4p8n1,107.113,29481,29481,0,0,37538,22,8,0,67,300.030
io8_l2p2n1_l4p8n1_d1d2,355.242,59011,59011,0,0,88295,176,64,0,320,300.030
io8_l2p4n1_l4n1n1,42.146,5265,5265,0,0,5085,2,30,0,11,300.030
io8_l2p4n1_l4n1n1_d1d2,224.851,32316,32316,0,0,32659,96,160,0,194,300.030
io8_l2p4n1_l4n1n2,43.663,5532,5532,0,0,5227,2,30,0,11,300.030
io8_l2p4n1_l4n1n2_d1d2,228.133,32236,32236,0,0,32658,96,160,0,194,300.030
io8_l2p4n1_l4n1n4,42.199,5446,5446,0,0,5183,2,30,0,11,300.030
io8_l2p4n1_l4n1n4_d1d2,218.491,31040,31040,0,0,32810,88,144,0,194,300.030
io8_l2p4n1_l4n1n8,58.087,7305,7305,0,0,6835,2,30,0,40,300.030
io8_l2p4n1_l4n1n8_d1d2,226.163,31326,31326,0,0,33130,96,160,0,194,300.030
io8_l2p4n1_l4n1p1,42.211,5276,5276,0,0,5125,2,30,0,11,300.030
io8_l2p4n1_l4n1p1_d1d2,224.147,32836,32836,0,0,32149,96,160,0,194,300.030
io8_l2p4n1_l4n1p2,43.886,5809,5809,0,0,5490,2,30,0,13,300.030
io8_l2p4n1_l4n1p2_d1d2,224.266,32041,32041,0,0,33605,88,160,0,196,300.030
io8_l2p4n1_l4n1p4,46.151,6347,6347,0,0,5834,2,30,0,20,300.030
io8_l2p4n1_l4n1p4_d1d2,223.465,32906,32906,0,0,33613,88,160,0,200,300.030
io8_l2p4n1_l4n1p8,59.477,7263,7254,0,9,6690,10,22,0,40,300.030
io8_l2p4n1_l4n1p8_d1d2,234.793,33175,33166,0,9,34230,152,80,0,208,300.030
io8_l2p4n1_l4p1n1,69.532,10096,10096,0,0,11954,18,14,0,40,300.030
io8_l2p4n1_l4p1n1_d1d2,261.289,38863,38863,0,0,38610,216,32,0,224,300.030
io8_l2p4n1_l4p2n1,73.714,12821,12821,0,0,16050,16,14,0,40,300.030
io8_l2p4n1_l4p2n1_d1d2,285.937,45776,45776,0,0,48577,224,32,0,256,300.030
io8_l2p4n1_l4p4n1,79.631,17854,17854,0,0,21567,14,14,0,40,300.030
io8_l2p4n1_l4p4n1_d1d2,325.833,59208,59208,0,0,62034,224,32,0,320,300.030
io8_l2p4n1_l4p8n1,104.601,28022,28022,0,0,34080,16,14,0,40,300.030
io8_l2p4n1_l4p8n1_d1d2,351.831,71666,71666,0,0,89598,224,32,0,320,300.030
io8_l2p8n1_l4n1n1,314.439,32248,27504,0,4744,44089,16,16,0,86,300.030
io8_l2p8n1_l4n1n1_d1d2,432.265,42467,37850,0,4617,60280,128,128,0,98,300.030
io8_l2p8n1_l4n1n2,336.289,32489,27745,0,4744,44018,16,16,0,86,300.030
io8_l2p8n1_l4n1n2_d1d2,443.837,42683,38066,0,4617,60319,120,128,0,98,300.030
io8_l2p8n1_l4n1n4,349.136,32922,28178,0,4744,44491,16,16,0,86,300.030
io8_l2p8n1_l4n1n4_d1d2,437.040,43142,38525,0,4617,60452,120,128,0,98,300.030
io8_l2p8n1_l4n1n8,586.853,32780,28036,0,4744,44156,16,16,0,86,300.030
io8_l2p8n1_l4n1n8_d1d2,424.625,42659,38042,0,4617,60855,120,120,0,98,300.030
io8_l2p8n1_l4n1p1,331.398,31935,27223,0,4712,45787,16,16,0,86,300.030
io8_l2p8n1_l4n1p1_d1d2,451.449,42666,38049,0,4617,60395,128,128,0,98,300.030
io8_l2p8n1_l4n1p2,424.409,32268,27524,0,4744,44113,16,16,0,86,300.030
io8_l2p8n1_l4n1p2_d1d2,561.055,43920,39303,0,4617,60404,128,128,0,98,300.030
io8_l2p8n1_l4n1p4,507.721,32381,27637,0,4744,44902,16,16,0,86,300.030
io8_l2p8n1_l4n1p4_d1d2,649.109,43231,38614,0,4617,60538,128,128,0,98,300.030
io8_l2p8n1_l4n1p8,665.797,32999,28246,0,4753,44477,24,8,0,86,300.030
io8_l2p8n1_l4n1p8_d1d2,795.224,42654,38028,0,4626,60520,184,64,0,98,300.030
io8_l2p8n1_l4p1n1,682.340,35466,30722,0,4744,47594,32,0,0,86,300.030
io8_l2p8n1_l4p1n1_d1d2,874.819,47722,43105,0,4617,63434,256,0,0,98,300.030
io8_l2p8n1_l4p2n1,703.088,38339,33590,0,4749,51981,32,0,0,86,300.030
io8_l2p8n1_l4p2n1_d1d2,878.747,54744,50127,0,4617,73341,248,0,0,160,300.030
io8_l2p8n1_l4p4n1,714.020,43042,38298,0,4744,57142,32,0,0,86,300.030
io8_l2p8n1_l4p4n1_d1d2,1009.154,69361,64744,0,4617,88901,246,0,0,320,300.030
io8_l2p8n1_l4p8n1,767.623,52765,48021,0,4744,69991,32,0,0,86,300.030
io8_l2p8n1_l4p8n1_d1d2,1068.984,82245,77628,0,4617,114479,256,0,0,320,300.030
