prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks,freq(MHz)
io8_l1n1n4_l3p4n1_d1d2,77.498,9431,8791,640,0,10646,16,48,50,100
io8_l1n1n4_l3p8n1,107.732,24367,18987,640,4740,44342,8,0,80,100
io8_l1n1n4_l3p8n1_d1d2,523.161,86080,64058,640,21382,91924,64,0,640,100
io8_l1n1n8_l3n1n1,40.424,3989,3477,512,0,4434,0,8,40,100
io8_l1n1n8_l3n1n1_d1d2,60.758,5242,4730,512,0,5151,0,64,40,100
io8_l1n1n8_l3n1n2,39.590,4096,3584,512,0,4736,0,8,40,100
io8_l1n1n8_l3n1n2_d1d2,56.603,5269,4757,512,0,5264,0,64,40,100
io8_l1n1n8_l3n1n4,43.105,4202,3690,512,0,4852,0,8,40,100
io8_l1n1n8_l3n1n4_d1d2,61.003,5495,4975,520,0,5376,0,64,40,100
io8_l1n1n8_l3n1n8,41.019,4239,3727,512,0,4502,0,8,40,100
io8_l1n1n8_l3n1n8_d1d2,59.165,5538,5026,512,0,5567,0,64,40,100
io8_l1n1n8_l3n1p1,44.319,4167,3647,520,0,4469,0,8,40,100
io8_l1n1n8_l3n1p1_d1d2,70.876,5421,4909,512,0,5192,0,64,40,100
io8_l1n1n8_l3n1p2,43.342,4313,3793,520,0,4667,0,8,40,100
io8_l1n1n8_l3n1p2_d1d2,65.265,5839,5327,512,0,5574,0,64,40,100
io8_l1n1n8_l3n1p4,43.186,4427,3907,520,0,4897,0,8,40,100
io8_l1n1n8_l3n1p4_d1d2,61.961,5755,5243,512,0,5548,0,64,40,100
io8_l1n1n8_l3n1p8,41.740,4331,3811,520,0,4646,0,8,40,100
io8_l1n1n8_l3n1p8_d1d2,60.048,5549,5037,512,0,5672,0,64,40,100
io8_l1n1n8_l3p1n1,65.581,6163,5501,662,0,7645,8,0,64,100
io8_l1n1n8_l3p1n1_d1d2,94.264,8717,8077,640,0,9697,64,0,64,100
io8_l1n1n8_l3p2n1,69.890,8483,7843,640,0,10508,8,0,64,100
io8_l1n1n8_l3p2n1_d1d2,62.951,9124,8484,640,0,11774,0,64,40,100
io8_l1n1n8_l3p4n1,49.657,7018,6378,640,0,7849,0,8,40,100
io8_l1n1n8_l3p4n1_d1d2,89.532,10907,10259,648,0,12396,16,48,64,100
io8_l1n1n8_l3p8n1,149.508,25201,19822,640,4739,44852,8,0,80,100
io8_l1n1n8_l3p8n1_d1d2,581.762,86606,64584,640,21382,92230,64,0,640,100
io8_l1n1p1_l3n1n1,20.071,2042,1522,520,0,2282,0,8,5,100
io8_l1n1p1_l3n1n1_d1d2,40.124,3123,2611,512,0,2292,0,64,5,100
io8_l1n1p1_l3n1n2,17.407,1965,1453,512,0,2257,0,8,5,100
io8_l1n1p1_l3n1n2_d1d2,38.080,3120,2608,512,0,2404,0,64,5,100
io8_l1n1p1_l3n1n4,25.198,2238,1726,512,0,2629,0,8,14,100
io8_l1n1p1_l3n1n4_d1d2,46.376,3391,2879,512,0,2709,0,64,14,100
io8_l1n1p1_l3n1n8,27.177,2320,1808,512,0,2915,0,8,14,100
io8_l1n1p1_l3n1n8_d1d2,49.086,3537,3025,512,0,3086,0,64,17,100
io8_l1n1p1_l3n1p1,21.122,1998,1486,512,0,2182,0,8,5,100
io8_l1n1p1_l3n1p1_d1d2,47.471,3218,2706,512,0,2326,0,64,5,100
io8_l1n1p1_l3n1p2,20.767,2095,1583,512,0,2385,0,8,5,100
io8_l1n1p1_l3n1p2_d1d2,44.766,3465,2953,512,0,2536,0,64,5,100
io8_l1n1p1_l3n1p4,20.940,2193,1681,512,0,2482,0,8,5,100
io8_l1n1p1_l3n1p4_d1d2,42.056,3582,3070,512,0,2718,0,64,5,100
io8_l1n1p1_l3n1p8,20.542,2125,1613,512,0,2856,0,8,5,100
io8_l1n1p1_l3n1p8_d1d2,41.973,3423,2911,512,0,2935,0,64,5,100
io8_l1n1p1_l3p1n1,58.514,4372,3732,640,0,6348,8,0,50,100
io8_l1n1p1_l3p1n1_d1d2,91.105,7049,6403,646,0,7707,64,0,50,100
io8_l1n1p1_l3p2n1,63.281,6904,6264,640,0,9473,8,0,50,100
io8_l1n1p1_l3p2n1_d1d2,44.994,6533,5893,640,0,9403,0,64,5,100
io8_l1n1p1_l3p4n1,44.182,5577,4937,640,0,6593,0,8,26,100
io8_l1n1p1_l3p4n1_d1d2,89.299,9272,8632,640,0,10630,16,48,50,100
io8_l1n1p1_l3p8n1,114.243,23507,18128,640,4739,43951,8,0,80,100
io8_l1n1p1_l3p8n1_d1d2,549.404,86179,64157,640,21382,91573,64,0,640,100
io8_l1n1p2_l3n1n1,20.593,2077,1565,512,0,2244,0,8,5,100
io8_l1n1p2_l3n1n1_d1d2,41.619,3308,2796,512,0,2393,0,64,5,100
io8_l1n1p2_l3n1n2,17.826,2129,1617,512,0,2349,0,8,5,100
io8_l1n1p2_l3n1n2_d1d2,37.706,3339,2827,512,0,2504,0,64,5,100
io8_l1n1p2_l3n1n4,27.516,2353,1841,512,0,2722,0,8,14,100
io8_l1n1p2_l3n1n4_d1d2,47.221,3562,3050,512,0,2809,0,64,14,100
io8_l1n1p2_l3n1n8,28.144,2475,1963,512,0,3010,0,8,14,100
io8_l1n1p2_l3n1n8_d1d2,47.735,3695,3183,512,0,3183,0,64,17,100
io8_l1n1p2_l3n1p1,24.147,2241,1729,512,0,2312,0,8,5,100
io8_l1n1p2_l3n1p1_d1d2,50.222,3436,2924,512,0,2427,0,64,5,100
io8_l1n1p2_l3n1p2,22.047,2201,1689,512,0,2447,0,8,5,100
io8_l1n1p2_l3n1p2_d1d2,45.803,3645,3133,512,0,2595,0,64,5,100
io8_l1n1p2_l3n1p4,22.292,2374,1862,512,0,2541,0,8,5,100
io8_l1n1p2_l3n1p4_d1d2,42.586,3720,3208,512,0,2782,0,64,5,100
io8_l1n1p2_l3n1p8,22.331,2201,1689,512,0,2910,0,8,5,100
io8_l1n1p2_l3n1p8_d1d2,40.207,3508,2996,512,0,2997,0,64,5,100
io8_l1n1p2_l3p1n1,61.307,4730,4090,640,0,6439,8,0,50,100
io8_l1n1p2_l3p1n1_d1d2,92.476,7431,6791,640,0,8340,64,0,50,100
io8_l1n1p2_l3p2n1,66.722,7101,6461,640,0,9499,8,0,50,100
io8_l1n1p2_l3p2n1_d1d2,45.566,6700,6060,640,0,9553,0,64,5,100
io8_l1n1p2_l3p4n1,45.491,5628,4988,640,0,6551,0,8,26,100
io8_l1n1p2_l3p4n1_d1d2,87.843,9275,8635,640,0,10445,16,48,50,100
io8_l1n1p2_l3p8n1,130.901,23917,18538,640,4739,44146,8,0,80,100
io8_l1n1p2_l3p8n1_d1d2,571.971,86373,64351,640,21382,91600,64,0,640,100
io8_l1n1p4_l3n1n1,21.001,2246,1734,512,0,2313,0,8,5,100
io8_l1n1p4_l3n1n1_d1d2,42.240,3521,3009,512,0,3292,0,64,5,100
io8_l1n1p4_l3n1n2,19.635,2225,1713,512,0,2758,0,8,5,100
io8_l1n1p4_l3n1n2_d1d2,38.209,3499,2987,512,0,3407,0,64,5,100
io8_l1n1p4_l3n1n4,28.523,2507,1995,512,0,3049,0,8,14,100
io8_l1n1p4_l3n1n4_d1d2,47.848,3858,3346,512,0,3709,0,64,14,100
io8_l1n1p4_l3n1n8,29.805,2577,2065,512,0,3225,0,8,14,100
io8_l1n1p4_l3n1n8_d1d2,49.171,3941,3429,512,0,3960,0,64,17,100
io8_l1n1p4_l3n1p1,24.890,2302,1790,512,0,2348,0,8,5,100
io8_l1n1p4_l3n1p1_d1d2,53.035,3661,3149,512,0,2492,0,64,5,100
io8_l1n1p4_l3n1p2,24.210,2338,1826,512,0,2516,0,8,5,100
io8_l1n1p4_l3n1p2_d1d2,45.816,3744,3232,512,0,2668,0,64,5,100
io8_l1n1p4_l3n1p4,23.153,2397,1885,512,0,2554,0,8,5,100
io8_l1n1p4_l3n1p4_d1d2,43.056,3860,3348,512,0,2793,0,64,5,100
io8_l1n1p4_l3n1p8,22.417,2421,1909,512,0,2916,0,8,5,100
io8_l1n1p4_l3n1p8_d1d2,41.154,3732,3220,512,0,3724,0,64,5,100
io8_l1n1p4_l3p1n1,59.302,4646,4006,640,0,6503,8,0,50,100
io8_l1n1p4_l3p1n1_d1d2,91.843,7337,6691,646,0,8267,64,0,50,100
io8_l1n1p4_l3p2n1,67.308,7230,6590,640,0,9472,8,0,50,100
io8_l1n1p4_l3p2n1_d1d2,43.640,7171,6507,664,0,9601,0,64,5,100
io8_l1n1p4_l3p4n1,46.955,5851,5211,640,0,6794,0,8,26,100
io8_l1n1p4_l3p4n1_d1d2,88.097,9648,9008,640,0,10375,16,48,50,100
io8_l1n1p4_l3p8n1,144.275,24128,18749,640,4739,44038,8,0,80,100
io8_l1n1p4_l3p8n1_d1d2,582.013,86538,64516,640,21382,91654,64,0,640,100
io8_l1n1p8_l3n1n1,43.515,3883,3495,384,4,3939,8,8,40,100
io8_l1n1p8_l3n1n1_d1d2,63.984,5095,4707,384,4,4661,8,64,40,100
io8_l1n1p8_l3n1n2,41.187,4053,3665,384,4,4064,8,8,40,100
io8_l1n1p8_l3n1n2_d1d2,59.764,5114,4726,384,4,4769,8,64,40,100
io8_l1n1p8_l3n1n4,46.681,4221,3833,384,4,4233,8,8,40,100
io8_l1n1p8_l3n1n4_d1d2,65.518,5352,4964,384,4,4881,8,64,40,100
io8_l1n1p8_l3n1n8,45.038,4074,3686,384,4,4011,8,8,40,100
io8_l1n1p8_l3n1n8_d1d2,62.371,5371,4983,384,4,5062,8,64,40,100
io8_l1n1p8_l3n1p1,49.377,3997,3609,384,4,3976,8,8,40,100
io8_l1n1p8_l3n1p1_d1d2,78.507,5191,4803,384,4,4695,8,64,40,100
io8_l1n1p8_l3n1p2,48.597,4123,3735,384,4,4172,8,8,40,100
io8_l1n1p8_l3n1p2_d1d2,72.215,5608,5220,384,4,5079,8,64,40,100
io8_l1n1p8_l3n1p4,47.512,4353,3965,384,4,4275,8,8,40,100
io8_l1n1p8_l3n1p4_d1d2,67.450,5708,5320,384,4,5056,8,64,40,100
io8_l1n1p8_l3n1p8,47.062,4096,3708,384,4,4130,8,8,40,100
io8_l1n1p8_l3n1p8_d1d2,65.408,5570,5182,384,4,5170,8,64,40,100
io8_l1n1p8_l3p1n1,68.213,6049,5533,512,4,7142,16,0,64,100
io8_l1n1p8_l3p1n1_d1d2,99.236,8707,8191,512,4,9134,72,0,64,100
io8_l1n1p8_l3p2n1,74.823,8564,8048,512,4,10083,16,0,64,100
io8_l1n1p8_l3p2n1_d1d2,66.946,8546,8030,512,4,11466,8,64,40,100
io8_l1n1p8_l3p4n1,53.969,6867,6351,512,4,7369,8,8,40,100
io8_l1n1p8_l3p4n1_d1d2,94.050,10772,10256,512,4,11805,24,48,64,100
io8_l1n1p8_l3p8n1,223.587,24816,19561,512,4743,44313,16,0,80,100
io8_l1n1p8_l3p8n1_d1d2,727.516,86464,64566,512,21386,91746,72,0,640,100
io8_l1p1n1_l3n1n1,50.385,6330,5946,384,0,7819,16,0,40,100
io8_l1p1n1_l3n1n1_d1d2,79.978,8412,8028,384,0,7880,72,0,40,100
io8_l1p1n1_l3n1n2,49.520,6472,6088,384,0,7922,16,0,40,100
io8_l1p1n1_l3n1n2_d1d2,75.780,8378,7994,384,0,7978,72,0,40,100
io8_l1p1n1_l3n1n4,54.730,6407,6023,384,0,8115,16,0,40,100
io8_l1p1n1_l3n1n4_d1d2,83.116,8419,8035,384,0,8491,72,0,40,100
io8_l1p1n1_l3n1n8,54.071,6527,6143,384,0,8129,16,0,40,100
io8_l1p1n1_l3n1n8_d1d2,80.890,8639,8255,384,0,8410,72,0,40,100
io8_l1p1n1_l3n1p1,56.703,6430,6046,384,0,7828,16,0,40,100
io8_l1p1n1_l3n1p1_d1d2,91.868,8472,8088,384,0,7897,72,0,40,100
io8_l1p1n1_l3n1p2,55.814,6523,6139,384,0,7996,16,0,40,100
io8_l1p1n1_l3n1p2_d1d2,85.910,8380,7996,384,0,8063,72,0,40,100
io8_l1p1n1_l3n1p4,53.855,6779,6395,384,0,8036,16,0,40,100
io8_l1p1n1_l3n1p4_d1d2,82.202,8655,8271,384,0,8058,72,0,40,100
io8_l1p1n1_l3n1p8,53.825,6751,6367,384,0,8161,16,0,40,100
io8_l1p1n1_l3n1p8_d1d2,81.632,8945,8553,392,0,8660,72,0,40,100
io8_l1p1n1_l3p1n1,78.155,8705,8193,512,0,11411,16,0,64,100
io8_l1p1n1_l3p1n1_d1d2,107.159,12036,11524,512,0,12771,72,0,64,100
io8_l1p1n1_l3p2n1,80.050,11134,10616,518,0,12390,16,0,64,100
io8_l1p1n1_l3p2n1_d1d2,82.647,12008,11496,512,0,15075,72,0,40,100
io8_l1p1n1_l3p4n1,80.867,10558,10030,528,0,12368,16,0,64,100
io8_l1p1n1_l3p4n1_d1d2,111.891,14672,14160,512,0,15549,72,0,64,100
io8_l1p1n1_l3p8n1,249.213,26987,21734,512,4741,46548,16,0,80,100
io8_l1p1n1_l3p8n1_d1d2,731.975,87756,65862,512,21382,94801,72,0,640,100
io8_l1p2n1_l3n1n1,77.175,9326,8942,384,0,10477,16,0,80,100
io8_l1p2n1_l3n1n1_d1d2,139.407,16289,15905,384,0,18562,72,0,126,100
io8_l1p2n1_l3n1n2,74.019,9388,9004,384,0,10640,16,0,80,100
io8_l1p2n1_l3n1n2_d1d2,135.630,17034,16650,384,0,18645,72,0,126,100
io8_l1p2n1_l3n1n4,81.138,9475,9091,384,0,10756,16,0,80,100
io8_l1p2n1_l3n1n4_d1d2,144.494,17243,16859,384,0,19047,72,0,126,100
io8_l1p2n1_l3n1n8,81.980,9628,9244,384,0,10810,16,0,80,100
io8_l1p2n1_l3n1n8_d1d2,142.997,16892,16508,384,0,19314,72,0,126,100
io8_l1p2n1_l3n1p1,83.857,9468,9084,384,0,10534,16,0,80,100
io8_l1p2n1_l3n1p1_d1d2,154.093,16318,15934,384,0,18598,72,0,126,100
io8_l1p2n1_l3n1p2,84.214,9608,9224,384,0,10642,16,0,80,100
io8_l1p2n1_l3n1p2_d1d2,148.043,16783,16399,384,0,18740,72,0,126,100
io8_l1p2n1_l3n1p4,82.031,9549,9165,384,0,10712,16,0,80,100
io8_l1p2n1_l3n1p4_d1d2,144.346,16701,16317,384,0,18713,72,0,126,100
io8_l1p2n1_l3n1p8,83.494,9554,9170,384,0,10832,16,0,80,100
io8_l1p2n1_l3n1p8_d1d2,142.388,16996,16612,384,0,19125,72,0,126,100
io8_l1p2n1_l3p1n1,86.182,10831,10319,512,0,13815,16,0,80,100
io8_l1p2n1_l3p1n1_d1d2,151.213,20029,19517,512,0,22441,72,0,126,100
io8_l1p2n1_l3p2n1,89.320,13086,12574,512,0,13885,16,0,80,100
io8_l1p2n1_l3p2n1_d1d2,145.429,21052,20540,512,0,25762,72,0,126,100
io8_l1p2n1_l3p4n1,88.928,12964,12452,512,0,14729,16,0,80,100
io8_l1p2n1_l3p4n1_d1d2,154.083,21708,21196,512,0,24900,72,0,126,100
io8_l1p2n1_l3p8n1,264.106,27328,22077,512,4739,43934,16,0,80,100
io8_l1p2n1_l3p8n1_d1d2,800.129,94532,72638,512,21382,98377,72,0,640,100
io8_l1p4n1_l3n1n1,100.061,16476,16092,384,0,18607,16,0,112,100
io8_l1p4n1_l3n1n1_d1d2,148.451,21017,20633,384,0,22330,72,0,126,100
io8_l1p4n1_l3n1n2,98.045,16925,16541,384,0,18697,16,0,112,100
io8_l1p4n1_l3n1n2_d1d2,143.444,20978,20594,384,0,22375,72,0,126,100
io8_l1p4n1_l3n1n4,104.954,16877,16493,384,0,18907,16,0,112,100
io8_l1p4n1_l3n1n4_d1d2,151.432,22220,21836,384,0,22972,72,0,126,100
io8_l1p4n1_l3n1n8,107.959,16956,16572,384,0,19136,16,0,112,100
io8_l1p4n1_l3n1n8_d1d2,149.704,21416,21032,384,0,22939,72,0,126,100
io8_l1p4n1_l3n1p1,108.355,16473,16089,384,0,18667,16,0,112,100
io8_l1p4n1_l3n1p1_d1d2,163.160,20984,20600,384,0,22372,72,0,126,100
io8_l1p4n1_l3n1p2,105.454,16556,16172,384,0,18732,16,0,112,100
io8_l1p4n1_l3n1p2_d1d2,156.058,21174,20790,384,0,22477,72,0,126,100
io8_l1p4n1_l3n1p4,103.322,16843,16459,384,0,18950,16,0,112,100
io8_l1p4n1_l3n1p4_d1d2,153.299,21525,21141,384,0,22455,72,0,126,100
io8_l1p4n1_l3n1p8,106.557,16780,16396,384,0,19042,16,0,112,100
io8_l1p4n1_l3n1p8_d1d2,152.484,21238,20854,384,0,22728,72,0,126,100
io8_l1p4n1_l3p1n1,111.620,18759,18247,512,0,21452,16,0,112,100
io8_l1p4n1_l3p1n1_d1d2,162.013,24651,24139,512,0,26180,72,0,126,100
io8_l1p4n1_l3p2n1,113.919,20210,19698,512,0,21794,16,0,112,100
io8_l1p4n1_l3p2n1_d1d2,151.506,24850,24338,512,0,29506,72,0,126,100
io8_l1p4n1_l3p4n1,116.208,20069,19557,512,0,22344,16,0,112,100
io8_l1p4n1_l3p4n1_d1d2,164.002,26578,26066,512,0,28662,72,0,126,100
io8_l1p4n1_l3p8n1,290.816,33408,28157,512,4739,47744,16,0,112,100
io8_l1p4n1_l3p8n1_d1d2,791.413,96061,74167,512,21382,101564,72,0,640,100
io8_l1p8n1_l3n1n1,107.381,19894,19510,384,0,21329,16,0,112,100
io8_l1p8n1_l3n1n1_d1d2,165.457,28381,27997,384,0,33715,72,0,126,100
io8_l1p8n1_l3n1n2,104.173,19851,19459,392,0,21386,16,0,112,100
io8_l1p8n1_l3n1n2_d1d2,161.606,28420,28036,384,0,33877,72,0,126,100
io8_l1p8n1_l3n1n4,110.657,19700,19316,384,0,21558,16,0,112,100
io8_l1p8n1_l3n1n4_d1d2,167.630,28521,28137,384,0,34424,72,0,126,100
io8_l1p8n1_l3n1n8,115.697,20002,19618,384,0,21547,16,0,112,100
io8_l1p8n1_l3n1n8_d1d2,163.063,28303,27919,384,0,34328,72,0,126,100
io8_l1p8n1_l3n1p1,114.673,19966,19582,384,0,21376,16,0,112,100
io8_l1p8n1_l3n1p1_d1d2,182.582,28307,27923,384,0,33872,72,0,126,100
io8_l1p8n1_l3n1p2,114.749,19728,19344,384,0,21523,16,0,112,100
io8_l1p8n1_l3n1p2_d1d2,173.759,28627,28243,384,0,33962,72,0,126,100
io8_l1p8n1_l3n1p4,110.160,19834,19450,384,0,21627,16,0,112,100
io8_l1p8n1_l3n1p4_d1d2,170.382,28653,28269,384,0,33960,72,0,126,100
io8_l1p8n1_l3n1p8,112.919,20117,19733,384,0,21520,16,0,112,100
io8_l1p8n1_l3n1p8_d1d2,166.516,28495,28111,384,0,34297,72,0,126,100
io8_l1p8n1_l3p1n1,119.304,21731,21219,512,0,24234,16,0,112,100
io8_l1p8n1_l3p1n1_d1d2,175.267,31940,31428,512,0,37616,72,0,126,100
io8_l1p8n1_l3p2n1,119.195,23343,22831,512,0,24468,16,0,112,100
io8_l1p8n1_l3p2n1_d1d2,191.013,36983,36471,512,0,41002,72,0,126,100
io8_l1p8n1_l3p4n1,125.375,23571,23059,512,0,25609,16,0,112,100
io8_l1p8n1_l3p4n1_d1d2,176.024,34737,34225,512,0,40088,72,0,126,100
io8_l1p8n1_l3p8n1,286.555,35718,30467,512,4739,47911,16,0,112,100
io8_l1p8n1_l3p8n1_d1d2,811.864,104794,82900,512,21382,104731,72,0,640,100
