prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l1p4n1_l3p2n1_d1d2,10.0,9.368,1.25,40,114,26864,20153,775,38,53,38,6x32,2x32
io4_l1p4n1_l3p4n1,10.0,8.905,1.25,16,40,31700,17474,1030,131,22,131,6x32,2x32
io4_l1p4n1_l3p4n1_d1d2,10.0,9.229,1.25,40,160,49141,31141,1031,35,71,35,6x32,2x32
io8_l1n1n1_l3n1n1,10.0,8.419,1.25,8,5,3502,2383,14,7,12,7,10x32,2x32
io8_l1n1n1_l3n1n1_d1d2,10.0,8.419,1.25,64,5,3499,3568,15,7,13,7,10x32,2x32
io8_l1n1n1_l3n1n2,10.0,8.419,1.25,8,5,3674,2462,16,8,12,8,10x32,2x32
io8_l1n1n1_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3849,5103,17,8,13,8,10x32,2x32
io8_l1n1n1_l3n1n4,10.0,8.419,1.25,8,14,4207,3100,20,14,15,14,10x32,2x32
io8_l1n1n1_l3n1n4_d1d2,10.0,8.419,1.25,64,14,4204,6209,21,14,16,14,10x32,2x32
io8_l1n1n1_l3n1n8,10.0,8.858,1.25,8,14,4494,2909,28,7,15,7,10x32,2x32
io8_l1n1n1_l3n1n8_d1d2,10.0,8.847,1.25,64,17,4648,4489,29,7,17,7,10x32,2x32
io8_l1n1n1_l3n1p1,10.0,8.419,1.25,8,5,3531,2498,15,7,13,7,10x32,2x32
io8_l1n1n1_l3n1p1_d1d2,10.0,8.419,1.25,64,5,3531,3683,16,7,14,7,10x32,2x32
io8_l1n1n1_l3n1p2,10.0,8.419,1.25,8,5,3727,2573,17,8,13,8,10x32,2x32
io8_l1n1n1_l3n1p2_d1d2,10.0,8.419,1.25,64,5,3695,3782,18,8,14,8,10x32,2x32
io8_l1n1n1_l3n1p4,10.0,8.847,1.25,8,5,3859,2848,21,14,13,14,10x32,2x32
io8_l1n1n1_l3n1p4_d1d2,10.0,8.847,1.25,64,5,3859,4037,22,14,14,14,10x32,2x32
io8_l1n1n1_l3n1p8,10.0,8.419,1.25,8,5,4222,2652,29,7,13,7,10x32,2x32
io8_l1n1n1_l3n1p8_d1d2,10.0,8.419,1.25,64,5,4225,4101,30,7,14,7,10x32,2x32
io8_l1n1n1_l3p1n1,10.0,8.881,1.25,16,50,8664,6526,138,13,25,13,10x32,2x32
io8_l1n1n1_l3p1n1_d1d2,10.0,8.881,1.25,128,50,9692,10956,139,13,26,13,10x32,2x32
io8_l1n1n1_l3p2n1,10.0,9.332,1.25,16,50,11739,8820,266,22,25,22,10x32,2x32
io8_l1n1n1_l3p2n1_d1d2,10.0,9.092,1.25,64,5,12079,11361,267,14,11,14,10x32,2x32
io8_l1n1n1_l3p4n1,10.0,9.258,1.25,8,26,8083,7827,522,44,17,44,10x32,2x32
io8_l1n1n1_l3p4n1_d1d2,10.0,9.667,1.25,80,50,13437,12947,523,20,26,20,10x32,2x32
io8_l1n1n1_l3p8n1,10.0,8.835,1.25,16,80,56749,27042,1034,69,40,69,10x32,2x32
io8_l1n1n1_l3p8n1_d1d2,10.0,8.847,1.25,128,640,123891,88507,1035,13,265,13,10x32,2x32
io8_l1n1n2_l3n1n1,10.0,8.419,1.25,8,5,3670,2452,16,8,12,8,10x32,2x32
io8_l1n1n2_l3n1n1_d1d2,10.0,8.419,1.25,64,5,3982,3661,17,8,13,8,10x32,2x32
io8_l1n1n2_l3n1n2,10.0,8.419,1.25,8,5,3843,2535,18,9,12,9,10x32,2x32
io8_l1n1n2_l3n1n2_d1d2,10.0,8.419,1.25,64,5,4333,5200,19,9,13,9,10x32,2x32
io8_l1n1n2_l3n1n4,10.0,8.419,1.25,8,14,4377,3177,22,15,15,15,10x32,2x32
io8_l1n1n2_l3n1n4_d1d2,10.0,8.419,1.25,64,14,4687,6302,23,15,16,15,10x32,2x32
io8_l1n1n2_l3n1n8,10.0,8.881,1.25,8,14,4664,2999,30,8,15,8,10x32,2x32
io8_l1n1n2_l3n1n8_d1d2,10.0,8.858,1.25,64,17,5131,4597,31,8,17,8,10x32,2x32
io8_l1n1n2_l3n1p1,10.0,8.419,1.25,8,5,3699,2567,17,8,13,8,10x32,2x32
io8_l1n1n2_l3n1p1_d1d2,10.0,8.419,1.25,64,5,4014,5216,18,8,14,8,10x32,2x32
io8_l1n1n2_l3n1p2,10.0,8.419,1.25,8,5,3895,2642,19,9,13,9,10x32,2x32
io8_l1n1n2_l3n1p2_d1d2,10.0,8.419,1.25,64,5,4178,5315,20,9,14,9,10x32,2x32
io8_l1n1n2_l3n1p4,10.0,8.858,1.25,8,5,4029,2924,23,15,13,15,10x32,2x32
io8_l1n1n2_l3n1p4_d1d2,10.0,8.858,1.25,64,5,4342,6049,24,15,14,15,10x32,2x32
io8_l1n1n2_l3n1p8,10.0,8.813,1.25,8,5,4392,2742,31,8,13,8,10x32,2x32
io8_l1n1n2_l3n1p8_d1d2,10.0,8.813,1.25,64,5,4708,7087,32,8,14,8,10x32,2x32
io8_l1n1n2_l3p1n1,10.0,8.881,1.25,16,50,8834,6603,140,14,25,14,10x32,2x32
io8_l1n1n2_l3p1n1_d1d2,10.0,8.858,1.25,128,50,10175,15849,141,14,26,14,10x32,2x32
io8_l1n1n2_l3p2n1,10.0,9.343,1.25,16,50,11909,8854,268,23,25,23,10x32,2x32
io8_l1n1n2_l3p2n1_d1d2,10.0,9.486,1.25,64,5,12562,12140,269,15,11,15,10x32,2x32
io8_l1n1n2_l3p4n1,10.0,9.651,1.25,8,26,8249,7858,524,45,17,45,10x32,2x32
io8_l1n1n2_l3p4n1_d1d2,10.0,9.678,1.25,80,50,13920,13723,525,21,26,21,10x32,2x32
io8_l1n1n2_l3p8n1,10.0,9.229,1.25,16,80,56919,27132,1036,70,40,70,10x32,2x32
io8_l1n1n2_l3p8n1_d1d2,10.0,8.858,1.25,128,640,124374,89319,1037,14,265,14,10x32,2x32
io8_l1n1n4_l3n1n1,10.0,8.847,1.25,8,5,3670,2722,20,14,12,14,10x32,2x32
io8_l1n1n4_l3n1n1_d1d2,10.0,8.847,1.25,64,5,3816,3911,21,14,13,14,10x32,2x32
io8_l1n1n4_l3n1n2,10.0,8.858,1.25,8,5,3857,2827,22,15,12,15,10x32,2x32
io8_l1n1n4_l3n1n2_d1d2,10.0,8.858,1.25,64,5,4167,5944,23,15,13,15,10x32,2x32
io8_l1n1n4_l3n1n4,10.0,8.847,1.25,8,14,4376,3458,26,21,15,21,10x32,2x32
io8_l1n1n4_l3n1n4_d1d2,10.0,8.847,1.25,64,14,4522,7051,27,21,16,21,10x32,2x32
io8_l1n1n4_l3n1n8,10.0,8.419,1.25,8,14,4662,3254,34,14,15,14,10x32,2x32
io8_l1n1n4_l3n1n8_d1d2,10.0,8.419,1.25,64,17,4965,4840,35,14,17,14,10x32,2x32
io8_l1n1n4_l3n1p1,10.0,8.847,1.25,8,5,3699,2837,21,14,13,14,10x32,2x32
io8_l1n1n4_l3n1p1_d1d2,10.0,8.847,1.25,64,5,3848,5946,22,14,14,14,10x32,2x32
io8_l1n1n4_l3n1p2,10.0,8.858,1.25,8,5,3895,2910,23,15,13,15,10x32,2x32
io8_l1n1n4_l3n1p2_d1d2,10.0,8.858,1.25,64,5,4012,6043,24,15,14,15,10x32,2x32
io8_l1n1n4_l3n1p4,10.0,8.419,1.25,8,5,4027,3195,27,21,13,21,10x32,2x32
io8_l1n1n4_l3n1p4_d1d2,10.0,8.419,1.25,64,5,4176,6788,28,21,14,21,10x32,2x32
io8_l1n1n4_l3n1p8,10.0,8.835,1.25,8,5,4390,2997,35,14,13,14,10x32,2x32
io8_l1n1n4_l3n1p8_d1d2,10.0,8.835,1.25,64,5,4542,7810,36,14,14,14,10x32,2x32
io8_l1n1n4_l3p1n1,10.0,8.881,1.25,16,50,8832,6864,144,20,25,20,10x32,2x32
io8_l1n1n4_l3p1n1_d1d2,10.0,8.858,1.25,128,50,10010,16577,145,20,26,20,10x32,2x32
io8_l1n1n4_l3p2n1,10.0,8.928,1.25,16,50,11907,9066,272,29,25,29,10x32,2x32
io8_l1n1n4_l3p2n1_d1d2,10.0,9.508,1.25,64,5,12396,12814,273,21,11,21,10x32,2x32
io8_l1n1n4_l3p4n1,10.0,9.674,1.25,8,26,8240,8068,528,51,17,51,10x32,2x32
io8_l1n1n4_l3p4n1_d1d2,10.0,9.258,1.25,80,50,13754,14395,529,27,26,27,10x32,2x32
io8_l1n1n4_l3p8n1,10.0,9.251,1.25,16,80,56917,27387,1040,76,40,76,10x32,2x32
io8_l1n1n4_l3p8n1_d1d2,10.0,8.419,1.25,128,640,124208,90042,1041,20,265,20,10x32,2x32
io8_l1n1n8_l3n1n1,10.0,8.419,1.25,8,40,6428,4756,28,7,26,7,10x32,2x32
io8_l1n1n8_l3n1n1_d1d2,10.0,8.419,1.25,64,40,6428,6205,29,7,27,7,10x32,2x32
io8_l1n1n8_l3n1n2,10.0,8.419,1.25,8,40,6600,4835,30,8,26,8,10x32,2x32
io8_l1n1n8_l3n1n2_d1d2,10.0,8.419,1.25,64,40,6778,9180,31,8,27,8,10x32,2x32
io8_l1n1n8_l3n1n4,10.0,8.419,1.25,8,40,6653,5158,34,14,26,14,10x32,2x32
io8_l1n1n8_l3n1n4_d1d2,10.0,8.419,1.25,64,40,6653,9971,35,14,27,14,10x32,2x32
io8_l1n1n8_l3n1n8,10.0,8.858,1.25,8,40,6684,4962,42,7,26,7,10x32,2x32
io8_l1n1n8_l3n1n8_d1d2,10.0,8.847,1.25,64,40,6937,6706,43,7,27,7,10x32,2x32
io8_l1n1n8_l3n1p1,10.0,8.419,1.25,8,40,6457,4871,29,7,27,7,10x32,2x32
io8_l1n1n8_l3n1p1_d1d2,10.0,8.419,1.25,64,40,6460,6320,30,7,28,7,10x32,2x32
io8_l1n1n8_l3n1p2,10.0,8.419,1.25,8,40,6653,4946,31,8,27,8,10x32,2x32
io8_l1n1n8_l3n1p2_d1d2,10.0,8.419,1.25,64,40,6624,6419,32,8,28,8,10x32,2x32
io8_l1n1n8_l3n1p4,10.0,8.847,1.25,8,40,6785,5221,35,14,27,14,10x32,2x32
io8_l1n1n8_l3n1p4_d1d2,10.0,8.847,1.25,64,40,6788,6674,36,14,28,14,10x32,2x32
io8_l1n1n8_l3n1p8,10.0,8.419,1.25,8,40,6892,5022,43,7,27,7,10x32,2x32
io8_l1n1n8_l3n1p8_d1d2,10.0,8.419,1.25,64,40,7154,6738,44,7,28,7,10x32,2x32
io8_l1n1n8_l3p1n1,10.0,8.419,1.25,16,64,10214,7960,152,13,32,13,10x32,2x32
io8_l1n1n8_l3p1n1_d1d2,10.0,8.881,1.25,128,64,11501,12711,153,13,33,13,10x32,2x32
io8_l1n1n8_l3p2n1,10.0,9.332,1.25,16,64,13289,10291,280,22,32,22,10x32,2x32
io8_l1n1n8_l3p2n1_d1d2,10.0,9.092,1.25,64,40,15008,14002,281,14,25,14,10x32,2x32
io8_l1n1n8_l3p4n1,10.0,9.258,1.25,8,40,9633,9277,536,44,24,44,10x32,2x32
io8_l1n1n8_l3p4n1_d1d2,10.0,9.667,1.25,80,64,15246,14727,537,20,33,20,10x32,2x32
io8_l1n1n8_l3p8n1,10.0,8.835,1.25,16,80,56710,27036,1048,69,40,69,10x32,2x32
io8_l1n1n8_l3p8n1_d1d2,10.0,8.847,1.25,128,640,124111,88869,1049,13,265,13,10x32,2x32
io8_l1n1p1_l3n1n1,10.0,8.419,1.25,8,5,3273,2450,15,7,13,7,10x32,2x32
io8_l1n1p1_l3n1n1_d1d2,10.0,8.419,1.25,64,5,3266,3635,16,7,14,7,10x32,2x32
io8_l1n1p1_l3n1n2,10.0,8.419,1.25,8,5,3445,2529,17,8,13,8,10x32,2x32
io8_l1n1p1_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3616,5170,18,8,14,8,10x32,2x32
io8_l1n1p1_l3n1n4,10.0,8.419,1.25,8,14,3978,3167,21,14,16,14,10x32,2x32
io8_l1n1p1_l3n1n4_d1d2,10.0,8.419,1.25,64,14,3971,6276,22,14,17,14,10x32,2x32
io8_l1n1p1_l3n1n8,10.0,8.858,1.25,8,14,4265,2976,29,7,16,7,10x32,2x32
io8_l1n1p1_l3n1n8_d1d2,10.0,8.847,1.25,64,17,4415,4556,30,7,18,7,10x32,2x32
io8_l1n1p1_l3n1p1,10.0,8.419,1.25,8,5,3302,2565,16,7,14,7,10x32,2x32
io8_l1n1p1_l3n1p1_d1d2,10.0,8.419,1.25,64,5,3298,3750,17,7,15,7,10x32,2x32
io8_l1n1p1_l3n1p2,10.0,8.419,1.25,8,5,3498,2640,18,8,14,8,10x32,2x32
io8_l1n1p1_l3n1p2_d1d2,10.0,8.419,1.25,64,5,3462,5289,19,8,15,8,10x32,2x32
io8_l1n1p1_l3n1p4,10.0,8.847,1.25,8,5,3630,2915,22,14,14,14,10x32,2x32
io8_l1n1p1_l3n1p4_d1d2,10.0,8.847,1.25,64,5,3626,6024,23,14,15,14,10x32,2x32
io8_l1n1p1_l3n1p8,10.0,8.419,1.25,8,5,3993,2719,30,7,14,7,10x32,2x32
io8_l1n1p1_l3n1p8_d1d2,10.0,8.419,1.25,64,5,3992,4168,31,7,15,7,10x32,2x32
io8_l1n1p1_l3p1n1,10.0,8.881,1.25,16,50,8435,6593,139,13,26,13,10x32,2x32
io8_l1n1p1_l3p1n1_d1d2,10.0,8.881,1.25,128,50,9459,11023,140,13,27,13,10x32,2x32
io8_l1n1p1_l3p2n1,10.0,9.332,1.25,16,50,11510,8907,267,22,26,22,10x32,2x32
io8_l1n1p1_l3p2n1_d1d2,10.0,9.092,1.25,64,5,11846,11448,268,14,12,14,10x32,2x32
io8_l1n1p1_l3p4n1,10.0,9.258,1.25,8,26,7850,7914,523,44,18,44,10x32,2x32
io8_l1n1p1_l3p4n1_d1d2,10.0,9.667,1.25,80,50,13204,13034,524,20,27,20,10x32,2x32
io8_l1n1p1_l3p8n1,10.0,8.835,1.25,16,80,56520,27109,1035,69,41,69,10x32,2x32
io8_l1n1p1_l3p8n1_d1d2,10.0,8.847,1.25,128,640,123658,88574,1036,13,266,13,10x32,2x32
io8_l1n1p2_l3n1n1,10.0,8.419,1.25,8,5,3361,2495,17,8,13,8,10x32,2x32
io8_l1n1p2_l3n1n1_d1d2,10.0,8.419,1.25,64,5,3325,3702,18,8,14,8,10x32,2x32
io8_l1n1p2_l3n1n2,10.0,8.419,1.25,8,5,3533,2574,19,9,13,9,10x32,2x32
io8_l1n1p2_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3675,5237,20,9,14,9,10x32,2x32
io8_l1n1p2_l3n1n4,10.0,8.419,1.25,8,14,4066,3203,23,15,16,15,10x32,2x32
io8_l1n1p2_l3n1n4_d1d2,10.0,8.419,1.25,64,14,4030,6334,24,15,17,15,10x32,2x32
io8_l1n1p2_l3n1n8,10.0,8.881,1.25,8,14,4353,3009,31,8,16,8,10x32,2x32
io8_l1n1p2_l3n1n8_d1d2,10.0,8.858,1.25,64,17,4474,4612,32,8,18,8,10x32,2x32
io8_l1n1p2_l3n1p1,10.0,8.419,1.25,8,5,3390,2610,18,8,14,8,10x32,2x32
io8_l1n1p2_l3n1p1_d1d2,10.0,8.419,1.25,64,5,3357,3817,19,8,15,8,10x32,2x32
io8_l1n1p2_l3n1p2,10.0,8.419,1.25,8,5,3554,2670,20,9,14,9,10x32,2x32
io8_l1n1p2_l3n1p2_d1d2,10.0,8.419,1.25,64,5,3489,5341,21,9,15,9,10x32,2x32
io8_l1n1p2_l3n1p4,10.0,8.858,1.25,8,5,3686,2944,24,15,14,15,10x32,2x32
io8_l1n1p2_l3n1p4_d1d2,10.0,8.858,1.25,64,5,3653,6075,25,15,15,15,10x32,2x32
io8_l1n1p2_l3n1p8,10.0,8.813,1.25,8,5,4049,2746,32,8,14,8,10x32,2x32
io8_l1n1p2_l3n1p8_d1d2,10.0,8.813,1.25,64,5,4019,4217,33,8,15,8,10x32,2x32
io8_l1n1p2_l3p1n1,10.0,8.881,1.25,16,50,8523,6627,141,14,26,14,10x32,2x32
io8_l1n1p2_l3p1n1_d1d2,10.0,8.858,1.25,128,50,9486,11075,142,14,27,14,10x32,2x32
io8_l1n1p2_l3p2n1,10.0,9.343,1.25,16,50,11566,8934,269,23,26,23,10x32,2x32
io8_l1n1p2_l3p2n1_d1d2,10.0,9.486,1.25,64,5,11905,12233,270,15,12,15,10x32,2x32
io8_l1n1p2_l3p4n1,10.0,9.651,1.25,8,26,7933,7941,525,45,18,45,10x32,2x32
io8_l1n1p2_l3p4n1_d1d2,10.0,9.678,1.25,80,50,13231,13801,526,21,27,21,10x32,2x32
io8_l1n1p2_l3p8n1,10.0,9.229,1.25,16,80,56576,27136,1037,70,41,70,10x32,2x32
io8_l1n1p2_l3p8n1_d1d2,10.0,8.858,1.25,128,640,123685,89351,1038,14,266,14,10x32,2x32
io8_l1n1p4_l3n1n1,10.0,8.847,1.25,8,5,3469,2734,21,14,13,14,10x32,2x32
io8_l1n1p4_l3n1n1_d1d2,10.0,8.847,1.25,64,5,3472,3923,22,14,14,14,10x32,2x32
io8_l1n1p4_l3n1n2,10.0,8.858,1.25,8,5,3641,2811,23,15,13,15,10x32,2x32
io8_l1n1p4_l3n1n2_d1d2,10.0,8.858,1.25,64,5,3822,5936,24,15,14,15,10x32,2x32
io8_l1n1p4_l3n1n4,10.0,8.847,1.25,8,14,4174,3437,27,21,16,21,10x32,2x32
io8_l1n1p4_l3n1n4_d1d2,10.0,8.847,1.25,64,14,4177,7030,28,21,17,21,10x32,2x32
io8_l1n1p4_l3n1n8,10.0,8.419,1.25,8,14,4461,3237,35,14,16,14,10x32,2x32
io8_l1n1p4_l3n1n8_d1d2,10.0,8.419,1.25,64,17,4621,4820,36,14,18,14,10x32,2x32
io8_l1n1p4_l3n1p1,10.0,8.847,1.25,8,5,3498,2849,22,14,14,14,10x32,2x32
io8_l1n1p4_l3n1p1_d1d2,10.0,8.847,1.25,64,5,3504,4038,23,14,15,14,10x32,2x32
io8_l1n1p4_l3n1p2,10.0,8.858,1.25,8,5,3662,2907,24,15,14,15,10x32,2x32
io8_l1n1p4_l3n1p2_d1d2,10.0,8.858,1.25,64,5,3636,6040,25,15,15,15,10x32,2x32
io8_l1n1p4_l3n1p4,10.0,8.419,1.25,8,5,3730,3164,28,21,14,21,10x32,2x32
io8_l1n1p4_l3n1p4_d1d2,10.0,8.419,1.25,64,5,3736,6757,29,21,15,21,10x32,2x32
io8_l1n1p4_l3n1p8,10.0,8.835,1.25,8,5,4093,2966,36,14,14,14,10x32,2x32
io8_l1n1p4_l3n1p8_d1d2,10.0,8.835,1.25,64,5,4102,4419,37,14,15,14,10x32,2x32
io8_l1n1p4_l3p1n1,10.0,8.881,1.25,16,50,8631,6861,145,20,26,20,10x32,2x32
io8_l1n1p4_l3p1n1_d1d2,10.0,8.858,1.25,128,50,9633,11290,146,20,27,20,10x32,2x32
io8_l1n1p4_l3p2n1,10.0,8.928,1.25,16,50,11610,9151,273,29,26,29,10x32,2x32
io8_l1n1p4_l3p2n1_d1d2,10.0,9.508,1.25,64,5,12052,12926,274,21,12,21,10x32,2x32
io8_l1n1p4_l3p4n1,10.0,9.674,1.25,8,26,8039,8162,529,51,18,51,10x32,2x32
io8_l1n1p4_l3p4n1_d1d2,10.0,9.258,1.25,80,50,13314,14480,530,27,27,27,10x32,2x32
io8_l1n1p4_l3p8n1,10.0,9.251,1.25,16,80,56620,27356,1041,76,41,76,10x32,2x32
io8_l1n1p4_l3p8n1_d1d2,10.0,8.419,1.25,128,640,123768,90041,1042,20,266,20,10x32,2x32
io8_l1n1p8_l3n1n1,10.0,8.419,1.25,24,40,6297,5056,29,7,27,7,10x32,2x32
io8_l1n1p8_l3n1n1_d1d2,10.0,8.419,1.25,80,40,6293,6505,30,7,28,7,10x32,2x32
io8_l1n1p8_l3n1n2,10.0,8.419,1.25,24,40,6469,5135,31,8,27,8,10x32,2x32
io8_l1n1p8_l3n1n2_d1d2,10.0,8.419,1.25,80,40,6643,9480,32,8,28,8,10x32,2x32
io8_l1n1p8_l3n1n4,10.0,8.419,1.25,24,40,6522,5458,35,14,27,14,10x32,2x32
io8_l1n1p8_l3n1n4_d1d2,10.0,8.419,1.25,80,40,6518,10271,36,14,28,14,10x32,2x32
io8_l1n1p8_l3n1n8,10.0,8.858,1.25,24,40,6553,5262,43,7,27,7,10x32,2x32
io8_l1n1p8_l3n1n8_d1d2,10.0,8.847,1.25,80,40,6802,7006,44,7,28,7,10x32,2x32
io8_l1n1p8_l3n1p1,10.0,8.419,1.25,24,40,6326,5171,30,7,28,7,10x32,2x32
io8_l1n1p8_l3n1p1_d1d2,10.0,8.419,1.25,80,40,6325,6620,31,7,29,7,10x32,2x32
io8_l1n1p8_l3n1p2,10.0,8.419,1.25,24,40,6522,5246,32,8,28,8,10x32,2x32
io8_l1n1p8_l3n1p2_d1d2,10.0,8.419,1.25,80,40,6489,9599,33,8,29,8,10x32,2x32
io8_l1n1p8_l3n1p4,10.0,8.847,1.25,24,40,6654,5521,36,14,28,14,10x32,2x32
io8_l1n1p8_l3n1p4_d1d2,10.0,8.847,1.25,80,40,6653,10334,37,14,29,14,10x32,2x32
io8_l1n1p8_l3n1p8,10.0,8.419,1.25,24,40,6761,5322,44,7,28,7,10x32,2x32
io8_l1n1p8_l3n1p8_d1d2,10.0,8.419,1.25,80,40,7019,7038,45,7,29,7,10x32,2x32
io8_l1n1p8_l3p1n1,10.0,8.419,1.25,32,64,10083,8260,153,13,33,13,10x32,2x32
io8_l1n1p8_l3p1n1_d1d2,10.0,8.881,1.25,144,64,11366,13011,154,13,34,13,10x32,2x32
io8_l1n1p8_l3p2n1,10.0,9.332,1.25,32,64,13158,10623,281,22,33,22,10x32,2x32
io8_l1n1p8_l3p2n1_d1d2,10.0,9.092,1.25,80,40,14873,14334,282,14,26,14,10x32,2x32
io8_l1n1p8_l3p4n1,10.0,9.258,1.25,24,40,9498,9609,537,44,25,44,10x32,2x32
io8_l1n1p8_l3p4n1_d1d2,10.0,9.667,1.25,96,64,15111,15059,538,20,34,20,10x32,2x32
io8_l1n1p8_l3p8n1,10.0,8.835,1.25,32,80,56579,27336,1049,69,41,69,10x32,2x32
io8_l1n1p8_l3p8n1_d1d2,10.0,8.847,1.25,144,640,123976,89169,1050,13,266,13,10x32,2x32
io8_l1p1n1_l3n1n1,10.0,8.419,1.25,32,40,9493,6588,138,13,24,13,10x32,2x32
io8_l1p1n1_l3n1n1_d1d2,10.0,8.419,1.25,144,40,9489,10971,139,13,25,13,10x32,2x32
io8_l1p1n1_l3n1n2,10.0,8.813,1.25,32,40,9665,6661,140,14,24,14,10x32,2x32
io8_l1p1n1_l3n1n2_d1d2,10.0,8.813,1.25,144,40,9839,15860,141,14,25,14,10x32,2x32
io8_l1p1n1_l3n1n4,10.0,8.419,1.25,32,40,9718,6938,144,20,24,20,10x32,2x32
io8_l1p1n1_l3n1n4_d1d2,10.0,8.419,1.25,144,40,9714,16605,145,20,25,20,10x32,2x32
io8_l1p1n1_l3n1n8,10.0,8.847,1.25,32,40,9749,6733,152,13,24,13,10x32,2x32
io8_l1p1n1_l3n1n8_d1d2,10.0,8.835,1.25,144,40,9998,11396,153,13,25,13,10x32,2x32
io8_l1p1n1_l3n1p1,10.0,8.419,1.25,32,40,9522,6703,139,13,25,13,10x32,2x32
io8_l1p1n1_l3n1p1_d1d2,10.0,8.419,1.25,144,40,9521,11086,140,13,26,13,10x32,2x32
io8_l1p1n1_l3n1p2,10.0,8.813,1.25,32,40,9686,6757,141,14,25,14,10x32,2x32
io8_l1p1n1_l3n1p2_d1d2,10.0,8.813,1.25,144,40,9653,15964,142,14,26,14,10x32,2x32
io8_l1p1n1_l3n1p4,10.0,8.835,1.25,32,40,9754,7014,145,20,25,20,10x32,2x32
io8_l1p1n1_l3n1p4_d1d2,10.0,8.835,1.25,144,40,9753,16681,146,20,26,20,10x32,2x32
io8_l1p1n1_l3n1p8,10.0,8.813,1.25,32,40,9861,6813,153,13,25,13,10x32,2x32
io8_l1p1n1_l3n1p8_d1d2,10.0,8.813,1.25,144,40,10119,11463,154,13,26,13,10x32,2x32
io8_l1p1n1_l3p1n1,10.0,8.881,1.25,32,64,13023,9878,262,19,30,19,10x32,2x32
io8_l1p1n1_l3p1n1_d1d2,10.0,8.847,1.25,144,64,14562,16623,263,19,31,19,10x32,2x32
io8_l1p1n1_l3p2n1,10.0,9.344,1.25,32,64,14818,11751,390,28,30,28,10x32,2x32
io8_l1p1n1_l3p2n1_d1d2,10.0,9.111,1.25,144,40,18069,18504,391,20,23,20,10x32,2x32
io8_l1p1n1_l3p4n1,10.0,9.615,1.25,32,64,13974,12288,646,50,30,50,10x32,2x32
io8_l1p1n1_l3p4n1_d1d2,10.0,9.674,1.25,144,64,18307,19622,647,26,31,26,10x32,2x32
io8_l1p1n1_l3p8n1,10.0,8.847,1.25,32,80,58239,28384,1158,75,38,75,10x32,2x32
io8_l1p1n1_l3p8n1_d1d2,10.0,8.835,1.25,144,640,126404,90878,1159,19,263,19,10x32,2x32
io8_l1p2n1_l3n1n1,10.0,8.419,1.25,32,80,13174,10396,266,22,40,22,10x32,2x32
io8_l1p2n1_l3n1n1_d1d2,10.0,8.858,1.25,144,126,22274,20977,267,14,59,14,10x32,2x32
io8_l1p2n1_l3n1n2,10.0,8.813,1.25,32,80,13314,10469,268,23,40,23,10x32,2x32
io8_l1p2n1_l3n1n2_d1d2,10.0,8.881,1.25,144,126,22592,21783,269,15,59,15,10x32,2x32
io8_l1p2n1_l3n1n4,10.0,8.419,1.25,32,80,13367,10722,272,29,40,29,10x32,2x32
io8_l1p2n1_l3n1n4_d1d2,10.0,8.858,1.25,144,126,22467,22502,273,21,59,21,10x32,2x32
io8_l1p2n1_l3n1n8,10.0,8.847,1.25,32,80,13398,10522,280,22,40,22,10x32,2x32
io8_l1p2n1_l3n1n8_d1d2,10.0,8.858,1.25,144,126,22751,21362,281,14,59,14,10x32,2x32
io8_l1p2n1_l3n1p1,10.0,8.419,1.25,32,80,13203,10511,267,22,41,22,10x32,2x32
io8_l1p2n1_l3n1p1_d1d2,10.0,8.858,1.25,144,126,22306,21092,268,14,60,14,10x32,2x32
io8_l1p2n1_l3n1p2,10.0,8.813,1.25,32,80,13335,10565,269,23,41,23,10x32,2x32
io8_l1p2n1_l3n1p2_d1d2,10.0,8.881,1.25,144,126,22406,21890,270,15,60,15,10x32,2x32
io8_l1p2n1_l3n1p4,10.0,8.835,1.25,32,80,13403,10826,273,29,41,29,10x32,2x32
io8_l1p2n1_l3n1p4_d1d2,10.0,8.847,1.25,144,126,22506,22603,274,21,60,21,10x32,2x32
io8_l1p2n1_l3n1p8,10.0,8.813,1.25,32,80,13510,10620,281,22,41,22,10x32,2x32
io8_l1p2n1_l3n1p8_d1d2,10.0,8.847,1.25,144,126,22872,21458,282,14,60,14,10x32,2x32
io8_l1p2n1_l3p1n1,10.0,8.858,1.25,32,80,15392,12511,390,28,38,28,10x32,2x32
io8_l1p2n1_l3p1n1_d1d2,10.0,8.847,1.25,144,126,25523,25528,391,20,57,20,10x32,2x32
io8_l1p2n1_l3p2n1,10.0,9.344,1.25,32,80,16419,14433,518,37,38,37,10x32,2x32
io8_l1p2n1_l3p2n1_d1d2,10.0,9.52,1.25,144,126,30822,28494,519,21,57,21,10x32,2x32
io8_l1p2n1_l3p4n1,10.0,9.696,1.25,32,80,16326,14943,774,59,38,59,10x32,2x32
io8_l1p2n1_l3p4n1_d1d2,10.0,9.258,1.25,144,126,29012,28308,775,27,57,27,10x32,2x32
