clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,uram
io8_l2n1n2_l5n1n2_l7n1p1,10.0,7.966,1.25,56,7,1940,4055,0
io8_l2n1n2_l5n1n2_l7n1p1_d1d2,10.0,7.966,1.25,448,10,2571,19260,0
io8_l2n1n2_l5n1n2_l7n1p2,10.0,7.966,1.25,56,14,3061,4711,0
io8_l2n1n2_l5n1n2_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3228,20561,0
io8_l2n1n2_l5n1n2_l7n1p4,10.0,9.066,1.25,56,28,4097,6174,0
io8_l2n1n2_l5n1n2_l7n1p4_d1d2,10.0,7.966,1.25,448,28,4859,23450,0
io8_l2n1n2_l5n1n2_l7n1p8,10.0,8.609,1.25,56,56,6545,7908,0
io8_l2n1n2_l5n1n2_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7529,28844,0
io8_l2n1n2_l5n1n2_l7p1n1,10.0,7.966,1.25,88,112,15577,15726,0
io8_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20510,55607,0
io8_l2n1n2_l5n1n2_l7p2n1,10.0,8.59,1.25,88,112,19608,17721,0
io8_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41149,62466,0
io8_l2n1n2_l5n1n2_l7p4n1,10.0,9.177,1.25,88,112,18674,20831,0
io8_l2n1n2_l5n1n2_l7p4n1_d1d2,10.0,8.423,1.25,704,448,59419,82857,0
io8_l2n1n2_l5n1n2_l7p8n1,10.0,9.215,1.25,88,112,19346,25267,0
io8_l2n1n2_l5n1n2_l7p8n1_d1d2,10.0,7.966,1.25,704,896,116951,117470,0
io8_l2n1n4_l5n1n4_l7n1n1,10.0,7.966,1.25,56,14,2057,4682,0
io8_l2n1n4_l5n1n4_l7n1n1_d1d2,10.0,7.966,1.25,448,14,2679,21556,0
io8_l2n1n4_l5n1n4_l7n1n2,10.0,7.969,1.25,56,14,2406,4777,0
io8_l2n1n4_l5n1n4_l7n1n2_d1d2,10.0,7.969,1.25,448,14,3546,22403,0
io8_l2n1n4_l5n1n4_l7n1n4,10.0,9.01,1.25,56,14,2289,5119,0
io8_l2n1n4_l5n1n4_l7n1n4_d1d2,10.0,7.966,1.25,448,14,3868,24245,0
io8_l2n1n4_l5n1n4_l7n1n8,10.0,8.553,1.25,56,40,4665,6871,0
io8_l2n1n4_l5n1n4_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5789,17977,0
io8_l2n1n4_l5n1n4_l7n1p1,10.0,7.966,1.25,56,16,2482,5016,0
io8_l2n1n4_l5n1n4_l7n1p1_d1d2,10.0,7.966,1.25,448,16,3169,21890,0
io8_l2n1n4_l5n1n4_l7n1p2,10.0,7.966,1.25,56,20,3443,5547,0
io8_l2n1n4_l5n1n4_l7n1p2_d1d2,10.0,7.966,1.25,448,20,3826,23191,0
io8_l2n1n4_l5n1n4_l7n1p4,10.0,8.423,1.25,56,28,4159,6760,0
io8_l2n1n4_l5n1n4_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5137,25830,0
io8_l2n1n4_l5n1n4_l7n1p8,10.0,7.966,1.25,56,56,6607,8494,0
io8_l2n1n4_l5n1n4_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7807,31224,0
io8_l2n1n4_l5n1n4_l7p1n1,10.0,8.59,1.25,88,112,15639,16287,0
io8_l2n1n4_l5n1n4_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20788,57961,0
io8_l2n1n4_l5n1n4_l7p2n1,10.0,8.553,1.25,88,112,19670,18274,0
io8_l2n1n4_l5n1n4_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41427,64814,0
io8_l2n1n4_l5n1n4_l7p4n1,10.0,8.572,1.25,88,112,18736,21384,0
io8_l2n1n4_l5n1n4_l7p4n1_d1d2,10.0,9.047,1.25,704,448,59697,85216,0
io8_l2n1n4_l5n1n4_l7p8n1,10.0,8.609,1.25,88,112,19408,25820,0
io8_l2n1n4_l5n1n4_l7p8n1_d1d2,10.0,8.59,1.25,704,896,117229,119831,0
io8_l2n1n8_l5n1n8_l7n1n1,10.0,8.499,1.25,56,17,2605,4449,0
io8_l2n1n8_l5n1n8_l7n1n1_d1d2,10.0,7.966,1.25,448,23,3795,26615,0
io8_l2n1n8_l5n1n8_l7n1n2,10.0,8.518,1.25,56,17,2955,4546,0
io8_l2n1n8_l5n1n8_l7n1n2_d1d2,10.0,7.966,1.25,448,23,4662,27457,0
io8_l2n1n8_l5n1n8_l7n1n4,10.0,9.029,1.25,56,17,2836,4891,0
io8_l2n1n8_l5n1n8_l7n1n4_d1d2,10.0,7.969,1.25,448,23,5256,29219,0
io8_l2n1n8_l5n1n8_l7n1n8,10.0,9.14,1.25,56,40,5053,6513,0
io8_l2n1n8_l5n1n8_l7n1n8_d1d2,10.0,7.966,1.25,448,40,6425,18949,0
io8_l2n1n8_l5n1n8_l7n1p1,10.0,8.499,1.25,56,19,3030,4791,0
io8_l2n1n8_l5n1n8_l7n1p1_d1d2,10.0,7.966,1.25,448,25,4285,16517,0
io8_l2n1n8_l5n1n8_l7n1p2,10.0,8.499,1.25,56,23,3991,5322,0
io8_l2n1n8_l5n1n8_l7n1p2_d1d2,10.0,7.966,1.25,448,29,4942,17122,0
io8_l2n1n8_l5n1n8_l7n1p4,10.0,9.01,1.25,56,31,4707,6535,0
io8_l2n1n8_l5n1n8_l7n1p4_d1d2,10.0,7.966,1.25,448,37,6253,18369,0
io8_l2n1n8_l5n1n8_l7n1p8,10.0,8.553,1.25,56,56,6995,8144,0
io8_l2n1n8_l5n1n8_l7n1p8_d1d2,10.0,7.966,1.25,448,56,8443,20604,0
io8_l2n1n8_l5n1n8_l7p1n1,10.0,9.177,1.25,88,112,15963,15923,0
io8_l2n1n8_l5n1n8_l7p1n1_d1d2,10.0,7.969,1.25,704,112,21360,41737,0
io8_l2n1n8_l5n1n8_l7p2n1,10.0,8.572,1.25,88,112,19994,17907,0
io8_l2n1n8_l5n1n8_l7p2n1_d1d2,10.0,7.969,1.25,704,224,41999,59719,0
io8_l2n1n8_l5n1n8_l7p4n1,10.0,8.59,1.25,88,112,19059,21005,0
io8_l2n1n8_l5n1n8_l7p4n1_d1d2,10.0,9.634,1.25,704,448,60269,80128,0
io8_l2n1n8_l5n1n8_l7p8n1,10.0,8.628,1.25,88,112,19732,25444,0
io8_l2n1n8_l5n1n8_l7p8n1_d1d2,10.0,9.177,1.25,704,896,117801,114747,0
io8_l2n1p1_l5n1p1_l7n1n1,10.0,7.966,1.25,56,5,1323,4009,0
io8_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,7.966,1.25,448,5,1925,18667,0
io8_l2n1p1_l5n1p1_l7n1n2,10.0,7.969,1.25,56,5,1672,4105,0
io8_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,7.969,1.25,448,5,2223,19543,0
io8_l2n1p1_l5n1p1_l7n1n4,10.0,9.01,1.25,56,5,1555,4453,0
io8_l2n1p1_l5n1p1_l7n1n4_d1d2,10.0,7.966,1.25,448,5,3106,21323,0
io8_l2n1p1_l5n1p1_l7n1n8,10.0,7.966,1.25,56,40,4412,6577,0
io8_l2n1p1_l5n1p1_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5523,18279,0
io8_l2n1p1_l5n1p1_l7n1p1,10.0,7.966,1.25,56,7,1749,4357,0
io8_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2424,15103,0
io8_l2n1p1_l5n1p1_l7n1p2,10.0,7.966,1.25,56,14,2870,5013,0
io8_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3241,15833,0
io8_l2n1p1_l5n1p1_l7n1p4,10.0,8.423,1.25,56,28,3906,6476,0
io8_l2n1p1_l5n1p1_l7n1p4_d1d2,10.0,7.966,1.25,448,28,4872,17330,0
io8_l2n1p1_l5n1p1_l7n1p8,10.0,7.966,1.25,56,56,6354,8210,0
io8_l2n1p1_l5n1p1_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7542,19940,0
io8_l2n1p1_l5n1p1_l7p1n1,10.0,8.628,1.25,88,112,15386,15983,0
io8_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20523,40765,0
io8_l2n1p1_l5n1p1_l7p2n1,10.0,8.553,1.25,88,112,19417,17984,0
io8_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41162,58763,0
io8_l2n1p1_l5n1p1_l7p4n1,10.0,9.14,1.25,88,112,18482,21090,0
io8_l2n1p1_l5n1p1_l7p4n1_d1d2,10.0,9.085,1.25,704,448,59432,79147,0
io8_l2n1p1_l5n1p1_l7p8n1,10.0,9.177,1.25,88,112,19154,25526,0
io8_l2n1p1_l5n1p1_l7p8n1_d1d2,10.0,8.628,1.25,704,896,116964,113759,0
io8_l2n1p2_l5n1p2_l7n1n1,10.0,7.966,1.25,56,5,1678,4092,0
io8_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,7.966,1.25,448,5,2086,19826,0
io8_l2n1p2_l5n1p2_l7n1n2,10.0,7.966,1.25,56,5,2026,4181,0
io8_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,7.966,1.25,448,5,2383,20695,0
io8_l2n1p2_l5n1p2_l7n1n4,10.0,9.047,1.25,56,5,1909,4526,0
io8_l2n1p2_l5n1p2_l7n1n4_d1d2,10.0,7.966,1.25,448,5,3266,22488,0
io8_l2n1p2_l5n1p2_l7n1n8,10.0,8.628,1.25,56,40,4766,6656,0
io8_l2n1p2_l5n1p2_l7n1n8_d1d2,10.0,7.966,1.25,448,40,5684,18510,0
io8_l2n1p2_l5n1p2_l7n1p1,10.0,7.966,1.25,56,7,2103,4442,0
io8_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2584,15336,0
io8_l2n1p2_l5n1p2_l7n1p2,10.0,7.966,1.25,56,14,3224,5098,0
io8_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3401,16066,0
io8_l2n1p2_l5n1p2_l7n1p4,10.0,9.066,1.25,56,28,4260,6561,0
io8_l2n1p2_l5n1p2_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5032,17563,0
io8_l2n1p2_l5n1p2_l7n1p8,10.0,8.609,1.25,56,56,6708,8295,0
io8_l2n1p2_l5n1p2_l7n1p8_d1d2,10.0,7.966,1.25,448,56,7702,20173,0
io8_l2n1p2_l5n1p2_l7p1n1,10.0,7.966,1.25,88,112,15708,16065,0
io8_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,7.966,1.25,704,112,20651,40989,0
io8_l2n1p2_l5n1p2_l7p2n1,10.0,8.59,1.25,88,112,19739,18054,0
io8_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,7.966,1.25,704,224,41290,58987,0
io8_l2n1p2_l5n1p2_l7p4n1,10.0,9.177,1.25,88,112,18804,21160,0
io8_l2n1p2_l5n1p2_l7p4n1_d1d2,10.0,8.423,1.25,704,448,59560,79375,0
io8_l2n1p2_l5n1p2_l7p8n1,10.0,9.215,1.25,88,112,19450,25596,0
io8_l2n1p2_l5n1p2_l7p8n1_d1d2,10.0,7.966,1.25,704,896,117092,113989,0
io8_l2n1p4_l5n1p4_l7n1n1,10.0,7.966,1.25,56,5,1808,4602,0
io8_l2n1p4_l5n1p4_l7n1n1_d1d2,10.0,7.966,1.25,448,5,2422,22148,0
io8_l2n1p4_l5n1p4_l7n1n2,10.0,8.48,1.25,56,5,2156,4707,0
io8_l2n1p4_l5n1p4_l7n1n2_d1d2,10.0,8.48,1.25,448,5,2711,22985,0
io8_l2n1p4_l5n1p4_l7n1n4,10.0,9.01,1.25,56,5,2039,5066,0
io8_l2n1p4_l5n1p4_l7n1n4_d1d2,10.0,8.518,1.25,448,5,3594,24792,0
io8_l2n1p4_l5n1p4_l7n1n8,10.0,8.553,1.25,56,40,4896,7166,0
io8_l2n1p4_l5n1p4_l7n1n8_d1d2,10.0,7.966,1.25,448,40,6012,18944,0
io8_l2n1p4_l5n1p4_l7n1p1,10.0,7.966,1.25,56,7,2233,4952,0
io8_l2n1p4_l5n1p4_l7n1p1_d1d2,10.0,7.966,1.25,448,7,2912,15770,0
io8_l2n1p4_l5n1p4_l7n1p2,10.0,7.966,1.25,56,14,3354,5608,0
io8_l2n1p4_l5n1p4_l7n1p2_d1d2,10.0,7.966,1.25,448,14,3729,16500,0
io8_l2n1p4_l5n1p4_l7n1p4,10.0,8.423,1.25,56,28,4390,7071,0
io8_l2n1p4_l5n1p4_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5360,17997,0
io8_l2n1p4_l5n1p4_l7n1p8,10.0,7.966,1.25,56,56,6838,8805,0
io8_l2n1p4_l5n1p4_l7n1p8_d1d2,10.0,7.966,1.25,448,56,8030,20607,0
io8_l2n1p4_l5n1p4_l7p1n1,10.0,8.59,1.25,88,112,15774,16575,0
io8_l2n1p4_l5n1p4_l7p1n1_d1d2,10.0,8.518,1.25,704,112,20915,41420,0
io8_l2n1p4_l5n1p4_l7p2n1,10.0,8.553,1.25,88,112,19805,18558,0
io8_l2n1p4_l5n1p4_l7p2n1_d1d2,10.0,8.518,1.25,704,224,41554,59435,0
io8_l2n1p4_l5n1p4_l7p4n1,10.0,8.572,1.25,88,112,18846,21664,0
io8_l2n1p4_l5n1p4_l7p4n1_d1d2,10.0,9.047,1.25,704,448,59824,79809,0
io8_l2n1p4_l5n1p4_l7p8n1,10.0,8.609,1.25,88,112,19518,26116,0
io8_l2n1p4_l5n1p4_l7p8n1_d1d2,10.0,8.59,1.25,704,896,117356,114423,0
io8_l2n1p8_l5n1p8_l7n1n1,10.0,7.966,1.25,56,5,2144,4246,0
io8_l2n1p8_l5n1p8_l7n1n1_d1d2,10.0,7.966,1.25,448,5,3016,26744,0
io8_l2n1p8_l5n1p8_l7n1n2,10.0,8.518,1.25,56,5,2494,4349,0
io8_l2n1p8_l5n1p8_l7n1n2_d1d2,10.0,8.518,1.25,448,5,3883,27595,0
io8_l2n1p8_l5n1p8_l7n1n4,10.0,9.029,1.25,56,5,2375,4683,0
io8_l2n1p8_l5n1p8_l7n1n4_d1d2,10.0,8.555,1.25,448,5,4188,29367,0
io8_l2n1p8_l5n1p8_l7n1n8,10.0,9.14,1.25,56,40,5232,6810,0
io8_l2n1p8_l5n1p8_l7n1n8_d1d2,10.0,7.966,1.25,448,40,6606,19828,0
io8_l2n1p8_l5n1p8_l7n1p1,10.0,7.966,1.25,56,7,2569,4596,0
io8_l2n1p8_l5n1p8_l7n1p1_d1d2,10.0,7.966,1.25,448,7,3506,16654,0
io8_l2n1p8_l5n1p8_l7n1p2,10.0,7.966,1.25,56,14,3690,5252,0
io8_l2n1p8_l5n1p8_l7n1p2_d1d2,10.0,7.966,1.25,448,14,4323,17384,0
io8_l2n1p8_l5n1p8_l7n1p4,10.0,9.01,1.25,56,28,4726,6715,0
io8_l2n1p8_l5n1p8_l7n1p4_d1d2,10.0,7.966,1.25,448,28,5954,18881,0
io8_l2n1p8_l5n1p8_l7n1p8,10.0,8.553,1.25,56,56,7174,8449,0
io8_l2n1p8_l5n1p8_l7n1p8_d1d2,10.0,7.966,1.25,448,56,8624,21491,0
io8_l2n1p8_l5n1p8_l7p1n1,10.0,9.177,1.25,88,112,16110,16217,0
io8_l2n1p8_l5n1p8_l7p1n1_d1d2,10.0,8.555,1.25,704,112,21509,42301,0
io8_l2n1p8_l5n1p8_l7p2n1,10.0,8.572,1.25,88,112,20055,18195,0
io8_l2n1p8_l5n1p8_l7p2n1_d1d2,10.0,8.555,1.25,704,224,42148,60300,0
io8_l2n1p8_l5n1p8_l7p4n1,10.0,8.59,1.25,88,112,19120,21298,0
io8_l2n1p8_l5n1p8_l7p4n1_d1d2,10.0,9.634,1.25,704,448,60418,80692,0
io8_l2n1p8_l5n1p8_l7p8n1,10.0,8.628,1.25,88,112,19792,25742,0
io8_l2n1p8_l5n1p8_l7p8n1_d1d2,10.0,9.177,1.25,704,896,117950,115305,0
io8_l2p1n1_l5p1n1_l7n1n1,10.0,8.776,1.25,56,17,3249,8683,0
io8_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,8.756,1.25,448,23,4383,38889,0
io8_l2p1n1_l5p1n1_l7n1n2,10.0,8.126,1.25,56,17,3592,8705,0
io8_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,8.106,1.25,448,23,5250,39723,0
io8_l2p1n1_l5p1n1_l7n1n4,10.0,9.183,1.25,56,17,3480,9039,0
io8_l2p1n1_l5p1n1_l7n1n4_d1d2,10.0,8.693,1.25,448,23,5847,41441,0
io8_l2p1n1_l5p1n1_l7n1n8,10.0,9.294,1.25,56,40,5683,10755,0
io8_l2p1n1_l5p1n1_l7n1n8_d1d2,10.0,8.756,1.25,448,40,7013,31249,0
io8_l2p1n1_l5p1n1_l7n1p1,10.0,8.776,1.25,56,19,3667,9073,0
io8_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,8.756,1.25,448,25,4873,28871,0
io8_l2p1n1_l5p1n1_l7n1p2,10.0,8.776,1.25,56,23,4635,9604,0
io8_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,8.756,1.25,448,29,5530,29474,0
io8_l2p1n1_l5p1n1_l7n1p4,10.0,9.164,1.25,56,31,5351,10817,0
io8_l2p1n1_l5p1n1_l7n1p4_d1d2,10.0,8.756,1.25,448,37,6841,30717,0
io8_l2p1n1_l5p1n1_l7n1p8,10.0,8.776,1.25,56,56,7639,12426,0
io8_l2p1n1_l5p1n1_l7n1p8_d1d2,10.0,8.756,1.25,448,56,9031,32952,0
io8_l2p1n1_l5p1n1_l7p1n1,10.0,9.331,1.25,88,112,16593,20142,0
io8_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,8.693,1.25,704,112,21948,53691,0
io8_l2p1n1_l5p1n1_l7p2n1,10.0,8.787,1.25,88,112,20624,22110,0
io8_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,8.693,1.25,704,224,42587,71674,0
io8_l2p1n1_l5p1n1_l7p4n1,10.0,8.807,1.25,88,112,19689,25184,0
io8_l2p1n1_l5p1n1_l7p4n1_d1d2,10.0,9.788,1.25,704,448,60857,92082,0
io8_l2p1n1_l5p1n1_l7p8n1,10.0,8.846,1.25,88,112,20361,29556,0
io8_l2p1n1_l5p1n1_l7p8n1_d1d2,10.0,9.331,1.25,704,896,118389,126690,0
io8_l2p2n1_l5p2n1_l7n1n1,10.0,8.087,1.25,80,80,12322,14829,0
io8_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,10.114,1.25,576,8,50007,74100,0
io8_l2p2n1_l5p2n1_l7n1n2,10.0,8.673,1.25,80,92,13568,15352,0
io8_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,10.152,1.25,576,8,51002,74977,0
io8_l2p2n1_l5p2n1_l7n1n4,10.0,9.494,1.25,80,104,13993,16221,0
io8_l2p2n1_l5p2n1_l7n1n4_d1d2,10.0,9.732,1.25,576,8,51857,76715,0
io8_l2p2n1_l5p2n1_l7n1n8,10.0,9.605,1.25,80,109,15346,17199,0
io8_l2p2n1_l5p2n1_l7n1n8_d1d2,10.0,9.527,1.25,576,40,53437,44355,0
io8_l2p2n1_l5p2n1_l7n1p1,10.0,8.087,1.25,80,70,12171,14821,0
io8_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,10.151,1.25,576,10,50369,41344,0
io8_l2p2n1_l5p2n1_l7n1p2,10.0,8.087,1.25,80,74,13132,15071,0
io8_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,10.19,1.25,576,14,52114,42104,0
io8_l2p2n1_l5p2n1_l7n1p4,10.0,9.475,1.25,80,103,15096,17315,0
io8_l2p2n1_l5p2n1_l7n1p4_d1d2,10.0,9.527,1.25,576,28,52785,43456,0
io8_l2p2n1_l5p2n1_l7n1p8,10.0,9.018,1.25,80,116,16616,18521,0
io8_l2p2n1_l5p2n1_l7n1p8_d1d2,10.0,10.151,1.25,576,56,55391,46071,0
io8_l2p2n1_l5p2n1_l7p1n1,10.0,9.642,1.25,112,166,24016,25926,0
io8_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,9.721,1.25,832,112,68372,67256,0
io8_l2p2n1_l5p2n1_l7p2n1,10.0,9.037,1.25,112,136,26287,26654,0
io8_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,9.711,1.25,832,224,91635,85485,0
io8_l2p2n1_l5p2n1_l7p4n1,10.0,9.057,1.25,112,148,26120,30297,0
io8_l2p2n1_l5p2n1_l7p4n1_d1d2,10.0,10.099,1.25,832,448,108177,105735,0
io8_l2p2n1_l5p2n1_l7p8n1,10.0,9.095,1.25,112,151,26866,34695,0
io8_l2p2n1_l5p2n1_l7p8n1_d1d2,10.0,9.713,1.25,832,896,165133,140298,0
io8_l2p4n1_l5p4n1_l7n1n1,10.0,10.263,1.25,72,50,9212,13408,0
io8_l2p4n1_l5p4n1_l7n1n1_d1d2,10.0,10.311,1.25,608,194,59493,123746,0
io8_l2p4n1_l5p4n1_l7n1n2,10.0,10.301,1.25,72,50,9530,13476,0
io8_l2p4n1_l5p4n1_l7n1n2_d1d2,10.0,10.311,1.25,608,194,60329,124350,0
io8_l2p4n1_l5p4n1_l7n1n4,10.0,9.677,1.25,72,50,9475,13839,0
io8_l2p4n1_l5p4n1_l7n1n4_d1d2,10.0,9.644,1.25,608,194,60896,126123,0
io8_l2p4n1_l5p4n1_l7n1n8,10.0,10.263,1.25,72,64,11148,15143,0
io8_l2p4n1_l5p4n1_l7n1n8_d1d2,10.0,9.666,1.25,608,208,61965,80669,0
io8_l2p4n1_l5p4n1_l7n1p1,10.0,9.676,1.25,72,52,9637,13924,0
io8_l2p4n1_l5p4n1_l7n1p1_d1d2,10.0,9.647,1.25,608,196,59984,78472,0
io8_l2p4n1_l5p4n1_l7n1p2,10.0,9.676,1.25,72,56,10598,14255,0
io8_l2p4n1_l5p4n1_l7n1p2_d1d2,10.0,10.311,1.25,608,200,60604,78890,0
io8_l2p4n1_l5p4n1_l7n1p4,10.0,9.676,1.25,72,64,11282,15690,0
io8_l2p4n1_l5p4n1_l7n1p4_d1d2,10.0,10.311,1.25,608,208,61953,80296,0
io8_l2p4n1_l5p4n1_l7n1p8,10.0,9.676,1.25,72,80,13186,16933,0
io8_l2p4n1_l5p4n1_l7n1p8_d1d2,10.0,10.311,1.25,608,224,63949,82252,0
io8_l2p4n1_l5p4n1_l7p1n1,10.0,10.301,1.25,104,112,21098,23706,0
io8_l2p4n1_l5p4n1_l7p1n1_d1d2,10.0,9.666,1.25,864,256,74084,102052,0
io8_l2p4n1_l5p4n1_l7p2n1,10.0,9.677,1.25,104,112,24969,25680,0
io8_l2p4n1_l5p4n1_l7p2n1_d1d2,10.0,10.304,1.25,864,320,92189,118425,0
io8_l2p4n1_l5p4n1_l7p4n1,10.0,9.678,1.25,104,112,24642,29004,0
io8_l2p4n1_l5p4n1_l7p4n1_d1d2,10.0,10.301,1.25,864,448,105277,134843,0
io8_l2p4n1_l5p4n1_l7p8n1,10.0,9.679,1.25,104,112,25250,33645,0
io8_l2p4n1_l5p4n1_l7p8n1_d1d2,10.0,10.23,1.25,864,896,162903,169257,0
io8_l2p8n1_l5p8n1_l7n1n1,10.0,7.984,1.25,80,86,62297,39361,0
io8_l2p8n1_l5p8n1_l7n1n1_d1d2,10.0,7.984,1.25,640,98,110203,128469,0
io8_l2p8n1_l5p8n1_l7n1n2,10.0,8.571,1.25,80,86,62647,39462,0
io8_l2p8n1_l5p8n1_l7n1n2_d1d2,10.0,8.571,1.25,640,98,111070,129310,0
io8_l2p8n1_l5p8n1_l7n1n4,10.0,9.109,1.25,80,86,62528,39796,0
io8_l2p8n1_l5p8n1_l7n1n4_d1d2,10.0,8.609,1.25,640,98,111667,131104,0
io8_l2p8n1_l5p8n1_l7n1n8,10.0,9.23,1.25,80,86,62452,39395,0
io8_l2p8n1_l5p8n1_l7n1n8_d1d2,10.0,7.992,1.25,640,98,112274,83071,0
io8_l2p8n1_l5p8n1_l7n1p1,10.0,7.984,1.25,80,86,62495,39500,0
io8_l2p8n1_l5p8n1_l7n1p1_d1d2,10.0,7.984,1.25,640,98,110466,81976,0
io8_l2p8n1_l5p8n1_l7n1p2,10.0,7.984,1.25,80,86,62970,39605,0
io8_l2p8n1_l5p8n1_l7n1p2_d1d2,10.0,7.984,1.25,640,98,110637,82155,0
io8_l2p8n1_l5p8n1_l7n1p4,10.0,9.101,1.25,80,86,62714,39998,0
io8_l2p8n1_l5p8n1_l7n1p4_d1d2,10.0,7.984,1.25,640,98,110976,82550,0
io8_l2p8n1_l5p8n1_l7n1p8,10.0,8.644,1.25,80,86,62578,39592,0
io8_l2p8n1_l5p8n1_l7n1p8_d1d2,10.0,7.984,1.25,640,98,111062,82972,0
io8_l2p8n1_l5p8n1_l7p1n1,10.0,9.268,1.25,112,118,67002,45816,0
io8_l2p8n1_l5p8n1_l7p1n1_d1d2,10.0,8.609,1.25,896,130,119435,102186,0
io8_l2p8n1_l5p8n1_l7p2n1,10.0,8.652,1.25,112,118,68985,47481,0
io8_l2p8n1_l5p8n1_l7p2n1_d1d2,10.0,8.609,1.25,896,224,138538,119291,0
io8_l2p8n1_l5p8n1_l7p4n1,10.0,8.659,1.25,112,118,69074,50633,0
io8_l2p8n1_l5p8n1_l7p4n1_d1d2,10.0,9.762,1.25,896,448,156808,139875,0
io8_l2p8n1_l5p8n1_l7p8n1,10.0,8.675,1.25,112,118,69234,55077,0
io8_l2p8n1_l5p8n1_l7p8n1_d1d2,10.0,9.305,1.25,896,896,214340,174530,0
