prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io8_l1n1n2_l3p2n1_d1d2,133.877,16604,16348,256,0,18154,72,0,0,126,300.030
io8_l1n1n2_l3p4n1,95.393,16309,16053,256,0,18465,16,0,0,112,300.030
io8_l1n1n2_l3p4n1_d1d2,141.648,20849,20593,256,0,21852,72,0,0,126,300.030
io8_l1n1n2_l3p8n1,102.712,19287,19031,256,0,21150,16,0,0,112,300.030
io8_l1n1n2_l3p8n1_d1d2,162.713,28440,28184,256,0,33361,72,0,0,126,300.030
io8_l1n1n4_l3n1n1,22.288,1842,1458,384,0,2380,0,8,0,14,300.030
io8_l1n1n4_l3n1n1_d1d2,41.761,3030,2646,384,0,3234,0,64,0,14,300.030
io8_l1n1n4_l3n1n2,22.612,1936,1552,384,0,2774,0,8,0,14,300.030
io8_l1n1n4_l3n1n2_d1d2,38.839,3089,2705,384,0,3304,0,64,0,14,300.030
io8_l1n1n4_l3n1n4,23.483,2047,1663,384,0,2736,0,8,0,14,300.030
io8_l1n1n4_l3n1n4_d1d2,37.498,3190,2806,384,0,3275,0,64,0,14,300.030
io8_l1n1n4_l3n1n8,42.304,4007,3623,384,0,4372,0,8,0,40,300.030
io8_l1n1n4_l3n1n8_d1d2,59.849,5221,4837,384,0,4896,0,64,0,40,300.030
io8_l1n1n4_l3n1p1,25.245,1943,1559,384,0,2147,0,8,0,14,300.030
io8_l1n1n4_l3n1p1_d1d2,46.484,3143,2759,384,0,2997,0,64,0,14,300.030
io8_l1n1n4_l3n1p2,26.928,2147,1763,384,0,2246,0,8,0,14,300.030
io8_l1n1n4_l3n1p2_d1d2,45.623,3349,2965,384,0,2328,0,64,0,14,300.030
io8_l1n1n4_l3n1p4,27.681,2255,1871,384,0,2570,0,8,0,14,300.030
io8_l1n1n4_l3n1p4_d1d2,45.585,3562,3178,384,0,3364,0,64,0,14,300.030
io8_l1n1n4_l3n1p8,44.335,3925,3665,256,4,3753,8,8,0,40,300.030
io8_l1n1n4_l3n1p8_d1d2,63.221,5181,4921,256,4,4399,8,64,0,40,300.030
io8_l1n1n4_l3p1n1,52.400,6302,6046,256,0,7623,16,0,0,40,300.030
io8_l1n1n4_l3p1n1_d1d2,78.470,8061,7805,256,0,7600,72,0,0,40,300.030
io8_l1n1n4_l3p2n1,77.462,9227,8971,256,0,10283,16,0,0,80,300.030
io8_l1n1n4_l3p2n1_d1d2,140.448,16952,16696,256,0,18510,72,0,0,126,300.030
io8_l1n1n4_l3p4n1,100.087,16327,16071,256,0,18410,16,0,0,112,300.030
io8_l1n1n4_l3p4n1_d1d2,147.850,21503,21247,256,0,22390,72,0,0,126,300.030
io8_l1n1n4_l3p8n1,107.706,19622,19366,256,0,21063,16,0,0,112,300.030
io8_l1n1n4_l3p8n1_d1d2,163.529,28698,28442,256,0,33528,72,0,0,126,300.030
io8_l1n1n8_l3n1n1,24.274,1967,1583,384,0,2666,0,8,0,14,300.030
io8_l1n1n8_l3n1n1_d1d2,43.295,3199,2815,384,0,3484,0,64,0,17,300.030
io8_l1n1n8_l3n1n2,22.818,2006,1622,384,0,2932,0,8,0,14,300.030
io8_l1n1n8_l3n1n2_d1d2,40.872,3254,2870,384,0,3554,0,64,0,17,300.030
io8_l1n1n8_l3n1n4,23.502,2152,1768,384,0,2886,0,8,0,14,300.030
io8_l1n1n8_l3n1n4_d1d2,39.755,3384,3000,384,0,3519,0,64,0,17,300.030
io8_l1n1n8_l3n1n8,40.437,3985,3601,384,0,4020,0,8,0,40,300.030
io8_l1n1n8_l3n1n8_d1d2,58.281,5256,4872,384,0,5087,0,64,0,40,300.030
io8_l1n1n8_l3n1p1,26.947,2081,1697,384,0,2435,0,8,0,14,300.030
io8_l1n1n8_l3n1p1_d1d2,47.968,3285,2901,384,0,2606,0,64,0,17,300.030
io8_l1n1n8_l3n1p2,26.888,2127,1743,384,0,2526,0,8,0,14,300.030
io8_l1n1n8_l3n1p2_d1d2,47.247,3502,3118,384,0,2706,0,64,0,17,300.030
io8_l1n1n8_l3n1p4,27.713,2264,1880,384,0,2595,0,8,0,14,300.030
io8_l1n1n8_l3n1p4_d1d2,47.720,3723,3339,384,0,3345,0,64,0,17,300.030
io8_l1n1n8_l3n1p8,43.579,3934,3674,256,4,3522,8,8,0,40,300.030
io8_l1n1n8_l3n1p8_d1d2,61.296,5218,4958,256,4,4091,8,64,0,40,300.030
io8_l1n1n8_l3p1n1,53.506,6452,6196,256,0,7646,16,0,0,40,300.030
io8_l1n1n8_l3p1n1_d1d2,79.757,8398,8142,256,0,7918,72,0,0,40,300.030
io8_l1n1n8_l3p2n1,78.374,9287,9031,256,0,10325,16,0,0,80,300.030
io8_l1n1n8_l3p2n1_d1d2,139.532,16772,16516,256,0,18591,72,0,0,126,300.030
io8_l1n1n8_l3p4n1,101.782,16641,16385,256,0,18371,16,0,0,112,300.030
io8_l1n1n8_l3p4n1_d1d2,150.946,21101,20845,256,0,22345,72,0,0,126,300.030
io8_l1n1n8_l3p8n1,108.391,19875,19619,256,0,21098,16,0,0,112,300.030
io8_l1n1n8_l3p8n1_d1d2,166.767,28697,28441,256,0,33839,72,0,0,126,300.030
io8_l1n1p1_l3n1n1,18.541,1959,1575,384,0,2069,0,8,0,5,300.030
io8_l1n1p1_l3n1n1_d1d2,40.755,2833,2449,384,0,2081,0,64,0,5,300.030
io8_l1n1p1_l3n1n2,17.568,1925,1541,384,0,2072,0,8,0,5,300.030
io8_l1n1p1_l3n1n2_d1d2,37.549,2906,2522,384,0,2154,0,64,0,5,300.030
io8_l1n1p1_l3n1n4,16.974,1822,1438,384,0,2030,0,8,0,5,300.030
io8_l1n1p1_l3n1n4_d1d2,36.579,2990,2606,384,0,2117,0,64,0,5,300.030
io8_l1n1p1_l3n1n8,41.770,3851,3467,384,0,3987,0,8,0,40,300.030
io8_l1n1p1_l3n1n8_d1d2,69.211,5102,4718,384,0,4710,0,64,0,40,300.030
io8_l1n1p1_l3n1p1,20.152,1743,1359,384,0,1702,0,8,0,5,300.030
io8_l1n1p1_l3n1p1_d1d2,46.617,2962,2578,384,0,1841,0,64,0,5,300.030
io8_l1n1p1_l3n1p2,21.203,1887,1503,384,0,1795,0,8,0,5,300.030
io8_l1n1p1_l3n1p2_d1d2,47.853,3124,2740,384,0,1945,0,64,0,5,300.030
io8_l1n1p1_l3n1p4,23.295,2045,1661,384,0,1877,0,8,0,5,300.030
io8_l1n1p1_l3n1p4_d1d2,49.189,3378,2994,384,0,2016,0,64,0,5,300.030
io8_l1n1p1_l3n1p8,45.095,3672,3412,256,4,3492,8,8,0,40,300.030
io8_l1n1p1_l3n1p8_d1d2,73.938,4925,4665,256,4,3564,8,64,0,40,300.030
io8_l1n1p1_l3p1n1,53.398,6268,6012,256,0,7364,16,0,0,40,300.030
io8_l1n1p1_l3p1n1_d1d2,90.790,8394,8138,256,0,7422,72,0,0,40,300.030
io8_l1n1p1_l3p2n1,79.783,9226,8970,256,0,10073,16,0,0,80,300.030
io8_l1n1p1_l3p2n1_d1d2,153.313,16534,16278,256,0,18062,72,0,0,126,300.030
io8_l1n1p1_l3p4n1,103.574,16463,16207,256,0,18104,16,0,0,112,300.030
io8_l1n1p1_l3p4n1_d1d2,161.411,20727,20471,256,0,21888,72,0,0,126,300.030
io8_l1n1p1_l3p8n1,108.152,19599,19343,256,0,20926,16,0,0,112,300.030
io8_l1n1p1_l3p8n1_d1d2,175.120,28358,28102,256,0,33372,72,0,0,126,300.030
io8_l1n1p2_l3n1n1,17.755,1744,1360,384,0,2130,0,8,0,5,300.030
io8_l1n1p2_l3n1n1_d1d2,39.397,3238,2854,384,0,3241,0,64,0,5,300.030
io8_l1n1p2_l3n1n2,17.739,1916,1524,392,0,2231,0,8,0,5,300.030
io8_l1n1p2_l3n1n2_d1d2,34.215,3071,2687,384,0,2341,0,64,0,5,300.030
io8_l1n1p2_l3n1n4,16.330,1922,1538,384,0,2226,0,8,0,5,300.030
io8_l1n1p2_l3n1n4_d1d2,34.053,3184,2800,384,0,2309,0,64,0,5,300.030
io8_l1n1p2_l3n1n8,42.355,4033,3641,392,0,4218,0,8,0,40,300.030
io8_l1n1p2_l3n1n8_d1d2,64.047,5550,5166,384,0,5095,0,64,0,40,300.030
io8_l1n1p2_l3n1p1,19.440,1821,1437,384,0,1898,0,8,0,5,300.030
io8_l1n1p2_l3n1p1_d1d2,43.469,3130,2746,384,0,2034,0,64,0,5,300.030
io8_l1n1p2_l3n1p2,21.155,1945,1561,384,0,1959,0,8,0,5,300.030
io8_l1n1p2_l3n1p2_d1d2,44.277,3255,2871,384,0,2107,0,64,0,5,300.030
io8_l1n1p2_l3n1p4,22.678,2091,1707,384,0,2028,0,8,0,5,300.030
io8_l1n1p2_l3n1p4_d1d2,44.431,3466,3082,384,0,2178,0,64,0,5,300.030
io8_l1n1p2_l3n1p8,45.384,4007,3747,256,4,3726,8,8,0,40,300.030
io8_l1n1p2_l3n1p8_d1d2,69.235,5320,5060,256,4,4608,8,64,0,40,300.030
io8_l1n1p2_l3p1n1,55.268,6343,6087,256,0,7534,16,0,0,40,300.030
io8_l1n1p2_l3p1n1_d1d2,86.356,8446,8190,256,0,7449,72,0,0,40,300.030
io8_l1n1p2_l3p2n1,79.254,9298,9042,256,0,10195,16,0,0,80,300.030
io8_l1n1p2_l3p2n1_d1d2,145.809,16781,16525,256,0,18244,72,0,0,126,300.030
io8_l1n1p2_l3p4n1,104.926,16345,16089,256,0,18300,16,0,0,112,300.030
io8_l1n1p2_l3p4n1_d1d2,155.617,22128,21872,256,0,21917,72,0,0,126,300.030
io8_l1n1p2_l3p8n1,110.673,19543,19287,256,0,21007,16,0,0,112,300.030
io8_l1n1p2_l3p8n1_d1d2,174.789,28827,28571,256,0,33380,72,0,0,126,300.030
io8_l1n1p4_l3n1n1,17.656,1869,1485,384,0,2232,0,8,0,5,300.030
io8_l1n1p4_l3n1n1_d1d2,35.873,3162,2778,384,0,2469,0,64,0,5,300.030
io8_l1n1p4_l3n1n2,17.269,1932,1548,384,0,2625,0,8,0,5,300.030
io8_l1n1p4_l3n1n2_d1d2,32.929,3248,2864,384,0,2538,0,64,0,5,300.030
io8_l1n1p4_l3n1n4,17.259,1989,1605,384,0,2327,0,8,0,5,300.030
io8_l1n1p4_l3n1n4_d1d2,32.439,3354,2970,384,0,2507,0,64,0,5,300.030
io8_l1n1p4_l3n1n8,40.851,4108,3724,384,0,4282,0,8,0,40,300.030
io8_l1n1p4_l3n1n8_d1d2,59.922,5467,5083,384,0,5073,0,64,0,40,300.030
io8_l1n1p4_l3n1p1,20.262,1948,1564,384,0,1997,0,8,0,5,300.030
io8_l1n1p4_l3n1p1_d1d2,41.976,3232,2848,384,0,2228,0,64,0,5,300.030
io8_l1n1p4_l3n1p2,20.600,2069,1685,384,0,2060,0,8,0,5,300.030
io8_l1n1p4_l3n1p2_d1d2,41.812,3433,3049,384,0,2300,0,64,0,5,300.030
io8_l1n1p4_l3n1p4,21.486,2150,1766,384,0,2063,0,8,0,5,300.030
io8_l1n1p4_l3n1p4_d1d2,41.012,3610,3226,384,0,2465,0,64,0,5,300.030
io8_l1n1p4_l3n1p8,44.811,4103,3843,256,4,3791,8,8,0,40,300.030
io8_l1n1p4_l3n1p8_d1d2,64.363,5238,4978,256,4,4573,8,64,0,40,300.030
io8_l1n1p4_l3p1n1,52.677,6405,6149,256,0,7556,16,0,0,40,300.030
io8_l1n1p4_l3p1n1_d1d2,81.484,8451,8195,256,0,7549,72,0,0,40,300.030
io8_l1n1p4_l3p2n1,78.561,9399,9143,256,0,10249,16,0,0,80,300.030
io8_l1n1p4_l3p2n1_d1d2,141.694,16989,16733,256,0,18240,72,0,0,126,300.030
io8_l1n1p4_l3p4n1,104.164,16815,16559,256,0,18621,16,0,0,112,300.030
io8_l1n1p4_l3p4n1_d1d2,152.420,22567,22311,256,0,22024,72,0,0,126,300.030
io8_l1n1p4_l3p8n1,109.052,19621,19365,256,0,21021,16,0,0,112,300.030
io8_l1n1p4_l3p8n1_d1d2,172.394,28600,28344,256,0,33532,72,0,0,126,300.030
io8_l1n1p8_l3n1n1,18.324,1898,1514,384,0,2604,0,8,0,5,300.030
io8_l1n1p8_l3n1n1_d1d2,35.406,3077,2693,384,0,2683,0,64,0,5,300.030
io8_l1n1p8_l3n1n2,16.888,1958,1574,384,0,2869,0,8,0,5,300.030
io8_l1n1p8_l3n1n2_d1d2,32.748,3131,2747,384,0,2751,0,64,0,5,300.030
io8_l1n1p8_l3n1n4,17.690,2061,1677,384,0,2696,0,8,0,5,300.030
io8_l1n1p8_l3n1n4_d1d2,31.023,3266,2882,384,0,2711,0,64,0,5,300.030
io8_l1n1p8_l3n1n8,41.182,4113,3721,392,0,4150,0,8,0,40,300.030
io8_l1n1p8_l3n1n8_d1d2,58.617,5344,4960,384,0,5186,0,64,0,40,300.030
io8_l1n1p8_l3n1p1,20.920,1890,1506,384,0,2369,0,8,0,5,300.030
io8_l1n1p8_l3n1p1_d1d2,41.783,3144,2760,384,0,2442,0,64,0,5,300.030
io8_l1n1p8_l3n1p2,21.901,2027,1643,384,0,2432,0,8,0,5,300.030
io8_l1n1p8_l3n1p2_d1d2,40.373,3306,2922,384,0,2521,0,64,0,5,300.030
io8_l1n1p8_l3n1p4,21.849,2143,1759,384,0,2435,0,8,0,5,300.030
io8_l1n1p8_l3n1p4_d1d2,40.208,3539,3155,384,0,2514,0,64,0,5,300.030
io8_l1n1p8_l3n1p8,44.880,4130,3870,256,4,3654,8,8,0,40,300.030
io8_l1n1p8_l3n1p8_d1d2,62.220,5119,4859,256,4,4688,8,64,0,40,300.030
io8_l1n1p8_l3p1n1,54.004,6403,6147,256,0,7668,16,0,0,40,300.030
io8_l1n1p8_l3p1n1_d1d2,79.860,8273,8017,256,0,7926,72,0,0,40,300.030
io8_l1n1p8_l3p2n1,78.723,9347,9091,256,0,10398,16,0,0,80,300.030
io8_l1n1p8_l3p2n1_d1d2,140.808,16929,16673,256,0,18581,72,0,0,126,300.030
io8_l1n1p8_l3p4n1,104.846,16682,16426,256,0,18467,16,0,0,112,300.030
io8_l1n1p8_l3p4n1_d1d2,151.179,21454,21198,256,0,22278,72,0,0,126,300.030
io8_l1n1p8_l3p8n1,108.141,19284,19028,256,0,21054,16,0,0,112,300.030
io8_l1n1p8_l3p8n1_d1d2,166.499,28866,28610,256,0,33835,72,0,0,126,300.030
io8_l1p1n1_l3n1n1,54.507,4037,3511,526,0,6087,8,0,0,50,300.030
io8_l1p1n1_l3n1n1_d1d2,84.603,6696,6178,518,0,7848,64,0,0,50,300.030
io8_l1p1n1_l3n1n2,56.032,4347,3821,526,0,6637,8,0,0,50,300.030
io8_l1p1n1_l3n1n2_d1d2,80.961,6657,6139,518,0,7927,64,0,0,50,300.030
io8_l1p1n1_l3n1n4,57.405,4189,3671,518,0,6339,8,0,0,50,300.030
io8_l1p1n1_l3n1n4_d1d2,81.692,6813,6301,512,0,7473,64,0,0,50,300.030
io8_l1p1n1_l3n1n8,65.131,5960,5442,518,0,7675,8,0,0,64,300.030
io8_l1p1n1_l3n1n8_d1d2,94.978,8431,7913,518,0,9108,64,0,0,64,300.030
io8_l1p1n1_l3n1p1,58.722,4093,3567,526,0,5862,8,0,0,50,300.030
io8_l1p1n1_l3n1p1_d1d2,90.076,6809,6283,526,0,7592,64,0,0,50,300.030
io8_l1p1n1_l3n1p2,60.984,4488,3962,526,0,6218,8,0,0,50,300.030
io8_l1p1n1_l3n1p2_d1d2,90.530,7242,6716,526,0,7858,64,0,0,50,300.030
io8_l1p1n1_l3n1p4,59.766,4393,3867,526,0,6023,8,0,0,50,300.030
io8_l1p1n1_l3n1p4_d1d2,88.994,7220,6694,526,0,7433,64,0,0,50,300.030
io8_l1p1n1_l3n1p8,68.602,6002,5614,384,4,7273,16,0,0,64,300.030
io8_l1p1n1_l3n1p8_d1d2,97.510,8279,7891,384,4,8449,72,0,0,64,300.030
io8_l1p1n1_l3p1n1,75.966,8433,8045,388,0,11057,16,0,0,64,300.030
io8_l1p1n1_l3p1n1_d1d2,105.919,12272,11888,384,0,12539,72,0,0,64,300.030
io8_l1p1n1_l3p2n1,84.540,10785,10401,384,0,12953,16,0,0,80,300.030
io8_l1p1n1_l3p2n1_d1d2,150.517,20953,20569,384,0,21963,72,0,0,126,300.030
io8_l1p1n1_l3p4n1,107.968,18467,18083,384,0,21154,16,0,0,112,300.030
io8_l1p1n1_l3p4n1_d1d2,160.035,25404,25020,384,0,25652,72,0,0,126,300.030
io8_l1p1n1_l3p8n1,114.206,22460,22076,384,0,23683,16,0,0,112,300.030
io8_l1p1n1_l3p8n1_d1d2,172.644,32330,31946,384,0,37115,72,0,0,126,300.030
io8_l1p2n1_l3n1n1,61.813,6865,6347,518,0,8891,8,0,0,50,300.030
io8_l1p2n1_l3n1n1_d1d2,41.671,6101,5589,512,0,9229,0,64,0,5,300.030
io8_l1p2n1_l3n1n2,63.401,7128,6612,516,0,9534,8,0,0,50,300.030
io8_l1p2n1_l3n1n2_d1d2,37.930,6432,5920,512,0,9375,0,64,0,5,300.030
io8_l1p2n1_l3n1n4,59.959,6855,6343,512,0,9384,8,0,0,50,300.030
io8_l1p2n1_l3n1n4_d1d2,39.045,6842,6330,512,0,9347,0,64,0,5,300.030
io8_l1p2n1_l3n1n8,72.861,8460,7948,512,0,10625,8,0,0,64,300.030
io8_l1p2n1_l3n1n8_d1d2,61.348,8399,7887,512,0,11247,0,64,0,40,300.030
io8_l1p2n1_l3n1p1,62.674,6781,6269,512,0,8474,8,0,0,50,300.030
io8_l1p2n1_l3n1p1_d1d2,46.353,6247,5735,512,0,8967,0,64,0,5,300.030
io8_l1p2n1_l3n1p2,66.973,7015,6503,512,0,8540,8,0,0,50,300.030
io8_l1p2n1_l3n1p2_d1d2,44.649,6903,6391,512,0,9084,0,64,0,5,300.030
io8_l1p2n1_l3n1p4,66.645,7011,6499,512,0,8538,8,0,0,50,300.030
io8_l1p2n1_l3n1p4_d1d2,45.483,6925,6413,512,0,9616,0,64,0,5,300.030
io8_l1p2n1_l3n1p8,73.572,8373,7985,384,4,9669,16,0,0,64,300.030
io8_l1p2n1_l3n1p8_d1d2,65.763,8131,7743,384,4,10781,8,64,0,40,300.030
io8_l1p2n1_l3p1n1,78.276,10911,10521,390,0,11846,16,0,0,64,300.030
io8_l1p2n1_l3p1n1_d1d2,82.640,11846,11462,384,0,14601,72,0,0,40,300.030
io8_l1p2n1_l3p2n1,87.344,12463,12079,384,0,13666,16,0,0,80,300.030
io8_l1p2n1_l3p2n1_d1d2,138.400,20324,19940,384,0,25263,68,0,0,126,300.030
io8_l1p2n1_l3p4n1,109.775,20199,19815,384,0,21271,16,0,0,112,300.030
io8_l1p2n1_l3p4n1_d1d2,149.605,24329,23945,384,0,29098,72,0,0,126,300.030
io8_l1p2n1_l3p8n1,115.404,23414,23030,384,0,24164,16,0,0,112,300.030
io8_l1p2n1_l3p8n1_d1d2,185.390,37693,37309,384,0,40544,72,0,0,126,300.030
io8_l1p4n1_l3n1n1,41.518,5232,4720,512,0,6281,0,8,0,26,300.030
io8_l1p4n1_l3n1n1_d1d2,86.313,9092,8580,512,0,11310,16,48,0,50,300.030
io8_l1p4n1_l3n1n2,40.701,5342,4830,512,0,6593,0,8,0,26,300.030
io8_l1p4n1_l3n1n2_d1d2,79.154,8875,8363,512,0,10736,16,48,0,50,300.030
io8_l1p4n1_l3n1n4,40.999,5364,4852,512,0,6356,0,8,0,26,300.030
io8_l1p4n1_l3n1n4_d1d2,78.218,9076,8564,512,0,10621,16,48,0,50,300.030
io8_l1p4n1_l3n1n8,50.955,6979,6467,512,0,7391,0,8,0,40,300.030
io8_l1p4n1_l3n1n8_d1d2,91.747,10717,10197,520,0,11817,16,48,0,64,300.030
io8_l1p4n1_l3n1p1,47.194,5534,5022,512,0,6593,0,8,0,26,300.030
io8_l1p4n1_l3n1p1_d1d2,91.387,8978,8456,522,0,12833,16,48,0,50,300.030
io8_l1p4n1_l3n1p2,46.555,5547,5035,512,0,6391,0,8,0,26,300.030
io8_l1p4n1_l3n1p2_d1d2,90.661,9446,8934,512,0,10512,16,48,0,50,300.030
io8_l1p4n1_l3n1p4,45.890,5628,5116,512,0,6296,0,8,0,26,300.030
io8_l1p4n1_l3n1p4_d1d2,88.998,9273,8761,512,0,10564,16,48,0,50,300.030
io8_l1p4n1_l3n1p8,52.155,6744,6356,384,4,6892,8,8,0,40,300.030
io8_l1p4n1_l3n1p8_d1d2,91.867,10595,10207,384,4,11288,24,48,0,64,300.030
io8_l1p4n1_l3p1n1,81.371,10557,10157,400,0,11691,16,0,0,64,300.030
io8_l1p4n1_l3p1n1_d1d2,109.923,15250,14866,384,0,14874,72,0,0,64,300.030
io8_l1p4n1_l3p2n1,88.126,12663,12279,384,0,13917,16,0,0,80,300.030
io8_l1p4n1_l3p2n1_d1d2,152.464,22685,22301,384,0,24354,72,0,0,126,300.030
io8_l1p4n1_l3p4n1,112.565,20156,19772,384,0,21931,16,0,0,112,300.030
io8_l1p4n1_l3p4n1_d1d2,162.039,26579,26195,384,0,27338,72,0,0,126,300.030
io8_l1p4n1_l3p8n1,118.379,23536,23152,384,0,24645,16,0,0,112,300.030
io8_l1p4n1_l3p8n1_d1d2,176.183,33790,33406,384,0,38775,72,0,0,126,300.030
io8_l1p8n1_l3n1n1,108.398,22887,17636,512,4739,43658,8,0,0,80,300.030
io8_l1p8n1_l3n1n1_d1d2,528.729,87543,65649,512,21382,91273,64,0,0,640,300.030
io8_l1p8n1_l3n1n2,110.628,23499,18248,512,4739,43826,8,0,0,80,300.030
io8_l1p8n1_l3n1n2_d1d2,523.984,87378,65484,512,21382,91369,64,0,0,640,300.030
io8_l1p8n1_l3n1n4,109.165,23383,18132,512,4739,43999,8,0,0,80,300.030
io8_l1p8n1_l3n1n4_d1d2,523.453,87527,65633,512,21382,91405,64,0,0,640,300.030
io8_l1p8n1_l3n1n8,166.553,24137,18886,512,4739,43861,8,0,0,80,300.030
io8_l1p8n1_l3n1n8_d1d2,604.093,87820,65918,520,21382,91711,64,0,0,640,300.030
io8_l1p8n1_l3n1p1,118.942,23442,18191,512,4739,43695,8,0,0,80,300.030
io8_l1p8n1_l3n1p1_d1d2,551.771,85430,63536,512,21382,91275,64,0,0,640,300.030
io8_l1p8n1_l3n1p2,133.395,23206,17955,512,4739,43891,8,0,0,80,300.030
io8_l1p8n1_l3n1p2_d1d2,559.073,85995,64101,512,21382,95436,64,0,0,640,300.030
io8_l1p8n1_l3n1p4,145.212,23202,17951,512,4739,43976,8,0,0,80,300.030
io8_l1p8n1_l3n1p4_d1d2,578.760,85940,64046,512,21382,91377,64,0,0,640,300.030
io8_l1p8n1_l3n1p8,227.435,23708,18581,384,4743,43639,16,0,0,80,300.030
io8_l1p8n1_l3n1p8_d1d2,712.594,87553,65783,384,21386,91455,72,0,0,640,300.030
io8_l1p8n1_l3p1n1,256.468,25881,20758,384,4739,45958,16,0,0,80,300.030
io8_l1p8n1_l3p1n1_d1d2,747.715,90659,68893,384,21382,94838,72,0,0,640,300.030
io8_l1p8n1_l3p2n1,259.703,26406,21283,384,4739,43675,16,0,0,80,300.030
io8_l1p8n1_l3p2n1_d1d2,802.336,93634,71868,384,21382,98113,72,0,0,640,300.030
io8_l1p8n1_l3p4n1,300.382,32805,27682,384,4739,47365,16,0,0,112,300.030
io8_l1p8n1_l3p4n1_d1d2,806.102,99848,78082,384,21382,101244,72,0,0,640,300.030
io8_l1p8n1_l3p8n1,292.649,36120,30997,384,4739,47305,16,0,0,112,300.030
io8_l1p8n1_l3p8n1_d1d2,816.574,104489,82715,392,21382,104271,72,0,0,640,300.030
