prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l1p4n1_l3p2n1_d1d2,10.0,8.813,1.25,40,160,47517,30273,775,38,71,38,5x32,1x32
io4_l1p4n1_l3p4n1,10.0,8.905,1.25,16,40,31316,17346,1030,131,22,131,5x32,1x32
io4_l1p4n1_l3p4n1_d1d2,10.0,9.229,1.25,40,160,48757,31013,1031,35,71,35,5x32,1x32
io8_l1n1n1_l3n1n1,10.0,8.419,1.25,8,5,2765,2174,14,7,12,7,9x32,1x32
io8_l1n1n1_l3n1n1_d1d2,10.0,8.419,1.25,64,5,2762,3359,15,7,13,7,9x32,1x32
io8_l1n1n1_l3n1n2,10.0,8.419,1.25,8,5,2934,2247,16,8,12,8,9x32,1x32
io8_l1n1n1_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3246,4896,17,8,13,8,9x32,1x32
io8_l1n1n1_l3n1n4,10.0,8.847,1.25,8,5,2934,2517,20,14,12,14,9x32,1x32
io8_l1n1n1_l3n1n4_d1d2,10.0,8.847,1.25,64,5,3080,5626,21,14,13,14,9x32,1x32
io8_l1n1n1_l3n1n8,10.0,8.419,1.25,8,40,5692,4551,28,7,26,7,9x32,1x32
io8_l1n1n1_l3n1n8_d1d2,10.0,8.419,1.25,64,40,5692,6000,29,7,27,7,9x32,1x32
io8_l1n1n1_l3n1p1,10.0,8.419,1.25,8,5,2537,2245,15,7,13,7,9x32,1x32
io8_l1n1n1_l3n1p1_d1d2,10.0,8.419,1.25,64,5,2530,3430,16,7,14,7,9x32,1x32
io8_l1n1n1_l3n1p2,10.0,8.419,1.25,8,5,2625,2290,17,8,13,8,9x32,1x32
io8_l1n1n1_l3n1p2_d1d2,10.0,8.419,1.25,64,5,2589,3497,18,8,14,8,9x32,1x32
io8_l1n1n1_l3n1p4,10.0,8.847,1.25,8,5,2733,2529,21,14,13,14,9x32,1x32
io8_l1n1n1_l3n1p4_d1d2,10.0,8.847,1.25,64,5,2736,3718,22,14,14,14,9x32,1x32
io8_l1n1n1_l3n1p8,10.0,8.419,1.25,24,40,5561,4851,29,7,27,7,9x32,1x32
io8_l1n1n1_l3n1p8_d1d2,10.0,8.419,1.25,80,40,5557,6300,30,7,28,7,9x32,1x32
io8_l1n1n1_l3p1n1,10.0,8.419,1.25,32,40,8757,6375,138,13,24,13,9x32,1x32
io8_l1n1n1_l3p1n1_d1d2,10.0,8.419,1.25,144,40,8753,10702,139,13,25,13,9x32,1x32
io8_l1n1n1_l3p2n1,10.0,8.419,1.25,32,80,12438,10191,266,22,40,22,9x32,1x32
io8_l1n1n1_l3p2n1_d1d2,10.0,8.858,1.25,144,126,21538,20708,267,14,59,14,9x32,1x32
io8_l1n1n1_l3p4n1,10.0,8.813,1.25,32,112,20951,15643,522,44,56,44,9x32,1x32
io8_l1n1n1_l3p4n1_d1d2,10.0,8.824,1.25,144,126,25260,22348,523,20,59,20,9x32,1x32
io8_l1n1n1_l3p8n1,10.0,8.835,1.25,32,112,23671,17952,1034,69,56,69,9x32,1x32
io8_l1n1n1_l3p8n1_d1d2,10.0,9.24,1.25,144,126,36597,22217,1035,13,59,13,9x32,1x32
io8_l1n1n2_l3n1n1,10.0,8.419,1.25,8,5,2938,2257,16,8,12,8,9x32,1x32
io8_l1n1n2_l3n1n1_d1d2,10.0,8.419,1.25,64,5,3113,3458,17,8,13,8,9x32,1x32
io8_l1n1n2_l3n1n2,10.0,8.419,1.25,8,5,3107,2330,18,9,12,9,9x32,1x32
io8_l1n1n2_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3597,4995,19,9,13,9,9x32,1x32
io8_l1n1n2_l3n1n4,10.0,8.858,1.25,8,5,3121,2622,22,15,12,15,9x32,1x32
io8_l1n1n2_l3n1n4_d1d2,10.0,8.858,1.25,64,5,3431,5739,23,15,13,15,9x32,1x32
io8_l1n1n2_l3n1n8,10.0,8.419,1.25,8,40,5864,4630,30,8,26,8,9x32,1x32
io8_l1n1n2_l3n1n8_d1d2,10.0,8.419,1.25,64,40,6042,6095,31,8,27,8,9x32,1x32
io8_l1n1n2_l3n1p1,10.0,8.419,1.25,8,5,2709,2324,17,8,13,8,9x32,1x32
io8_l1n1n2_l3n1p1_d1d2,10.0,8.419,1.25,64,5,2880,4965,18,8,14,8,9x32,1x32
io8_l1n1n2_l3n1p2,10.0,8.419,1.25,8,5,2797,2369,19,9,13,9,9x32,1x32
io8_l1n1n2_l3n1p2_d1d2,10.0,8.419,1.25,64,5,2939,5032,20,9,14,9,9x32,1x32
io8_l1n1n2_l3n1p4,10.0,8.858,1.25,8,5,2905,2606,23,15,13,15,9x32,1x32
io8_l1n1n2_l3n1p4_d1d2,10.0,8.858,1.25,64,5,3086,5731,24,15,14,15,9x32,1x32
io8_l1n1n2_l3n1p8,10.0,8.419,1.25,24,40,5733,4930,31,8,27,8,9x32,1x32
io8_l1n1n2_l3n1p8_d1d2,10.0,8.419,1.25,80,40,5907,9275,32,8,28,8,9x32,1x32
io8_l1n1n2_l3p1n1,10.0,8.813,1.25,32,40,8929,6448,140,14,24,14,9x32,1x32
io8_l1n1n2_l3p1n1_d1d2,10.0,8.813,1.25,144,40,9103,15591,141,14,25,14,9x32,1x32
io8_l1n1n2_l3p2n1,10.0,8.813,1.25,32,80,12579,10268,268,23,40,23,9x32,1x32
io8_l1n1n2_l3p2n1_d1d2,10.0,8.881,1.25,144,126,21857,21518,269,15,59,15,9x32,1x32
io8_l1n1n2_l3p4n1,10.0,9.206,1.25,32,112,21106,15727,524,45,56,45,9x32,1x32
io8_l1n1n2_l3p4n1_d1d2,10.0,8.835,1.25,144,126,25579,23157,525,21,59,21,9x32,1x32
io8_l1n1n2_l3p8n1,10.0,9.229,1.25,32,112,23826,18050,1036,70,56,70,9x32,1x32
io8_l1n1n2_l3p8n1_d1d2,10.0,9.251,1.25,144,126,36916,23041,1037,14,59,14,9x32,1x32
io8_l1n1n4_l3n1n1,10.0,8.419,1.25,8,14,3471,2895,20,14,15,14,9x32,1x32
io8_l1n1n4_l3n1n1_d1d2,10.0,8.419,1.25,64,14,3468,4084,21,14,16,14,9x32,1x32
io8_l1n1n4_l3n1n2,10.0,8.419,1.25,8,14,3640,2968,22,15,15,15,9x32,1x32
io8_l1n1n4_l3n1n2_d1d2,10.0,8.419,1.25,64,14,3951,6097,23,15,16,15,9x32,1x32
io8_l1n1n4_l3n1n4,10.0,8.847,1.25,8,14,3640,3253,26,21,15,21,9x32,1x32
io8_l1n1n4_l3n1n4_d1d2,10.0,8.847,1.25,64,14,3786,6846,27,21,16,21,9x32,1x32
io8_l1n1n4_l3n1n8,10.0,8.419,1.25,8,40,5917,4953,34,14,26,14,9x32,1x32
io8_l1n1n4_l3n1n8_d1d2,10.0,8.419,1.25,64,40,5917,6406,35,14,27,14,9x32,1x32
io8_l1n1n4_l3n1p1,10.0,8.419,1.25,8,14,3242,2962,21,14,16,14,9x32,1x32
io8_l1n1n4_l3n1p1_d1d2,10.0,8.419,1.25,64,14,3235,6071,22,14,17,14,9x32,1x32
io8_l1n1n4_l3n1p2,10.0,8.419,1.25,8,14,3330,2998,23,15,16,15,9x32,1x32
io8_l1n1n4_l3n1p2_d1d2,10.0,8.419,1.25,64,14,3294,6129,24,15,17,15,9x32,1x32
io8_l1n1n4_l3n1p4,10.0,8.847,1.25,8,14,3438,3232,27,21,16,21,9x32,1x32
io8_l1n1n4_l3n1p4_d1d2,10.0,8.847,1.25,64,14,3441,6825,28,21,17,21,9x32,1x32
io8_l1n1n4_l3n1p8,10.0,8.419,1.25,24,40,5786,5253,35,14,27,14,9x32,1x32
io8_l1n1n4_l3n1p8_d1d2,10.0,8.419,1.25,80,40,5782,10066,36,14,28,14,9x32,1x32
io8_l1n1n4_l3p1n1,10.0,8.419,1.25,32,40,8982,6725,144,20,24,20,9x32,1x32
io8_l1n1n4_l3p1n1_d1d2,10.0,8.419,1.25,144,40,8978,16336,145,20,25,20,9x32,1x32
io8_l1n1n4_l3p2n1,10.0,8.419,1.25,32,80,12631,10517,272,29,40,29,9x32,1x32
io8_l1n1n4_l3p2n1_d1d2,10.0,8.858,1.25,144,126,21763,22233,273,21,59,21,9x32,1x32
io8_l1n1n4_l3p4n1,10.0,8.813,1.25,32,112,21145,15988,528,51,56,51,9x32,1x32
io8_l1n1n4_l3p4n1_d1d2,10.0,8.824,1.25,144,126,25454,23889,529,27,59,27,9x32,1x32
io8_l1n1n4_l3p8n1,10.0,8.835,1.25,32,112,23865,18290,1040,76,56,76,9x32,1x32
io8_l1n1n4_l3p8n1_d1d2,10.0,9.24,1.25,144,126,36791,23753,1041,20,59,20,9x32,1x32
io8_l1n1n8_l3n1n1,10.0,8.858,1.25,8,14,3758,2704,28,7,15,7,9x32,1x32
io8_l1n1n8_l3n1n1_d1d2,10.0,8.847,1.25,64,17,3912,4284,29,7,17,7,9x32,1x32
io8_l1n1n8_l3n1n2,10.0,8.881,1.25,8,14,3928,2794,30,8,15,8,9x32,1x32
io8_l1n1n8_l3n1n2_d1d2,10.0,8.858,1.25,64,17,4395,7272,31,8,17,8,9x32,1x32
io8_l1n1n8_l3n1n4,10.0,8.419,1.25,8,14,3926,3049,34,14,15,14,9x32,1x32
io8_l1n1n8_l3n1n4_d1d2,10.0,8.419,1.25,64,17,4229,7995,35,14,17,14,9x32,1x32
io8_l1n1n8_l3n1n8,10.0,8.858,1.25,8,40,5948,4757,42,7,26,7,9x32,1x32
io8_l1n1n8_l3n1n8_d1d2,10.0,8.847,1.25,64,40,6201,6501,43,7,27,7,9x32,1x32
io8_l1n1n8_l3n1p1,10.0,8.858,1.25,8,14,3529,2771,29,7,16,7,9x32,1x32
io8_l1n1n8_l3n1p1_d1d2,10.0,8.847,1.25,64,17,3679,4351,30,7,18,7,9x32,1x32
io8_l1n1n8_l3n1p2,10.0,8.881,1.25,8,14,3617,2804,31,8,16,8,9x32,1x32
io8_l1n1n8_l3n1p2_d1d2,10.0,8.858,1.25,64,17,3738,4407,32,8,18,8,9x32,1x32
io8_l1n1n8_l3n1p4,10.0,8.419,1.25,8,14,3725,3032,35,14,16,14,9x32,1x32
io8_l1n1n8_l3n1p4_d1d2,10.0,8.419,1.25,64,17,3885,4615,36,14,18,14,9x32,1x32
io8_l1n1n8_l3n1p8,10.0,8.858,1.25,24,40,5817,5057,43,7,27,7,9x32,1x32
io8_l1n1n8_l3n1p8_d1d2,10.0,8.847,1.25,80,40,6066,6801,44,7,28,7,9x32,1x32
io8_l1n1n8_l3p1n1,10.0,8.847,1.25,32,40,9013,6520,152,13,24,13,9x32,1x32
io8_l1n1n8_l3p1n1_d1d2,10.0,8.835,1.25,144,40,9262,11127,153,13,25,13,9x32,1x32
io8_l1n1n8_l3p2n1,10.0,8.847,1.25,32,80,12662,10317,280,22,40,22,9x32,1x32
io8_l1n1n8_l3p2n1_d1d2,10.0,8.858,1.25,144,126,22015,21093,281,14,59,14,9x32,1x32
io8_l1n1n8_l3p4n1,10.0,9.24,1.25,32,112,21175,15794,536,44,56,44,9x32,1x32
io8_l1n1n8_l3p4n1_d1d2,10.0,8.858,1.25,144,126,25737,22757,537,20,59,20,9x32,1x32
io8_l1n1n8_l3p8n1,10.0,9.263,1.25,32,112,23896,18082,1048,69,56,69,9x32,1x32
io8_l1n1n8_l3p8n1_d1d2,10.0,9.24,1.25,144,126,37075,22608,1049,13,59,13,9x32,1x32
io8_l1n1p1_l3n1n1,10.0,8.419,1.25,8,5,2794,2289,15,7,13,7,9x32,1x32
io8_l1n1p1_l3n1n1_d1d2,10.0,8.419,1.25,64,5,2794,3474,16,7,14,7,9x32,1x32
io8_l1n1p1_l3n1n2,10.0,8.419,1.25,8,5,2963,2362,17,8,13,8,9x32,1x32
io8_l1n1p1_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3278,5011,18,8,14,8,9x32,1x32
io8_l1n1p1_l3n1n4,10.0,8.847,1.25,8,5,2963,2632,21,14,13,14,9x32,1x32
io8_l1n1p1_l3n1n4_d1d2,10.0,8.847,1.25,64,5,3112,5741,22,14,14,14,9x32,1x32
io8_l1n1p1_l3n1n8,10.0,8.419,1.25,8,40,5721,4666,29,7,27,7,9x32,1x32
io8_l1n1p1_l3n1n8_d1d2,10.0,8.419,1.25,64,40,5724,6115,30,7,28,7,9x32,1x32
io8_l1n1p1_l3n1p1,10.0,8.419,1.25,8,5,2566,2360,16,7,14,7,9x32,1x32
io8_l1n1p1_l3n1p1_d1d2,10.0,8.419,1.25,64,5,2562,3545,17,7,15,7,9x32,1x32
io8_l1n1p1_l3n1p2,10.0,8.419,1.25,8,5,2654,2405,18,8,14,8,9x32,1x32
io8_l1n1p1_l3n1p2_d1d2,10.0,8.419,1.25,64,5,2621,5052,19,8,15,8,9x32,1x32
io8_l1n1p1_l3n1p4,10.0,8.847,1.25,8,5,2762,2644,22,14,14,14,9x32,1x32
io8_l1n1p1_l3n1p4_d1d2,10.0,8.847,1.25,64,5,2768,5753,23,14,15,14,9x32,1x32
io8_l1n1p1_l3n1p8,10.0,8.419,1.25,24,40,5590,4966,30,7,28,7,9x32,1x32
io8_l1n1p1_l3n1p8_d1d2,10.0,8.419,1.25,80,40,5589,6415,31,7,29,7,9x32,1x32
io8_l1n1p1_l3p1n1,10.0,8.419,1.25,32,40,8786,6490,139,13,25,13,9x32,1x32
io8_l1n1p1_l3p1n1_d1d2,10.0,8.419,1.25,144,40,8785,10817,140,13,26,13,9x32,1x32
io8_l1n1p1_l3p2n1,10.0,8.419,1.25,32,80,12467,10306,267,22,41,22,9x32,1x32
io8_l1n1p1_l3p2n1_d1d2,10.0,8.858,1.25,144,126,21570,20823,268,14,60,14,9x32,1x32
io8_l1n1p1_l3p4n1,10.0,8.813,1.25,32,112,20980,15758,523,44,57,44,9x32,1x32
io8_l1n1p1_l3p4n1_d1d2,10.0,8.824,1.25,144,126,25292,22463,524,20,60,20,9x32,1x32
io8_l1n1p1_l3p8n1,10.0,8.835,1.25,32,112,23700,18067,1035,69,57,69,9x32,1x32
io8_l1n1p1_l3p8n1_d1d2,10.0,9.24,1.25,144,126,36629,22332,1036,13,60,13,9x32,1x32
io8_l1n1p2_l3n1n1,10.0,8.419,1.25,8,5,2990,2364,17,8,13,8,9x32,1x32
io8_l1n1p2_l3n1n1_d1d2,10.0,8.419,1.25,64,5,2958,3573,18,8,14,8,9x32,1x32
io8_l1n1p2_l3n1n2,10.0,8.419,1.25,8,5,3159,2437,19,9,13,9,9x32,1x32
io8_l1n1p2_l3n1n2_d1d2,10.0,8.419,1.25,64,5,3442,5110,20,9,14,9,9x32,1x32
io8_l1n1p2_l3n1n4,10.0,8.858,1.25,8,5,3159,2705,23,15,13,15,9x32,1x32
io8_l1n1p2_l3n1n4_d1d2,10.0,8.858,1.25,64,5,3276,5838,24,15,14,15,9x32,1x32
io8_l1n1p2_l3n1n8,10.0,8.419,1.25,8,40,5917,4741,31,8,27,8,9x32,1x32
io8_l1n1p2_l3n1n8_d1d2,10.0,8.419,1.25,64,40,5888,6214,32,8,28,8,9x32,1x32
io8_l1n1p2_l3n1p1,10.0,8.419,1.25,8,5,2762,2435,18,8,14,8,9x32,1x32
io8_l1n1p2_l3n1p1_d1d2,10.0,8.419,1.25,64,5,2726,3644,19,8,15,8,9x32,1x32
io8_l1n1p2_l3n1p2,10.0,8.419,1.25,8,5,2818,2465,20,9,14,9,9x32,1x32
io8_l1n1p2_l3n1p2_d1d2,10.0,8.419,1.25,64,5,2753,5136,21,9,15,9,9x32,1x32
io8_l1n1p2_l3n1p4,10.0,8.858,1.25,8,5,2926,2702,24,15,14,15,9x32,1x32
io8_l1n1p2_l3n1p4_d1d2,10.0,8.858,1.25,64,5,2900,5835,25,15,15,15,9x32,1x32
io8_l1n1p2_l3n1p8,10.0,8.419,1.25,24,40,5786,5041,32,8,28,8,9x32,1x32
io8_l1n1p2_l3n1p8_d1d2,10.0,8.419,1.25,80,40,5753,6514,33,8,29,8,9x32,1x32
io8_l1n1p2_l3p1n1,10.0,8.813,1.25,32,40,8950,6544,141,14,25,14,9x32,1x32
io8_l1n1p2_l3p1n1_d1d2,10.0,8.813,1.25,144,40,8917,10895,142,14,26,14,9x32,1x32
io8_l1n1p2_l3p2n1,10.0,8.813,1.25,32,80,12599,10360,269,23,41,23,9x32,1x32
io8_l1n1p2_l3p2n1_d1d2,10.0,8.881,1.25,144,126,21670,21621,270,15,60,15,9x32,1x32
io8_l1n1p2_l3p4n1,10.0,9.206,1.25,32,112,21112,15811,525,45,57,45,9x32,1x32
io8_l1n1p2_l3p4n1_d1d2,10.0,8.835,1.25,144,126,25392,23260,526,21,60,21,9x32,1x32
io8_l1n1p2_l3p8n1,10.0,9.229,1.25,32,112,23832,18122,1037,70,57,70,9x32,1x32
io8_l1n1p2_l3p8n1_d1d2,10.0,9.251,1.25,144,126,36729,23129,1038,14,60,14,9x32,1x32
io8_l1n1p4_l3n1n1,10.0,8.847,1.25,8,5,3123,2643,21,14,13,14,9x32,1x32
io8_l1n1p4_l3n1n1_d1d2,10.0,8.847,1.25,64,5,3123,3832,22,14,14,14,9x32,1x32
io8_l1n1p4_l3n1n2,10.0,8.858,1.25,8,5,3291,2711,23,15,13,15,9x32,1x32
io8_l1n1p4_l3n1n2_d1d2,10.0,8.858,1.25,64,5,3606,5844,24,15,14,15,9x32,1x32
io8_l1n1p4_l3n1n4,10.0,8.419,1.25,8,5,3291,2990,27,21,13,21,9x32,1x32
io8_l1n1p4_l3n1n4_d1d2,10.0,8.419,1.25,64,5,3440,6583,28,21,14,21,9x32,1x32
io8_l1n1p4_l3n1n8,10.0,8.847,1.25,8,40,6049,5016,35,14,27,14,9x32,1x32
io8_l1n1p4_l3n1n8_d1d2,10.0,8.847,1.25,64,40,6052,6469,36,14,28,14,9x32,1x32
io8_l1n1p4_l3n1p1,10.0,8.847,1.25,8,5,2894,2710,22,14,14,14,9x32,1x32
io8_l1n1p4_l3n1p1_d1d2,10.0,8.847,1.25,64,5,2890,3899,23,14,15,14,9x32,1x32
io8_l1n1p4_l3n1p2,10.0,8.858,1.25,8,5,2950,2739,24,15,14,15,9x32,1x32
io8_l1n1p4_l3n1p2_d1d2,10.0,8.858,1.25,64,5,2917,5870,25,15,15,15,9x32,1x32
io8_l1n1p4_l3n1p4,10.0,8.419,1.25,8,5,2994,2959,28,21,14,21,9x32,1x32
io8_l1n1p4_l3n1p4_d1d2,10.0,8.419,1.25,64,5,3000,6552,29,21,15,21,9x32,1x32
io8_l1n1p4_l3n1p8,10.0,8.847,1.25,24,40,5918,5316,36,14,28,14,9x32,1x32
io8_l1n1p4_l3n1p8_d1d2,10.0,8.847,1.25,80,40,5917,6769,37,14,29,14,9x32,1x32
io8_l1n1p4_l3p1n1,10.0,8.835,1.25,32,40,9018,6801,145,20,25,20,9x32,1x32
io8_l1n1p4_l3p1n1_d1d2,10.0,8.835,1.25,144,40,9017,11132,146,20,26,20,9x32,1x32
io8_l1n1p4_l3p2n1,10.0,8.835,1.25,32,80,12667,10621,273,29,41,29,9x32,1x32
io8_l1n1p4_l3p2n1_d1d2,10.0,8.847,1.25,144,126,21770,22334,274,21,60,21,9x32,1x32
io8_l1n1p4_l3p4n1,10.0,9.229,1.25,32,112,21180,16070,529,51,57,51,9x32,1x32
io8_l1n1p4_l3p4n1_d1d2,10.0,8.858,1.25,144,126,25492,23971,530,27,60,27,9x32,1x32
io8_l1n1p4_l3p8n1,10.0,9.251,1.25,32,112,23900,18394,1041,76,57,76,9x32,1x32
io8_l1n1p4_l3p8n1_d1d2,10.0,9.229,1.25,144,126,36829,23858,1042,20,60,20,9x32,1x32
io8_l1n1p8_l3n1n1,10.0,8.419,1.25,8,5,3486,2447,29,7,13,7,9x32,1x32
io8_l1n1p8_l3n1n1_d1d2,10.0,8.419,1.25,64,5,3489,3896,30,7,14,7,9x32,1x32
io8_l1n1p8_l3n1n2,10.0,8.813,1.25,8,5,3656,2537,31,8,13,8,9x32,1x32
io8_l1n1p8_l3n1n2_d1d2,10.0,8.813,1.25,64,5,3972,6882,32,8,14,8,9x32,1x32
io8_l1n1p8_l3n1n4,10.0,8.835,1.25,8,5,3654,2792,35,14,13,14,9x32,1x32
io8_l1n1p8_l3n1n4_d1d2,10.0,8.835,1.25,64,5,3806,7605,36,14,14,14,9x32,1x32
io8_l1n1p8_l3n1n8,10.0,8.419,1.25,8,40,6156,4817,43,7,27,7,9x32,1x32
io8_l1n1p8_l3n1n8_d1d2,10.0,8.419,1.25,64,40,6418,6533,44,7,28,7,9x32,1x32
io8_l1n1p8_l3n1p1,10.0,8.419,1.25,8,5,3257,2514,30,7,14,7,9x32,1x32
io8_l1n1p8_l3n1p1_d1d2,10.0,8.419,1.25,64,5,3256,3963,31,7,15,7,9x32,1x32
io8_l1n1p8_l3n1p2,10.0,8.813,1.25,8,5,3313,2541,32,8,14,8,9x32,1x32
io8_l1n1p8_l3n1p2_d1d2,10.0,8.813,1.25,64,5,3283,6892,33,8,15,8,9x32,1x32
io8_l1n1p8_l3n1p4,10.0,8.835,1.25,8,5,3357,2761,36,14,14,14,9x32,1x32
io8_l1n1p8_l3n1p4_d1d2,10.0,8.835,1.25,64,5,3366,7574,37,14,15,14,9x32,1x32
io8_l1n1p8_l3n1p8,10.0,8.419,1.25,24,40,6025,5117,44,7,28,7,9x32,1x32
io8_l1n1p8_l3n1p8_d1d2,10.0,8.419,1.25,80,40,6283,6833,45,7,29,7,9x32,1x32
io8_l1n1p8_l3p1n1,10.0,8.813,1.25,32,40,9125,6600,153,13,25,13,9x32,1x32
io8_l1n1p8_l3p1n1_d1d2,10.0,8.813,1.25,144,40,9383,11194,154,13,26,13,9x32,1x32
io8_l1n1p8_l3p2n1,10.0,8.813,1.25,32,80,12774,10415,281,22,41,22,9x32,1x32
io8_l1n1p8_l3p2n1_d1d2,10.0,8.847,1.25,144,126,22136,21189,282,14,60,14,9x32,1x32
io8_l1n1p8_l3p4n1,10.0,8.824,1.25,32,112,21191,15872,537,44,57,44,9x32,1x32
io8_l1n1p8_l3p4n1_d1d2,10.0,9.206,1.25,144,126,25762,22879,538,20,60,20,9x32,1x32
io8_l1n1p8_l3p8n1,10.0,8.847,1.25,32,112,23911,18198,1049,69,57,69,9x32,1x32
io8_l1n1p8_l3p8n1_d1d2,10.0,9.24,1.25,144,126,37099,22737,1050,13,60,13,9x32,1x32
io8_l1p1n1_l3n1n1,10.0,8.881,1.25,16,50,7928,6417,138,13,25,13,9x32,1x32
io8_l1p1n1_l3n1n1_d1d2,10.0,8.881,1.25,128,50,8956,10943,139,13,26,13,9x32,1x32
io8_l1p1n1_l3n1n2,10.0,8.881,1.25,16,50,8098,6566,140,14,25,14,9x32,1x32
io8_l1p1n1_l3n1n2_d1d2,10.0,8.858,1.25,128,50,9439,15836,141,14,26,14,9x32,1x32
io8_l1p1n1_l3n1n4,10.0,8.881,1.25,16,50,8096,6755,144,20,25,20,9x32,1x32
io8_l1p1n1_l3n1n4_d1d2,10.0,8.858,1.25,128,50,9274,16564,145,20,26,20,9x32,1x32
io8_l1p1n1_l3n1n8,10.0,8.419,1.25,16,64,9478,7923,152,13,32,13,9x32,1x32
io8_l1p1n1_l3n1n8_d1d2,10.0,8.881,1.25,128,64,10765,12698,153,13,33,13,9x32,1x32
io8_l1p1n1_l3n1p1,10.0,8.881,1.25,16,50,7699,6484,139,13,26,13,9x32,1x32
io8_l1p1n1_l3n1p1_d1d2,10.0,8.881,1.25,128,50,8723,11010,140,13,27,13,9x32,1x32
io8_l1p1n1_l3n1p2,10.0,8.881,1.25,16,50,7787,6590,141,14,26,14,9x32,1x32
io8_l1p1n1_l3n1p2_d1d2,10.0,8.858,1.25,128,50,8750,15862,142,14,27,14,9x32,1x32
io8_l1p1n1_l3n1p4,10.0,8.881,1.25,16,50,7895,6752,145,20,26,20,9x32,1x32
io8_l1p1n1_l3n1p4_d1d2,10.0,8.858,1.25,128,50,8897,16557,146,20,27,20,9x32,1x32
io8_l1p1n1_l3n1p8,10.0,8.419,1.25,32,64,9347,8223,153,13,33,13,9x32,1x32
io8_l1p1n1_l3n1p8_d1d2,10.0,8.881,1.25,144,64,10630,12998,154,13,34,13,9x32,1x32
io8_l1p1n1_l3p1n1,10.0,8.881,1.25,32,64,12287,9657,262,19,30,19,9x32,1x32
io8_l1p1n1_l3p1n1_d1d2,10.0,8.847,1.25,144,64,14082,16490,263,19,31,19,9x32,1x32
io8_l1p1n1_l3p2n1,10.0,8.858,1.25,32,80,14656,12306,390,28,38,28,9x32,1x32
io8_l1p1n1_l3p2n1_d1d2,10.0,8.847,1.25,144,126,24787,25371,391,20,57,20,9x32,1x32
io8_l1p1n1_l3p4n1,10.0,9.251,1.25,32,112,23168,17816,646,50,54,50,9x32,1x32
io8_l1p1n1_l3p4n1_d1d2,10.0,8.858,1.25,144,126,28445,26887,647,26,57,26,9x32,1x32
io8_l1p1n1_l3p8n1,10.0,9.251,1.25,32,112,25889,20122,1158,75,54,75,9x32,1x32
io8_l1p1n1_l3p8n1_d1d2,10.0,9.229,1.25,144,126,39846,26575,1159,19,57,19,9x32,1x32
io8_l1p2n1_l3n1n1,10.0,9.332,1.25,16,50,11003,8639,266,22,25,22,9x32,1x32
io8_l1p2n1_l3n1n1_d1d2,10.0,9.092,1.25,64,5,11343,11156,267,14,11,14,9x32,1x32
io8_l1p2n1_l3n1n2,10.0,9.343,1.25,16,50,11173,8673,268,23,25,23,9x32,1x32
io8_l1p2n1_l3n1n2_d1d2,10.0,9.486,1.25,64,5,11826,11935,269,15,11,15,9x32,1x32
io8_l1p2n1_l3n1n4,10.0,8.928,1.25,16,50,11171,8885,272,29,25,29,9x32,1x32
io8_l1p2n1_l3n1n4_d1d2,10.0,9.508,1.25,64,5,11660,12609,273,21,11,21,9x32,1x32
io8_l1p2n1_l3n1n8,10.0,9.332,1.25,16,64,12553,10110,280,22,32,22,9x32,1x32
io8_l1p2n1_l3n1n8_d1d2,10.0,9.092,1.25,64,40,14272,13797,281,14,25,14,9x32,1x32
io8_l1p2n1_l3n1p1,10.0,9.332,1.25,16,50,10774,8726,267,22,26,22,9x32,1x32
io8_l1p2n1_l3n1p1_d1d2,10.0,9.092,1.25,64,5,11110,11243,268,14,12,14,9x32,1x32
io8_l1p2n1_l3n1p2,10.0,9.343,1.25,16,50,10830,8753,269,23,26,23,9x32,1x32
io8_l1p2n1_l3n1p2_d1d2,10.0,9.486,1.25,64,5,11169,12028,270,15,12,15,9x32,1x32
io8_l1p2n1_l3n1p4,10.0,8.928,1.25,16,50,10874,8970,273,29,26,29,9x32,1x32
io8_l1p2n1_l3n1p4_d1d2,10.0,9.508,1.25,64,5,11316,12721,274,21,12,21,9x32,1x32
io8_l1p2n1_l3n1p8,10.0,9.332,1.25,32,64,12422,10442,281,22,33,22,9x32,1x32
io8_l1p2n1_l3n1p8_d1d2,10.0,9.092,1.25,80,40,14137,14129,282,14,26,14,9x32,1x32
io8_l1p2n1_l3p1n1,10.0,9.344,1.25,32,64,14082,11690,390,28,30,28,9x32,1x32
io8_l1p2n1_l3p1n1_d1d2,10.0,9.111,1.25,144,40,17333,17979,391,20,23,20,9x32,1x32
io8_l1p2n1_l3p2n1,10.0,9.344,1.25,32,80,15683,14124,518,37,38,37,9x32,1x32
io8_l1p2n1_l3p2n1_d1d2,10.0,9.52,1.25,144,126,30086,27969,519,21,57,21,9x32,1x32
io8_l1p2n1_l3p4n1,10.0,9.368,1.25,32,112,24196,19397,774,59,54,59,9x32,1x32
io8_l1p2n1_l3p4n1_d1d2,10.0,9.504,1.25,144,126,33808,29579,775,27,57,27,9x32,1x32
